Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,598893,598,23509,33,42298,533086,12856,,,,,North America
Europe,895564,14454,78330,1562,229037,588197,29929,,,,,Europe
Asia,303047,4311,11195,193,149661,142191,6532,,,,,Asia
South America,50784,203,2108,27,5681,42995,1205,,,,,South America
Oceania,7797,65,66,3,4041,3690,84,,,,,Australia/Oceania
Africa,15221,139,796,5,2976,11449,178,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1872027,19770,116017,1823,434313,1321697,50794,240,14.9,,,All
USA,560433,133,22115,10,32634,505684,11766,1693,67,2833112,8559,North America
Spain,169496,2665,17489,280,64727,87280,7371,3625,374,600000,12833,Europe
Italy,156363,,19899,,34211,102253,3343,2586,329,1010193,16708,Europe
France,132591,,14393,,27186,91012,6845,2031,221,333807,5114,Europe
Germany,127854,,3022,,64300,60532,4895,1526,36,1317887,15730,Europe
UK,88621,4342,11329,717,N/A,76948,1559,1305,167,367667,5416,Europe
Iran,73303,1617,4585,111,45983,22735,3877,873,55,275427,3279,Asia
Turkey,56956,,1198,,3446,52312,1665,675,14,376100,4459,Asia
Belgium,30589,942,3903,303,6707,19979,1234,2639,337,102151,8814,Europe
Netherlands,26551,964,2823,86,250,23478,1384,1550,165,115992,6769,Europe
Switzerland,25623,208,1129,23,12700,11794,386,2961,130,193800,22393,Europe
Canada,24383,,717,,7172,16494,557,646,19,422200,11186,North America
Brazil,22318,126,1241,18,173,20904,296,105,6,62985,296,South America
Russia,18328,2558,148,18,1470,16710,8,126,1,1300000,8908,Europe
Portugal,16934,349,535,31,277,16122,188,1661,52,163616,16046,Europe
Austria,13999,54,368,18,7343,6288,239,1554,41,148412,16479,Europe
Israel,11235,90,110,7,1689,9436,181,1298,13,117339,13557,Asia
Sweden,10948,465,919,20,381,9648,859,1084,91,54700,5416,Europe
S. Korea,10537,25,217,3,7447,2873,55,206,4,514621,10038,Asia
Ireland,9655,,334,,25,9296,194,1955,68,72000,14581,Europe
India,9240,35,331,,1096,7813,,7,0.2,189111,137,Asia
Peru,7519,,193,,1798,5528,134,228,6,76506,2320,South America
Ecuador,7466,,333,,501,6632,184,423,19,23635,1340,South America
Japan,7370,,123,,784,6463,129,58,1.0,77381,612,Asia
Chile,7213,,80,,2059,5074,387,377,4,82271,4304,South America
Poland,6674,,232,,439,6003,160,176,6,138007,3646,Europe
Romania,6633,333,318,2,914,5401,231,345,17,67204,3493,Europe
Norway,6527,2,131,3,32,6364,59,1204,24,127305,23483,Europe
Australia,6359,46,61,2,3494,2804,79,249,2,362136,14201,Australia/Oceania
Denmark,6318,144,285,12,2235,3798,100,1091,49,72099,12448,Europe
Czechia,5991,,139,1,467,5385,87,559,13,128359,11986,Europe
Pakistan,5374,144,93,2,1095,4186,44,24,0.4,65114,295,Asia
Saudi Arabia,4934,472,65,6,805,4064,59,142,2,115585,3320,Asia
Philippines,4932,284,315,18,242,4375,1,45,3,33814,309,Asia
Malaysia,4817,134,77,1,2276,2464,66,149,2,81730,2525,Asia
Mexico,4661,442,296,23,1843,2522,185,36,2,36594,284,North America
Indonesia,4557,316,399,26,380,3778,,17,1,27075,99,Asia
UAE,4123,,25,3,852,3246,1,417,3,648195,65538,Asia
Serbia,4054,424,85,5,400,3569,138,464,10,20958,2399,Europe
Panama,3400,,87,,29,3284,106,788,20,15147,3511,North America
Luxembourg,3281,,66,,500,2715,30,5241,105,29165,46591,Europe
Qatar,3231,252,7,,334,2890,37,1121,2,50828,17642,Asia
Ukraine,3102,325,93,10,97,2912,45,71,2,30314,693,Europe
Finland,3064,90,59,3,300,2705,74,553,11,46000,8302,Europe
Dominican Republic,2967,,173,,131,2663,147,274,16,9275,855,North America
Belarus,2919,341,29,3,203,2687,55,309,3,68000,7196,Europe
Colombia,2776,,109,,270,2397,92,55,2,41765,821,South America
Thailand,2579,28,40,2,1288,1251,61,37,0.6,71860,1030,Asia
Singapore,2532,,8,,560,1964,31,433,1,72680,12423,Asia
Argentina,2208,66,95,5,468,1645,83,49,2,19758,437,South America
South Africa,2173,,25,,410,1738,7,37,0.4,80085,1350,Africa
Greece,2114,,98,,269,1747,76,203,9,42261,4055,Europe
Egypt,2065,,159,,589,1317,,20,2,25000,244,Africa
Algeria,1914,,293,,591,1030,60,44,7,3359,77,Africa
Morocco,1746,85,120,2,196,1430,1,47,3,8952,243,Africa
Iceland,1701,,8,,889,804,10,4985,23,35253,103308,Europe
Moldova,1662,,35,4,107,1520,80,412,9,6271,1555,Europe
Croatia,1650,50,25,2,400,1225,34,402,6,17790,4333,Europe
