#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,23938696,6820,521049,364,14710215,7780,8707432,34919,,,,,,North America,,,
,Asia,20856045,23793,340117,449,19367829,37399,1148099,24255,,,,,,Asia,,,
,South America,13297303,1070,364494,11,11832071,503,1100738,17159,,,,,,South America,,,
,Europe,24082876,45841,551549,1095,11891175,42314,11640152,27217,,,,,,Europe,,,
,Africa,2824479,1022,66764,25,2342241,1270,415474,2442,,,,,,Africa,,,
,Oceania,48485,32,1059,,33465,10,13961,24,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,85048605,78578,1845047,1944,60177702,89276,23025856,106016,10911,236.7,,,,All,,,
1,USA,20904701,,358682,,12361387,,8184632,29258,62968,1080,256748633,773370,331986837,North America,16,926,1
2,India,10324631,,149471,,9927310,783,247850,8944,7445,108,174899783,126112,1386864002,Asia,134,9278,8
3,Brazil,7716405,,195742,,6769420,,751243,8318,36172,918,28600000,134068,213324870,South America,28,1090,7
4,Russia,3236787,24150,58506,504,2618882,19847,559399,2300,22175,401,91600000,627542,145966312,Europe,45,2495,2
5,France,2643239,,64921,,195174,,2383144,2641,40449,993,35790511,547700,65346936,Europe,25,1007,2
6,UK,2599789,,74570,,N/A,N/A,N/A,1847,38195,1096,54892984,806456,68066909,Europe,26,913,1
7,Turkey,2232035,,21295,,2126432,,84308,3764,26322,251,24811888,292601,84797583,Asia,38,3982,3
8,Italy,2141201,,74985,,1489154,,577062,2569,35441,1241,26823305,443973,60416516,Europe,28,806,2
9,Spain,1936718,,50837,,N/A,N/A,N/A,2018,41415,1087,27016086,577711,46763996,Europe,24,920,2
10,Germany,1773540,,34859,,1368100,,370581,5726,21134,415,34801593,414699,83920039,Europe,47,2407,2
11,Colombia,1666408,,43765,,1530973,,91670,2578,32574,856,8204984,160389,51156922,South America,31,1169,6
12,Argentina,1634834,,43375,,1447092,,144367,3438,36005,955,4897167,107854,45405556,South America,28,1047,9
13,Mexico,1443544,6359,126851,344,1090905,7137,225788,3913,11137,979,3662239,28254,129617286,North America,90,1022,35
14,Poland,1318562,5739,29119,61,1063093,7657,226350,1602,34859,770,7307919,193201,37825491,Europe,29,1299,5
15,Iran,1243434,5960,55540,102,1013018,8692,174876,4953,14709,657,7777488,92003,84535275,Asia,68,1522,11
