#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,25217605,237843,540056,4675,15540113,89195,9137436,34809,,,,,,North America,,,
,Asia,21228982,86277,345201,1131,19725614,77031,1158167,24205,,,,,,Asia,,,
,South America,13694224,114770,371934,2028,12210251,16351,1112039,18358,,,,,,South America,,,
,Europe,25240619,262996,575502,5028,13538517,140002,11126600,28407,,,,,,Europe,,,
,Africa,2960944,31006,70572,612,2423046,15965,467326,2379,,,,,,Africa,,,
,Oceania,48785,12,1066,,33609,10,14110,19,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,88391880,732904,1904346,13474,63471856,338554,23015678,108177,11340,244.3,,,,All,,,
1,USA,22071717,214101,373275,3285,13099465,75323,8598977,28940,66479,1124,265128019,798559,332008010,North America,15,889,1
2,India,10414044,18106,150606,234,10036722,20559,226716,8944,7508,109,178400995,128623,1387012163,Asia,133,9210,8
3,Brazil,7961673,87134,200498,1455,7036530,,724645,8318,37319,940,28600000,134057,213341358,South America,27,1064,7
4,Russia,3332142,23541,60457,506,2709452,23729,562233,2300,22828,414,92600000,634390,145966993,Europe,44,2414,2
5,UK,2889419,52618,78508,1162,1364821,18997,1446090,2821,42447,1153,58231730,855458,68070798,Europe,24,867,1
6,France,2727321,21703,66841,276,198756,,2461724,2616,41735,1023,36890043,564512,65348510,Europe,24,978,2
7,Turkey,2296102,12171,22264,194,2172251,8211,101587,3201,27074,263,25681213,302818,84807496,Asia,37,3809,3
8,Italy,2220361,18020,77291,414,1572015,15659,571055,2587,36751,1279,27439249,454175,60415549,Europe,27,782,2
9,Spain,2024904,16850,51675,123,N/A,N/A,N/A,2307,43300,1105,27839319,595313,46764193,Europe,23,905,2
10,Germany,1869262,28034,39255,1056,1474000,23100,356007,5569,22274,468,35118592,418462,83922959,Europe,45,2138,2
11,Colombia,1737347,17576,45067,344,1580285,10707,111995,3482,33957,881,8489080,165923,51162846,South America,29,1135,6
12,Argentina,1676171,,43976,,1474048,,158147,3521,36912,968,5050350,111216,45410084,South America,27,1033,9
13,Mexico,1479835,13345,129987,1165,1119968,6831,229880,3913,11416,1003,3747317,28907,129632081,North America,88,997,35
14,Poland,1356882,12054,30241,186,1095616,7872,231025,1590,35873,799,7490336,198026,37825040,Europe,28,1251,5
15,Iran,1268263,6360,55933,103,1050553,10032,161777,4745,15001,662,7993502,94545,84547024,Asia,67,1512,11
16,South Africa,1170590,20999,31809,441,938216,8977,200565,546,19610,533,6967478,116720,59694133,Africa,51,1877,9
17,Ukraine,1099493,8997,19505,148,773214,11316,306774,177,25220,447,5645178,129487,43596601,Europe,40,2235,8
18,Peru,1026690,2258,38049,58,964354,1788,24287,1375,30917,1146,5616880,169140,33208372,South America,32,873,6
19,Netherlands,850790,9627,12084,85,N/A,N/A,N/A,708,49596,704,6352647,370318,17154559,Europe,20,1420,3
20,Indonesia,797723,9321,23520,224,659437,6924,114766,,2901,86,7713307,28047,275016722,Asia,345,11693,36
21,Czechia,794740,17668,12621,84,649394,363,132725,1061,74141,1177,3963785,369780,10719300,Europe,13,849,3
22,Romania,658958,4951,16410,111,591596,4832,50952,1106,34373,856,4934119,257379,19170670,Europe,29,1168,4
23,Belgium,655732,2997,19883,56,45536,,590313,405,56452,1712,7112279,612295,11615776,Europe,18,584,2
24,Canada,633402,6602,16547,178,536525,5298,80330,847,16707,436,14243625,375690,37913205,North America,60,2291,3
25,Chile,629176,3693,16913,97,593235,2154,19028,862,32768,881,6709041,349410,19201032,South America,31,1135,3
26,Iraq,600755,790,12869,4,551127,1781,36759,141,14766,316,4774142,117346,40684251,Asia,68,3161,9
27,Bangladesh,519905,1007,7718,31,464446,966,47741,,3141,47,3317810,20043,165536766,Asia,318,21448,50
28,Pakistan,495075,2481,10511,50,450515,2122,34049,2251,2219,47,6964337,31217,223091811,Asia,451,21225,32
29,Sweden,482284,,9262,32,N/A,N/A,N/A,387,47601,914,4516665,445788,10131874,Europe,21,1094,2
30,Philippines,482083,1353,9356,9,449052,360,23675,727,4369,85,6925504,62769,110332481,Asia,229,11793,16
31,Switzerland,474764,3975,8178,69,317600,,148986,389,54650,941,3795457,436894,8687372,Europe,18,1062,2
32,Israel,471048,7600,3552,25,402913,4545,64583,878,51214,386,8617780,936961,9197590,Asia,20,2589,1
33,Portugal,456533,9927,7472,95,355701,3476,93360,514,44841,734,5845618,574157,10181219,Europe,22,1363,2
34,Morocco,448678,1597,7645,27,420569,1825,20464,698,12082,206,4559754,122785,37136196,Africa,83,4858,8
35,Austria,374730,2540,6568,43,346901,1927,21261,373,41484,727,3857382,427031,9033018,Europe,24,1375,2
36,Saudi Arabia,363485,108,6278,6,355037,138,2170,328,10358,179,11250266,320587,35092719,Asia,97,5590,3
37,Serbia,353907,1787,3479,35,31536,,318892,229,40590,399,2366947,271469,8719022,Europe,25,2506,4
38,Hungary,334836,3068,10325,127,179541,,144970,367,34707,1070,2774915,287628,9647574,Europe,29,934,3
39,Jordan,304071,1215,3968,13,284343,1616,15760,211,29650,387,3345942,326260,10255448,Asia,34,2585,3
40,Panama,264956,,4283,,208620,,52053,229,60914,985,1375143,316147,4349696,North America,16,1016,3
41,Nepal,263605,412,1903,4,256644,483,5058,,8964,65,1969292,66969,29405841,Asia,112,15452,15
42,Japan,258393,6076,3791,72,210451,3412,44151,796,2046,30,5205293,41222,126274718,Asia,489,33309,24
43,Georgia,235491,1612,2694,28,223695,419,9102,,59092,676,2005244,503175,3985180,Asia,17,1479,2
44,Azerbaijan,222885,685,2845,27,203527,1931,16513,,21881,279,2241908,220088,10186408,Asia,46,3580,5
45,UAE,221754,2988,694,5,199178,3658,21882,,22282,70,21903309,2200890,9952022,Asia,45,14340,0
46,Ecuador,218385,1008,14158,12,190350,,13877,382,12282,796,767133,43144,17780883,South America,81,1256,23
47,Croatia,216848,562,4266,43,206310,1232,6272,209,52993,1043,1055211,257869,4092050,Europe,19,959,4
48,Bulgaria,207259,867,8017,56,130191,1402,69051,377,29946,1158,1205134,174124,6921113,Europe,33,863,6
49,Belarus,206796,1838,1489,9,188789,2395,16518,,21888,158,4092580,433182,9447706,Europe,46,6345,2
50,Lebanon,204699,4774,1566,16,137582,1016,65551,517,30061,230,2137904,313959,6809504,Asia,33,4348,3
51,Slovakia,198184,2137,2717,60,138383,2623,57084,458,36291,498,1496314,273999,5461017,Europe,28,2010,4
52,Dominican Republic,177493,1115,2423,4,135587,655,39483,290,16278,222,892748,81873,10904089,North America,61,4500,12
53,Denmark,176837,1842,1487,37,147867,3012,27483,134,30475,256,11099561,1912799,5802784,Europe,33,3902,1
54,Costa Rica,175038,,2267,,134911,,37860,245,34199,443,513929,100413,5118157,North America,29,2258,10
55,Bolivia,166981,1713,9287,46,135186,683,22508,71,14205,790,433827,36906,11755034,South America,70,1266,27
56,Armenia,161054,201,2901,11,147388,812,10765,,54298,978,602986,203291,2966120,Asia,18,1022,5
57,Kazakhstan,159819,775,2262,,146789,810,10768,221,8459,120,5250104,277893,18892532,Asia,118,8352,4
58,Lithuania,154550,2331,2076,40,86109,2272,66365,199,57191,768,1700842,629391,2702363,Europe,17,1302,2
59,Kuwait,152978,540,938,,148239,224,3801,55,35551,218,1300034,302118,4303073,Asia,28,4587,3
60,Tunisia,152254,2373,5052,48,113415,1816,33787,352,12813,425,658772,55441,11882464,Africa,78,2352,18
61,Moldova,148294,423,3106,18,136800,889,8388,245,36806,771,571141,141755,4029080,Europe,27,1297,7
62,Egypt,145590,,7975,,115975,,21640,90,1409,77,1000000,9678,103324597,Africa,710,12956,103
63,Qatar,145271,210,245,,142314,132,2712,31,51738,87,1272766,453296,2807805,Asia,19,11460,2
64,Palestine,145252,995,1536,17,127495,1385,16221,107,28138,298,918207,177877,5162045,Asia,36,3361,6
65,Greece,142777,510,5146,47,9989,,127642,391,13733,495,3503690,337007,10396495,Europe,73,2020,3
66,Guatemala,141074,872,4928,29,129542,590,6604,5,7800,272,658693,36421,18085634,North America,128,3670,27
67,Slovenia,134545,2663,2922,23,109148,2045,22475,189,64714,1405,703552,338395,2079087,Europe,15,712,3
68,Oman,130070,182,1505,1,122556,100,6009,29,25144,291,571472,110474,5172912,Asia,40,3437,9
69,Myanmar,128772,594,2799,14,112048,647,13925,,2359,51,1940621,35543,54598618,Asia,424,19506,28
70,Malaysia,128465,3027,521,8,102723,2145,25221,142,3943,16,3524996,108196,32579720,Asia,254,62533,9
71,Ireland,127657,6503,2307,8,23364,,101986,101,25705,465,2548991,513263,4966247,Europe,39,2153,2
72,Ethiopia,127227,441,1966,1,113021,47,12240,226,1093,17,1836527,15775,116417746,Africa,915,59216,63
73,Honduras,124899,1077,3192,6,57348,,64359,182,12508,320,311072,31152,9985606,North America,80,3128,32
