#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,26128484,208953,553795,2827,15970938,89419,9603751,34931,,,,,,North America,,,
,Asia,21480728,79216,348457,955,19954035,79556,1178236,23985,,,,,,Asia,,,
,South America,13967516,60423,376635,953,12418244,23867,1172637,18628,,,,,,South America,,,
,Europe,25942554,193931,589320,3058,13900974,88929,11452260,28554,,,,,,Europe,,,
,Africa,3065274,28216,72745,529,2477593,16267,514936,2482,,,,,,Africa,,,
,Oceania,48987,43,1067,,33646,24,14274,21,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,90634264,570782,1942034,8322,64756136,298062,23936094,108601,11628,249.1,,,,All,,,
1,USA,22886029,182766,383016,1533,13467964,73540,9035049,29045,68929,1154,271210802,816841,332023890,North America,15,867,1
2,India,10467431,16085,151198,150,10092130,16735,224103,8944,7546,109,181096622,130556,1387123284,Asia,133,9174,8
3,Brazil,8105790,29792,203100,443,7144011,,758679,8318,37992,952,28600000,134050,213353724,South America,26,1050,7
4,Russia,3401954,22851,61837,456,2778889,24080,561228,2300,23306,424,93500000,640554,145967505,Europe,43,2361,2
5,UK,3072349,54940,81431,563,1406967,,1583951,3098,45133,1196,58860706,864661,68073715,Europe,22,836,1
6,France,2783256,15944,67750,151,202429,264,2513077,2629,42590,1037,37897661,579921,65349691,Europe,23,965,2
7,Turkey,2326256,9138,22807,176,2198150,8103,105299,2811,27427,269,26196481,308866,84814931,Asia,36,3719,3
8,Italy,2276491,18627,78755,361,1617804,11174,579932,2615,37681,1304,27891393,461665,60414823,Europe,27,767,2
9,Spain,2050360,,51874,,N/A,N/A,N/A,2318,43845,1109,27839319,595311,46764341,Europe,23,901,2
10,Germany,1929340,14181,41433,372,1525300,13400,362607,5414,22989,494,35118592,418451,83925150,Europe,43,2026,2
11,Colombia,1786900,15537,46114,330,1621019,11455,119767,3482,34923,901,8682821,169695,51167289,South America,29,1110,6
12,Argentina,1722217,7808,44495,78,1511750,7420,165972,3612,37923,980,5228200,115124,45413481,South America,26,1021,9
13,Mexico,1524036,16105,133204,1135,1143254,8377,247578,3913,11756,1027,3854077,29728,129643178,North America,85,973,34
14,Poland,1385522,9410,31189,177,1123318,9580,231015,1602,36630,825,7642615,202054,37824702,Europe,27,1213,5
15,Iran,1286406,5968,56171,71,1074887,7421,155348,4664,15214,664,8153264,96425,84555836,Asia,66,1505,10
16,South Africa,1231597,17421,33163,339,966368,9656,232066,546,20630,555,7183893,120333,59700262,Africa,48,1800,8
17,Ukraine,1115026,5011,19767,99,791598,5292,303661,177,25577,453,5733555,131520,43594459,Europe,39,2205,8
18,Peru,1032275,,38213,,968335,,25727,1424,31081,1151,5651113,170152,33212138,South America,32,869,6
19,Netherlands,872847,6612,12361,54,N/A,N/A,N/A,711,50880,721,6352647,370312,17154869,Europe,20,1388,3
20,Czechia,831165,8406,13115,69,657504,205,160546,1072,77538,1223,4064411,379162,10719462,Europe,13,817,3
21,Indonesia,828026,9640,24129,182,681024,7513,122873,,3011,88,7883009,28661,275040415,Asia,332,11399,35
22,Romania,671284,3082,16654,62,598610,2095,56020,1065,35018,869,5017624,261749,19169623,Europe,29,1151,4
23,Belgium,662694,1991,20038,46,45744,,596912,378,57049,1725,7257813,624802,11616188,Europe,18,580,2
24,Canada,659171,6698,16938,105,557652,5264,84581,843,17385,447,14509978,382688,37915915,North America,58,2239,3
25,Chile,641923,4181,17096,59,602861,3257,21966,911,33429,890,6821198,355227,19202375,South America,30,1123,3
26,Iraq,602938,607,12895,14,556742,1752,33301,123,14817,317,4867637,119622,40691667,Asia,67,3156,8
27,Bangladesh,522453,1071,7781,25,466801,737,47871,,3156,47,3357319,20280,165550204,Asia,317,21276,49
28,Pakistan,502416,2899,10644,46,456969,1524,34803,2278,2252,48,7088014,31767,223127025,Asia,444,20963,31
29,Israel,491319,5885,3671,26,419907,7611,67741,1033,53418,399,8824486,959435,9197590,Asia,19,2505,1
30,Sweden,489471,,9433,,N/A,N/A,N/A,386,48308,931,4717676,465603,10132390,Europe,21,1074,2
31,Philippines,487690,1906,9405,8,458198,8592,20087,727,4420,85,7025152,63666,110344437,Asia,226,11733,16
32,Portugal,483689,7502,7803,102,369108,3028,106778,558,47509,766,5956940,585105,10180976,Europe,21,1305,2
33,Switzerland,477983,,8267,14,317600,,152116,388,55017,952,3822336,439961,8687890,Europe,18,1051,2
34,Morocco,452532,895,7743,34,424896,1355,19893,635,12185,208,4614140,124237,37139781,Africa,82,4797,8
35,Austria,380722,1651,6723,36,353749,2367,20250,372,42146,744,3871527,428577,9033439,Europe,24,1344,2
36,Saudi Arabia,363809,117,6291,5,355548,166,1970,309,10366,179,11344428,323229,35097167,Asia,96,5579,3
37,Serbia,359689,1795,3582,34,31536,,324571,201,41255,411,2399702,275235,8718734,Europe,24,2434,4
38,Hungary,342237,1778,10648,94,197936,4764,133653,357,35475,1104,2840024,294383,9647374,Europe,28,906,3
39,Jordan,307209,1250,4024,15,288785,1802,14400,203,29953,392,3411667,332642,10256277,Asia,33,2549,3
40,Japan,280775,7621,3996,64,220536,3167,56243,852,2224,32,5390986,42694,126271559,Asia,450,31599,23
41,Panama,276772,,4406,,217544,,54822,219,63622,1013,1424274,327400,4350253,North America,16,987,3
42,Nepal,264780,259,1917,5,258441,513,4422,,9003,65,1982246,67400,29410142,Asia,111,15342,15
43,Georgia,239229,1143,2773,23,225335,617,11121,,60031,696,2005244,503183,3985118,Asia,17,1437,2
44,UAE,230578,2876,708,6,206114,2454,23756,,23167,71,22410465,2251629,9953001,Asia,43,14058,0
45,Azerbaijan,224651,601,2909,19,208681,1593,13061,,22052,286,2267923,222626,10187156,Asia,45,3502,4
46,Ecuador,221070,721,14177,,190350,,16543,438,12431,797,775726,43622,17783080,South America,80,1254,23
47,Croatia,219993,646,4368,26,210126,919,5499,193,53764,1067,1077777,263396,4091843,Europe,19,937,4
48,Lebanon,219296,3743,1606,16,142239,1670,75451,559,32206,236,2216992,325585,6809255,Asia,31,4240,3
49,Belarus,212201,1833,1517,10,194984,2364,15700,,22461,161,4130911,437241,9447681,Europe,45,6228,2
50,Bulgaria,208511,105,8126,29,135259,695,65126,380,30129,1174,1222539,176650,6920687,Europe,33,852,6
51,Slovakia,208209,2973,2918,82,147275,2663,58016,485,38126,534,1536183,281299,5461038,Europe,26,1872,4
52,Dominican Republic,182103,1459,2427,3,138076,978,41600,308,16699,223,909877,83437,10904980,North America,60,4493,12
53,Denmark,181486,1246,1570,28,153565,2633,26351,138,31275,271,11360446,1957702,5802951,Europe,32,3696,1
54,Costa Rica,177614,,2305,,136083,,39226,223,34700,450,522113,102004,5118537,North America,29,2221,10
55,Bolivia,172798,1644,9351,23,137704,822,25743,71,14698,795,447324,38050,11756339,South America,68,1257,26
56,Kazakhstan,162273,780,2319,,148671,408,11283,221,8588,123,5250104,277866,18894372,Asia,116,8148,4
57,Armenia,162131,337,2929,7,149312,419,9890,,54660,987,608905,205284,2966165,Asia,18,1013,5
58,Lithuania,159672,1490,2197,26,92453,241,65022,180,59093,813,1738399,643362,2702054,Europe,17,1230,2
59,Tunisia,159276,1762,5215,62,117701,1175,36360,358,13403,439,683912,57552,11883477,Africa,75,2279,17
60,Kuwait,154314,414,943,1,149007,279,4364,46,35857,219,1327427,308446,4303591,Asia,28,4564,3
61,Moldova,149391,298,3139,9,138440,337,7812,228,37079,779,576531,143095,4029004,Europe,27,1284,7
62,Egypt,148799,,8142,,118294,,22363,90,1440,79,1000000,9677,103340442,Africa,694,12692,103
63,Ireland,147613,6886,2344,8,23364,,121905,128,29721,472,2603895,524271,4966699,Europe,34,2119,2
64,Palestine,147400,699,1604,21,131117,1015,14679,98,28549,311,930576,180239,5163019,Asia,35,3219,6
65,Qatar,145865,193,246,,142695,123,2924,27,51950,88,1286667,458247,2807805,Asia,19,11414,2
66,Greece,144738,445,5263,36,9989,,129486,353,13922,506,3596539,345951,10396080,Europe,72,1975,3
67,Guatemala,143243,116,5025,26,131017,468,7201,5,7919,278,672023,37152,18088355,North America,126,3600,27
68,Slovenia,139281,763,2998,25,111864,595,24419,202,66991,1442,716375,344562,2079089,Europe,15,693,3
69,Malaysia,135992,2433,551,9,108109,1277,27332,171,4174,17,3626785,111309,32583119,Asia,240,59135,9
70,Oman,130608,538,1508,3,122867,311,6233,24,25243,291,571472,110451,5173980,Asia,40,3431,9
71,Myanmar,130604,555,2846,20,114049,499,13709,,2392,52,1997934,36591,54601603,Asia,418,19185,27
72,Ethiopia,128316,524,1994,9,113374,79,12948,202,1102,17,1850100,15889,116441158,Africa,907,58396,63
73,Honduras,126943,830,3264,9,58788,61,64891,190,12711,327,318168,31859,9986898,North America,79,3060,31
74,Venezuela,116172,,1061,,110126,,4985,82,4092,37,2441024,85972,28393307,South America,244,26761,12
75,Paraguay,115733,707,2405,18,91443,896,21885,180,16122,335,586641,81723,7178428,South America,62,2985,12
76,Bosnia and Herzegovina,115633,254,4330,25,81625,299,29678,,35362,1324,541875,165711,3269998,Europe,28,755,6
77,Libya,104745,743,1581,13,80292,1099,22872,,15136,228,574593,83031,6920185,Africa,66,4377,12
78,Algeria,102144,231,2807,4,69212,201,30125,42,2308,63,,,44264024,Africa,433,15769,
79,Nigeria,100087,1024,1358,8,80030,613,18699,10,479,7,1025560,4912,208790571,Africa,2086,153749,204
80,Kenya,98271,87,1710,6,80875,67,15686,32,1807,31,1092144,20081,54387169,Africa,553,31805,50
81,Bahrain,95558,241,356,1,92362,249,2840,16,55171,206,2474881,1428897,1732022,Asia,18,4865,1
82,North Macedonia,86494,344,2622,8,67453,289,16419,138,41517,1259,417212,200262,2083329,Europe,24,795,5
83,Kyrgyzstan,82273,135,1369,2,77902,151,3002,50,12503,208,609325,92597,6580399,Asia,80,4807,11
84,Uzbekistan,77572,42,617,1,76014,67,941,157,2300,18,1377915,40860,33722857,Asia,435,54656,24
85,S. Korea,68664,665,1125,25,50409,1085,17130,401,1339,22,4723464,92089,51292477,Asia,747,45593,11
86,Albania,63595,562,1241,8,37648,321,24706,39,22111,431,287405,99927,2876136,Europe,45,2318,10
87,Singapore,58907,42,29,,58636,25,242,1,10028,5,5617894,956316,5874517,Asia,100,202570,1
88,Ghana,55772,,336,,54438,,998,37,1776,11,697087,22193,31410500,Africa,563,93484,45
89,Norway,55156,237,472,,46611,,8073,31,10132,87,2975796,546668,5443515,Europe,99,11533,2
90,Afghanistan,53522,33,2288,11,43948,208,7286,93,1359,58,214575,5448,39384037,Asia,736,17213,184
91,Montenegro,52431,432,725,4,42288,461,9418,68,83474,1154,196536,312902,628108,Europe,12,866,3
92,Latvia,49568,616,849,31,35771,467,12948,68,26435,453,965215,514752,1875108,Europe,38,2209,2
93,El Salvador,48905,331,1419,11,43356,222,4130,103,7520,218,645753,99294,6503434,North America,133,4583,10
94,Sri Lanka,48380,540,229,,41325,487,6826,,2254,11,1376607,64146,21460541,Asia,444,93714,16
95,Luxembourg,47984,104,533,3,44482,,2969,22,76009,844,1747039,2767380,631297,Europe,13,1184,0
96,Finland,38590,198,586,,31000,,7004,29,6959,106,2564636,462491,5545262,Europe,144,9463,2
97,Uganda,37742,188,301,,12852,132,24589,,812,6,784351,16873,46486532,Africa,1232,154440,59
98,Estonia,33516,429,283,5,22876,124,10357,40,25257,213,676920,510111,1327006,Europe,40,4689,2
99,Australia,28595,12,909,,25825,3,1861,,1115,35,11994464,467531,25654928,Australia/Oceania,897,28223,2
100,Namibia,28259,536,254,3,24292,380,3713,33,11018,99,228783,89198,2564903,Africa,91,10098,11
101,Zambia,27728,1161,469,5,20598,86,6661,173,1487,25,698215,37437,18650425,Africa,673,39766,27
102,Cyprus,27350,339,148,1,2057,,25145,55,22566,122,845067,697262,1211979,Asia,44,8189,1
103,Cameroon,26848,,448,,24892,,1508,46,998,17,149000,5541,26888694,Africa,1002,60019,180
104,Uruguay,24974,,248,,18372,,6354,89,7176,71,693232,199200,3480074,South America,139,14033,5
105,Ivory Coast,23750,268,139,,22570,159,1041,,889,5,280629,10504,26717203,Africa,1125,192210,95
106,Sudan,23316,,1468,,13524,,8324,,525,33,,,44381071,Africa,1903,30232,
107,Mozambique,21939,578,192,5,17535,14,4212,,692,6,288674,9104,31708643,Africa,1445,165149,110
108,Zimbabwe,21477,978,507,24,12582,143,8388,,1434,34,222447,14854,14976062,Africa,697,29539,67
109,Senegal,21245,245,465,6,18218,90,2562,33,1252,27,287223,16923,16972591,Africa,799,36500,59
110,DRC,19159,,611,,14743,,3805,,211,7,,,90967970,Africa,4748,148884,
111,Angola,18193,37,416,,13872,667,3905,17,545,12,174111,5214,33394109,Africa,1836,80274,192
112,Madagascar,17767,,262,,17298,,207,16,633,9,101223,3607,28060121,Africa,1579,107100,277
113,French Polynesia,17241,,122,,4842,,12277,21,61190,433,26355,93536,281762,Australia/Oceania,16,2310,11
114,Botswana,16050,,48,,12927,,3075,1,6754,20,559538,235461,2376351,Africa,148,49507,4
115,Mauritania,15512,83,384,1,13435,129,1693,58,3291,81,131440,27889,4712998,Africa,304,12273,36
116,Cuba,14576,388,151,3,11863,181,2562,24,1287,13,1592607,140653,11322963,North America,777,74987,7
117,Malta,14396,184,233,1,11841,82,2322,18,32558,527,543558,1229316,442163,Europe,31,1898,1
118,French Guiana,14113,,74,,9995,,4044,4,46624,244,110719,365777,302695,South America,21,4090,3
119,Maldives,14109,44,49,,13336,28,724,29,25864,90,342119,627153,545511,Asia,39,11133,2
120,Guinea,13942,,81,,13223,,638,24,1047,6,110512,8298,13317289,Africa,955,164411,121
121,Jamaica,13548,93,312,1,11429,50,1807,6,4565,105,145551,49041,2967974,North America,219,9513,20
122,Tajikistan,13308,3,90,,13215,,3,,1379,9,,,9648998,Asia,725,107211,
123,Cabo Verde,12392,76,114,,11733,2,545,23,22162,204,107817,192822,559153,Africa,45,4905,5
124,Syria,12274,,768,,5953,,5553,,693,43,,,17721329,Asia,1444,23075,
125,Eswatini,11435,255,295,4,7676,84,3464,67,9803,253,103050,88344,1166464,Africa,102,3954,11
126,Belize,11266,,271,,10386,,609,1,28067,675,62438,155554,401392,North America,36,1481,6
127,Thailand,10298,245,67,,6428,882,3803,1,147,1.0,1217873,17425,69892338,Asia,6787,1043169,57
128,Haiti,10272,,238,,8768,,1266,,895,21,43211,3766,11475339,North America,1117,48216,266
129,Gabon,9694,,66,,9498,,130,6,4303,29,389912,173063,2253009,Africa,232,34137,6
130,Rwanda,9630,169,120,2,6974,18,2536,,734,9,767448,58500,13118809,Africa,1362,109323,17
131,Runion,9247,,42,,8830,,375,4,10290,47,71252,79286,898671,Africa,97,21397,13
132,Hong Kong,9243,31,158,1,8423,49,662,39,1228,21,5548765,736992,7528933,Asia,815,47651,1
133,Guadeloupe,8776,,154,,2242,,6380,3,21931,385,105991,264872,400160,North America,46,2598,4
134,Andorra,8586,,85,,7724,,777,15,111031,1099,180088,2328825,77330,Europe,9,910,0
135,Malawi,8306,,220,,5809,,2277,4,428,11,94601,4880,19386229,Africa,2334,88119,205
136,Bahamas,7969,,175,,6313,,1481,11,20164,443,54244,137252,395216,North America,50,2258,7
137,Burkina Faso,7957,91,89,,5790,80,2078,,375,4,,,21200067,Africa,2664,238203,
138,Mali,7600,35,298,3,5291,25,2011,,370,14,136739,6653,20552528,Africa,2704,68968,150
139,Trinidad and Tobago,7265,21,128,,6857,13,280,3,5182,91,74912,53437,1401877,North America,193,10952,19
140,Congo,7127,,108,,5846,,1173,,1275,19,73120,13084,5588570,Africa,784,51746,76
141,Suriname,6948,,132,,6215,,601,12,11788,224,29666,50333,589392,South America,85,4465,20
142,Guyana,6574,33,169,2,6036,17,369,5,8337,214,41601,52756,788550,South America,120,4666,19
143,Mayotte,6232,,56,,2964,,3212,4,22561,203,39759,143933,276232,Africa,44,4933,7
144,Martinique,6184,,43,,98,,6043,4,16486,115,79166,211047,375111,North America,61,8724,5
145,Nicaragua,6097,,166,,4225,,1706,,915,25,,,6665847,North America,1093,40156,
146,Aruba,6042,29,51,1,5456,20,535,4,56465,477,72624,678697,107005,North America,18,2098,1
147,Lesotho,5937,734,85,1,1572,,4280,,2760,40,41012,19065,2151171,Africa,362,25308,52
148,Iceland,5890,10,29,,5718,12,143,,17202,85,451124,1317504,342408,Europe,58,11807,1
149,Djibouti,5871,5,61,,5780,6,30,,5897,61,102696,103159,995513,Africa,170,16320,10
