#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,29871253,145990,632922,4911,18806587,124925,10431744,33639,,,,,,North America,,,
,Asia,22786384,75208,368098,1291,21230001,76764,1188285,23757,,,,,,Asia,,,
,South America,15536766,90972,407650,1893,13683530,28603,1445586,19612,,,,,,South America,,,
,Europe,29607567,209887,683249,6374,16486104,133889,12438214,30353,,,,,,Europe,,,
,Africa,3510942,20168,88091,1048,2982361,21663,440490,2763,,,,,,Africa,,,
,Oceania,50021,11,1076,,33991,17,14954,9,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,101363654,542236,2181101,15517,73223280,385861,25959273,110133,13004,279.8,,,,All,,,
1,USA,26135143,120669,438576,2968,15871827,103659,9824740,25909,78693,1321,304158547,915826,332113877,North America,13,757,1
2,India,10701840,11561,153875,124,10372604,14276,175361,8944,7712,111,193613120,139516,1387752969,Asia,130,9019,7
3,Brazil,8996876,60286,220161,1243,7798655,,978060,8318,42155,1032,28600000,134006,213423798,South America,24,969,7
4,Russia,3774672,17741,71076,594,3202483,27922,501113,2300,25859,487,100356399,687512,145970401,Europe,39,2054,1
5,UK,3715054,25308,101887,1725,1673936,11452,1939231,3961,54561,1496,70037093,1028592,68090245,Europe,18,668,1
6,France,3106859,26916,74456,350,220570,1418,2811833,3107,47537,1139,42528991,650724,65356380,Europe,21,878,2
7,Spain,2774014,40285,57291,492,N/A,N/A,N/A,4515,59318,1225,32027728,684863,46765179,Europe,17,816,1
8,Italy,2501147,15204,86889,467,1936289,19172,477969,2352,41402,1438,31611023,523269,60410710,Europe,24,695,2
9,Turkey,2449839,7489,25476,132,2331314,8803,93049,1765,28870,300,29007915,341844,84857060,Asia,35,3331,3
10,Germany,2179679,15611,55358,968,1866000,22000,258321,4787,25968,660,38533736,459076,83937561,Europe,39,1516,2
11,Colombia,2055305,13953,52523,395,1880041,15137,122741,3482,40149,1026,9831133,192043,51192465,South America,25,975,5
12,Argentina,1896053,10843,47435,182,1682563,8008,166055,3627,41733,1044,6024097,132594,45432725,South America,24,958,8
13,Mexico,1788905,17165,152016,1743,1348660,12784,288229,5504,13792,1172,4492270,34634,129706058,North America,73,853,29
14,Poland,1489512,6789,36054,389,1246267,2692,207191,1414,39381,953,8469571,223928,37822784,Europe,25,1049,4
15,South Africa,1430648,7070,42550,753,1263476,8802,124622,546,23950,712,8107833,135730,59734991,Africa,42,1404,7
16,Iran,1392314,6608,57651,91,1183463,6096,151200,4024,16456,681,9070167,107205,84605769,Asia,61,1468,9
17,Ukraine,1200883,3776,22202,145,980085,14250,198596,177,27554,509,6125257,140545,43582320,Europe,36,1963,7
18,Peru,1107239,,40107,,1022736,,44396,1814,33317,1207,6142221,184820,33233477,South America,30,829,5
19,Indonesia,1024298,11948,28855,387,831330,10974,164113,,3722,105,8959395,32559,275174677,Asia,269,9536,31
20,Netherlands,961593,4726,13733,68,N/A,N/A,N/A,651,56048,800,6970400,406280,17156625,Europe,18,1249,2
21,Czechia,956155,9144,15791,80,841518,294,98846,995,89190,1473,5939870,554073,10720382,Europe,11,679,2
22,Canada,760020,2998,19505,102,682211,4143,58304,872,20037,514,17120912,451367,37931269,North America,50,1945,2
23,Romania,718612,3174,18015,77,662400,3805,38197,1025,37499,940,5354600,279414,19163695,Europe,27,1064,4
24,Chile,709888,3388,18040,17,666799,4339,25049,1328,36954,939,7789635,405499,19209988,South America,27,1065,2
25,Belgium,696642,1784,20879,65,48224,37,627539,325,59960,1797,7973521,686276,11618526,Europe,17,556,1
26,Portugal,668951,15073,11305,293,484753,9268,172893,783,65715,1111,7028227,690423,10179601,Europe,15,900,1
27,Israel,621590,8012,4605,93,542345,7671,74640,1135,67582,501,10240019,1113337,9197590,Asia,15,1997,1
28,Iraq,616259,879,13018,8,586327,1575,16914,154,15129,320,5484106,134633,40733692,Asia,66,3129,7
29,Sweden,560472,,11425,34,N/A,N/A,N/A,270,55299,1127,4916367,485073,10135310,Europe,18,887,2
30,Pakistan,537477,1563,11450,74,492207,2081,33820,2165,2407,51,7764114,34766,223326576,Asia,416,19505,29
31,Bangladesh,533444,528,8072,17,477935,509,47437,,3221,49,3600508,21739,165626356,Asia,310,20519,46
32,Philippines,518407,2245,10481,95,475542,140,32384,727,4695,95,7624444,69054,110412188,Asia,213,10535,14
33,Switzerland,517705,2222,9259,55,317600,,190846,263,59569,1065,4239607,487826,8690825,Europe,17,939,2
34,Morocco,468383,890,8207,20,446181,1358,13995,476,12604,221,5322321,143227,37160096,Africa,79,4528,7
35,Austria,408781,1641,7564,49,386351,1425,14866,311,45240,837,4233116,468482,9035821,Europe,22,1195,2
36,Serbia,389045,1839,3944,20,31536,,353565,164,44630,452,2578207,295764,8717107,Europe,22,2210,3
37,Japan,371680,3537,5252,94,308164,6624,58264,1043,2944,42,6548733,51870,126253654,Asia,340,24039,19
38,Saudi Arabia,367023,216,6363,4,358545,205,2115,348,10450,181,12128395,345318,35122367,Asia,96,5520,3
39,Hungary,361881,1004,12198,85,246596,1915,103087,255,37515,1265,3084716,319784,9646239,Europe,27,791,3
40,Jordan,323111,870,4262,14,311080,1075,7769,124,31489,415,3784233,368798,10260978,Asia,32,2408,3
41,Panama,313834,,5137,,263495,,45202,246,72089,1180,1629815,374377,4353410,North America,14,847,3
42,Lebanon,289660,3906,2553,76,170067,1318,117040,945,42548,375,2542788,373509,6807842,Asia,24,2667,3
43,UAE,289086,3939,811,6,263730,4536,24545,,29029,81,24872781,2497631,9958551,Asia,34,12279,0
44,Nepal,270375,283,2020,3,265069,246,3286,,9186,69,2057069,69886,29434514,Asia,109,14572,14
45,Georgia,255564,742,3108,12,245527,1081,6929,,64135,780,2140287,537118,3984763,Asia,16,1282,2
46,Ecuador,242146,,14668,,204071,,23407,498,13607,824,849767,47752,17795531,South America,73,1213,21
47,Slovakia,241392,2775,4361,101,202148,4957,34883,566,44202,799,1723941,315673,5461161,Europe,23,1252,3
48,Belarus,241133,1651,1678,10,227068,2143,12387,,25523,178,4399367,465663,9447537,Europe,39,5630,2
49,Croatia,230359,857,4913,31,222396,286,3050,135,56313,1201,1169837,285977,4090674,Europe,18,833,3
50,Azerbaijan,229584,226,3105,5,221717,601,4762,,22527,305,2380074,233538,10191397,Asia,44,3282,4
51,Bulgaria,217014,598,8944,28,181622,627,26448,265,31368,1293,1359188,196464,6918272,Europe,32,774,5
52,Dominican Republic,207455,1150,2579,15,150804,992,54072,293,19015,236,1017664,93278,10910029,North America,53,4230,11
53,Bolivia,205208,2390,10105,54,152555,1086,42548,71,17444,859,529254,44990,11763737,South America,57,1164,22
54,Tunisia,202323,1661,6446,76,151214,2219,44663,432,17017,542,835069,70238,11889218,Africa,59,1844,14
55,Denmark,196540,592,2050,20,183647,1227,10843,112,33863,353,13015234,2242500,5803896,Europe,30,2831,0
56,Malaysia,194114,3680,707,7,151018,1858,42389,314,5954,22,4607225,141316,32602379,Asia,168,46114,7
57,Costa Rica,192066,721,2584,17,150748,940,38734,185,37508,505,571988,111701,5120696,North America,27,1982,9
58,Ireland,191182,1331,3120,54,23364,,164698,217,38473,628,2996190,602945,4969260,Europe,26,1593,2
59,Kazakhstan,181117,1397,2476,,163156,1398,15485,221,9580,131,5942556,314341,18904802,Asia,104,7635,3
60,Lithuania,179212,1278,2716,28,123562,1655,52934,176,66367,1006,1879898,696180,2700303,Europe,15,994,1
61,Armenia,166427,195,3056,4,156053,649,7318,,56104,1030,641626,216296,2966421,Asia,18,971,5
62,Egypt,163761,632,9115,48,127963,530,26683,90,1583,88,1000000,9668,103430228,Africa,632,11347,103
63,Kuwait,162862,580,957,,155739,436,6166,44,37817,222,1490949,346207,4306526,Asia,26,4500,3
64,Slovenia,161662,1850,3425,19,140353,2081,17884,172,77756,1647,787329,378687,2079102,Europe,13,607,3
65,Moldova,157626,654,3396,15,147864,484,6366,232,39127,843,618237,153463,4028570,Europe,26,1186,7
66,Palestine,156996,603,1808,5,146934,655,8254,61,30375,350,997480,192991,5168542,Asia,33,2859,5
67,Guatemala,156497,1038,5513,27,141481,1173,9503,5,8644,305,752722,41578,18103770,North America,116,3284,24
68,Greece,154083,857,5724,32,142168,556,6191,274,14825,551,4056829,390315,10393727,Europe,67,1816,3
69,Qatar,149933,338,248,,145251,127,4434,40,53399,88,1368964,487557,2807805,Asia,19,11322,2
70,Honduras,142880,896,3486,24,60597,120,78797,404,14296,349,359997,36021,9994221,North America,70,2867,28
71,Myanmar,138802,434,3089,7,123170,389,12543,,2541,57,2323094,42533,54618517,Asia,393,17682,24
72,Ethiopia,135045,476,2083,8,121594,846,11368,217,1158,18,1936330,16610,116573826,Africa,863,55964,60
