#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,26678460,14426,563477,1314,16376897,7981,9738086,35158,,,,,,North America,,,
,Asia,21640460,1442,350855,20,20098630,1679,1190975,24494,,,,,,Asia,,,
,South America,14136082,1473,379753,39,12608516,863,1147813,18792,,,,,,South America,,,
,Europe,26379821,,600303,,14149892,,11629626,29057,,,,,,Europe,,,
,Africa,3121398,,74558,,2550285,,496555,2560,,,,,,Africa,,,
,Oceania,49223,20,1069,,33703,42,14451,20,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,92006165,17361,1970030,1373,65818629,10565,24217506,110081,11804,252.7,,,,All,,,
1,USA,23368225,,389599,,13816028,,9162598,29222,70378,1173,275601462,830025,332039770,North America,14,852,1
2,India,10495816,,151564,,10128457,,215795,8944,7566,109,182652887,131667,1387234405,Asia,132,9153,8
3,Brazil,8195637,,204726,,7273707,,717204,8318,38411,960,28600000,134042,213366090,South America,26,1042,7
4,Russia,3448203,,62804,,2825430,,559969,2300,23623,430,94289973,645963,145968016,Europe,42,2324,2
5,UK,3164051,,83203,,1406967,,1673881,3363,46478,1222,61160735,898410,68076632,Europe,22,818,1
6,France,2806590,,68802,,204390,,2533398,2688,42946,1053,38441562,588233,65350871,Europe,23,950,2
7,Turkey,2346285,,23152,,2218464,,104669,2701,27661,273,26555992,313078,84822365,Asia,36,3664,3
8,Italy,2303263,,79819,,1653404,,570040,2636,38125,1321,28124690,465532,60414097,Europe,26,757,2
9,Spain,2137220,,52683,,N/A,N/A,N/A,2651,45702,1127,28775103,615320,46764489,Europe,22,888,2
10,Germany,1957492,,43203,,1570000,,344289,5230,23324,515,35118592,418440,83927340,Europe,43,1943,2
11,Colombia,1816082,,46782,,1646892,,122408,3482,35490,914,8769587,171376,51171732,South America,28,1094,6
12,Argentina,1744704,,44848,,1527861,,171995,3619,38415,987,5314594,117018,45416877,South America,26,1013,9
13,Mexico,1556028,14395,135682,1314,1168354,7981,251992,3913,12001,1046,3918394,30222,129654274,North America,83,956,33
14,Poland,1395779,,31593,,1138126,,226060,1637,36902,835,7718916,204073,37824363,Europe,27,1197,5
15,Iran,1299022,,56360,,1088465,,154197,4507,15361,666,8262166,97702,84564648,Asia,65,1500,10
16,South Africa,1259748,,34334,,1019123,,206291,546,21099,575,7287060,122048,59706390,Africa,47,1739,8
17,Ukraine,1124430,,20019,,812368,,292043,177,25794,459,5733555,131527,43592317,Europe,39,2178,8
18,Peru,1040231,,38399,,971000,,30832,1517,31317,1156,5697183,171520,33215904,South America,32,865,6
19,Netherlands,883135,,12563,,N/A,N/A,N/A,695,51479,732,6352647,370305,17155178,Europe,19,1366,3
20,Indonesia,846765,,24645,,695807,,126313,,3078,90,7991379,29053,275064108,Asia,325,11161,34
21,Czechia,844799,,13485,,676593,,154721,1099,78809,1258,5114219,477089,10719624,Europe,13,795,2
22,Romania,676968,,16881,,605045,,55042,1073,35317,881,5048928,263396,19168577,Europe,28,1136,4
23,Canada,674473,,17233,,576447,,80793,843,17787,454,14714036,388042,37918624,North America,56,2200,3
24,Belgium,665223,,20122,,45744,,599357,378,57265,1732,7315972,629786,11616601,Europe,17,577,2
25,Chile,649135,,17182,,608804,,23149,951,33803,895,6981084,363528,19203719,South America,30,1118,3
26,Iraq,604549,,12911,,560583,,31055,130,14854,317,4932392,121192,40699084,Asia,67,3152,8
27,Bangladesh,524020,,7819,,468681,,47520,,3165,47,3385779,20450,165563643,Asia,316,21175,49
28,Israel,510063,,3771,,430161,,76131,1063,55456,410,9046902,983617,9197590,Asia,18,2439,1
29,Sweden,506866,,9667,,N/A,N/A,N/A,345,50022,954,4717676,465580,10132905,Europe,20,1048,2
30,Pakistan,506701,,10717,,461977,,34007,2340,2271,48,7162626,32096,223162240,Asia,440,20823,31
31,Portugal,496552,,8080,,378084,,110388,599,48774,794,6077195,596931,10180734,Europe,21,1260,2
32,Philippines,491258,,9554,,458172,,23532,727,4452,87,7096319,64304,110356393,Asia,225,11551,16
33,Switzerland,487357,,8470,,317600,,161287,364,56093,975,3900061,448881,8688408,Europe,18,1026,2
34,Morocco,453789,,7784,,427351,,18654,626,12217,210,5085166,136906,37143366,Africa,82,4772,7
35,Austria,383833,,6819,,357562,,19452,378,42488,755,3936835,435787,9033859,Europe,24,1325,2
36,Saudi Arabia,364096,,6300,,355857,,1939,310,10373,179,11437165,325830,35101614,Asia,96,5572,3
37,Serbia,363924,,3639,,31536,,328749,189,41742,417,2424147,278048,8718447,Europe,24,2396,4
38,Hungary,344352,,10853,,209852,,123647,356,35695,1125,2860814,296544,9647174,Europe,28,889,3
39,Jordan,309846,,4076,,292104,,13666,185,30208,397,3463184,337638,10257107,Asia,33,2516,3
40,Japan,292212,,4094,,225396,,62722,881,2314,32,5442315,43101,126268399,Asia,432,30842,23
41,Panama,285093,,4561,,223635,,56897,223,65526,1048,1460912,335779,4350810,North America,15,954,3
42,Nepal,265698,,1932,,259358,,4408,,9033,66,1992855,67751,29414443,Asia,111,15225,15
43,Georgia,241637,,2820,,227208,,11609,,60636,708,2013142,505173,3985055,Asia,16,1413,2
