#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,23635160,13004,518297,732,14511423,12517,8605440,35041,,,,,,North America,,,
,Asia,20792469,35346,339162,735,19292824,48156,1160483,24803,,,,,,Asia,,,
,South America,13257091,861,363708,10,11780229,413,1113154,17160,,,,,,South America,,,
,Europe,23937561,60384,548951,1276,11830186,79584,11558424,27116,,,,,,Europe,,,
,Africa,2801248,539,66250,26,2325018,242,409980,2435,,,,,,Africa,,,
,Oceania,48453,43,1059,,33455,8,13939,24,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,84472703,110177,1837442,2779,59773841,140920,22861420,106579,10837,235.7,,,,All,,,
1,USA,20619032,1686,356450,5,12179238,3397,8083344,29405,62109,1074,254684269,767164,331981544,North America,16,931,1
2,India,10310778,7369,149305,100,9910982,9053,250491,8944,7435,108,173941658,125424,1386826962,Asia,135,9289,8
3,Brazil,7700578,,195441,,6756284,,748853,8318,36099,916,28600000,134070,213320748,South America,28,1091,7
4,Russia,3212637,26301,58002,447,2599035,18897,555600,2300,22009,397,91509133,626920,145966142,Europe,45,2517,2
5,France,2639773,,64765,,194221,,2380787,2634,40397,991,35395663,541661,65346543,Europe,25,1009,2
6,UK,2542065,,74125,,N/A,N/A,N/A,1847,37347,1089,54892984,806468,68065936,Europe,27,918,1
7,Turkey,2220855,,21093,,2114760,,85002,3891,26191,249,24662670,290850,84795105,Asia,38,4020,3
8,Italy,2129376,,74621,,1479988,,574767,2553,35245,1235,26756131,442859,60416758,Europe,28,810,2
9,Spain,1936718,,50837,,N/A,N/A,N/A,2018,41415,1087,27016086,577712,46763946,Europe,24,920,2
10,Germany,1764857,2332,34616,97,1368100,17300,362141,5649,21030,412,34801593,414703,83919309,Europe,48,2424,2
11,Colombia,1654880,,43495,,1520548,,90837,2578,32350,850,8174087,159789,51155441,South America,31,1176,6
12,Argentina,1629594,,43319,,1426676,,159599,3440,35891,954,4811498,105970,45404424,South America,28,1048,9
13,Mexico,1437185,11091,126507,700,1083768,8973,226910,3913,11088,976,3653597,28188,129613587,North America,90,1025,35
14,Poland,1312780,6945,29058,102,1055436,9155,228286,1588,34706,768,7278301,192417,37825604,Europe,29,1302,5
15,Iran,1237474,6045,55438,101,1004326,8756,177710,4981,14639,656,7723377,91366,84532338,Asia,68,1525,11
16,South Africa,1073887,,28887,,887701,,157299,546,17993,484,6659318,111576,59683918,Africa,56,2066,9
17,Ukraine,1069517,5038,18731,51,722615,2606,328171,177,24530,430,5585615,128110,43600172,Europe,41,2328,8
18,Peru,1017199,,37724,,954982,,24493,1253,30637,1136,5537730,166789,33202096,South America,33,880,6
19,Netherlands,805164,,11529,,N/A,N/A,N/A,702,46937,672,5770408,336388,17154042,Europe,21,1488,3
20,Indonesia,758473,7203,22555,226,625518,7582,110400,,2758,82,7429489,27019,274977233,Asia,363,12191,37
21,Czechia,735469,3441,11827,78,608128,258,115514,868,68613,1103,3819827,356359,10719029,Europe,15,906,3
22,Belgium,648289,1793,19581,53,44787,225,583921,485,55814,1686,6962795,599461,11615088,Europe,18,593,2
23,Romania,637395,1194,15919,78,571333,4968,50143,1117,33245,830,4817844,251290,19172413,Europe,30,1204,4
24,Chile,612564,,16660,,579203,,16701,794,31906,868,6502011,338668,19198792,South America,31,1152,3
25,Iraq,597033,840,12829,5,541746,1929,42458,155,14679,315,4618587,113557,40671891,Asia,68,3170,9
26,Canada,582697,,15606,,489819,,77272,711,15371,412,13775115,363376,37908690,North America,65,2429,3
27,Bangladesh,515184,684,7599,23,459620,964,47965,,3113,46,3249402,19632,165514368,Asia,321,21781,51
28,Pakistan,484362,2184,10258,82,438974,1745,35130,2264,2172,46,6775307,30378,223033119,Asia,460,21742,33
29,Philippines,476916,1097,9253,5,439942,47,27721,708,4323,84,6785172,61509,110312554,Asia,231,11922,16
30,Switzerland,452296,,7725,21,317600,,126971,392,52069,889,3559277,409748,8686508,Europe,19,1124,2
31,Morocco,440970,,7425,,409638,,23907,764,11876,200,4473704,120487,37130221,Africa,84,5001,8
