#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,89830509,253444,1328000,2955,57894251,215465,30608258,29066,,,,,,North America,,,,,,
,Asia,101682074,634659,1296504,1730,94020178,519850,6365392,26423,,,,,,Asia,,,,,,
,South America,49232442,262225,1219055,1453,42232533,90260,5780854,14889,,,,,,South America,,,,,,
,Europe,130134192,1588667,1625546,3777,98196650,1061365,30311996,18691,,,,,,Europe,,,,,,
,Africa,11109806,14962,240347,261,9942712,11280,926747,2424,,,,,,Africa,,,,,,
,Oceania,2814050,41983,6307,81,2484383,43240,323360,395,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,384803794,2795940,5715774,10257,304771413,1941460,74316607,91888,49367,733.3,,,,All,,,,,,
1,USA,76709272,193070,915951,1921,46792984,145955,29000337,22289,229615,2742,907488195,2716399,334077703,North America,4,365,0,578,6,86807
2,India,41795478,164593,498987,991,39747984,236677,1548507,8944,29822,356,732439986,522613,1401494922,Asia,34,2809,2,117,0.7,1105
3,Brazil,25793112,167979,628960,828,22353361,,2810791,8318,119994,2926,63776166,296698,214953059,South America,8,342,3,781,4,13076
4,France,19872989,315363,131588,276,13108992,304941,6632409,3641,303393,2009,231648947,3536497,65502366,Europe,3,498,0,4815,4,101254
5,UK,17515199,88085,157409,534,14680867,,2676923,502,255879,2300,455672764,6656920,68450986,Europe,4,435,0,1287,8,39107
6,Russia,12128796,141883,332690,678,10337008,48426,1459098,2300,83055,2278,247600000,1695500,146033616,Europe,12,439,1,972,5,9992
7,Turkey,11833165,110682,87831,217,11085392,86671,659942,1128,137954,1024,132216798,1541411,85776474,Asia,7,977,1,1290,3,7694
8,Italy,11235745,118994,147320,395,8680799,187816,2407626,1524,186266,2442,172843235,2865393,60320945,Europe,5,409,0,1973,7,39914
9,Germany,10303100,223322,118883,174,7789600,84600,2394617,2274,122352,1412,89622218,1064291,84208414,Europe,8,708,1,2652,2,28437
10,Spain,10125348,86222,93857,224,6387496,92784,3643995,2010,216430,2006,66213858,1415326,46783474,Europe,5,498,1,1843,5,77891
11,Argentina,8472848,45070,121834,321,7864647,70948,486367,2762,184784,2657,32747335,714185,45852707,South America,5,376,1,983,7,10607
12,Iran,6446404,38160,132563,59,6115134,4519,198707,1819,75225,1547,44694344,521548,85695494,Asia,13,646,2,445,0.7,2319
13,Colombia,5916825,15110,134781,230,5692017,13768,90027,342,114353,2605,32278055,623828,51741894,South America,9,384,2,292,4,1740
14,Mexico,4985689,43099,306920,829,4120623,49868,558146,4798,38036,2342,14156658,108002,131078326,North America,26,427,9,329,6,4258
15,Poland,4981321,56051,105753,318,4065159,22127,810409,1045,131848,2799,30858580,816777,37780927,Europe,8,357,1,1484,8,21450
16,Netherlands,4605248,66969,21303,10,3159036,14520,1424909,215,267826,1239,21107399,1227535,17194945,Europe,4,807,1,3895,0.6,82868
17,Indonesia,4387286,17895,144373,25,4148804,5110,94109,567,15776,519,72706560,261436,278104745,Asia,63,1926,4,64,0.09,338
18,Ukraine,4130277,35014,100599,204,3641474,9894,388204,177,95349,2322,18206854,420313,43317391,Europe,10,431,2,808,5,8962
19,South Africa,3612809,4502,95463,175,3461490,2072,55856,546,59723,1578,22343478,369357,60492914,Africa,17,634,3,74,3,923
20,Philippines,3577298,7661,54097,43,3362904,23392,160297,316,31971,483,27345917,244398,111890761,Asia,31,2068,4,68,0.4,1433
21,Peru,3262165,,205985,,N/A,N/A,N/A,1350,96803,6112,25436629,754815,33699175,South America,10,164,1,,,39630
22,Belgium,3184201,28962,29083,31,2086590,10204,1068528,406,272864,2492,30314872,2597778,11669537,Europe,4,401,0,2482,3,91566
23,Czechia,3100462,57195,37281,17,2719729,14158,343452,213,288671,3471,50442850,4696526,10740461,Europe,3,288,0,5325,2,31977
24,Canada,3075599,12540,34170,153,2837990,13530,203439,1211,80373,893,56389990,1473619,38266342,North America,12,1120,1,328,4,5316
25,Israel,2990328,23877,8927,1,2510076,,471325,1134,320644,957,41373364,4436346,9326000,Asia,3,1045,0,2560,0.1,50539
26,Malaysia,2882060,5736,31992,7,2790383,3196,59685,112,87275,969,44770479,1355748,33022719,Asia,11,1032,1,174,0.2,1807
27,Japan,2811050,80222,18871,79,2144690,48336,647489,886,22334,150,33896346,269312,125862915,Asia,45,6670,4,637,0.6,5144
28,Portugal,2745383,54693,20024,56,2112346,33989,613013,149,270492,1973,33409187,3291677,10149596,Europe,4,507,0,5389,6,60398
29,Australia,2620063,39677,3905,70,2323022,42809,293136,349,100894,150,61275784,2359622,25968473,Australia/Oceania,10,6650,0,1528,3,11288
30,Thailand,2456551,8587,22210,22,2351250,8485,83091,542,35055,317,17270775,246453,70077492,Asia,29,3155,4,123,0.3,1186
31,Vietnam,2295494,8744,37777,,2068853,6795,188864,2735,23251,383,77252039,782490,98725892,Asia,43,2613,1,89,,1913
32,Romania,2292345,35802,60242,107,1941797,22543,290306,973,120432,3165,19341513,1016139,19034321,Europe,8,316,1,1881,6,15252
33,Switzerland,2284996,20217,12842,1,1360365,12779,911789,209,260997,1467,17150613,1958976,8754887,Europe,4,682,1,2309,0.1,104146
34,Iraq,2226776,8293,24430,25,2123635,6333,78711,156,53463,587,17481709,419721,41650829,Asia,19,1705,2,199,0.6,1890
35,Sweden,2223115,,15991,,1341801,9913,865323,111,217973,1568,17101699,1676797,10199030,Europe,5,638,1,,,84844
36,Chile,2221276,29844,39742,9,1771564,983,409970,511,114640,2051,30144567,1555758,19376133,South America,9,488,1,1540,0.5,21159
37,Greece,1984544,18825,23721,113,1739262,20399,221561,561,191885,2294,57755330,5584340,10342374,Europe,5,436,0,1820,11,21423
38,Austria,1920882,39410,14143,16,1590223,30090,316516,185,211369,1556,144013076,15846837,9087812,Europe,5,643,0,4337,2,34829
39,Bangladesh,1824180,12193,28461,36,1575137,4203,220582,1516,10904,170,12568226,75129,167288252,Asia,92,5878,13,73,0.2,1319
40,Denmark,1762628,52009,3790,20,1185138,36459,573700,26,302622,651,120352813,20663130,5824520,Europe,3,1537,0,8929,3,98497
41,Serbia,1714863,17851,13748,61,1411460,12501,289655,166,197528,1584,8208435,945498,8681600,Europe,5,631,1,2056,7,33364
42,Hungary,1582517,19690,41548,77,1310420,18921,230549,163,164478,4318,10116075,1051405,9621480,Europe,6,232,1,2046,8,23962
43,Pakistan,1436413,6047,29330,29,1304980,9590,102103,1559,6309,129,25134775,110394,227681484,Asia,159,7763,9,27,0.1,448
44,Jordan,1260983,17893,13248,13,1138742,4201,108993,1019,121675,1278,14820913,1430097,10363573,Asia,8,782,1,1727,1,10517
45,Kazakhstan,1246103,7149,13260,,1098462,12783,134381,528,65130,693,11575012,604995,19132410,Asia,15,1443,2,374,,7024
46,Georgia,1226444,26320,15060,44,1030065,9555,181319,,308382,3787,14625124,3677396,3977033,Asia,3,264,0,6618,11,45592
47,Ireland,1193156,5940,6228,92,839761,16986,347167,66,237437,1239,10954824,2180002,5025145,Europe,4,807,0,1182,18,69086
48,Morocco,1138847,3051,15464,29,1087706,4229,35677,293,30286,411,11237010,298829,37603446,Africa,33,2432,3,81,0.8,949
49,Cuba,1047860,1460,8415,8,1028263,2484,11182,54,92603,744,12715747,1123730,11315661,North America,11,1345,1,129,0.7,988
50,Slovakia,1043008,20224,17877,27,872937,6163,152194,283,190893,3272,5647848,1033679,5463832,Europe,5,306,1,3701,5,27855
51,Bulgaria,972260,9152,33492,87,683346,4578,255422,565,141614,4878,8558164,1246537,6865554,Europe,7,205,1,1333,13,37203
52,Nepal,959775,2205,11764,12,878720,7555,69291,100,32028,393,5247149,175101,29966412,Asia,31,2547,6,74,0.4,2312
53,Croatia,954555,10003,13947,54,880344,4458,60264,183,234814,3431,4247960,1044971,4065148,Europe,4,291,1,2461,13,14825
54,Lebanon,939282,10760,9638,17,682977,,246667,186,138598,1422,4795578,707625,6777009,Asia,7,703,1,1588,3,36398
55,Tunisia,917814,,26362,,791720,,99732,200,76392,2194,4057762,337739,12014494,Africa,13,456,3,,,8301
56,S. Korea,884310,20268,6787,15,633060,3573,244463,278,17225,132,15804065,307837,51339099,Asia,58,7564,3,395,0.3,4762
57,Bolivia,859530,3825,21011,60,700312,4557,138207,220,72077,1762,2653186,222486,11925171,South America,14,568,4,321,5,11590
58,UAE,849305,2163,2251,3,779466,1303,67588,,84259,223,126179227,12518209,10079655,Asia,12,4478,0,215,0.3,6705
59,Norway,804286,,1440,,88952,,713894,47,146543,262,9852076,1795075,5488393,Europe,7,3811,1,,,130073
60,Belarus,748505,3634,6084,17,738181,3296,4240,,79254,644,11773012,1246560,9444398,Europe,13,1552,1,385,2,449
61,Slovenia,745980,23429,5891,11,553496,12291,186593,130,358749,2833,2508176,1206207,2079391,Europe,3,353,1,11267,5,89734
62,Ecuador,739297,,34572,,N/A,N/A,N/A,759,40919,1914,2470170,136721,18067256,South America,24,523,7,,,14437
63,Panama,705880,,7752,,640692,,57436,35,159618,1753,5222353,1180911,4422310,North America,6,570,1,,,12988
64,Lithuania,701601,8662,7917,12,600152,7651,93532,82,263552,2974,7292773,2739488,2662093,Europe,4,336,0,3254,5,35135
65,Costa Rica,701471,,7593,,576502,,117376,131,135739,1469,3324431,643297,5167802,North America,7,681,2,,,22713
66,Saudi Arabia,695217,4092,8943,2,649334,4604,36940,1002,19489,251,38166414,1069917,35672322,Asia,51,3989,1,115,0.06,1036
67,Guatemala,694513,,16401,,638545,,39567,5,37663,889,3603800,195432,18440180,North America,27,1124,5,,,2146
68,Uruguay,679878,,6513,,606842,,66523,151,194651,1865,5247496,1502373,3492804,South America,5,536,1,,,19046
69,Azerbaijan,670313,6620,8779,24,630727,3385,30807,,65181,854,6191130,602019,10283940,Asia,15,1171,2,644,2,2996
70,Sri Lanka,613478,1156,15492,18,579320,471,18666,,28460,719,6064083,281324,21555499,Asia,35,1391,4,54,0.8,866
71,Paraguay,589318,,17386,,504399,,67533,204,81047,2391,2366888,325511,7271292,South America,12,418,3,,,9288
72,Kuwait,558745,6592,2501,2,502073,4886,54171,86,127842,572,6985251,1598245,4370577,Asia,8,1748,1,1508,0.5,12394
73,Dominican Republic,557919,1399,4313,3,548436,2170,5170,169,50627,391,2967292,269259,11020216,North America,20,2555,4,127,0.3,469
74,Myanmar,536536,143,19310,,513557,141,3669,,9757,351,6420447,116762,54987647,Asia,102,2848,9,3,,67
75,Palestine,507565,8534,4859,12,448204,2172,54502,80,95965,919,2958990,559454,5289066,Asia,10,1089,2,1614,2,10305
76,Finland,501152,8038,2012,22,46000,,453140,37,90227,362,9501644,1710665,5554358,Europe,11,2761,1,1447,4,81583
77,Venezuela,487775,,5454,,464939,,17382,230,17231,193,3359014,118658,28308265,South America,58,5190,8,,,614
78,Ethiopia,465792,315,7346,3,399519,498,58927,248,3899,61,4360900,36502,119469104,Africa,256,16263,27,3,0.03,493
79,Moldova,449840,4794,10691,25,388475,3725,50674,224,111925,2660,2774700,690377,4019106,Europe,9,376,1,1193,6,12608
80,Mongolia,446076,1488,2115,2,313256,,130705,192,132687,629,4030048,1198750,3361876,Asia,8,1590,1,443,0.6,38879
81,Libya,438303,4371,6035,7,394412,1114,37856,134,62443,860,2239803,319094,7019256,Africa,16,1163,3,623,1.0,5393
82,Egypt,428202,,22683,,360524,,44995,122,4063,215,3693367,35045,105389671,Africa,246,4646,29,,,427
83,Latvia,401792,,4888,,300620,,96284,72,216816,2638,6125354,3305374,1853150,Europe,5,379,0,,,51957
84,Honduras,391874,,10504,,127038,,254332,105,38593,1034,1189896,117185,10154024,North America,26,967,9,,,25047
85,Bahrain,390602,7854,1409,1,337175,4001,52018,21,217596,785,8840015,4924577,1795081,Asia,5,1274,0,4375,0.6,28978
86,Armenia,374878,3956,8060,4,341355,5276,25463,,126136,2712,2744536,923458,2972019,Asia,8,369,1,1331,1,8568
87,Singapore,362176,3101,859,1,342617,4874,18700,9,61145,145,22660836,3825757,5923229,Asia,16,6895,0,524,0.2,3157
