#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,12867459,6033,372106,633,8224098,4968,4271255,23086,,,,,,North America,,,
,Asia,14840988,36240,262428,781,13236689,25139,1341871,24093,,,,,,Asia,,,
,South America,10209560,113,306911,7,9231268,419,671381,17458,,,,,,South America,,,
,Europe,13290516,78316,312295,1357,4913767,46344,8064454,28659,,,,,,Europe,,,
,Africa,1947292,923,46636,10,1641950,672,258706,2509,,,,,,Africa,,,
,Oceania,41865,7,993,,32879,8,7993,24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,53198401,121632,1301384,2788,37281310,77550,14615707,95833,6825,167.0,,,,All,,,
1,USA,10873936,,248585,,6728120,,3897231,19261,32781,749,163454705,492754,331716877,North America,31,1334,2
2,India,8729190,1290,128722,36,8115580,2235,484888,8944,6303,93,123101739,88884,1384974946,Asia,159,10759,11
3,Brazil,5783647,,164332,,5256767,,362548,8318,27139,771,21900000,102762,213114648,South America,37,1297,10
4,France,1898710,,42960,,134954,,1720796,4899,29065,658,18528562,283629,65326868,Europe,34,1521,4
5,Russia,1880551,21983,32443,411,1406903,18735,441205,2300,12884,222,67347351,461417,145957622,Europe,78,4499,2
6,Spain,1484868,,40461,,N/A,N/A,N/A,3123,31754,865,19394289,414749,46761481,Europe,31,1156,2
7,UK,1290195,,50928,,N/A,N/A,N/A,1268,18969,749,37533659,551825,68017319,Europe,53,1336,2
8,Argentina,1284519,,34782,,1100180,,149557,4397,28326,767,3377749,74485,45347823,South America,35,1304,13
9,Colombia,1174012,,33491,,1081691,,58830,2376,22983,656,5602354,109675,51081394,South America,44,1525,9
10,Italy,1066401,,43589,,387758,,635054,3170,17647,721,18200508,301189,60428856,Europe,57,1386,3
11,Mexico,991835,5658,97056,626,736197,4729,158582,2866,7663,750,2573807,19886,129428645,North America,130,1334,50
12,Peru,930237,,35067,,856023,,39147,970,28070,1058,4740666,143053,33139333,South America,36,945,7
13,Germany,749638,,12276,,467800,,269562,3127,8937,146,25010416,298159,83882806,Europe,112,6833,3
14,South Africa,744732,,20076,,690903,,33753,546,12499,337,5063457,84983,59581772,Africa,80,2968,12
15,Iran,738322,11737,40582,461,546642,5076,151098,5630,8749,481,5424479,64282,84385475,Asia,114,2079,16
16,Poland,665547,24051,9499,419,267580,13231,388468,2047,17593,251,5507437,145579,37831245,Europe,57,3983,7
17,Chile,526438,,14699,,502475,,9264,726,27452,767,4703058,245252,19176401,South America,36,1305,4
18,Belgium,520393,5002,13891,133,31372,242,475130,1452,44830,1197,5389904,464318,11608213,Europe,22,836,2
19,Ukraine,512652,11787,9317,172,233849,6155,269486,177,11748,214,3782099,86674,43635877,Europe,85,4683,12
20,Iraq,511806,,11532,,439228,,61046,387,12622,284,3076646,75876,40548288,Asia,79,3516,13
21,Indonesia,457735,5444,15037,104,385094,3010,57604,,1667,55,4896793,17834,274582345,Asia,600,18260,56
22,Czechia,446675,,5755,,300719,,140201,1133,41682,537,2696937,251666,10716323,Europe,24,1862,4
23,Netherlands,430453,,8304,,N/A,N/A,N/A,635,25101,484,3711716,216441,17148878,Europe,40,2065,5
24,Bangladesh,428965,1767,6159,19,346387,1519,76419,,2595,37,2515339,15218,165290393,Asia,385,26837,66
25,Turkey,404894,,11233,,346794,,46867,3230,4782,133,15713891,185587,84671195,Asia,209,7538,5
26,Philippines,404713,1902,7752,31,362903,506,34058,1455,3675,70,5175995,47006,110113286,Asia,272,14205,21
27,Pakistan,352296,2304,7092,37,321563,714,23641,1219,1584,32,4847105,21790,222446204,Asia,631,31366,46
28,Saudi Arabia,352160,,5605,,339114,,7441,798,10058,160,8726273,249242,35011190,Asia,99,6246,4
29,Romania,334236,,8510,,224916,,100810,1152,17417,443,3593720,187272,19189849,Europe,57,2255,5
30,Israel,322159,,2706,,310605,,8848,300,35026,294,4962889,539586,9197590,Asia,29,3399,2
31,Canada,282577,,10768,,226775,,45034,294,7463,284,10097037,266669,37863531,North America,134,3516,4
32,Morocco,276821,,4570,,226040,,46211,967,7467,123,3576692,96484,37070470,Africa,134,8112,10
33,Switzerland,250396,,3216,,141000,,106180,496,28855,371,2318688,267195,8677875,Europe,35,2698,4
34,Nepal,206353,2111,1202,13,168129,3537,37022,,7036,41,1593850,54348,29326988,Asia,142,24398,18
35,Portugal,198011,,3181,,113689,,81141,383,19440,312,3853501,378326,10185667,Europe,51,3202,3
36,Austria,181642,,1608,,107875,,72159,546,20126,178,2575405,285354,9025311,Europe,50,5613,4
37,Ecuador,177513,,12946,,154956,,9611,350,10006,730,584759,32962,17740600,South America,100,1370,30
38,Sweden,171365,,6122,,N/A,N/A,N/A,131,16929,605,2659793,262762,10122428,Europe,59,1653,4
39,UAE,147961,1226,528,5,141883,668,5550,,14894,53,14726576,1482431,9934069,Asia,67,18815,1
40,Panama,143352,,2830,,122070,,18452,154,33034,652,740901,170735,4339482,North America,30,1533,6
41,Bolivia,142889,113,8825,7,116137,419,17927,71,12180,752,343068,29244,11731102,South America,82,1329,34
42,Qatar,135367,235,234,,132356,203,2777,36,48211,83,1040710,370649,2807805,Asia,21,11999,3
43,Kuwait,134932,,830,,125593,,8509,110,31426,193,993416,231373,4293578,Asia,32,5173,4
44,Jordan,132086,,1547,,9564,,120975,423,12899,151,2141170,209094,10240238,Asia,78,6619,5
45,Hungary,131887,5097,2883,99,29802,500,99202,518,13665,299,1306887,135411,9651244,Europe,73,3348,7
46,Dominican Republic,131636,,2274,,109135,,20227,174,12090,209,633837,58216,10887754,North America,83,4788,17
47,Costa Rica,120939,,1527,,74255,,45157,191,23662,299,341594,66833,5111173,North America,42,3347,15
48,Oman,119442,,1326,,110050,,8066,135,23178,257,571472,110894,5153333,Asia,43,3886,9
49,Kazakhstan,119129,638,1899,,108958,326,8272,221,6317,101,3645655,193313,18858790,Asia,158,9931,5
50,Armenia,114383,1703,1697,29,72116,1986,40570,,38574,572,456909,154086,2965290,Asia,26,1747,6
51,Guatemala,113543,,3858,,103174,,6511,5,6295,214,471384,26136,18035762,North America,159,4675,38
52,Japan,111711,,1851,,100005,,9855,226,884,15,2959574,23427,126332645,Asia,1131,68251,43
53,Belarus,111622,1167,1033,6,93570,727,17019,,11814,109,2814373,297875,9448172,Europe,85,9146,3
54,Egypt,110095,,6417,,100760,,2918,46,1069,62,1000000,9706,103034114,Africa,936,16056,103
55,Honduras,101468,299,2804,7,44068,211,54596,16,10186,281,243725,24466,9961916,North America,98,3553,41
56,Ethiopia,101248,,1554,,63268,,36426,313,873,13,1545131,13321,115988527,Africa,1146,74639,75
57,Lebanon,100703,,775,,55706,,44222,293,14779,114,1370200,201084,6814075,Asia,68,8792,5
58,Venezuela,96140,,841,,91141,,4158,117,3384,30,2234394,78659,28406020,South America,295,33776,13
59,Bulgaria,90725,,1970,,27587,,61168,284,13094,284,835037,120515,6928929,Europe,76,3517,8
60,Moldova,86038,,1969,,67270,,16799,231,21347,489,406461,100847,4030483,Europe,47,2047,10
61,Bahrain,84192,,332,,81846,,2014,29,48875,193,1877181,1089740,1722596,Asia,20,5189,1
62,Slovakia,83796,2024,491,27,26439,2125,56866,231,15346,90,949307,173846,5460621,Europe,65,11121,6
63,Croatia,78978,3056,968,43,61264,2615,16746,179,19283,236,601743,146916,4095834,Europe,52,4231,7
64,Tunisia,76106,,2151,,51807,,22148,283,6415,181,396143,33391,11863892,Africa,156,5516,30
65,Serbia,73765,,955,,31536,,41274,151,8455,109,1468164,168285,8724285,Europe,118,9135,6
66,Georgia,73154,3473,636,37,55511,3342,17007,,18351,160,1012265,253934,3986326,Asia,54,6268,4
67,Libya,72628,824,995,10,43259,556,28374,,10518,144,365331,52905,6905376,Africa,95,6940,19
68,Azerbaijan,70216,,905,,51986,,17325,,6902,89,1479638,145452,10172689,Asia,145,11241,7
69,Uzbekistan,69680,120,594,1,66886,72,2200,250,2071,18,1377915,40953,33645959,Asia,483,56643,24
70,Paraguay,69653,,1543,,50045,,18065,108,9722,215,395518,55205,7164546,South America,103,4643,18
71,Bosnia and Herzegovina,68293,,1750,,33690,,32853,,20864,535,362541,110760,3273215,Europe,48,1870,9
72,Kenya,66723,,1203,,44040,,21480,60,1231,22,766910,14150,54199037,Africa,812,45053,71
73,Greece,66637,,959,,9989,,55689,310,6405,92,2028196,194942,10404108,Europe,156,10849,5
74,Ireland,66632,,1965,,23364,,41303,39,13439,396,1769569,356915,4957962,Europe,74,2523,3
75,Myanmar,65598,,1508,,49563,,14527,,1203,28,853947,15656,54543895,Asia,831,36170,64
76,Kyrgyzstan,65454,567,1195,2,56307,483,7952,137,9973,182,452715,68976,6563326,Asia,100,5492,14
77,Algeria,65108,,2111,,42980,,20017,49,1475,48,,,44138377,Africa,678,20909,
78,Nigeria,64728,,1162,,60790,,2776,10,311,6,697544,3354,207978470,Africa,3213,178983,298
79,Palestine,60784,,542,,52861,,7381,,11816,105,571419,111081,5144177,Asia,85,9491,9
80,Denmark,58963,,755,,44693,,13515,43,10167,130,6092426,1050468,5799727,Europe,98,7682,1
81,Singapore,58114,12,28,,58002,,84,,9905,5,4066897,693154,5867235,Asia,101,209544,1
82,Slovenia,52378,1508,724,38,31792,1765,19862,195,25193,348,430635,207131,2079044,Europe,40,2872,5
83,Ghana,50018,61,320,,48179,83,1519,15,1598,10,599193,19139,31307507,Africa,626,97836,52
84,Malaysia,45095,1304,304,1,32969,900,11822,96,1387,9,2349211,72245,32517405,Asia,721,106965,14
85,North Macedonia,43835,,1238,,25782,,16815,138,21041,594,283085,135880,2083342,Europe,48,1683,7
86,Afghanistan,42969,174,1595,4,35036,12,6338,93,1095,41,128473,3274,39244766,Asia,913,24605,305
87,El Salvador,36030,,1028,,32246,,2756,60,5545,158,504958,77707,6498259,North America,180,6321,13
88,Lithuania,31878,2066,253,9,7247,151,24378,87,11772,93,1162033,429107,2708028,Europe,85,10704,2
