#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,11436518,18197,354627,459,7564677,11879,3517214,21291,,,,,,North America,,,
,Asia,13935090,85843,247227,1345,12427461,78933,1260402,22403,,,,,,Asia,,,
,South America,9743266,1489,296516,37,8699854,1502,746896,18060,,,,,,South America,,,
,Europe,10607495,146210,272222,2133,3974542,61712,6360731,23264,,,,,,Europe,,,
,Africa,1815728,1928,43488,27,1482381,977,289859,2359,,,,,,Africa,,,
,Oceania,38890,11,979,,32705,11,5206,25,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,47577708,253678,1215074,4001,34182279,155014,12180355,87406,6104,155.9,,,,All,,,
1,USA,9579398,11855,237177,180,6175120,3718,3167101,17595,28883,715,149818237,451717,331663944,North America,35,1398,2
2,India,8310573,43659,123579,440,7652390,50961,534604,8944,6002,89,111789350,80737,1384604543,Asia,167,11204,12
3,Brazil,5554647,441,160282,10,4980942,,413423,8318,26069,752,21900000,102781,213073428,South America,38,1329,10
4,Russia,1673686,18648,28828,355,1251364,15331,393494,2300,11467,198,61954566,424475,145955918,Europe,87,5063,2
5,France,1466433,,37435,,119104,,1309894,3730,22449,573,16540372,253209,65322933,Europe,45,1745,4
6,Spain,1313087,,36257,,N/A,N/A,N/A,2650,28081,775,18072174,386480,46760988,Europe,36,1290,3
7,Argentina,1183131,,31623,,998016,,153492,4922,26097,698,3047313,67215,45336503,South America,38,1434,15
8,Colombia,1093256,,31670,,985796,,75790,2376,21408,620,5126096,100381,51066585,South America,47,1612,10
9,UK,1053864,,46853,,N/A,N/A,N/A,978,15496,689,34400076,505827,68007595,Europe,65,1452,2
10,Mexico,933155,3763,92100,205,687420,5376,153635,2838,7212,712,2414882,18663,129391657,North America,139,1405,54
11,Peru,906545,,34585,,830612,,41348,1043,27366,1044,4551185,137387,33126781,South America,37,958,7
12,Italy,759829,28244,39412,353,302275,6258,418142,2225,12573,652,16285936,269495,60431276,Europe,80,1533,4
13,South Africa,727595,,19465,,657500,,50630,546,12216,327,4852918,81478,59561343,Africa,82,3060,12
14,Iran,637712,8932,36160,422,495473,4226,106079,5378,7560,429,5036633,59707,84356102,Asia,132,2333,17
15,Germany,570397,9811,10820,86,371500,8300,188077,2243,6801,129,21882967,260898,83875505,Europe,147,7752,4
16,Chile,514202,1014,14319,17,490820,1295,9063,727,26821,747,4409827,230015,19171923,South America,37,1339,4
17,Iraq,482296,3595,11068,51,408756,2979,62472,445,11902,273,2912818,71880,40523567,Asia,84,3661,14
18,Belgium,447355,6337,11858,121,25999,180,409498,1302,38542,1022,5041257,434335,11606838,Europe,26,979,2
19,Indonesia,418375,2973,14146,102,349497,3931,54732,,1524,52,4567608,16640,274503367,Asia,656,19405,60
20,Poland,414844,19364,6102,227,159986,5573,248756,1550,10965,161,4894181,129365,37832373,Europe,91,6200,8
21,Bangladesh,412647,1659,5983,17,329787,1886,76877,,2497,36,2375763,14377,165245598,Asia,400,27619,70
22,Ukraine,411093,8899,7532,157,168868,5100,234693,177,9419,173,3312549,75901,43643018,Europe,106,5794,13
23,Philippines,387161,1772,7318,49,348967,153,30876,1483,3517,66,4867879,44224,110073432,Asia,284,15041,23
24,Turkey,379775,,10402,,327007,,42366,2341,4487,123,14264260,168516,84646413,Asia,223,8138,6
25,Netherlands,375890,7743,7576,113,N/A,N/A,N/A,629,21921,442,3327701,194059,17147845,Europe,46,2263,5
26,Czechia,357699,6803,3859,205,171438,830,182402,1156,33381,360,2379128,222021,10715782,Europe,30,2777,5
27,Saudi Arabia,348510,473,5456,19,335153,481,7901,749,9958,156,8151353,232920,34996366,Asia,100,6414,4
28,Pakistan,336260,1167,6849,14,315446,430,13965,728,1512,31,4514827,20307,222328821,Asia,661,32462,49
29,Israel,316064,428,2583,3,303634,229,9847,403,34364,281,4680374,508870,9197590,Asia,29,3561,2
30,Romania,258437,7733,7273,120,181175,3814,69989,974,13465,379,3305309,172211,19193336,Europe,74,2639,6
31,Canada,242186,1923,10256,48,201813,1761,30117,218,6398,271,9753158,257649,37854500,North America,156,3691,4
32,Morocco,225070,,3826,,187101,,34143,842,6073,103,3367671,90874,37058520,Africa,165,9686,11
33,Switzerland,182303,6126,2447,43,83400,3000,96456,302,21012,282,2044406,235635,8676148,Europe,48,3546,4
34,Nepal,179614,3114,1004,20,141134,3142,37476,,6128,34,1480978,50524,29312651,Asia,163,29196,20
35,Ecuador,169562,,12692,,149048,,7822,342,9562,716,549226,30971,17733276,South America,105,1397,32
36,Portugal,149443,2596,2635,45,86589,3295,60219,320,14671,259,3453094,338988,10186476,Europe,68,3866,3
37,Bolivia,141867,34,8741,10,112055,207,21071,71,12098,745,334452,28520,11726750,South America,83,1342,35
38,UAE,136149,1008,503,6,133490,1466,2156,,13710,51,13465166,1355899,9930804,Asia,73,19743,1
39,Panama,134915,,2720,,112565,,19630,115,31103,627,680908,156977,4337625,North America,32,1595,6
40,Sweden,134532,,5969,10,N/A,N/A,N/A,73,13293,590,2242469,221572,10120710,Europe,75,1696,5
