#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,15339911,20612,400284,1062,9461112,10011,5478515,28707,,,,,,North America,,,
,Asia,16168298,69629,284555,1197,14482669,54963,1401074,26554,,,,,,Asia,,,
,South America,10864690,129,320437,5,9769286,374,774967,16954,,,,,,South America,,,
,Europe,16376558,111589,373428,2206,6662752,113872,9340378,29779,,,,,,Europe,,,
,Africa,2121824,1468,50761,25,1792621,1266,278442,2557,,,,,,Africa,,,
,Oceania,44431,12,1011,,33022,22,10398,22,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,60916433,203439,1430491,4495,42202121,180508,17283821,104577,7815,183.5,,,,All,,,
1,USA,13147864,9645,268404,183,7808815,3218,5070645,24159,39628,809,186161414,561089,331785690,North America,25,1236,2
2,India,9288665,21968,135491,230,8698912,20926,454262,8944,6704,98,135931545,98113,1385456470,Asia,149,10225,10
3,Brazil,6166898,,170799,,5512847,,483252,8318,28930,801,21900000,102736,213168234,South America,35,1248,10
4,Russia,2187990,25487,38062,524,1685492,25073,464436,2300,14990,261,74270930,508845,145959837,Europe,67,3835,2
5,France,2170097,,50618,,156552,,1962927,4148,33216,775,20098815,307641,65331983,Europe,30,1291,3
6,Spain,1622632,,44037,,N/A,N/A,N/A,2838,34700,942,21917246,468697,46762122,Europe,29,1062,2
7,UK,1557007,,56533,,N/A,N/A,N/A,1489,22887,831,41858783,615299,68029959,Europe,44,1203,2
8,Italy,1480874,,52028,,637149,,791697,3848,24507,861,20956187,346809,60425711,Europe,41,1161,3
9,Argentina,1390388,,37714,,1217284,,135390,4039,30651,831,3742317,82498,45362539,South America,33,1203,12
10,Colombia,1270991,,35860,,1174959,,60172,2376,24872,702,6186303,121061,51100647,South America,40,1425,8
11,Mexico,1070487,10335,103597,858,798037,6521,168853,3335,8268,800,2771888,21408,129476730,North America,121,1250,47
