#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,12222864,5889,364765,219,7933151,5037,3924948,22207,,,,,,North America,,,
,Asia,14428128,2421,255360,11,12881907,719,1290861,23092,,,,,,Asia,,,
,South America,9997913,48,302490,5,8934931,241,760492,17710,,,,,,South America,,,
,Europe,12147583,,292937,,4414259,,7440387,27151,,,,,,Europe,,,
,Africa,1893619,,45433,,1595468,,252718,2434,,,,,,Africa,,,
,Oceania,40323,11,980,,32852,1,6491,26,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,50731151,8369,1261980,235,35793227,5998,13675944,92624,6508,161.9,,,,All,,,
1,USA,10288480,,243768,,6483420,,3561292,18462,31018,735,157602857,475143,331695704,North America,32,1361,2
2,India,8553864,,126653,,7915660,,511551,8944,6177,91,117736791,85019,1384826785,Asia,162,10934,12
3,Brazil,5664115,,162397,,5064344,,437374,8318,26580,762,21900000,102770,213098160,South America,38,1312,10
4,France,1787324,,40439,,128614,,1618271,4539,27360,619,17891276,273880,65325294,Europe,37,1615,4
5,Russia,1774334,,30537,,1324419,,419378,2300,12157,209,64600000,442596,145956940,Europe,82,4780,2
6,Spain,1388411,,38833,,N/A,N/A,N/A,2863,29691,830,18072174,386477,46761284,Europe,34,1204,3
7,Argentina,1242182,,33560,,1062911,,145711,4608,27395,740,3228651,71205,45343295,South America,37,1351,14
8,UK,1192013,,49044,,N/A,N/A,N/A,1185,17526,721,35600586,523435,68013429,Europe,57,1387,2
9,Colombia,1143887,,32791,,1038082,,73014,2376,22396,642,5402433,105774,51075471,South America,45,1558,9
10,Mexico,967825,5887,95027,219,715977,5037,156821,2838,7479,734,2511207,19404,129413850,North America,134,1362,52
11,Italy,935104,,41394,,335074,,558636,2749,15474,685,17374713,287519,60429824,Europe,65,1460,3
12,Peru,922333,,34879,,843600,,43854,1010,27836,1053,4674263,141070,33134312,South America,36,950,7
13,South Africa,737278,,19809,,679688,,37781,546,12376,333,4980440,83601,59573601,Africa,81,3007,12
14,Iran,682486,,38291,,520329,,123866,5523,8089,454,5224252,61918,84373726,Asia,124,2203,16
15,Germany,672507,,11505,,419200,,241802,2904,8018,137,23393311,278891,83879886,Europe,125,7291,4
16,Poland,546425,,7872,,209363,,329190,1841,14444,208,5241205,138540,37831696,Europe,69,4806,7
17,Chile,521558,,14543,,497411,,9604,735,27200,758,4583940,239063,19174610,South America,37,1318,4
18,Iraq,498549,,11327,,428928,,58294,288,12298,279,3002586,74068,40538399,Asia,81,3579,14
19,Belgium,494168,,12907,,29357,,451904,1464,42573,1112,5252154,452473,11607663,Europe,23,899,2
20,Ukraine,460331,,8450,,206866,,245015,177,10549,194,3312549,75908,43638733,Europe,95,5164,13
21,Indonesia,437716,,14614,,368298,,54804,,1594,53,4754436,17317,274550754,Asia,627,18787,58
22,Bangladesh,420238,,6067,,338145,,76026,,2543,37,2442602,14779,165272475,Asia,393,27241,68
23,Czechia,414828,,4858,,243129,,166841,1206,38711,453,2584114,241143,10716107,Europe,26,2206,4
24,Netherlands,410065,,8004,,N/A,N/A,N/A,618,23913,467,3535613,206177,17148465,Europe,42,2142,5
25,Philippines,396395,,7539,,361638,,27218,1455,3600,68,5045463,45827,110097344,Asia,278,14604,22
26,Turkey,394255,,10887,,338239,,45129,2740,4657,129,15127811,178686,84661282,Asia,215,7776,6
27,Saudi Arabia,350592,,5540,,337386,,7666,757,10015,158,8494327,242659,35005260,Asia,100,6319,4
28,Pakistan,344839,1650,6977,9,318881,464,18981,972,1551,31,4709603,21176,222399251,Asia,645,31876,47
29,Israel,319241,,2674,,308563,,8004,330,34709,291,4794817,521312,9197590,Asia,29,3440,2
30,Romania,303751,,7879,,204679,,91193,1056,15828,411,3476645,181158,19191244,Europe,63,2436,6
31,Canada,264113,,10522,,215005,,38586,238,6976,278,9935221,262421,37859919,North America,143,3598,4
32,Morocco,256781,,4272,,209801,,42708,933,6928,115,3491314,94193,37065690,Africa,144,8676,11
33,Switzerland,211913,,2772,,87300,,121841,435,24422,319,2157721,248666,8677184,Europe,41,3130,4
34,Nepal,194453,,1108,,157926,,35419,,6632,38,1540077,52524,29321253,Asia,151,26463,19
35,Portugal,179324,,2896,,99781,,76647,366,17605,284,3642907,357639,10185991,Europe,57,3517,3
36,Ecuador,174907,,12830,,154956,,7121,343,9861,723,572598,32281,17737671,South America,101,1383,31
37,Austria,153153,,1411,,91719,,60023,459,16970,156,2452692,271774,9024750,Europe,59,6396,4
38,Sweden,146461,,6022,,N/A,N/A,N/A,92,14470,595,2431770,240252,10121741,Europe,69,1681,4
39,Bolivia,142475,48,8795,5,114466,241,19214,71,12147,750,339360,28933,11729361,South America,82,1334,35
40,UAE,142143,,514,,138291,,3338,,14311,52,14137717,1423342,9932763,Asia,70,19324,1
41,Panama,139527,,2798,,117770,,18959,156,32158,645,715094,164816,4338739,North America,31,1551,6
42,Qatar,134203,,232,,131276,,2695,39,47796,83,1015828,361787,2807805,Asia,21,12103,3
43,Kuwait,131743,,811,,122576,,8356,121,30689,189,965830,224984,4292887,Asia,33,5293,4
44,Dominican Republic,130182,,2265,,108021,,19896,179,11958,208,622881,57216,10886566,North America,84,4806,17
45,Oman,118140,,1301,,108681,,8158,148,22931,253,376700,73119,5151909,Asia,44,3960,14
46,Kazakhstan,116772,610,1857,,107843,175,7072,221,6193,98,3645655,193338,18856336,Asia,161,10154,5
47,Costa Rica,116363,,1464,,71119,,43780,179,22769,286,326539,63894,5110665,North America,44,3491,16
48,Guatemala,111262,,3821,,101135,,6306,5,6170,212,455875,25281,18032135,North America,162,4719,40
49,Hungary,109616,,2438,,25070,,82108,417,11357,253,1209151,125281,9651511,Europe,88,3959,8
50,Jordan,109321,,1233,,8808,,99280,378,10677,120,2040687,199303,10239132,Asia,94,8304,5
51,Egypt,109201,,6368,,100342,,2491,46,1060,62,135000,1311,103012988,Africa,943,16177,763
52,Japan,107086,,1812,,97197,,8077,196,848,14,2861548,22650,126336858,Asia,1180,69722,44
53,Armenia,106424,,1559,,64179,,40686,,35891,526,438816,147987,2965229,Asia,28,1902,7
54,Belarus,106279,,1007,,90998,,14274,,11249,107,2689137,284619,9448206,Europe,89,9383,4
55,Honduras,100041,,2745,,42815,,54481,24,10044,276,231650,23258,9960193,North America,100,3628,43
56,Ethiopia,99675,,1523,,59766,,38386,316,860,13,1526221,13162,115957311,Africa,1163,76137,76
57,Venezuela,94883,,826,,89755,,4302,117,3340,29,2186865,76984,28406896,South America,299,34391,13
58,Lebanon,94236,,723,,46602,,46911,287,13829,106,1323296,194191,6814408,Asia,72,9425,5
59,Bahrain,83456,,329,,81000,,2127,26,48466,191,1833427,1064741,1721946,Asia,21,5234,1
60,Moldova,82346,,1893,,62508,,17945,852,20430,470,394986,97997,4030585,Europe,49,2129,10
61,Slovakia,75495,,351,,19481,,55663,229,13825,64,901327,165060,5460592,Europe,72,15557,6
62,Bulgaria,75160,,1665,,24408,,49087,272,10846,240,795428,114789,6929497,Europe,92,4162,9
63,Tunisia,71119,,1873,,48103,,21143,262,5995,158,382554,32249,11862542,Africa,167,6333,31
