#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,13232258,160970,375584,1935,8356809,63914,4499865,36233,,,,,,North America,,,
,Asia,14999118,94442,264787,1506,13371719,75887,1362612,24450,,,,,,Asia,,,
,South America,10323791,51446,309366,1274,9310179,45846,704246,17406,,,,,,South America,,,
,Europe,13725084,240474,319374,3720,5075936,98196,8329774,29256,,,,,,Europe,,,
,Africa,1975031,13932,47140,234,1660128,9391,267763,2609,,,,,,Africa,,,
,Oceania,42099,11,994,,32891,9,8214,26,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,54298102,561275,1317260,8669,37808321,293243,15172521,109984,6966,169.0,,,,All,,,
1,USA,11217056,148323,251215,1219,6844731,54666,4121110,32315,33815,757,166615909,502275,331722170,North America,30,1320,2
2,India,8814902,41659,129674,449,8203737,42270,481491,8944,6364,94,124031230,89552,1385011987,Asia,157,10681,11
3,Brazil,5848959,29463,165658,712,5291511,23944,391790,8318,27445,777,21900000,102760,213118770,South America,36,1286,10
4,France,1954599,32095,44246,354,139140,1985,1771213,4871,29920,677,18792403,287666,65327262,Europe,33,1476,3
5,Russia,1903253,22702,32834,391,1425529,18626,444890,2300,13040,225,67949154,465540,145957792,Europe,77,4445,2
6,Spain,1492608,,40769,,N/A,N/A,N/A,3125,31920,872,19394289,414749,46761530,Europe,31,1147,2
7,UK,1344356,26860,51766,462,N/A,N/A,N/A,1355,19765,761,37918526,557475,68018291,Europe,51,1314,2
8,Argentina,1304846,8468,35307,262,1119366,8889,150173,4346,28773,779,3434801,75742,45348955,South America,35,1284,13
9,Colombia,1191004,8307,33829,160,1097576,8236,59599,2376,23315,662,5708597,111752,51082875,South America,43,1510,9
10,Italy,1144552,37255,44683,544,411434,12196,688435,3306,18941,739,18683111,309177,60428614,Europe,53,1352,3
11,Mexico,997393,5558,97624,568,741340,5143,158429,2941,7706,754,2589508,20007,129432344,North America,130,1326,50
12,Peru,934899,2249,35177,71,861017,2629,38705,991,28210,1061,4784978,144384,33140589,South America,35,942,7
13,Germany,788899,16077,12619,116,493200,11500,283080,3299,9405,150,25010416,298156,83883536,Europe,106,6647,3
14,Iran,749525,11203,41034,452,552747,6105,155744,5642,8882,486,5464191,64750,84388412,Asia,113,2057,15
15,South Africa,749182,2237,20206,53,693261,1084,35715,546,12574,339,5110384,85768,59583815,Africa,80,2949,12
16,Poland,691118,25571,10045,548,282215,14635,398858,2126,18268,266,5563521,147062,37831132,Europe,55,3766,7
17,Chile,529676,1646,14777,39,505243,1703,9656,731,27621,771,4781863,249356,19176849,South America,36,1298,4
18,Ukraine,525176,12524,9508,191,238811,4962,276857,177,12036,218,3876966,88850,43635163,Europe,83,4589,11
19,Belgium,525012,4619,14106,215,32033,661,478873,1457,45227,1215,5419308,466846,11608351,Europe,22,823,2
20,Iraq,516915,2419,11623,43,444226,2370,61066,385,12747,287,3111672,76735,40550760,Asia,78,3489,13
21,Indonesia,463007,5272,15148,111,388094,3000,59765,,1686,55,5022627,18291,274590243,Asia,593,18127,55
22,Czechia,456117,2087,6005,79,316523,171,133589,1110,42563,560,2759814,257532,10716377,Europe,23,1785,4
23,Netherlands,442458,5914,8443,85,N/A,N/A,N/A,615,25801,492,3711716,216439,17148981,Europe,39,2031,5
24,Bangladesh,430496,1531,6173,14,347849,1462,76474,,2604,37,2527134,15289,165294872,Asia,384,26777,65
25,Turkey,411055,3116,11418,92,351102,2298,48535,3423,4855,135,16013974,189126,84673673,Asia,206,7416,5
26,Philippines,406337,1650,7791,39,363068,194,35478,1455,3690,71,5236110,47550,110117271,Asia,271,14134,21
27,Pakistan,354461,2165,7109,17,322414,851,24938,1316,1593,32,4881640,21944,222457943,Asia,628,31292,46
28,Romania,353185,9460,8813,129,239051,7243,105321,1172,18405,459,3667896,191141,19189500,Europe,54,2177,5
29,Saudi Arabia,352950,349,5641,16,339947,379,7362,807,10081,161,8840023,252481,35012672,Asia,99,6207,4
30,Israel,323339,644,2721,5,312625,494,7993,295,35155,296,5009332,544635,9197590,Asia,28,3380,2
31,Canada,290903,3585,10888,60,232915,2269,47100,294,7683,288,10228547,270136,37864435,North America,130,3478,4
32,Morocco,288211,5875,4697,66,234904,5744,48610,1053,7774,127,3623519,97744,37071665,Africa,129,7893,10
33,Switzerland,257135,,3351,32,141000,,112784,488,29631,386,2351453,270966,8678047,Europe,34,2590,4
34,Portugal,211266,6602,3305,55,122517,5135,85444,413,20742,324,3853501,378329,10185586,Europe,48,3082,3
35,Nepal,208299,1946,1215,13,170632,2503,36452,,7102,41,1602603,54643,29328421,Asia,141,24139,18
36,Austria,198291,7063,1746,85,119415,6687,77130,584,21970,193,2607733,288931,9025451,Europe,46,5169,3
37,Ecuador,179627,953,12997,20,154956,,11674,324,10125,733,593959,33479,17741333,South America,99,1365,30
38,Sweden,177355,,6164,,N/A,N/A,N/A,137,17521,609,2659793,262758,10122600,Europe,57,1642,4
39,UAE,149135,1174,528,,142561,678,6046,,15012,53,14852491,1495057,9934395,Asia,67,18815,1
40,Panama,144477,,2856,,123229,,18392,149,33292,658,750055,172837,4339667,North America,30,1519,6
41,Bolivia,143069,180,8835,10,116505,368,17729,71,12195,753,344354,29353,11731537,South America,82,1328,34
42,Jordan,141305,4750,1704,86,9879,150,129722,455,13799,166,2174443,212337,10240515,Asia,72,6010,5
43,Hungary,136723,4836,2990,107,31126,1324,102607,531,14166,310,1326027,137395,9651178,Europe,71,3228,7
44,Kuwait,136341,691,835,2,126902,558,8604,111,31753,194,1006712,234460,4293750,Asia,31,5142,4
45,Qatar,135570,203,234,,132577,221,2759,36,48283,83,1044873,372132,2807805,Asia,21,11999,3
46,Dominican Republic,133225,671,2282,2,109590,322,21353,191,12236,210,644538,59197,10888051,North America,82,4771,17
47,Costa Rica,123223,1100,1546,9,75341,473,46336,203,24108,302,341594,66831,5111300,North America,41,3306,15
48,Kazakhstan,119833,704,1899,,109275,317,8659,221,6354,101,3645655,193307,18859403,Asia,157,9931,5
49,Oman,119442,,1326,,110050,,8066,135,23176,257,571472,110886,5153689,Asia,43,3887,9
50,Armenia,115855,1472,1738,41,74105,1989,40012,,39070,586,460606,155332,2965305,Asia,26,1706,6
51,Japan,114983,1685,1880,13,101989,971,11114,234,910,15,3016345,23876,126331591,Asia,1099,67198,42
52,Guatemala,114719,596,3920,40,104134,449,6665,5,6360,217,481015,26669,18036669,North America,157,4601,37
53,Belarus,112870,1248,1039,6,94337,767,17494,,11946,110,2847856,301419,9448163,Europe,84,9094,3
54,Egypt,110547,228,6442,13,100946,99,3159,46,1073,63,1000000,9705,103039395,Africa,932,15995,103
55,Lebanon,104267,1660,806,10,58538,845,44923,310,15302,118,1386191,203433,6813992,Asia,65,8454,5
56,Ethiopia,102321,564,1565,7,63675,104,37081,321,882,13,1557006,13423,115996331,Africa,1134,74119,74
57,Honduras,102079,611,2820,16,44236,168,55023,21,10246,283,246269,24720,9962346,North America,98,3533,40
58,Bulgaria,97435,2498,2091,36,28805,536,66539,295,14062,302,853900,123239,6928787,Europe,71,3314,8
59,Venezuela,96441,,844,,91452,,4145,117,3395,30,2241906,78924,28405800,South America,295,33656,13
60,Moldova,88772,1411,2006,19,69526,1134,17240,234,22025,498,414172,102761,4030458,Europe,45,2009,10
61,Slovakia,85567,1771,510,19,29024,2585,56033,225,15670,93,960049,175813,5460628,Europe,64,10707,6
62,Bahrain,84523,174,333,1,82300,262,1890,22,49063,193,1894421,1099644,1722759,Asia,20,5173,1
63,Croatia,81844,2866,1006,38,63748,2484,17090,184,19983,246,611357,149266,4095765,Europe,50,4071,7
64,Serbia,81086,3822,989,17,31536,,48561,163,9294,113,1496295,171511,8724190,Europe,108,8821,6
65,Tunisia,79339,1671,2279,70,53758,846,23302,285,6687,192,405533,34181,11864230,Africa,150,5206,29
66,Georgia,76658,3504,669,33,58674,3163,17315,,19230,168,1012265,253936,3986305,Asia,52,5959,4
67,Azerbaijan,73429,1849,946,19,54049,1048,18434,,7218,93,1502707,147716,10172938,Asia,139,10754,7
68,Libya,72628,,995,,43259,,28374,,10517,144,365331,52903,6905631,Africa,95,6940,19
69,Greece,72510,2835,1035,38,9989,,61486,366,6969,99,2078062,199737,10403969,Europe,143,10052,5
70,Bosnia and Herzegovina,70900,1275,1857,49,35361,870,33682,,21661,567,370168,113092,3273159,Europe,46,1763,9
71,Paraguay,70392,,1556,,50514,,18322,109,9825,217,398428,55609,7164785,South America,102,4605,18
72,Uzbekistan,69987,233,594,,67241,355,2152,250,2080,18,1377915,40952,33647284,Asia,481,56645,24
73,Kenya,69273,1080,1228,,44872,,23173,54,1278,23,783304,14451,54202281,Africa,782,44139,69
74,Myanmar,68011,1277,1552,18,51362,1026,15097,,1247,28,884005,16207,54544890,Asia,802,35145,62
75,Ireland,67526,427,1978,6,23364,,42184,32,13619,399,1781179,359245,4958113,Europe,73,2507,3
76,Algeria,66819,844,2139,15,44199,420,20481,52,1514,48,,,44140544,Africa,661,20636,
77,Kyrgyzstan,65953,499,1196,1,56847,540,7910,129,10048,182,455894,69458,6563621,Asia,100,5488,14
78,Nigeria,64996,112,1163,,61029,93,2804,10,312,6,705809,3393,207992472,Africa,3200,178841,295
79,Palestine,62167,653,558,10,53791,424,7818,,12084,108,580281,112796,5144502,Asia,83,9220,9
80,Denmark,61078,1078,757,1,46774,1069,13547,41,10531,131,6243359,1076482,5799782,Europe,95,7662,1
