#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,16025168,11292,407608,259,9811223,7128,5806337,29459,,,,,,North America,,,
,Asia,16691912,54831,291099,930,14844905,50780,1555908,26947,,,,,,Asia,,,
,South America,11103167,30,324609,3,9920374,192,858184,17092,,,,,,South America,,,
,Europe,17169221,85963,391447,1562,7255574,111723,9522200,29042,,,,,,Europe,,,
,Africa,2177457,744,51831,18,1841760,733,283866,2602,,,,,,Africa,,,
,Oceania,44801,20,1015,1,33068,21,10718,21,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,63212447,152880,1467624,2773,43707563,170577,18037260,105167,8110,188.3,,,,All,,,
1,USA,13755039,4431,273130,53,8109154,1884,5372755,24823,41455,823,192296811,579544,331806864,North America,24,1215,2
2,India,9444599,12524,137299,122,8860989,14676,446311,8944,6816,99,140379976,101313,1385604632,Asia,147,10092,10
3,Brazil,6314740,,172848,,5578118,,563774,8318,29621,811,21900000,102728,213184722,South America,34,1233,10
4,Russia,2295654,26338,39895,368,1778704,17247,477055,2300,15728,273,76422849,523586,145960519,Europe,64,3659,2
5,France,2218483,,52325,,161427,,2004731,3756,33956,801,20512082,313959,65333557,Europe,29,1249,3
6,Spain,1646192,,44668,,N/A,N/A,N/A,2777,35203,955,22992742,491694,46762319,Europe,28,1047,2
7,UK,1617327,,58245,,N/A,N/A,N/A,1417,23772,856,42605903,626246,68033849,Europe,42,1168,2
8,Italy,1585178,,54904,,734503,,795771,3753,26234,909,21814575,361021,60424743,Europe,38,1101,3
9,Argentina,1418807,,38473,,1249843,,130491,4013,31274,848,3873231,85375,45367067,South America,32,1179,12
10,Colombia,1308376,,36584,,1204452,,67340,2376,25601,716,6392655,125085,51106570,South America,39,1397,8
11,Mexico,1107071,6388,105655,196,818397,5143,183019,3335,8549,816,2859239,22081,129491526,North America,117,1226,45
12,Germany,1059469,3862,16593,60,739100,16800,303776,3854,12628,198,27859242,332072,83895217,Europe,79,5056,3
13,Poland,990811,5733,17150,121,577514,18085,396147,2118,26192,453,6236988,164872,37829327,Europe,38,2206,6
14,Peru,962530,,35923,,893061,,33546,983,29026,1083,5059179,152566,33160673,South America,34,923,7
15,Iran,962070,13321,48246,371,668151,9859,245673,5852,11394,571,6125348,72545,84435408,Asia,88,1750,14
16,South Africa,787702,,21477,,730633,,35592,546,13213,360,5383078,90295,59616502,Africa,76,2776,11
