#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,12530777,15612,368011,782,8075120,6333,4087646,22895,,,,,,North America,,,
,Asia,14611458,5253,258466,54,13049990,5206,1303002,23686,,,,,,Asia,,,
,South America,10076226,103,304163,6,8987575,318,784488,17580,,,,,,South America,,,
,Europe,12656352,14904,302244,536,4645853,7510,7708255,28293,,,,,,Europe,,,
,Africa,1916173,,46025,,1613406,,256742,2475,,,,,,Africa,,,
,Oceania,41327,10,993,,32864,4,7470,25,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,51833034,35882,1279917,1378,36405467,19371,14147650,94958,6650,164.2,,,,All,,,
1,USA,10568714,9451,245943,143,6602517,1179,3720254,19374,31862,741,160600023,484163,331706290,North America,31,1349,2
2,India,8636011,257,127615,,8013783,1939,494613,8944,6236,92,120769151,87204,1384900866,Asia,160,10852,11
3,Brazil,5701283,,162842,,5064344,,474097,8318,26753,764,21900000,102766,213106404,South America,37,1309,10
4,France,1829659,,42207,,131920,,1655532,4750,28008,646,18249032,279353,65326081,Europe,36,1548,4
5,Russia,1817109,,31161,,1350741,,435207,2300,12450,213,65600000,449447,145957281,Europe,80,4684,2
6,Spain,1443997,,39756,,N/A,N/A,N/A,3064,30880,850,19394289,414750,46761382,Europe,32,1176,2
7,Argentina,1262476,,34183,,1081897,,146396,4494,27841,754,3289756,72549,45345559,South America,36,1327,14
8,UK,1233775,,49770,,N/A,N/A,N/A,1268,18140,732,36809469,541193,68015374,Europe,55,1367,2
9,Colombia,1156675,,33148,,1059237,,64290,2376,22645,649,5500745,107692,51078433,South America,44,1541,9
10,Italy,995463,,42330,,363023,,590110,2971,16473,700,17740196,293569,60429340,Europe,61,1428,3
11,Mexico,978531,5746,95842,617,725846,4770,156843,2615,7561,741,2537046,19603,129421248,North America,132,1350,51
12,Peru,925431,,34992,,850670,,39769,1008,27928,1056,4700489,141851,33136823,South America,36,947,7
13,South Africa,740254,,19951,,683194,,37109,546,12425,335,5010350,84098,59577687,Africa,80,2986,12
14,Germany,705640,,11860,,441200,,252580,3005,8412,141,23393311,278886,83881346,Europe,119,7073,4
15,Iran,703288,,39202,,530694,,133392,5584,8335,465,5302200,62837,84379600,Asia,120,2152,16
16,Poland,593592,,8375,,230661,,354556,1898,15690,221,5339362,141135,37831471,Europe,64,4517,7
17,Chile,523907,,14611,,500142,,9154,720,27322,762,4645202,242247,19175505,South America,37,1312,4
18,Belgium,507475,4293,13561,345,30504,708,463410,1474,43718,1168,5321108,458403,11607938,Europe,23,856,2
19,Iraq,505310,,11432,,434665,,59213,374,12463,282,3038467,74944,40543343,Asia,80,3546,13
20,Ukraine,489808,10611,8947,191,221459,6802,259402,177,11225,205,3648292,83605,43637305,Europe,89,4877,12
21,Indonesia,444348,,14761,,375741,,53846,,1618,54,4857452,17691,274566549,Asia,618,18601,57
22,Czechia,429880,,5323,,277473,,147084,1206,40115,497,2628134,245248,10716215,Europe,25,2013,4
23,Bangladesh,423620,,6108,,341416,,76096,,2563,37,2470164,14945,165281434,Asia,390,27060,67
24,Netherlands,419412,,8141,,N/A,N/A,N/A,625,24457,475,3535613,206174,17148671,Europe,41,2106,5
25,Philippines,399749,,7661,,361919,,30169,1455,3631,70,5113447,46441,110105315,Asia,275,14372,22
26,Turkey,399360,,11059,,342501,,45800,3001,4717,131,15419420,182120,84666239,Asia,212,7656,5
27,Saudi Arabia,351455,,5576,,338281,,7598,794,10039,159,8612500,246014,35008225,Asia,100,6278,4
