#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,14724506,13339,392205,341,9062842,4918,5269459,27194,,,,,,North America,,,
,Asia,15847216,61696,279316,1124,14218712,48950,1349188,25816,,,,,,Asia,,,
,South America,10714024,1496,317223,40,9630959,1561,765842,17338,,,,,,South America,,,
,Europe,15730547,95778,356623,1450,6208231,93080,9165693,30144,,,,,,Europe,,,
,Africa,2083518,809,49815,13,1754646,924,279057,2569,,,,,,Africa,,,
,Oceania,43546,24,1004,,32983,8,9559,23,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,59144078,173142,1396201,2968,40909032,149441,16838845,103088,7588,179.1,,,,All,,,
1,USA,12593161,4073,262729,28,7453310,694,4877122,23113,37958,792,180684912,544609,331769810,North America,26,1263,2
2,India,9158062,17750,133981,208,8578741,17297,445340,8944,6611,97,132582730,95704,1385345349,Asia,151,10340,10
3,Brazil,6071401,,169197,,5432505,,469699,8318,28483,794,21900000,102742,213155868,South America,35,1260,10
4,France,2140208,,48732,,149521,,1941955,4582,32760,746,19898736,304584,65330803,Europe,31,1341,3
5,Russia,2114502,25173,36540,361,1611445,16002,466517,2300,14487,250,72949596,499794,145959326,Europe,69,3995,2
6,Spain,1589219,,42619,,N/A,N/A,N/A,3054,33985,911,20742051,443567,46761974,Europe,29,1097,2
7,UK,1512045,,55024,,N/A,N/A,N/A,1421,22227,809,40266183,591914,68027042,Europe,45,1236,2
8,Italy,1408868,,49823,,553098,,805947,3801,23315,825,20388576,337412,60426437,Europe,43,1213,3
9,Argentina,1370366,,37002,,1195492,,137872,4245,30211,816,3677688,81079,45359143,South America,33,1226,12
10,Colombia,1248417,,35287,,1150932,,62198,2376,24433,691,6044047,118288,51096204,South America,41,1448,8
11,Mexico,1041875,9187,101676,303,779104,4174,161095,2852,8048,785,2701734,20868,129465634,North America,124,1273,48
12,Peru,949670,,35595,,879439,,34636,988,28646,1074,4935037,148861,33151886,South America,35,931,7
13,Germany,936155,4044,14373,30,618800,15000,302982,3709,11159,171,26456866,315375,83890107,Europe,90,5837,3
14,Poland,876333,15002,13774,156,438868,14897,423691,2149,23165,364,5971590,157853,37830117,Europe,43,2746,6
15,Iran,866821,12460,45255,453,610406,6961,211160,5812,10269,536,5828307,69044,84414847,Asia,97,1865,14
16,South Africa,767679,,20903,,710099,,36677,546,12880,351,5290966,88771,59602202,Africa,78,2851,11
