#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,13983289,44104,383649,1059,8742826,16745,4856814,26172,,,,,,North America,,,
,Asia,15435283,74628,272395,1260,13856050,66007,1306838,25223,,,,,,Asia,,,
,South America,10505952,1550,313571,67,9500062,1652,692319,17352,,,,,,South America,,,
,Europe,14884481,203806,341029,3684,5718439,132031,8825013,30176,,,,,,Europe,,,
,Africa,2034064,7477,48620,111,1715986,6707,269458,2589,,,,,,Africa,,,
,Oceania,43075,11,1003,,32951,30,9121,24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,56886865,331576,1360282,6181,39566973,223172,15959610,101540,7298,174.5,,,,All,,,
1,USA,11910996,37133,256730,468,7176949,9953,4477317,22167,35904,774,173431831,522781,331748637,North America,28,1292,2
2,India,8974910,16767,131770,152,8400113,18343,443027,8944,6479,95,128508389,92773,1385197188,Asia,154,10512,11
3,Brazil,5947403,,167497,,5389863,,390043,8318,27904,786,21900000,102750,213139380,South America,36,1272,10
4,France,2065138,,46698,,145391,,1873049,4775,31611,715,19339461,296031,65329229,Europe,32,1399,3
5,Russia,2015608,23610,34850,463,1526656,25573,454102,2300,13809,239,70653231,484063,145958644,Europe,72,4188,2
6,Spain,1542467,,42039,,N/A,N/A,N/A,3120,32986,899,20742051,443568,46761777,Europe,30,1112,2
7,UK,1453256,22915,53775,501,N/A,N/A,N/A,1430,21364,791,39858046,585948,68023153,Europe,47,1265,2
8,Argentina,1339337,,36347,,1156474,,146516,4267,29530,801,3508664,77361,45354615,South America,34,1248,13
9,Italy,1308528,36176,47870,653,498987,17020,761671,3712,21655,792,19724527,326417,60427404,Europe,46,1262,3
10,Colombia,1218003,,34563,,1125184,,58256,2376,23840,677,5856330,114627,51090280,South America,42,1478,9
11,Mexico,1015071,3918,99528,502,762025,4074,153518,2852,7841,769,2632675,20337,129450839,North America,128,1301,49
12,Peru,941951,,35402,,869165,,37384,968,28417,1068,4852474,146393,33146865,South America,35,936,7
13,Germany,867132,12599,13615,123,562700,16200,290817,3561,10337,162,26456866,315386,83887186,Europe,97,6161,3
14,Iran,815117,13223,43417,476,583704,6721,187996,5722,9657,514,5626631,66664,84403098,Asia,104,1944,15
15,Poland,796798,23975,12088,637,361886,19003,422824,2080,21062,320,5802239,153374,37830568,Europe,47,3130,7
16,South Africa,757144,,20556,,701534,,35054,546,12705,345,5189580,87082,59594030,Africa,79,2899,11
17,Ukraine,583510,13357,10369,257,266479,7400,306662,177,13374,238,4022283,92187,43631592,Europe,75,4208,11
18,Belgium,545787,5182,15025,186,34249,562,496513,1356,47014,1294,5560958,479020,11609038,Europe,21,773,2
19,Chile,536012,1454,14955,58,511874,1108,9183,715,27948,780,4938248,257481,19179088,South America,36,1282,4
20,Iraq,529226,2374,11834,39,457490,2314,59902,361,13047,292,3202083,78941,40563120,Asia,77,3428,13
21,Indonesia,483518,4798,15600,97,406612,4265,61306,,1761,57,5219471,19005,274629731,Asia,568,17604,53
22,Czechia,475284,,6740,,367574,,100970,1110,44350,629,2830004,264075,10716648,Europe,23,1590,4
23,Netherlands,467257,5645,8771,73,N/A,N/A,N/A,575,27246,511,3893908,227057,17149498,Europe,37,1955,4
24,Bangladesh,441159,2364,6305,30,356722,1934,78132,,2669,38,2606952,15769,165317270,Asia,375,26220,63
25,Turkey,430170,4542,11943,123,364573,2918,53654,3850,5080,141,16781245,198158,84686064,Asia,197,7091,5
26,Philippines,413430,1337,7998,41,374939,286,30493,1449,3754,73,5388900,48929,110137198,Asia,266,13771,20
27,Romania,393851,10108,9596,167,269590,8203,114665,1131,20526,500,3808279,198474,19187757,Europe,49,2000,5
28,Pakistan,365927,2547,7248,18,326674,886,32005,1535,1644,33,5055382,22719,222516634,Asia,608,30700,44
29,Saudi Arabia,354527,319,5729,19,341956,441,6842,796,10124,164,9113767,260244,35020084,Asia,99,6113,4
30,Israel,326628,297,2739,,315508,190,8381,306,35512,298,5237118,569401,9197590,Asia,28,3358,2
31,Canada,312320,1211,11214,28,249697,1376,51409,444,8247,296,10462996,276295,37868950,North America,121,3377,4
32,Morocco,311554,4559,5090,77,257992,4641,48472,1048,8403,137,3733534,100695,37077640,Africa,119,7284,10
33,Switzerland,285655,5007,3827,62,180700,11600,101128,525,32914,441,2487943,286665,8678911,Europe,30,2268,3
34,Portugal,243009,6994,3701,69,157924,4222,81384,458,23859,363,4033000,395967,10185182,Europe,42,2752,3
35,Austria,228683,6995,2116,62,149541,6803,77026,683,25336,234,2787606,308837,9026152,Europe,39,4266,3
36,Nepal,215020,2103,1276,17,185638,2858,28106,,7330,43,1633559,55685,29335590,Asia,136,22990,18
37,Sweden,201055,,6340,11,N/A,N/A,N/A,179,19860,626,2659793,262736,10123458,Europe,50,1597,4
38,Ecuador,182250,,13052,,160639,,8559,377,10271,736,603458,34007,17744995,South America,97,1360,29
39,Jordan,169395,5469,2053,84,100280,5384,67062,462,16539,200,2292944,223879,10241897,Asia,60,4989,4
40,Hungary,161461,4512,3472,92,36345,1499,121644,580,16730,360,1433008,148485,9650844,Europe,60,2780,7
41,UAE,155254,1153,544,2,146469,932,8241,,15625,55,15405022,1550421,9936027,Asia,64,18265,1
42,Panama,149833,,2907,,129755,,17171,158,34519,670,790855,182200,4340596,North America,29,1493,5
43,Bolivia,143569,96,8875,9,118333,544,16361,71,12236,756,349016,29745,11733712,South America,82,1322,34
44,Kuwait,138822,485,859,2,130426,587,7537,94,32325,200,1035985,241229,4294613,Asia,31,5000,4
45,Qatar,136649,208,235,,133691,218,2723,36,48668,84,1067758,380282,2807805,Asia,21,11948,3
46,Dominican Republic,136183,1026,2301,8,111527,656,22355,201,12506,211,665035,61071,10889536,North America,80,4733,16
47,Costa Rica,127012,,1588,,78238,,47186,216,24846,311,360478,70517,5111935,North America,40,3219,14
48,Kazakhstan,123097,762,1945,,111172,337,9980,221,6526,103,4071191,215836,18862471,Asia,153,9698,5
49,Japan,122966,2151,1922,9,106954,1257,14090,280,973,15,3142664,24877,126326325,Asia,1027,65726,40
50,Armenia,121979,1520,1870,31,88388,8319,31721,,41134,631,475986,160514,2965380,Asia,24,1586,6
51,Oman,121360,231,1365,5,112406,392,7589,127,23540,265,571472,110848,5155468,Asia,42,3777,9
52,Belarus,119390,1382,1074,7,99584,1266,18732,,12636,114,2977802,315174,9448121,Europe,79,8797,3
53,Guatemala,117066,685,4050,42,106305,597,6711,5,6489,224,498110,27610,18041203,North America,154,4455,36
54,Egypt,111613,,6495,,101421,,3697,46,1083,63,1000000,9703,103065803,Africa,923,15868,103
55,Bulgaria,110536,,2530,,32480,,75526,313,15955,365,886110,127901,6928076,Europe,63,2738,8
56,Lebanon,110037,,852,,62528,,46657,327,16150,125,1426730,209395,6813577,Asia,62,7997,5
57,Ethiopia,104427,499,1607,6,64983,390,37837,316,900,14,1580071,13617,116035351,Africa,1111,72206,73
58,Serbia,104097,6109,1110,29,31536,,71451,186,11933,127,1573980,180426,8723711,Europe,84,7859,6
59,Honduras,103488,,2839,,45082,,55567,16,10386,285,251826,25272,9964500,North America,96,3510,40
60,Venezuela,98350,,860,,93390,,4100,117,3462,30,2258273,79503,28404705,South America,289,33029,13
61,Moldova,93961,1442,2091,19,75530,1301,16340,253,23313,519,428097,106219,4030330,Europe,43,1927,9
62,Croatia,93879,3164,1200,49,74865,2192,17814,196,22923,293,631655,154234,4095421,Europe,44,3413,6
63,Georgia,93092,3697,853,38,73877,2409,18362,,23354,214,1012265,253942,3986201,Asia,43,4673,4
64,Slovakia,91578,1665,579,,38695,2771,52304,211,16770,106,989948,181287,5460664,Europe,60,9431,6
65,Greece,85261,3227,1347,59,9989,,73925,499,8196,129,2177279,209288,10403277,Europe,122,7723,5
66,Bahrain,85182,,337,,83087,,1758,14,49422,196,1933816,1121982,1723571,Asia,20,5114,1
67,Azerbaijan,83994,2597,1053,23,59465,1354,23476,,8256,103,1562442,153569,10174185,Asia,121,9662,7
68,Tunisia,83772,,2541,,58229,,23002,291,7060,214,419066,35317,11865918,Africa,142,4670,28
69,Bosnia and Herzegovina,76757,1180,2153,64,41031,1145,33573,,23452,658,386780,118177,3272882,Europe,43,1520,8
70,Libya,76006,541,1062,9,46793,666,28151,,11004,154,386499,55958,6906908,Africa,91,6504,18
71,Myanmar,74882,1560,1676,26,55633,869,17573,,1373,31,969268,17768,54549865,Asia,728,32548,56
72,Kenya,74145,1459,1330,17,50658,780,22157,59,1368,25,815040,15033,54218499,Africa,731,40766,67
73,Paraguay,73639,,1624,,52608,,19407,121,10276,227,411727,57456,7165982,South America,97,4413,17
74,Uzbekistan,70921,140,601,2,68123,81,2197,250,2107,18,1377915,40944,33653914,Asia,475,55997,24
75,Algeria,70629,,2206,,46326,,22097,50,1600,50,,,44151375,Africa,625,20014,
76,Ireland,69058,,2006,,23364,,43688,34,13926,405,1846444,372352,4958866,Europe,72,2472,3
77,Kyrgyzstan,68316,422,1217,5,59362,516,7737,128,10406,185,467137,71155,6565092,Asia,96,5394,14
78,Palestine,67296,1110,598,9,57469,626,9229,,13077,116,606653,117885,5146126,Asia,76,8606,8
79,Denmark,67105,1297,773,3,52445,1228,13887,41,11570,133,6616499,1140764,5800060,Europe,86,7503,1
80,Nigeria,65693,,1163,,61457,,3073,10,316,6,721516,3468,208062481,Africa,3167,178902,288
81,Slovenia,61034,2070,964,45,40153,1646,19917,204,29357,464,461592,222021,2079048,Europe,34,2157,5
82,Singapore,58139,4,28,,58052,6,59,1,9908,5,4227877,720498,5867989,Asia,101,209571,1
83,Malaysia,51680,1290,326,4,38132,878,13222,110,1589,10,2472687,76026,32524203,Asia,629,99767,13
84,Ghana,50457,,323,,48710,,1424,17,1611,10,567211,18111,31318161,Africa,621,96960,55
85,North Macedonia,50015,,1397,,29583,,19035,138,24007,671,300200,144095,2083341,Europe,42,1491,7
86,Afghanistan,44228,377,1650,5,35350,55,7228,93,1127,42,135629,3455,39259174,Asia,888,23793,289
87,Lithuania,40492,1680,341,18,10008,646,30143,109,14956,126,1226342,452958,2707410,Europe,67,7940,2
88,El Salvador,36965,,1061,5,33517,,2387,46,5688,163,519612,79955,6498794,North America,176,6125,13
89,Norway,30973,203,305,5,19025,,11643,30,5696,56,2078613,382274,5437500,Europe,176,17828,3
90,Albania,30623,786,657,11,14565,349,15401,13,10646,228,158626,55144,2876581,Europe,94,4378,18
91,S. Korea,29654,343,498,2,26098,125,3058,79,578,10,2853843,55645,51286229,Asia,1729,102984,18
92,Montenegro,29577,546,420,6,18744,334,10413,31,47090,669,116571,185594,628097,Europe,21,1495,5
93,Luxembourg,29243,670,254,6,19231,727,9758,44,46429,403,1262569,2004561,629848,Europe,22,2480,0
94,Australia,27785,8,907,,25506,,1372,,1085,35,9554441,373032,25612907,Australia/Oceania,922,28239,3
95,Cameroon,22896,,433,,21510,,953,41,855,16,149000,5561,26794525,Africa,1170,61881,180
96,Ivory Coast,21045,,129,,20712,,204,,790,5,206457,7755,26624119,Africa,1265,206389,129
97,Finland,20286,351,374,,15300,,4612,12,3659,67,1767010,318722,5544043,Europe,273,14824,3
98,Sri Lanka,18645,243,69,,12903,316,5673,,869,3,702254,32742,21447815,Asia,1150,310838,31
99,Zambia,17350,70,356,,16591,96,403,,934,19,352406,18970,18576993,Africa,1071,52183,53
100,Madagascar,17310,,250,,16592,,468,16,619,9,92992,3326,27958650,Africa,1615,111835,301
101,Uganda,17148,243,158,1,8426,32,8564,,371,3,599650,12957,46280305,Africa,2699,292913,77
102,Senegal,15835,12,329,,15440,7,66,3,936,19,221566,13103,16909686,Africa,1068,51397,76
103,Sudan,15047,,1175,,9609,,4263,,340,27,,,44235226,Africa,2940,37647,
104,Mozambique,14723,94,120,1,12849,95,1754,,466,4,216448,6853,31583749,Africa,2145,263198,146
105,Angola,13922,,332,,6623,,6967,23,419,10,171247,5151,33248173,Africa,2388,100145,194
106,Namibia,13610,,140,,13152,,318,4,5320,55,142636,55753,2558357,Africa,188,18274,18
107,Guinea,12713,,75,,11689,,949,24,958,6,54240,4088,13266494,Africa,1044,176887,245
108,French Polynesia,12587,,62,,4842,,7683,24,44709,220,26355,93613,281532,Australia/Oceania,22,4541,11
109,Maldives,12452,68,45,,11475,69,932,12,22883,83,150743,277021,544157,Asia,44,12092,4
