#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,2450509,29411,144025,1203,1046561,12361,1259923,19388,,,,,,North America,,,
,South America,1384032,28588,58983,1139,727684,37486,597365,11977,,,,,,South America,,,
,Europe,2190119,15474,182580,513,1158327,10493,849212,6708,,,,,,Europe,,,
,Asia,1577622,38937,39479,742,965933,30855,572210,15432,,,,,,Asia,,,
,Africa,235168,7569,6272,192,108622,3530,120274,524,,,,,,Africa,,,
,Oceania,8913,12,124,,8400,29,389,2,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,7847084,119991,431478,3789,4016178,94754,3399428,54035,1007,55.4,,,,All,,,
1,USA,2139057,22135,117426,601,849117,7183,1172514,16713,6464,355,24250759,73286,330906997,North America,155,2818,14
2,Brazil,850514,20612,42720,819,427610,30918,380184,8318,4003,201,1476057,6947,212483982,South America,250,4974,144
3,Russia,520129,8706,6829,114,274641,5271,238659,2300,3564,47,14574117,99870,145931552,Europe,281,21369,10
4,India,321626,12023,9205,315,162326,8095,150095,8944,233,7,5507182,3993,1379307780,Asia,4289,149843,250
5,UK,294375,1425,41662,181,N/A,N/A,N/A,492,4337,614,6624676,97610,67868549,Europe,231,1629,10
6,Spain,290685,396,27136,,N/A,N/A,N/A,617,6217,580,4465338,95507,46753936,Europe,161,1723,10
7,Italy,236651,346,34301,78,174865,1780,27485,220,3914,567,4564191,75484,60465875,Europe,256,1763,13
8,Peru,220749,,6308,,107133,,107308,1089,6700,191,1315417,39925,32947280,South America,149,5223,25
9,Germany,187423,172,8867,4,171900,300,6656,447,2237,106,4694147,56035,83771107,Europe,447,9448,18
10,Iran,184955,2410,8730,71,146748,2099,29477,2755,2204,104,1219400,14528,83936074,Asia,454,9615,69
11,Turkey,176677,1459,4792,14,150087,985,21798,684,2096,57,2586995,30691,84292030,Asia,477,17590,33
12,Chile,167355,6509,3101,231,137296,5938,26958,1656,8758,162,819999,42914,19107883,South America,114,6162,23
13,France,156813,526,29398,24,72808,236,54607,871,2403,450,1384633,21215,65266664,Europe,416,2220,47
14,Mexico,139196,5222,16448,504,101767,3703,20981,378,1080,128,393714,3055,128862724,North America,926,7835,327
15,Pakistan,132405,6472,2551,88,50056,9809,79798,111,600,12,839019,3802,220650245,Asia,1666,86496,263
16,Saudi Arabia,123308,3366,932,39,82548,1519,39828,1843,3545,27,1087021,31250,34784389,Asia,282,37322,32
17,Canada,98368,425,8105,56,59333,810,30930,1929,2607,215,2072096,54926,37725348,North America,384,4655,18
18,Bangladesh,84379,2856,1139,44,17828,579,65412,1,513,7,489960,2977,164605029,Asia,1951,144517,336
19,Qatar,78416,1828,70,,55252,1956,23094,232,27928,25,286830,102155,2807805,Asia,36,40112,10
20,South Africa,65736,3809,1423,69,36850,1844,27463,208,1109,24,1087887,18355,59269206,Africa,902,41651,54
21,Belgium,59918,99,9650,4,16547,49,33721,88,5171,833,1010059,87170,11587177,Europe,193,1201,11
22,Belarus,53241,721,303,5,29111,1351,23827,92,5634,32,714324,75594,9449466,Europe,177,31186,13
23,Sweden,50931,180,4874,20,N/A,N/A,N/A,272,5045,483,325000,32190,10096150,Europe,198,2071,31
24,Netherlands,48640,179,6057,4,N/A,N/A,N/A,77,2839,354,455067,26561,17133075,Europe,352,2829,38
25,Colombia,46858,,1545,,18715,,26598,335,921,30,470351,9249,50854810,South America,1085,32916,108
26,Ecuador,46356,578,3874,46,22865,186,19617,219,2630,220,134141,7609,17628541,South America,380,4550,131
27,Egypt,42980,1677,1484,62,11529,421,29967,41,420,15,135000,1321,102226041,Africa,2378,68885,757
28,UAE,41990,491,288,1,26761,815,14941,1,4248,29,2626000,265679,9884125,Asia,235,34320,4
29,Singapore,40197,347,25,,28808,768,11364,1,6874,4,488695,83566,5848027,Asia,145,233921,12
30,Indonesia,37420,1014,2091,43,13776,563,21553,,137,8,495527,1813,273373988,Asia,7306,130738,552
31,Portugal,36463,283,1512,7,22438,238,12513,77,3575,148,975737,95679,10198041,Europe,280,6745,10
32,Kuwait,35466,514,289,4,25882,834,9295,176,8311,68,332288,77871,4267163,Asia,120,14765,13
33,Switzerland,31094,31,1938,,28800,,356,15,3594,224,453745,52447,8651455,Europe,278,4464,19
34,Ukraine,30506,753,880,10,13976,409,15650,306,697,20,479111,10952,43745133,Europe,1434,49710,91
35,Poland,29017,440,1237,15,14104,299,13676,77,767,33,1169088,30889,37848507,Europe,1304,30597,32
36,Argentina,28764,,802,17,9083,340,18879,274,637,18,228324,5054,45174623,South America,1571,56327,198
37,Philippines,25392,605,1074,22,5706,252,18612,82,232,10,495449,4525,109503524,Asia,4313,101959,221
38,Ireland,25295,45,1705,,22698,,892,28,5126,345,367780,74526,4934915,Europe,195,2894,13
39,Afghanistan,24102,556,451,5,4201,273,19450,19,620,12,54770,1409,38877379,Asia,1613,86203,710
40,Dominican Republic,22572,564,577,9,13084,330,8911,110,2082,53,100035,9226,10842314,North America,480,18791,108
41,Oman,22077,1006,99,3,7530,41,14448,94,4330,19,136164,26705,5098867,Asia,231,51504,37
42,Romania,21679,275,1394,14,15635,190,4650,171,1127,72,552670,28720,19243203,Europe,888,13804,35
43,Panama,19211,,421,,13759,,5031,96,4456,98,87041,20190,4311067,North America,224,10240,50
44,Israel,18972,177,300,,15357,69,3315,33,2063,33,739627,80415,9197590,Asia,485,30659,12
45,Iraq,18950,1180,549,53,7515,647,10886,111,472,14,359950,8961,40170062,Asia,2120,73170,112
46,Bahrain,17713,444,37,1,12191,288,5485,12,10433,22,410842,241995,1697730,Asia,96,45885,4
47,Japan,17332,,922,,15493,,917,82,137,7,332207,2626,126493785,Asia,7298,137195,381
