#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,3091935,20699,166822,436,1337359,5514,1587754,18882,,,,,,North America,,,
,South America,2155139,8304,82517,175,1234151,1363,838471,12778,,,,,,South America,,,
,Europe,2424646,11127,190943,218,1356860,6564,876843,5728,,,,,,Europe,,,
,Asia,2247720,36287,55587,801,1467771,27206,724362,19122,,,,,,Asia,,,
,Africa,386948,1729,9736,38,186486,1243,190726,927,,,,,,Africa,,,
,Oceania,9407,83,126,,8599,29,682,1,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,10316516,78229,505746,1668,5591877,41919,4218893,57442,1324,64.9,,,,All,,,
1,USA,2650771,13694,128518,81,1094562,1106,1427691,15825,8009,388,32692780,98772,330991690,North America,125,2575,10
2,Brazil,1352708,7454,57774,116,733848,,561086,8318,6364,272,3017350,14196,212549934,South America,157,3679,70
3,Russia,641156,6719,9166,93,403430,4343,228560,2300,4393,63,19334442,132487,145934278,Europe,228,15921,8
4,India,562457,13260,16797,310,329728,7954,215932,8944,408,12,8398362,6086,1379900425,Asia,2453,82152,164
5,UK,311965,814,43575,25,N/A,N/A,N/A,276,4596,642,9290215,136854,67884107,Europe,218,1558,7
6,Spain,295850,,28343,,N/A,N/A,N/A,617,6328,606,5162909,110425,46754725,Europe,158,1650,9
7,Peru,279419,,9317,,167998,,102104,1178,8476,283,1645112,49901,32967364,South America,118,3538,20
8,Chile,271982,,5509,,232210,,34263,2090,14229,288,1079644,56481,19115048,South America,70,3470,18
9,Italy,240436,126,34744,6,189196,305,16496,96,3977,575,5341837,88350,60462004,Europe,251,1740,11
10,Iran,225205,2536,10670,162,186180,2870,28355,3037,2682,127,1639078,19517,83983070,Asia,373,7871,51
11,Mexico,216852,4050,26648,267,126843,3046,63361,378,1682,207,556198,4314,128921905,North America,595,4838,232
12,Pakistan,206512,3557,4167,49,95407,2783,106938,2437,935,19,1262162,5715,220838058,Asia,1069,52997,175
13,Turkey,197239,,5097,,170595,,21547,996,2339,60,3280144,38896,84331681,Asia,428,16545,26
14,Germany,195104,240,9030,1,178100,400,7974,332,2329,108,5412655,64603,83782788,Europe,429,9278,15
15,Saudi Arabia,186436,3943,1599,48,127118,2363,57719,2285,5356,46,1591141,45712,34808107,Asia,187,21769,22
16,France,162936,,29778,,75649,,57509,634,2496,456,1384633,21213,65272959,Europe,401,2192,47
17,Bangladesh,141801,4014,1783,45,57780,2053,82238,1,861,11,751034,4561,164676701,Asia,1161,92359,219
18,South Africa,138134,,2456,,68925,,66753,539,2329,41,1567084,26426,59301892,Africa,429,24146,38
19,Canada,103818,568,8566,44,67096,905,28156,2090,2751,227,2676705,70925,37739798,North America,364,4406,14
20,Qatar,95106,693,113,3,80170,1468,14823,203,33872,40,352659,125600,2807805,Asia,30,24848,8
21,Colombia,91769,,3106,,38280,,50383,335,1804,61,725828,14266,50878506,South America,554,16381,70
22,Egypt,65188,,2789,,17539,,44860,41,637,27,135000,1320,102310546,Africa,1569,36684,758
23,Sweden,65137,,5280,,N/A,N/A,N/A,171,6450,523,444607,44025,10098898,Europe,155,1913,23
24,Belarus,61790,315,387,4,45213,186,16190,89,6539,41,992007,104982,9449331,Europe,153,24417,10
25,Belgium,61361,66,9732,,16941,,34688,35,5295,840,1191959,102849,11589377,Europe,189,1191,10
26,Argentina,59933,,1245,13,21138,1004,37550,457,1326,28,344409,7621,45192735,South America,754,36299,131
27,Ecuador,55255,,4429,,27058,,23768,288,3132,251,145048,8223,17640260,South America,319,3983,122
28,Indonesia,55092,1082,2805,51,23800,864,28487,,201,10,782383,2861,273500352,Asia,4964,97505,350
29,Netherlands,50223,76,6107,2,N/A,N/A,N/A,30,2931,356,599872,35009,17134727,Europe,341,2806,29
30,UAE,47797,,313,,36411,,11073,1,4833,32,3136000,317109,9889348,Asia,207,31595,3
31,Iraq,47151,1749,1839,83,22974,1852,22338,336,1173,46,532120,13234,40209615,Asia,853,21865,76
32,Kuwait,45524,582,350,2,36313,819,8861,145,10662,82,382842,89660,4269925,Asia,94,12200,11
33,Singapore,43661,202,26,,37985,477,5650,1,7463,4,684359,116984,5850036,Asia,134,225001,9
34,Ukraine,43628,646,1147,18,19027,93,23454,83,998,26,649150,14843,43733708,Europe,1002,38129,67
35,Portugal,41912,266,1568,4,27205,139,13139,71,4110,154,1102066,108080,10196747,Europe,243,6503,9
36,Oman,39060,910,169,6,22422,1222,16469,115,7652,33,188291,36887,5104563,Asia,131,30205,27
37,Philippines,36438,983,1255,11,9956,270,25227,152,333,11,690799,6305,109567290,Asia,3007,87305,159
38,Poland,34154,247,1444,6,20897,349,11813,86,902,38,1499540,39621,37846702,Europe,1108,26210,25
39,Dominican Republic,31816,443,733,7,17280,138,13803,202,2933,68,148208,13663,10847066,North America,341,14798,73
40,Panama,31686,,604,,15470,,15612,140,7345,140,125570,29107,4314039,North America,136,7142,34
41,Switzerland,31652,35,1962,,29100,,590,11,3657,227,566594,65470,8654218,Europe,273,4411,15
42,Bolivia,31524,848,1014,44,8517,359,21993,71,2701,87,70872,6072,11671488,South America,370,11510,165
43,Afghanistan,31238,271,733,12,13934,1330,16571,19,803,19,71549,1839,38915799,Asia,1246,53091,544
44,Romania,26582,269,1634,22,18912,98,6036,210,1382,85,699688,36371,19237623,Europe,724,11773,27
45,Bahrain,25705,,83,,20517,,5105,41,15118,49,543790,319814,1700330,Asia,66,20486,3
46,Ireland,25439,,1735,,23364,,340,12,5152,351,419021,84868,4937325,Europe,194,2846,12
