#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
86,Croatia,2246,,103,,2077,66,4,547,25,66695,16239,4107186,Europe
87,Haiti,2124,259,44,3,24,2056,,186,4,5244,460,11390662,North America
88,Cuba,2083,38,83,,1826,174,3,184,7,107037,9450,11327160,North America
89,Somalia,2023,47,79,1,361,1583,2,128,5,,,15851530,Africa
90,Kenya,2021,59,69,5,482,1470,7,38,1,80054,1492,53663836,Africa
91,Mayotte,1934,235,24,3,1473,437,10,7105,88,5200,19103,272210,Africa
92,Estonia,1870,1,68,,1625,177,,1410,51,84156,63444,1326464,Europe
93,Maldives,1829,56,6,1,488,1335,9,3389,11,11775,21818,539703,Asia
94,Kyrgyzstan,1817,69,16,,1181,620,4,279,2,111859,17170,6514756,Asia
95,Nepal,1811,239,8,,221,1582,,62,0.3,185660,6382,29090429,Asia
96,Iceland,1806,,10,,1794,2,,5295,29,61122,179211,341061,Europe
97,Lithuania,1678,3,70,,1236,372,17,616,26,304854,111872,2725022,Europe
98,Sri Lanka,1643,10,11,1,811,821,1,77,0.5,65355,3053,21405965,Asia
99,Slovakia,1522,1,28,,1368,126,,279,5,172875,31665,5459433,Europe
100,Venezuela,1510,,14,,302,1194,3,53,0.5,975825,34309,28442184,South America
101,New Zealand,1504,,22,,1481,1,,301,4,281609,56298,5002100,Australia/Oceania
102,Slovenia,1473,,109,1,1358,6,1,709,52,80407,38677,2078915,Europe
103,Guinea-Bissau,1339,83,8,,53,1278,,682,4,1500,764,1963739,Africa
104,Mali,1315,50,78,1,744,493,,65,4,3483,172,20195689,Africa
105,Equatorial Guinea,1306,,12,,200,1094,,934,9,8268,5912,1398520,Africa
106,Ethiopia,1257,85,12,1,217,1028,4,11,0.1,112377,980,114700869,Africa
107,Lebanon,1233,13,27,,715,491,4,181,4,84176,12328,6827788,Asia
108,Albania,1143,6,33,,877,233,3,397,11,14825,5151,2878043,Europe
109,Zambia,1089,32,7,,912,170,1,59,0.4,28236,1540,18335514,Africa
110,Hong Kong,1088,3,4,,1037,47,2,145,0.5,202930,27087,7491921,Asia
111,Tunisia,1084,7,48,,964,72,2,92,4,52503,4446,11808177,Africa
112,Costa Rica,1084,28,10,,676,398,5,213,2,26622,5230,5090223,North America
113,CAR,1069,58,4,2,23,1042,,222,0.8,15021,3115,4822363,Africa
114,Latvia,1066,,24,,745,297,3,565,13,109723,58124,1887728,Europe
115,Paraguay,995,9,11,,488,496,2,140,2,30004,4211,7125055,South America
116,South Sudan,994,,10,,6,978,,89,0.9,3356,300,11182555,Africa
117,Niger,958,,64,,839,55,,40,3,6047,251,24120048,Africa
118,Cyprus,949,5,17,,790,142,4,786,14,117411,97305,1206632,Asia
119,Sierra Leone,865,4,46,,475,344,,109,6,,,7962417,Africa
120,Burkina Faso,847,,53,,720,74,,41,3,,,20849535,Africa
121,Madagascar,826,55,6,,174,646,8,30,0.2,10249,371,27624966,Africa
122,Uruguay,823,,22,,685,116,5,237,6,43911,12644,3472758,South America
123,Georgia,794,11,12,,624,158,6,199,3,56987,14283,3989764,Asia
124,Chad,790,12,66,1,539,185,,48,4,,,16381333,Africa
125,Andorra,764,,51,,694,19,4,9889,660,3750,48541,77255,Europe
126,Nicaragua,759,,35,,370,354,,115,5,,,6617838,North America
127,Jordan,746,7,9,,535,202,5,73,0.9,193060,18937,10194610,Asia
128,Diamond Princess,712,,13,,651,48,4,,,,,0,
129,San Marino,671,,42,,359,270,1,19779,1238,4485,132203,33925,Europe
130,Malta,619,1,9,,537,73,1,1402,20,69622,157712,441449,Europe
131,Congo,611,,20,,179,412,,111,4,,,5505568,Africa
132,Mauritania,588,58,23,,27,538,,127,5,7654,1650,4638278,Africa
133,Jamaica,586,5,9,,311,266,2,198,3,12702,4291,2960117,North America
134,Channel Islands,560,,45,,528,-13,,3223,259,10255,59029,173729,Europe
135,Tanzania,509,,21,,183,305,7,9,0.4,,,59573674,Africa
136,French Guiana,499,,1,,200,298,2,1675,3,,,297963,South America
137,Sao Tome and Principe,484,1,12,,68,404,,2212,55,175,800,218798,Africa
138,Runion,473,2,1,,411,61,1,529,1,17200,19223,894784,Africa
139,Cabo Verde,458,23,4,,193,261,,825,7,1307,2353,555476,Africa
140,Uganda,457,40,,,72,385,,10,,96825,2123,45602136,Africa
141,Palestine,449,1,3,,372,74,,88,0.6,44876,8816,5090574,Asia
142,Togo,443,1,13,,215,215,,54,2,20500,2482,8260968,Africa
143,Taiwan,443,1,7,,427,9,,19,0.3,72319,3037,23813331,Asia
144,Rwanda,377,7,1,,262,114,,29,0.08,66976,5183,12922594,Africa
145,Yemen,354,31,84,4,14,256,,12,3,120,4,29766367,Asia
146,Isle of Man,336,,24,,311,1,,3953,282,4892,57556,84996,Europe
147,Malawi,336,52,4,,42,290,1,18,0.2,5049,265,19084049,Africa
148,Mauritius,335,,10,,322,3,,263,8,120358,94651,1271600,Africa
149,Vietnam,328,,,,293,35,1,3,,275000,2827,97265308,Asia
150,Montenegro,324,,9,,315,0,,516,14,10167,16188,628060,Europe
151,Liberia,296,8,27,,159,110,,59,5,,,5046798,Africa
152,Eswatini,293,8,3,1,194,96,,253,3,4994,4308,1159150,Africa
153,Mozambique,254,,2,,91,161,,8,0.06,10878,349,31173041,Africa
154,Benin,243,11,3,,147,93,,20,0.2,34682,2868,12093650,Africa
155,Myanmar,228,4,6,,138,84,,4,0.1,27077,498,54379727,Asia
156,Martinique,200,,14,,98,88,,533,37,,,375288,North America
157,Faeroe Islands,187,,,,187,0,,3828,,9677,198104,48848,Europe
158,Mongolia,185,6,,,44,141,19,57,,14037,4288,3273672,Asia
159,Zimbabwe,178,,4,,29,145,,12,0.3,46613,3140,14844179,Africa
160,Gibraltar,170,,,,151,19,,5046,,7644,226879,33692,Europe
161,Guadeloupe,162,,14,,138,10,1,405,35,4137,10339,400119,North America
162,Libya,156,,5,,52,99,,23,0.7,5591,815,6863245,Africa
163,Guyana,153,,12,,70,71,2,195,15,1618,2058,786243,South America
164,Brunei,141,,2,,138,1,1,323,5,19516,44646,437127,Asia
165,Cayman Islands,141,,1,,68,72,,2148,15,11139,169657,65656,North America
166,Bermuda,140,,9,,92,39,2,2247,144,7171,115112,62296,North America
167,Cambodia,125,,,,123,2,1,7,,20895,1251,16699008,Asia
168,Syria,123,1,5,,46,72,,7,0.3,,,17461550,Asia
169,Trinidad and Tobago,117,,8,,108,1,,84,6,3138,2243,1399123,North America
170,Comoros,106,,2,,26,78,,122,2,,,867928,Africa
171,Bahamas,102,,11,,48,43,1,260,28,2091,5322,392929,North America
172,Aruba,101,,3,,98,0,,946,28,2134,19995,106729,North America
173,Monaco,99,,4,,90,5,1,2524,102,16200,413065,39219,Europe
174,Barbados,92,,7,,76,9,1,320,24,5471,19040,287347,North America
175,Angola,86,,4,,18,64,1,3,0.1,10000,305,32768267,Africa
176,Liechtenstein,82,,1,,55,26,,2151,26,900,23610,38119,Europe
177,Sint Maarten,77,,15,,60,2,1,1798,350,461,10762,42835,North America
178,Burundi,63,,1,,33,29,,5,0.08,284,24,11857105,Africa
179,French Polynesia,60,,,,60,0,,214,,4040,14389,280775,Australia/Oceania
180,Macao,45,,,,45,0,,69,,,,648573,Asia
181,Bhutan,43,,,,6,37,,56,,17344,22499,770888,Asia
182,Saint Martin,41,,3,,33,5,1,1062,78,614,15903,38608,North America
183,Eritrea,39,,,,39,0,,11,,,,3542188,Africa
184,Botswana,38,3,1,,20,17,,16,0.4,21716,9251,2347367,Africa
185,Suriname,28,5,1,,9,18,,48,2,782,1334,586192,South America
186,Antigua and Barbuda,26,,3,,19,4,1,266,31,183,1870,97861,North America
187,St. Vincent Grenadines,26,,,,15,11,,234,,593,5347,110912,North America
188,Gambia,25,,1,,20,4,,10,0.4,1756,729,2410277,Africa
189,Namibia,25,1,,,16,9,,10,,3970,1565,2536830,Africa
190,Timor-Leste,24,,,,24,0,,18,,1290,980,1316208,Asia
191,Grenada,23,,,,18,5,2,204,,3516,31259,112481,North America
192,New Caledonia,20,1,,,18,2,,70,,6681,23420,285267,Australia/Oceania
193,Curaao,19,,1,,14,4,,116,6,572,3487,164039,North America
194,Laos,19,,,,16,3,,3,,7180,988,7266416,Asia
195,Belize,18,,2,,16,0,,45,5,1572,3960,396989,North America
196,Fiji,18,,,,15,3,,20,,2431,2713,895908,Australia/Oceania
197,Saint Lucia,18,,,,18,0,,98,,1012,5513,183559,North America
198,Dominica,16,,,,16,0,,222,,433,6016,71972,North America
199,Saint Kitts and Nevis,15,,,,15,0,,282,,396,7448,53168,North America
200,Falkland Islands,13,,,,13,0,,3746,,503,144957,3470,South America
201,Greenland,13,,,,11,2,,229,,2141,37719,56762,North America
202,Turks and Caicos,12,,1,,11,0,,310,26,153,3956,38672,North America
203,Vatican City,12,,,,2,10,,14981,,,,801,Europe
204,Montserrat,11,,1,,10,0,,2204,200,61,12220,4992,North America
205,Seychelles,11,,,,11,0,,112,,,,98297,Africa
206,MS Zaandam,9,,2,,,7,,,,,,0,
207,Western Sahara,9,,1,,6,2,,15,2,,,595986,Africa
208,British Virgin Islands,8,,1,,7,0,,265,33,167,5527,30214,North America
209,Papua New Guinea,8,,,,8,0,,0.9,,4646,520,8931936,Australia/Oceania
210,Caribbean Netherlands,7,,,,7,0,,267,,424,16181,26203,North America
211,St. Barth,6,,,,6,0,,608,,137,13873,9875,North America
212,Anguilla,3,,,,3,0,,200,,41,2735,14992,North America
213,Lesotho,2,,,,1,1,,0.9,,283,132,2140838,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5796,North America
215,China,83017,16,4634,,78307,76,3,58,3,,,1439323776,Asia
,Total:,2091048,24620,125585,857,748948,1216515,19222,,,,,,North America
,Total:,894237,16293,40493,412,356399,497345,11399,,,,,,South America
,Total:,2034247,14466,174654,487,993952,865641,8748,,,,,,Europe
,Total:,1163762,26965,31269,492,712870,419623,13657,,,,,,Asia
,Total:,154454,5679,4356,111,65805,84293,345,,,,,,Africa
,Total:,8814,10,125,,8201,488,3,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,6347283,88033,376497,2359,2886826,3083960,53378,814.3,48.3,,,,All
