#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,2630860,20570,151334,959,1157618,5274,1321908,19310,,,,,,North America,,,
,South America,1636313,8060,67228,304,903986,17983,665099,12374,,,,,,South America,,,
,Europe,2281126,12990,185682,450,1233047,13914,862397,6430,,,,,,Europe,,,
,Asia,1803852,28550,46044,589,1134903,20379,622905,16171,,,,,,Asia,,,
,Africa,280801,2124,7492,42,130947,2600,142362,507,,,,,,Africa,,,
,Oceania,9023,18,124,,8467,1,432,2,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,8642696,72312,457919,2344,4569619,60151,3615158,54798,1109,58.7,,,,All,,,
1,USA,2276355,12704,120892,204,931499,505,1223964,16503,6878,365,26773841,80903,330938757,North America,145,2737,12
2,Brazil,984315,956,47897,28,520360,16853,416058,8318,4632,225,2344437,11032,212508714,South America,216,4437,91
3,Russia,569063,7972,7841,181,324406,10443,236816,2300,3899,54,16321964,111846,145932574,Europe,256,18611,9
4,India,385276,4185,12677,73,208169,2987,164430,8944,279,9,6426627,4659,1379530022,Asia,3581,108821,215
5,UK,301815,1346,42461,173,N/A,N/A,N/A,379,4447,626,7433114,109513,67874383,Europe,225,1599,9
6,Spain,292348,,27136,,N/A,N/A,N/A,617,6253,580,4826516,103232,46754232,Europe,160,1723,10
7,Peru,244388,,7461,,131190,,105737,1130,7416,226,1439767,43689,32954812,South America,135,4417,23
8,Italy,238159,,34514,,180544,,23101,168,3939,571,4831562,79908,60464423,Europe,254,1752,13
9,Chile,231393,6290,4093,252,186441,,40859,1911,12108,214,923513,48325,19110570,South America,83,4669,21
10,Iran,200262,2615,9392,120,159192,2201,31678,2833,2385,112,1370718,16327,83953697,Asia,419,8939,61
11,Germany,190290,164,8952,6,174100,,7238,396,2271,107,5029696,60038,83775487,Europe,440,9358,17
