#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,3145822,21504,167887,784,1371660,11447,1606275,18918,,,,,,North America,,,
,South America,2203943,17415,84329,715,1273593,6532,846021,12798,,,,,,South America,,,
,Europe,2440354,11120,191478,452,1370535,13590,878341,5714,,,,,,Europe,,,
,Asia,2296709,40325,56804,1074,1507424,31228,732481,19353,,,,,,Asia,,,
,Africa,397498,1184,9934,20,190658,936,196906,920,,,,,,Africa,,,
,Oceania,9476,69,126,,8599,,751,1,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,10494523,91617,510573,3045,5723120,63733,4260830,57708,1346,65.5,,,,All,,,
1,USA,2697185,15374,129043,260,1123617,6440,1444525,15864,8149,390,33337309,100718,330996984,North America,123,2565,10
2,Brazil,1383678,13190,58927,542,757462,,567289,8318,6510,277,3070447,14445,212554056,South America,154,3607,69
3,Russia,647849,6693,9320,154,412650,9220,225879,2300,4439,64,19562440,134050,145934449,Europe,225,15658,7
4,India,582482,14946,17322,418,345070,9799,220090,8944,422,13,8608654,6238,1379937465,Asia,2369,79664,160
5,UK,312654,689,43730,155,N/A,N/A,N/A,276,4606,644,9426631,138862,67885079,Europe,217,1552,7
6,Spain,296351,301,28355,9,N/A,N/A,N/A,617,6338,606,5162909,110425,46754775,Europe,158,1649,9
7,Peru,282365,,9504,,171159,,101702,1183,8565,288,1661324,50391,32968619,South America,117,3469,20
8,Chile,279393,3394,5688,113,241229,5075,32476,2106,14616,298,1109792,58057,19115496,South America,68,3361,17
9,Italy,240578,142,34767,23,190248,1052,15563,93,3979,575,5390110,89149,60461762,Europe,251,1739,11
10,Iran,227662,2457,10817,147,188758,2578,28087,3049,2711,129,1666587,19844,83986007,Asia,369,7764,50
11,Mexico,220657,3805,27121,473,131264,4421,62272,378,1712,210,566602,4395,128925604,North America,584,4754,228
12,Pakistan,209337,2825,4304,137,98503,3096,106530,2689,948,19,1283092,5810,220849796,Asia,1055,51313,172
13,Turkey,199906,1293,5131,16,173111,1302,21664,1026,2370,61,3381650,40098,84334159,Asia,422,16436,25
14,Germany,195399,7,9041,,179100,1000,7258,332,2332,108,5412655,64603,83783518,Europe,429,9267,15
15,Saudi Arabia,190823,4387,1649,50,130766,3648,58408,2278,5482,47,1639314,47094,34809589,Asia,182,21110,21
16,France,164260,,29813,,75649,,58798,634,2516,457,1384633,21213,65273353,Europe,397,2189,47
17,Bangladesh,145483,3682,1847,64,59624,1844,84012,1,883,11,769460,4672,164681180,Asia,1132,89161,214
18,South Africa,144264,,2529,,70614,,71121,539,2433,43,1596995,26929,59303935,Africa,411,23450,37
19,Canada,103918,,8566,,67178,,28174,2089,2753,227,2721685,72115,37740701,North America,363,4406,14
20,Qatar,96088,982,113,,81564,1394,14411,200,34222,40,356832,127086,2807805,Asia,29,24848,8
21,Colombia,95043,,3223,,39954,,51866,335,1868,63,743437,14612,50879986,South America,535,15787,68
22,Sweden,67667,,5310,,N/A,N/A,N/A,144,6700,526,444607,44025,10099069,Europe,149,1902,23
23,Egypt,66754,,2872,,17951,,45931,41,652,28,135000,1319,102315827,Africa,1533,35625,758
24,Argentina,62268,,1283,3,22028,890,38957,457,1378,28,352402,7798,45193867,South America,726,35225,128
25,Belarus,62118,328,392,5,46054,841,15672,89,6574,41,1000785,105911,9449322,Europe,152,24105,9
26,Belgium,61427,66,9747,15,16984,43,34696,41,5300,841,1226238,105806,11589514,Europe,189,1189,9
27,Indonesia,56385,1293,2876,71,24806,1006,28703,,206,11,803898,2939,273508250,Asia,4851,95100,340
28,Ecuador,55665,,4502,,27430,,23733,288,3155,255,145916,8271,17640992,South America,317,3918,121
29,Netherlands,50273,50,6113,6,N/A,N/A,N/A,30,2934,357,616376,35972,17134831,Europe,341,2803,28
30,Iraq,49109,1958,1943,104,24760,1786,22406,293,1221,48,544545,13542,40212087,Asia,819,20696,74
31,UAE,48667,421,315,1,37566,490,10786,1,4921,32,3136000,317098,9889675,Asia,203,31396,3
32,Kuwait,46195,671,354,4,37030,717,8811,139,10818,83,386887,90604,4270098,Asia,92,12062,11
33,Ukraine,44334,706,1159,12,19115,88,24060,92,1014,27,656122,15003,43732994,Europe,986,37733,67
34,Singapore,43907,246,26,,38500,515,5381,1,7505,4,684359,116981,5850161,Asia,133,225006,9
35,Portugal,42141,229,1576,8,27505,300,13060,73,4133,155,1178053,115533,10196667,Europe,242,6470,9
36,Oman,40070,1010,176,7,23425,1003,16469,117,7849,34,191412,37496,5104919,Asia,127,29005,27
37,Philippines,37514,1076,1266,11,10233,277,26015,148,342,12,708534,6466,109571275,Asia,2921,86549,155
38,Poland,34393,239,1463,19,21281,384,11649,85,909,39,1521406,40199,37846589,Europe,1100,25869,25
39,Panama,32785,,620,,15595,,16570,140,7599,144,128795,29854,4314225,North America,132,6958,33
40,Dominican Republic,32568,752,747,14,17580,300,14241,207,3002,69,150919,13913,10847363,North America,333,14521,72
41,Bolivia,32125,601,1071,57,8928,411,22126,71,2752,92,73272,6278,11671924,South America,363,10898,159
42,Switzerland,31714,62,1963,1,29100,,651,11,3664,227,572664,66170,8654391,Europe,273,4409,15
43,Afghanistan,31517,279,746,13,14131,197,16640,19,810,19,72318,1858,38918200,Asia,1235,52169,538
44,Romania,26970,388,1651,17,19050,138,6269,205,1402,86,710112,36913,19237275,Europe,713,11652,27
45,Bahrain,26239,,86,2,20928,,5225,41,15430,51,545125,320569,1700493,Asia,65,19773,3
