#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,2180923,5232,131991,848,867757,2300,1181175,19470,,,,,,North America,,,
,South America,1030697,607,46090,15,489396,5034,495211,11695,,,,,,South America,,,
,Europe,2054833,9675,177295,195,1051832,9742,825706,9309,,,,,,Europe,,,
,Asia,1271316,11315,33237,179,769347,3859,468732,14530,,,,,,Asia,,,
,Africa,172848,665,4785,2,76721,891,91342,449,,,,,,Africa,,,
,Oceania,8857,7,124,,8266,33,467,4,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,6720195,27501,393537,1239,3263970,21859,3062688,55461,862,50.5,,,,All,,,
1,USA,1924189,138,110179,6,712252,,1101758,17083,5816,333,19568069,59142,330864650,North America,172,3003,17
2,Brazil,615870,,34039,,274997,,306834,8318,2899,160,986365,4643,212451006,South America,345,6241,215
3,Russia,449834,8726,5528,144,212680,8057,231626,2300,3083,38,12053663,82599,145930189,Europe,324,26398,12
4,Spain,287740,,27133,,N/A,N/A,N/A,617,6154,580,4063843,86921,46753542,Europe,162,1723,12
5,UK,281661,,39904,,N/A,N/A,N/A,604,4151,588,5005565,73762,67860771,Europe,241,1701,14
6,Italy,234013,,33689,,161895,,38429,338,3870,557,4049544,66970,60467811,Europe,258,1795,15
7,India,227273,560,6367,4,109462,1012,111444,8944,165,5,4386379,3181,1379011457,Asia,6068,216587,314
8,Germany,184923,,8736,,168500,700,7687,600,2208,104,4348880,51917,83765266,Europe,453,9589,19
9,Peru,183198,,5031,,76228,,101939,1005,5562,153,1135831,34485,32937238,South America,180,6547,29
10,Turkey,167410,,4630,,131778,,31002,602,1987,55,2209583,26220,84272204,Asia,503,18201,38
11,Iran,164270,,8071,,127485,,28714,2569,1958,96,1019362,12148,83912575,Asia,511,10397,82
12,France,152444,,29065,,69976,,53403,1163,2336,445,1384633,21216,65263516,Europe,428,2245,47
13,Chile,118292,,1356,,95631,4883,21305,1496,6192,71,646458,33838,19104300,South America,162,14089,30
14,Mexico,105680,4442,12545,816,75448,2177,17687,378,820,97,314063,2438,128833133,North America,1219,10270,410
15,Canada,93726,,7637,,51739,,34350,1727,2485,202,1791106,47487,37718122,North America,402,4939,21
16,Saudi Arabia,93157,,611,,68965,,23581,1321,2679,18,887209,25515,34772530,Asia,373,56911,39
17,Pakistan,89249,3985,1838,68,31198,1070,56213,111,405,8,638323,2894,220556339,Asia,2471,119998,346
18,Qatar,63741,,45,,39468,,24228,239,22701,16,241086,85863,2807805,Asia,44,62396,12
19,Bangladesh,60391,2828,811,30,12804,643,46776,1,367,5,372365,2263,164569193,Asia,2725,202921,442
20,Belgium,58907,140,9566,18,16112,64,33229,137,5084,826,900282,77704,11586077,Europe,197,1211,13
21,Netherlands,46942,,5990,,N/A,N/A,N/A,113,2740,350,378912,22117,17132248,Europe,365,2860,45
22,Belarus,45981,,253,,21162,,24566,92,4866,27,585065,61915,9449534,Europe,206,37350,16
23,Sweden,41883,,4562,,N/A,N/A,N/A,2143,4149,452,275500,27291,10094775,Europe,241,2213,37
24,Ecuador,40966,,3486,,20019,,17461,252,2325,198,119375,6774,17622682,South America,430,5055,148
25,South Africa,40792,,848,,21311,,18633,208,688,14,820675,13850,59252862,Africa,1453,69874,72
26,Singapore,37183,261,24,,23904,,13255,5,6359,4,408495,69864,5847022,Asia,157,243626,14
27,UAE,37018,,273,,19572,,17173,1,3746,28,2145493,217122,9881514,Asia,267,36196,5
28,Colombia,35120,,1087,,12921,,21112,335,691,21,374592,7368,50842963,South America,1448,46774,136
29,Portugal,33592,,1455,,20323,,11814,58,3294,143,847181,83068,10198688,Europe,304,7009,12
30,Switzerland,30913,,1921,,28600,,392,27,3574,222,409450,47335,8650074,Europe,280,4503,21
31,Kuwait,29921,,236,,17223,,12462,184,7014,55,306006,71735,4265782,Asia,143,18075,14
32,Egypt,29767,,1126,,7756,,20885,41,291,11,135000,1321,102183789,Africa,3433,90749,757
33,Indonesia,29521,703,1770,49,9443,551,18308,,108,6,380973,1394,273310806,Asia,9258,154413,717
34,Ukraine,25964,553,762,15,11372,330,13830,298,593,17,403551,9224,43750846,Europe,1685,57416,108
35,Poland,25177,129,1127,10,12410,183,11640,160,665,30,996604,26331,37849409,Europe,1503,33584,38
36,Ireland,25142,,1664,,22698,,780,36,5096,337,348416,70619,4933710,Europe,196,2965,14
37,Philippines,20626,244,987,3,4330,82,15309,82,188,9,389190,3555,109471641,Asia,5307,110914,281
38,Argentina,20197,,608,,5993,,13596,274,447,13,178448,3951,45165566,South America,2236,74285,253
39,Romania,19907,,1308,3,13919,,4680,153,1034,68,472850,24569,19245993,Europe,967,14714,41
40,Afghanistan,18969,915,309,9,1762,177,16898,19,488,8,45139,1162,38858170,Asia,2049,125755,861
41,Dominican Republic,18319,,520,,11474,,6325,110,1690,48,86285,7960,10839938,North America,592,20846,126
42,Israel,17562,67,291,,15026,13,2245,30,1909,32,622323,67662,9197590,Asia,524,31607,15
43,Japan,17018,,903,,14867,,1248,102,135,7,303633,2400,126502211,Asia,7433,140091,417
44,Austria,16805,,670,,15717,,418,22,1867,74,479449,53256,9002749,Europe,536,13437,19
45,Oman,15086,770,72,5,3451,,11563,60,2960,14,102644,20142,5096020,Asia,338,70778,50
