#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,2097299,3286,125919,251,759719,3268,1211661,19254,,,,,,North America,,,
,South America,907227,549,41120,30,362446,169,503661,11398,,,,,,South America,,,
,Europe,2034287,19,174658,4,993989,33,865640,8748,,,,,,Europe,,,
,Asia,1168474,4679,31354,84,714051,1138,423069,13653,,,,,,Asia,,,
,Africa,154907,,4369,,65931,,84607,342,,,,,,Africa,,,
,Oceania,8831,17,125,,8208,7,498,4,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,6371746,8550,377560,369,2904995,4615,3089191,53403,817,48.4,,,,All,,,
1,USA,1859323,,106925,,615416,,1136982,16949,5620,323,18150053,54859,330848770,North America,178,3094,18
2,Brazil,529405,,30046,,211080,,288279,8318,2492,141,930013,4378,212438640,South America,401,7070,228
3,Russia,414878,,4855,,175877,,234146,2300,2843,33,10923108,74852,145929678,Europe,352,30058,13
4,Spain,286718,,27127,,196958,,62633,617,6133,580,4063843,86921,46753394,Europe,163,1724,12
5,UK,276332,,39045,,N/A,N/A,N/A,1559,4072,575,4285738,63158,67857854,Europe,246,1738,16
6,Italy,233197,,33475,,158355,,41367,424,3857,554,3910133,64664,60468537,Europe,259,1806,15
7,India,198706,336,5608,,95754,,97344,8944,144,4,3966075,2876,1378900337,Asia,6939,245881,348
8,France,189220,,28833,,68440,,91947,1302,2899,442,1384633,21216,65262335,Europe,345,2263,47
9,Germany,183765,,8618,,165900,,9247,677,2194,103,3952971,47192,83763076,Europe,456,9720,21
10,Peru,170039,,4634,,68507,,96898,988,5163,141,1076659,32692,32933472,South America,194,7107,31
11,Turkey,164769,,4563,,128947,,31259,651,1955,54,2070719,24574,84264770,Asia,511,18467,41
12,Iran,154445,,7878,,121004,,25563,2578,1841,94,955865,11392,83903764,Asia,543,10650,88
13,Chile,105159,,1113,,44946,,59100,1446,5505,58,599330,31374,19102957,South America,182,17163,32
14,Mexico,93435,2771,10167,237,67491,3165,15777,378,725,79,282089,2190,128822037,North America,1379,12671,457
15,Canada,91705,,7326,,49726,,34653,1648,2431,194,1695918,44966,37715413,North America,411,5148,22
16,Saudi Arabia,87142,,525,,64306,,22311,384,2506,15,838623,24120,34768083,Asia,399,66225,41
17,Pakistan,76398,3938,1621,78,27110,1027,47667,111,346,7,577974,2621,220521124,Asia,2886,136040,382
18,Belgium,58517,,9486,,15919,,33112,163,5051,819,876306,75637,11585664,Europe,198,1221,13
19,Qatar,58433,,40,,33437,,24956,240,20811,14,225919,80461,2807805,Asia,48,70195,12
20,Bangladesh,49534,,672,,10597,,38265,1,301,4,320969,1951,164555754,Asia,3322,244875,513
21,Netherlands,46545,,5962,,N/A,N/A,N/A,158,2717,348,349496,20400,17131938,Europe,368,2874,49
22,Belarus,43403,,240,,18776,,24387,92,4593,25,553377,58561,9449559,Europe,218,39373,17
23,Ecuador,39994,,3394,,19823,,16777,220,2270,193,117524,6670,17620485,South America,441,5192,150
24,Sweden,37814,,4403,,4971,,28440,267,3746,436,238800,23657,10094260,Europe,267,2293,42
25,Singapore,35292,,24,,22466,,12802,7,6036,4,334691,57245,5846646,Asia,166,243610,17
26,UAE,35192,,266,,18338,,16588,1,3562,27,2110493,213601,9880535,Asia,281,37145,5
27,South Africa,34357,,705,,17291,,16361,128,580,12,742742,12536,59246734,Africa,1724,84038,80
28,Portugal,32700,,1424,,19552,,11724,64,3206,140,812415,79657,10198931,Europe,312,7162,13
29,Switzerland,30871,,1920,,28500,,451,28,3569,222,399215,46154,8649556,Europe,280,4505,22
30,Colombia,30493,,969,,9661,,19863,136,600,19,341142,6710,50838520,South America,1667,52465,149
31,Kuwait,27762,,220,,12899,,14643,204,6509,52,290013,67994,4265264,Asia,154,19388,15
32,Indonesia,26940,,1641,,7637,,17662,,99,6,333415,1220,273287113,Asia,10144,166537,820
33,Egypt,26384,,1005,,6447,,18932,41,258,10,135000,1321,102167945,Africa,3872,101660,757
34,Ireland,25062,,1650,,22089,,1323,36,5080,334,325795,66041,4933258,Europe,197,2990,15
35,Poland,24165,,1074,,11449,,11642,160,638,28,931520,24611,37849748,Europe,1566,35242,41
36,Ukraine,24012,,718,,9690,,13604,283,549,16,363187,8301,43752988,Europe,1822,60937,120
37,Romania,19398,,1276,,13426,,4696,159,1008,66,443252,23030,19247039,Europe,992,15084,43
38,Philippines,18638,,960,,3979,,13699,73,170,9,358676,3277,109459685,Asia,5873,114021,305
39,Dominican Republic,17572,,502,,10893,,6177,110,1621,46,81647,7533,10839047,North America,617,21592,133
40,Argentina,17415,,556,,5521,,11338,274,386,12,164084,3633,45162170,South America,2593,81227,275
41,Israel,17219,50,287,2,14915,37,2017,31,1872,31,582445,63326,9197590,Asia,534,32047,16
42,Japan,16884,,892,,14502,,1490,115,133,7,292569,2313,126505371,Asia,7493,141822,432
43,Austria,16733,,668,,15596,,469,29,1859,74,451820,50189,9002328,Europe,538,13477,20
44,Afghanistan,15750,,265,,1428,,14057,19,405,7,39628,1020,38850966,Asia,2467,146607,980
45,Panama,13837,,344,,9514,,3979,78,3211,80,67730,15718,4309025,North America,311,12526,64
46,Oman,12223,,50,,2682,,9491,31,2399,10,100181,19663,5094952,Asia,417,101899,51
47,Bahrain,11871,,19,,7070,,4782,11,7000,11,322054,189897,1695942,Asia,143,89260,5
48,Denmark,11699,,576,,10412,,711,20,2020,99,637738,110133,5790610,Europe,495,10053,9
49,Kazakhstan,11571,263,41,,5587,,5943,62,617,2,828377,44161,18758176,Asia,1621,457516,23
50,S. Korea,11541,38,272,1,10446,24,823,15,225,5,939851,18333,51265802,Asia,4442,188477,55
51,Serbia,11430,,244,,6726,,4460,9,1308,28,247760,28348,8739982,Europe,765,35820,35
52,Nigeria,10578,,299,,3122,,7157,7,51,1,63882,311,205682185,Africa,19444,687900,3220
53,Bolivia,10531,549,343,30,1137,169,9051,3,903,29,28239,2422,11659740,South America,1107,33993,413
54,Algeria,9513,,661,,5894,,2958,25,217,15,,,43783102,Africa,4602,66238,
55,Armenia,9492,,139,,3402,,5951,10,3204,47,58668,19801,2962815,Asia,312,21315,51
56,Czechia,9302,,321,,6642,,2339,15,869,30,442866,41361,10707447,Europe,1151,33357,24
57,Norway,8446,,236,,7727,,483,8,1559,44,245352,45286,5417837,Europe,641,22957,22
58,Moldova,8360,,305,,4622,,3433,251,2072,76,55582,13776,4034667,Europe,483,13228,73
59,Ghana,8070,,36,,2947,,5087,3,260,1,218425,7042,31016284,Africa,3843,861563,142
60,Malaysia,7857,,115,,6404,,1338,8,243,4,560738,17343,32331595,Asia,4115,281144,58
61,Morocco,7833,,205,,5893,,1735,13,212,6,221554,6008,36874488,Africa,4708,179876,166
62,Australia,7221,17,103,,6626,7,492,4,283,4,1490811,58519,25475529,Australia/Oceania,3528,247335,17
63,Finland,6885,,318,,5500,,1067,9,1243,57,185484,33481,5540057,Europe,805,17422,30
64,Iraq,6868,,215,,3275,,3378,43,171,5,238251,5935,40142869,Asia,5845,186711,168
65,Cameroon,6397,,199,,3629,,2569,28,242,8,,,26486666,Africa,4140,133099,
66,Azerbaijan,5662,,68,,3508,,2086,42,559,7,302933,29899,10131780,Asia,1789,148997,33
67,Honduras,5362,160,217,5,549,12,4596,13,542,22,14790,1495,9891275,North America,1845,45582,669
68,Guatemala,5336,249,116,8,795,60,4425,5,298,6,31427,1757,17887052,North America,3352,154199,569
69,Sudan,5173,,298,,1522,,3353,,118,7,401,9,43758425,Africa,8459,146840,109123
70,Luxembourg,4019,,110,,3845,,64,4,6429,176,75594,120928,625114,Europe,156,5683,8
71,Tajikistan,4013,,47,,2089,,1877,,422,5,,,9518744,Asia,2372,202526,
72,Hungary,3892,,527,,2156,,1209,25,403,55,187965,19454,9662189,Europe,2483,18334,51
73,Guinea,3844,,23,,2135,,1686,24,293,2,14407,1100,13100435,Africa,3408,569584,909
74,Senegal,3739,,42,,1858,,1839,14,224,3,43129,2582,16704036,Africa,4468,397715,387
75,Uzbekistan,3718,16,15,,2859,,844,11,111,0.4,460000,13761,33428522,Asia,8991,2228568,73
76,Djibouti,3569,,24,,1521,,2024,,3617,24,28260,28638,986795,Africa,276,41116,35
77,DRC,3195,,72,,454,,2669,,36,0.8,,,89308966,Africa,27953,1240402,
78,Thailand,3083,1,58,1,2966,1,59,1,44,0.8,420529,6026,69786399,Asia,22636,1203214,166
79,Ivory Coast,2951,,33,,1467,,1451,,112,1,27650,1051,26319804,Africa,8919,797570,952
80,Greece,2918,,179,,1374,,1365,12,280,17,182423,17496,10426808,Europe,3573,58250,57
81,Gabon,2655,,17,,722,,1916,15,1195,8,14122,6358,2221067,Africa,837,130651,157
82,El Salvador,2582,,46,,1083,20,1453,53,398,7,91837,14164,6483624,North America,2511,140948,71
83,Bulgaria,2538,19,144,4,1123,33,1271,17,365,21,82914,11926,6952233,Europe,2739,48279,84
84,Bosnia and Herzegovina,2524,,154,,1888,,482,4,769,47,65900,20077,3282310,Europe,1300,21314,50
85,North Macedonia,2315,,140,,1569,,606,21,1111,67,30302,14545,2083381,Europe,900,14881,69
86,Croatia,2246,,103,,2077,,66,4,547,25,66695,16239,4107117,Europe,1829,39875,62
87,Haiti,2226,102,45,1,24,,2157,,195,4,5270,463,11391042,North America,5117,253134,2161
88,Cuba,2083,,83,,1826,,174,3,184,7,107037,9450,11327141,North America,5438,136472,106
89,Somalia,2023,,79,,361,,1583,2,128,5,,,15852747,Africa,7836,200668,
90,Kenya,2021,,69,,482,,1470,7,38,1,80054,1492,53667080,Africa,26555,777784,670
91,Mayotte,1934,,24,,1473,,437,10,7104,88,5200,19102,272228,Africa,141,11343,52
92,Estonia,1870,,68,,1625,,177,,1410,51,84156,63444,1326467,Europe,709,19507,16
93,Kyrgyzstan,1845,28,17,1,1219,38,609,4,283,3,114353,17552,6515051,Asia,3531,383238,57
94,Maldives,1829,,7,1,488,,1334,9,3389,13,11775,21817,539729,Asia,295,77104,46
95,Nepal,1811,,8,,221,,1582,,62,0.3,185660,6382,29091863,Asia,16064,3636483,157
96,Iceland,1806,,10,,1794,,2,,5295,29,61138,179255,341067,Europe,189,34107,6
97,Lithuania,1678,,70,,1236,,372,17,616,26,304854,111876,2724919,Europe,1624,38927,9
98,Venezuela,1662,,17,,302,,1343,3,58,0.6,975825,34309,28441965,South America,17113,1673057,29
99,Sri Lanka,1643,,11,,811,,821,1,77,0.5,66421,3103,21406209,Asia,13029,1946019,322
100,Slovakia,1522,,28,,1368,,126,,279,5,172875,31665,5459440,Europe,3587,194980,32
101,New Zealand,1504,,22,,1481,,1,,301,4,282263,56429,5002100,Australia/Oceania,3326,227368,18
102,Slovenia,1473,,109,,1358,,6,1,709,52,80407,38677,2078916,Europe,1411,19073,26
103,Guinea-Bissau,1339,,8,,53,,1278,,682,4,1500,764,1963867,Africa,1467,245483,1309
104,Mali,1315,,78,,744,,493,,65,4,3483,172,20197289,Africa,15359,258940,5799
105,Equatorial Guinea,1306,,12,,200,,1094,,934,9,8268,5911,1398647,Africa,1071,116554,169
106,Ethiopia,1257,,12,,217,,1028,4,11,0.1,112377,980,114708673,Africa,91256,9559056,1021
107,Lebanon,1233,,27,,715,,491,4,181,4,84176,12329,6827705,Asia,5537,252878,81
108,Albania,1143,,33,,877,,233,3,397,11,14825,5151,2878035,Europe,2518,87213,194
109,Zambia,1089,,7,,912,,170,1,59,0.4,28236,1540,18336926,Africa,16838,2619561,649
110,Hong Kong,1088,,4,,1037,,47,2,145,0.5,202930,27086,7492087,Asia,6886,1873022,37
111,Tunisia,1084,,48,,964,,72,2,92,4,52503,4446,11808514,Africa,10893,246011,225
112,Costa Rica,1084,,10,,676,,398,5,213,2,26622,5230,5090350,North America,4696,509035,191
113,CAR,1069,,4,,23,,1042,,222,0.8,15021,3115,4822593,Africa,4511,1205648,321
114,Latvia,1066,,24,,745,,297,3,565,13,109723,58126,1887671,Europe,1771,78653,17
115,Paraguay,995,,11,,488,,496,2,140,2,30834,4327,7125294,South America,7161,647754,231
116,South Sudan,994,,10,,6,,978,,89,0.9,3356,300,11182914,Africa,11250,1118291,3332
117,Niger,958,,65,,844,,49,,40,3,6058,251,24122457,Africa,25180,371115,3982
118,Cyprus,949,,17,,790,,142,4,786,14,117411,97303,1206656,Asia,1272,70980,10
119,Sierra Leone,865,,46,,475,,344,,109,6,,,7962861,Africa,9206,173106,
120,Burkina Faso,847,,53,,720,,74,,41,3,,,20851107,Africa,24618,393417,
121,Madagascar,826,,6,,174,,646,8,30,0.2,10249,371,27626918,Africa,33447,4604486,2696
122,Uruguay,825,,23,,689,,113,4,238,7,44551,12829,3472791,South America,4209,150991,78
123,Georgia,794,,12,,624,,158,6,199,3,56987,14283,3989743,Asia,5025,332479,70
124,Chad,790,,66,,539,,185,,48,4,,,16382626,Africa,20738,248222,
125,Andorra,765,,51,,698,,16,4,9902,660,3750,48541,77255,Europe,101,1515,21
126,Nicaragua,759,,35,,370,,354,,115,5,,,6618054,North America,8719,189087,
127,Jordan,746,,9,,535,,202,5,73,0.9,193060,18937,10194886,Asia,13666,1132765,53
128,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
129,San Marino,671,,42,,359,,270,1,19779,1238,4485,132203,33925,Europe,51,808,8
130,Malta,619,,9,,537,,73,1,1402,20,69622,157711,441452,Europe,713,49050,6
131,Congo,611,,20,,179,,412,,111,4,,,5505940,Africa,9011,275297,
132,Mauritania,588,,23,,27,,538,,127,5,7654,1650,4638613,Africa,7889,201679,606
133,Jamaica,588,2,9,,322,11,257,2,199,3,13191,4456,2960152,North America,5034,328906,224
134,Channel Islands,560,,45,,528,,-13,,3223,259,10255,59027,173733,Europe,310,3861,17
135,Tanzania,509,,21,,183,,305,7,9,0.4,,,59578342,Africa,117050,2837064,
136,French Guiana,499,,1,,200,,298,2,1675,3,,,297984,South America,597,297984,
137,Sao Tome and Principe,484,,12,,68,,404,,2212,55,175,800,218809,Africa,452,18234,1250
