#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,20043353,10671,462357,682,12190717,8137,7390279,33711,,,,,,North America,,,
,Asia,19414777,28166,317144,427,17631664,29287,1465969,27540,,,,,,Asia,,,
,South America,12173488,498,343940,3,10795364,230,1034184,16772,,,,,,South America,,,
,Europe,20522153,89299,475666,2058,9747690,67770,10298797,26681,,,,,,Europe,,,
,Africa,2443965,115,57517,3,2067001,35,319447,2707,,,,,,Africa,,,
,Oceania,47016,43,1041,,33257,5,12718,23,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,74645473,128792,1657680,3173,52466399,105464,20521394,107434,9576,212.7,,,,All,,,
1,USA,17394314,,314629,,10170788,,6908897,28325,52409,948,226701940,683049,331896850,North America,19,1055,1
2,India,9951962,890,144495,8,9489703,560,317764,8944,7179,104,157805240,113837,1386234317,Asia,139,9594,9
3,Brazil,7042695,,183822,,6132683,,726190,8318,33025,862,25700000,120513,213254796,South America,30,1160,8
4,Russia,2762668,28214,49151,587,2202540,26440,510977,2300,18927,337,84364808,577986,145963415,Europe,53,2970,2
5,France,2409062,,59361,,180311,,2169390,2850,36869,908,29368410,449469,65340247,Europe,27,1101,2
6,Turkey,1928165,,17121,,1691113,,219931,5960,22750,202,21695592,255979,84755454,Asia,44,4950,4
7,UK,1913277,,65520,,N/A,N/A,N/A,1326,28116,963,48810250,717266,68050379,Europe,36,1039,1
8,Italy,1888144,,66537,,1175901,,645706,2926,31250,1101,24683230,408523,60420630,Europe,32,908,2
9,Spain,1782566,,48596,,N/A,N/A,N/A,1964,38119,1039,24918644,532869,46763157,Europe,26,962,2
10,Argentina,1517046,,41365,,1347914,,127767,3443,33425,911,4373384,96359,45386312,South America,30,1097,10
11,Colombia,1456599,,39560,,1336166,,80873,2578,28487,774,7246829,141729,51131746,South America,35,1293,7
12,Germany,1407487,,24441,,1025000,,358046,4836,16774,291,31974158,381064,83907628,Europe,60,3433,3
