#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,19059776,207414,448934,2895,11550226,130813,7060616,32366,,,,,,North America,,,
,Asia,18978960,106866,310776,1421,17145890,118910,1522294,28106,,,,,,Asia,,,
,South America,11921458,60214,339237,1014,10547952,13502,1034269,16615,,,,,,South America,,,
,Europe,19656057,197068,454323,4268,9142040,141647,10059694,26897,,,,,,Europe,,,
,Africa,2376558,17885,56081,325,2014753,10883,305724,2587,,,,,,Africa,,,
,Oceania,46561,12,1034,,33202,4,12325,25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,72040091,589459,1610400,9923,50434769,415759,19994922,106596,9242,206.6,,,,All,,,
1,USA,16513807,188321,304858,2085,9624348,116872,6584601,27323,49760,919,219252194,660656,331870384,North America,20,1089,2
2,India,9854208,27182,142994,332,9353046,29254,358168,8944,7110,103,152697399,110167,1386049115,Asia,141,9693,9
3,Brazil,6880127,43814,181123,670,5954745,,744259,8318,32266,849,25700000,120525,213234186,South America,31,1177,8
4,Russia,2625848,28137,46453,560,2085958,26118,493437,2300,17990,318,82100000,562473,145962563,Europe,56,3142,2
5,France,2365319,13947,57761,194,175891,,2131667,2884,36201,884,28717663,439523,65338279,Europe,28,1131,2
6,UK,1830956,21502,64026,519,N/A,N/A,N/A,1275,26908,941,47141344,692791,68045517,Europe,37,1063,1
7,Italy,1825775,19903,64036,649,1076891,24728,684848,3199,30217,1060,24063029,398251,60421839,Europe,33,944,3
8,Turkey,1809809,29136,16199,222,1581565,38518,212045,5961,21356,191,20898517,246610,84743063,Asia,47,5231,4
9,Spain,1741439,,47624,,N/A,N/A,N/A,2100,37240,1018,24101272,515393,46762911,Europe,27,982,2
10,Argentina,1494602,5274,40668,62,1330160,5368,123774,3594,32935,896,4237401,93375,45380652,South America,30,1116,11
11,Colombia,1417072,8163,38866,197,1310425,6126,67781,2376,27718,760,7029070,137490,51124342,South America,36,1315,7
12,Germany,1320592,21816,22171,351,957500,15400,340921,4491,15739,264,30494036,363440,83903978,Europe,64,3784,3
13,Mexico,1229379,12253,113019,693,904042,7912,212318,3550,9491,872,3150804,24324,129535912,North America,105,1146,41
14,Poland,1126700,11497,22676,502,840541,25185,263483,1765,29785,599,6653788,175896,37827973,Europe,34,1668,6
15,Iran,1100818,8201,51949,221,800853,13000,248016,5739,13032,615,6657974,78820,84470655,Asia,77,1626,13
16,Peru,980943,,36544,,916249,,28150,1016,29568,1102,5232485,157720,33175736,South America,34,908,6
17,Ukraine,885039,12811,14998,243,494001,13653,376040,177,20292,344,4957299,113660,43615168,Europe,49,2908,9
18,South Africa,852965,7882,23106,154,760118,1745,69741,546,14302,387,5819755,97580,59641017,Africa,70,2581,10
19,Indonesia,611631,6388,18653,142,501376,4490,91602,,2226,68,6331331,23039,274811380,Asia,449,14733,43
20,Netherlands,603603,9080,10019,53,N/A,N/A,N/A,496,35192,584,5077285,296019,17151873,Europe,28,1712,3
21,Belgium,603159,2762,17792,100,40789,,544578,646,51942,1532,6231437,536628,11612201,Europe,19,653,2
22,Czechia,575422,6202,9450,54,503017,282,62955,563,53688,882,3323551,310094,10717893,Europe,19,1134,3
23,Iraq,573622,1022,12565,16,505669,1772,55388,193,14122,309,3867170,95204,40619977,Asia,71,3233,11
24,Chile,569781,1807,15846,64,543083,1738,10852,651,29693,826,5727305,298462,19189388,South America,34,1211,3
25,Romania,551900,6333,13264,148,451477,8309,87159,1288,28775,692,4413212,230098,19179736,Europe,35,1446,4
26,Bangladesh,489178,1329,7020,34,417503,3185,64655,,2957,42,2956882,17875,165420299,Asia,338,23564,56
27,Canada,452983,4142,13326,75,366095,3802,73562,596,11955,352,12399310,327247,37889723,North America,84,2843,3
28,Philippines,448331,1301,8730,35,409433,111,30168,1401,4067,79,6195558,56206,110228861,Asia,246,12626,18
29,Pakistan,435056,2729,8724,71,381208,2116,45124,2470,1953,39,5990168,26887,222786615,Asia,512,25537,37
30,Morocco,397597,3033,6589,47,353098,3277,37910,1013,10715,178,4179619,112643,37105126,Africa,93,5631,9
31,Switzerland,373831,,5970,42,291500,,76361,448,43054,688,3019837,347792,8682882,Europe,23,1454,3
32,Saudi Arabia,359749,166,6036,13,350347,239,3366,517,10263,172,10349590,295246,35054178,Asia,97,5808,3
33,Israel,355786,2517,2983,14,335243,1343,17560,338,38683,324,5605071,609406,9197590,Asia,26,3083,2
34,Portugal,344700,4413,5461,88,268453,4805,70786,503,33849,536,4939014,485010,10183322,Europe,30,1865,2
35,Sweden,320098,,7514,,N/A,N/A,N/A,258,31607,742,3718476,367170,10127409,Europe,32,1348,3
36,Austria,319822,3241,4415,126,277883,4380,37524,591,35420,489,3386308,375032,9029375,Europe,28,2045,3
37,Hungary,276247,5047,6784,162,79769,1069,189694,610,28629,703,2275935,235865,9649309,Europe,35,1422,4
38,Serbia,261437,5679,2275,48,31536,,227626,318,29976,261,2016984,231265,8721510,Europe,33,3834,4
39,Jordan,257275,1816,3335,49,213344,3598,40596,340,25104,325,2810294,274222,10248258,Asia,40,3073,4
40,Nepal,247593,899,1689,15,234231,1359,11673,,8431,58,1825860,62171,29368565,Asia,119,17388,16
