#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,16592361,182736,415519,3419,10171308,111548,6005534,30543,,,,,,North America,,,
,Asia,16998511,120879,295121,1643,15075984,86362,1627406,27589,,,,,,Asia,,,
,South America,11276313,59830,327642,911,10086748,52199,861923,17009,,,,,,South America,,,
,Europe,17638524,198059,405632,5320,7634850,174913,9598042,28307,,,,,,Europe,,,
,Africa,2212811,14614,52637,297,1875052,12027,285122,2593,,,,,,Africa,,,
,Oceania,45313,25,1018,,33090,11,11205,24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,64764554,576143,1497584,11590,44877691,437060,18389279,106069,8309,192.1,,,,All,,,
1,USA,14278803,168289,279508,2471,8434586,100841,5564709,25864,43032,842,199719299,601895,331817450,North America,23,1187,2
2,India,9531295,31585,138628,469,8968002,36204,424665,8944,6878,100,142445949,102799,1385678712,Asia,145,9996,10
3,Brazil,6436650,48124,174515,653,5698353,41855,563782,8318,30192,819,25700000,120548,213192966,South America,33,1222,8
4,Russia,2347401,25345,41053,589,1830349,26882,475999,2300,16082,281,77200071,528909,145960859,Europe,62,3555,2
5,France,2244635,14064,53816,310,165563,1534,2025256,3488,34356,824,20678186,316498,65334344,Europe,29,1214,3
6,Spain,1682533,9331,45784,273,N/A,N/A,N/A,2485,35980,979,22992742,491693,46762418,Europe,28,1021,2
7,UK,1659256,16170,59699,648,N/A,N/A,N/A,1351,24388,877,44059851,647598,68035793,Europe,41,1140,2
8,Italy,1641610,20709,57045,684,823335,38740,761230,3616,27168,944,22334342,369625,60424259,Europe,37,1059,3
9,Argentina,1432570,,38928,,1263251,,130391,3946,31576,858,3926286,86541,45369331,South America,32,1165,12
10,Colombia,1334089,9297,37117,183,1225635,7988,71337,2376,26103,726,6535154,127866,51109532,South America,38,1377,8
11,Mexico,1122362,8819,106765,825,829817,6231,185780,3335,8667,824,2892449,22336,129498923,North America,115,1213,45
12,Germany,1105832,20171,17812,453,779500,20700,308520,3957,13181,212,27859242,332066,83896677,Europe,76,4710,3
13,Poland,1013747,13855,18208,609,622980,25391,372559,2023,26798,481,6317532,167002,37829102,Europe,37,2078,6
14,Iran,989572,13621,48990,362,688054,10091,252528,5828,11719,580,6212694,73574,84441283,Asia,85,1724,14
15,Peru,965228,,36031,,896978,,32219,958,29105,1086,5085775,153356,33163183,South America,34,920,7
16,South Africa,796472,4173,21709,65,734305,1774,40458,546,13359,364,5468670,91725,59620588,Africa,75,2746,11
17,Ukraine,758264,13141,12717,169,369054,13882,376493,177,17382,292,4528772,103818,43622309,Europe,58,3430,10
18,Turkey,700880,31923,14129,193,414141,4821,272610,5502,8273,167,18956228,223756,84718281,Asia,121,5996,4
