#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,20301338,11956,466619,733,12331236,8643,7503483,33708,,,,,,North America,,,
,Asia,19499620,7649,318258,113,17728304,6890,1453058,27311,,,,,,Asia,,,
,South America,12269059,451,345526,2,10857223,205,1066310,16804,,,,,,South America,,,
,Europe,20714880,15776,479270,353,9835085,13069,10400525,26596,,,,,,Europe,,,
,Africa,2464185,,57910,,2081503,,324772,2761,,,,,,Africa,,,
,Oceania,47191,31,1044,,33266,7,12881,20,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,75296994,35863,1668642,1201,52867323,28814,20761029,107200,9660,214.1,,,,All,,,
1,USA,17627070,,317929,,10291126,,7018015,28206,53109,958,228609073,688785,331902144,North America,19,1044,1
2,India,9979447,1613,144829,,9520827,783,313791,8944,7199,104,158918646,114637,1386271357,Asia,139,9572,9
3,Brazil,7111527,,184876,,6177702,,748949,8318,33347,867,25700000,120511,213258918,South America,30,1154,8
4,Russia,2762668,,49151,,2202540,,510977,2300,18927,337,84364808,577985,145963586,Europe,53,2970,2
5,France,2427316,,59619,,181506,,2186191,2808,37149,912,29698029,454511,65340640,Europe,27,1096,2
6,Turkey,1955680,,17364,,1721607,,216709,5803,23074,205,21901694,258403,84757932,Asia,43,4881,4
7,UK,1948660,,66052,,N/A,N/A,N/A,1340,28635,971,49178863,722673,68051351,Europe,35,1030,1
8,Italy,1906377,,67220,,1203814,,635343,2855,31552,1113,24868550,411592,60420388,Europe,32,899,2
9,Spain,1805633,,48777,,N/A,N/A,N/A,1955,38612,1043,24918644,532869,46763207,Europe,26,959,2
10,Argentina,1524372,,41534,,1352556,,130282,3471,33586,915,4405320,97060,45387444,South America,30,1093,10
11,Colombia,1468795,,39787,,1343819,,85189,2578,28725,778,7310768,142975,51133227,South America,35,1285,7
12,Germany,1438438,,25165,,1047600,,365673,4836,17143,300,31974158,381060,83908358,Europe,58,3334,3
13,Mexico,1289298,11799,116487,718,953762,8089,219049,3890,9952,899,3301436,25482,129558105,North America,100,1112,39
14,Poland,1171854,,24345,,903349,,244160,1721,30979,644,6805515,179910,37827296,Europe,32,1554,6
15,Iran,1138530,,53095,,856513,,228922,5645,13476,628,6896651,81628,84488279,Asia,74,1591,12
16,Peru,991518,,36901,,925893,,28724,1099,29880,1112,5318292,160270,33183267,South America,33,899,6
17,Ukraine,944381,12630,16256,260,561222,12866,366903,177,21655,373,5167122,118482,43610883,Europe,46,2683,8
18,South Africa,892813,,24011,,780313,,88489,546,14967,403,6011235,100770,59653275,Africa,67,2484,10
19,Netherlands,652525,,10321,,N/A,N/A,N/A,536,38043,602,5253381,306275,17152493,Europe,26,1662,3
20,Indonesia,643508,,19390,,526979,,97139,,2341,71,6607005,24038,274858766,Asia,427,14175,42
21,Belgium,618204,3146,18371,93,42402,203,557431,571,53234,1582,6487206,558615,11613026,Europe,19,632,2
22,Czechia,602404,,10036,,522649,,69719,595,56204,936,3437505,320716,10718217,Europe,18,1068,3
