#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,16208781,6472,409258,285,9940246,5189,5859277,29996,,,,,,North America,,,
,Asia,16754267,463,291762,,14893429,272,1569076,27164,,,,,,Asia,,,
,South America,11142971,86,325523,5,9962101,230,855347,17128,,,,,,South America,,,
,Europe,17245697,,394089,,7297519,,9554089,28998,,,,,,Europe,,,
,Africa,2187333,,52082,,1853296,,281955,2615,,,,,,Africa,,,
,Oceania,45100,11,1017,,33077,6,11006,24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,63584870,7032,1473746,290,43980327,5697,18130797,105929,8157,189.1,,,,All,,,
1,USA,13919870,,274332,,8222879,,5422659,25307,41951,827,194908749,587407,331812157,North America,24,1210,2
2,India,9463254,,137659,,8888595,,437000,8944,6830,99,140379976,101310,1385641672,Asia,146,10066,10
3,Brazil,6336278,,173165,,5601804,,561309,8318,29721,812,21900000,102726,213188844,South America,34,1231,10
4,Russia,2295654,,39895,,1778704,,477055,2300,15728,273,76422849,523585,145960689,Europe,64,3659,2
5,France,2222488,,52731,,162281,,2007476,3751,34017,807,20618607,315588,65333951,Europe,29,1239,3
6,Spain,1664945,,45069,,N/A,N/A,N/A,2629,35604,964,22992742,491693,46762368,Europe,28,1038,2
7,UK,1629657,,58448,,N/A,N/A,N/A,1417,23953,859,43479023,639070,68034821,Europe,42,1164,2
8,Italy,1601554,,55576,,757507,,788471,3744,26505,920,21945099,363182,60424501,Europe,38,1087,3
9,Argentina,1424533,,38730,,1257227,,128576,4062,31399,854,3892522,85798,45368199,South America,32,1171,12
10,Colombia,1316806,,36766,,1210489,,69551,2376,25765,719,6429234,125797,51108051,South America,39,1390,8
11,Mexico,1113543,6472,105940,285,823586,5189,184017,3335,8599,818,2866225,22134,129495225,North America,116,1222,45
12,Germany,1069763,,16862,,739100,,313801,3926,12751,201,27859242,332069,83895947,Europe,78,4975,3
13,Poland,990811,,17150,,577514,,396147,2118,26192,453,6236988,164872,37829214,Europe,38,2206,6
14,Peru,963605,,35966,,894741,,32898,965,29058,1085,5069698,152877,33161928,South America,34,922,7
15,Iran,962070,,48246,,668151,,245673,5852,11394,571,6125348,72542,84438345,Asia,88,1750,14
16,South Africa,790004,,21535,,731242,,37227,546,13251,361,5383078,90292,59618545,Africa,75,2768,11
17,Ukraine,732625,,12327,,345149,,375149,177,16794,283,4528772,103816,43623023,Europe,60,3539,10
18,Turkey,638847,,13746,,404727,,220374,5190,7541,162,18592292,219467,84715803,Asia,133,6163,5
19,Belgium,576599,,16547,,37383,,522669,906,49661,1425,5896314,507835,11610688,Europe,20,702,2
20,Iraq,552549,,12258,,482674,,57617,293,13612,302,3483319,85811,40592785,Asia,73,3312,12
21,Chile,551743,,15410,,526604,,9729,690,28760,803,5333453,278009,19184462,South America,35,1245,4
22,Indonesia,538883,,16945,,450518,,71420,,1962,62,5695747,20733,274724505,Asia,510,16213,48
23,Netherlands,523478,,9376,,N/A,N/A,N/A,512,30522,547,4043482,235761,17150737,Europe,33,1829,4
24,Czechia,523298,,8295,,451607,,63396,689,48827,774,3065132,285999,10717297,Europe,20,1292,3
25,Romania,475362,,11331,,353188,,110843,1251,24780,591,4107567,214119,19183572,Europe,40,1693,5
26,Bangladesh,464932,,6644,,380711,,77577,,2811,40,2772701,16767,165371024,Asia,356,24890,60
27,Philippines,431630,,8392,,398658,,24580,1401,3917,76,5781326,52469,110185022,Asia,255,13130,19
28,Pakistan,398024,,8025,,341423,,48576,2046,1788,36,5508810,24741,222657494,Asia,559,27745,40
29,Canada,378139,,12130,,299972,,66037,492,9983,320,11475642,302949,37879788,North America,100,3123,3
30,Saudi Arabia,357360,,5896,,346802,,4662,659,10199,168,9615942,274444,35037872,Asia,98,5943,4
31,Morocco,356336,,5846,,305291,,45199,1038,9607,158,3953900,106597,37091981,Africa,104,6345,9
32,Israel,336846,,2865,,323749,,10232,260,36623,311,5605071,609406,9197590,Asia,27,3210,2
33,Switzerland,327072,,4815,,250200,,72057,490,37677,555,2734165,314960,8680983,Europe,27,1803,3
34,Portugal,298061,,4505,,212942,,80614,525,29267,442,4353234,427449,10184211,Europe,34,2261,2
35,Austria,282456,,3184,,221692,,57580,701,31287,353,3098318,343196,9027833,Europe,32,2835,3
36,Sweden,243129,,6681,,N/A,N/A,N/A,221,24012,660,3174798,313544,10125520,Europe,42,1516,3
37,Nepal,233452,,1508,,214521,,17423,,7953,51,1737747,59202,29352794,Asia,126,19465,17
38,Jordan,219430,,2751,,155026,,61653,462,21418,269,2551231,249017,10245216,Asia,47,3724,4
39,Hungary,217122,,4823,,63860,,148439,666,22500,500,1648022,170779,9650043,Europe,44,2001,6
40,Ecuador,192685,,13461,,169804,,9420,372,10853,758,651702,36708,17753784,South America,92,1319,27
41,Serbia,175438,,1604,,31536,,142298,253,20113,184,1777582,203791,8722563,Europe,50,5438,5
42,UAE,168860,,572,,154899,,13389,,16988,58,16727741,1682881,9939944,Asia,59,17378,1
43,Panama,165806,,3079,,144462,,18265,167,38179,709,907285,208916,4342825,North America,26,1410,5
44,Japan,146760,,2119,,123445,,21196,472,1162,17,3502536,27729,126313687,Asia,861,59610,36
45,Bulgaria,145300,,4035,,50565,,90700,457,20978,583,973251,140514,6926371,Europe,48,1717,7
46,Bolivia,144708,86,8957,5,121702,230,14049,71,12327,763,361298,30778,11738934,South America,81,1311,32
47,Dominican Republic,143988,,2331,,115219,,26438,192,13218,214,718735,65981,10893100,North America,76,4673,15
48,Kuwait,142635,,880,,137071,,4684,84,33197,205,1095574,254981,4296685,Asia,30,4883,4
49,Costa Rica,139638,,1726,,87526,,50386,211,27308,338,397311,77699,5113459,North America,37,2963,13
50,Qatar,138833,,237,,136090,,2506,32,49445,84,1112430,396192,2807805,Asia,20,11847,3
51,Belarus,136647,,1158,,114341,,21148,,14463,123,3269576,346059,9448019,Europe,69,8159,3
52,Georgia,135584,,1267,,113986,,20331,,34015,318,1183319,296872,3985951,Asia,29,3146,3
53,Armenia,135124,,2164,,108442,,24518,,45564,730,510127,172017,2965561,Asia,22,1370,6
54,Kazakhstan,131659,,1990,,116461,,13208,221,6977,105,4206738,222935,18869833,Asia,143,9482,4
55,Croatia,128442,,1786,,105199,,21457,255,31369,436,749346,183009,4094595,Europe,32,2293,5
56,Lebanon,127944,,1018,,83034,,43892,368,18781,149,1620913,237929,6812579,Asia,53,6692,4
57,Oman,123699,,1423,,115216,,7060,108,23974,276,571472,110756,5159740,Asia,42,3626,9
58,Guatemala,122062,,4171,,110944,,6947,5,6762,231,533871,29574,18052084,North America,148,4328,34
59,Azerbaijan,121176,,1392,,74902,,44882,,11907,137,1728577,169848,10177178,Asia,84,7311,6
60,Egypt,115911,,6650,,102718,,6543,46,1124,64,1000000,9697,103129181,Africa,890,15508,103
61,Ethiopia,110074,,1706,,73808,,34560,323,948,15,1636729,14094,116128998,Africa,1055,68071,71
62,Honduras,107888,,2909,,47680,,57299,128,10822,292,267616,26843,9969669,North America,92,3427,37
63,Moldova,107364,,2304,,95354,,9706,303,26641,572,460937,114376,4030024,Europe,38,1749,9
64,Slovakia,105929,,839,,66041,,39049,241,19398,154,1074634,196792,5460750,Europe,52,6509,5
65,Greece,105271,,2406,,9989,,92876,600,10121,231,2373566,228192,10401616,Europe,99,4323,4
66,Venezuela,102394,,897,,97326,,4171,117,3605,32,2297557,80894,28402074,South America,277,31663,12
67,Tunisia,96769,,3260,,70851,,22658,295,8152,275,460624,38806,11869970,Africa,123,3641,26
68,Myanmar,90713,,1941,,70156,,18616,,1663,36,1163776,21330,54561804,Asia,601,28110,47
69,Bosnia and Herzegovina,87901,,2681,,52769,,32451,,26863,819,418107,127775,3272216,Europe,37,1221,8
70,Bahrain,86956,,341,,85141,,1474,14,50394,198,2053974,1190350,1725521,Asia,20,5060,1
71,Palestine,85647,,732,,64987,,19928,67,16630,142,667160,129545,5150025,Asia,60,7036,8
72,Kenya,83618,,1469,,55344,,26805,72,1541,27,888971,16384,54257423,Africa,649,36935,61
73,Algeria,83199,,2431,,53809,,26959,46,1883,55,,,44177371,Africa,531,18173,
74,Libya,82809,,1183,,53818,,27808,,11984,171,431561,62455,6909972,Africa,83,5841,16
75,Paraguay,82424,,1756,,58453,,22215,133,11498,245,449057,62640,7168854,South America,87,4082,16
76,Denmark,80481,,837,,63515,,16129,44,13874,144,7426343,1280243,5800727,Europe,72,6930,1
77,Slovenia,75814,,1435,,54138,,20241,202,36466,690,519120,249690,2079058,Europe,27,1449,4
78,Uzbekistan,73041,,608,,70303,,2130,198,2169,18,1377915,40924,33669824,Asia,461,55378,24
79,Kyrgyzstan,72807,,1271,,64149,,7387,133,11084,193,501610,76365,6568625,Asia,90,5168,13
80,Ireland,72544,,2053,,23364,,47127,30,14624,414,1964711,396057,4960674,Europe,68,2416,3
81,Nigeria,67557,,1173,,63282,,3102,10,324,6,756237,3632,208230502,Africa,3082,177520,275
82,Malaysia,65697,,360,,54759,,10578,113,2019,11,2667756,81989,32537799,Asia,495,90383,12
83,North Macedonia,61878,,1763,,38946,,21169,138,29701,846,332286,159497,2083338,Europe,34,1182,6
84,Lithuania,61325,,506,,14211,,46608,132,22661,187,1256380,464264,2706174,Europe,44,5348,2
85,Singapore,58218,,29,,58134,,55,,9919,5,4448110,757835,5869495,Asia,101,202396,1
86,Ghana,51667,,323,,50547,,797,16,1649,10,592285,18899,31339470,Africa,607,97026,53
87,Afghanistan,46498,,1774,,36788,,7936,93,1184,45,149100,3795,39287988,Asia,845,22147,264
88,El Salvador,38405,,1114,,35078,,2213,38,5909,171,542757,83503,6499865,North America,169,5835,12
89,Albania,38182,,810,,18849,,18523,27,13274,282,186045,64678,2876478,Europe,75,3551,15
90,Norway,36150,,332,,20956,,14862,35,6647,61,2224045,408915,5438888,Europe,150,16382,2
91,Montenegro,35265,,499,,24131,,10635,68,56146,794,133604,212712,628099,Europe,18,1259,5
92,Luxembourg,34678,,321,,26086,,8271,42,55028,509,1374203,2180641,630183,Europe,18,1963,0
93,S. Korea,34652,451,526,,27885,260,6241,97,676,10,3083997,60131,51287671,Asia,1480,97505,17
94,Australia,27912,8,908,,25601,3,1403,,1089,35,10023906,391213,25622604,Australia/Oceania,918,28219,3
95,Finland,24912,,399,,16800,,7713,18,4493,72,1934470,348910,5544324,Europe,223,13896,3
96,Cameroon,24445,,437,,22177,,1831,52,912,16,149000,5556,26816256,Africa,1097,61364,180
97,Sri Lanka,23987,,118,,17560,,6309,,1118,6,827928,38597,21450752,Asia,894,181786,26
98,Ivory Coast,21331,,132,,20964,,235,,801,5,218207,8189,26645600,Africa,1249,201861,122
99,Uganda,20459,,205,,8989,,11265,,442,4,625029,13491,46327896,Africa,2264,225990,74
100,Sudan,17810,,1249,,10302,,6259,,402,28,,,44268882,Africa,2486,35443,
101,Zambia,17647,,357,,16998,,292,,949,19,404471,21753,18593939,Africa,1054,52084,46
102,Madagascar,17341,,251,,16657,,433,16,620,9,93734,3350,27982067,Africa,1614,111482,299
103,Latvia,17075,,206,,1795,,15074,36,9095,110,624539,332667,1877372,Europe,110,9113,3
104,Senegal,16089,,333,,15607,,149,6,951,20,230861,13641,16924203,Africa,1052,50823,73
105,Mozambique,15701,,131,,13729,,1841,,497,4,231131,7311,31612571,Africa,2013,241317,137
106,Angola,15139,,348,,7851,,6940,16,455,10,171247,5145,33281850,Africa,2198,95638,194
107,Namibia,14380,,151,,13535,,694,5,5617,59,156723,61223,2559868,Africa,178,16953,16
108,French Polynesia,14372,,75,,4842,,9455,24,51040,266,26355,93595,281585,Australia/Oceania,20,3754,11
109,Guinea,13119,,76,,12045,,998,24,988,6,73155,5509,13278216,Africa,1012,174713,182
110,Maldives,13011,,46,,11939,,1026,12,23897,84,248889,457122,544469,Asia,42,11836,2
111,DRC,12772,,333,,11585,,854,,141,4,,,90669051,Africa,7099,272279,
112,Estonia,12308,,118,,7078,,5112,17,9276,89,478974,360970,1326909,Europe,108,11245,3
113,Tajikistan,12194,,86,,11599,,509,,1267,9,,,9625529,Asia,789,111925,
114,French Guiana,11204,,70,,9995,,1139,1,37118,232,82983,274918,301846,South America,27,4312,4
115,Jamaica,10763,,257,,6219,,4287,9,3628,87,114694,38662,2966565,North America,276,11543,26
116,Cabo Verde,10761,,105,,10329,,327,23,19268,188,104104,186401,558494,Africa,52,5319,5
117,Botswana,10742,,34,,7912,,2796,1,4530,14,422359,178124,2371152,Africa,221,69740,6
118,Cyprus,10565,,49,,2057,,8459,15,8724,40,619420,511486,1211020,Asia,115,24715,2
119,Zimbabwe,9950,,276,,8482,,1192,,665,18,178116,11912,14952406,Africa,1503,54175,84
120,Malta,9873,,137,,7665,,2071,18,22335,310,428014,968281,442035,Europe,45,3227,1
121,Haiti,9294,,233,,8023,,1038,,811,20,34734,3031,11460151,North America,1233,49185,330
122,Gabon,9214,,60,,9066,,88,7,4100,27,303373,134997,2247254,Africa,244,37454,7
123,Mauritania,8601,,177,,7732,,692,10,1830,38,103754,22077,4699595,Africa,546,26551,45
124,Guadeloupe,8344,,149,,2242,,5953,9,20852,372,74138,185274,400153,North America,48,2686,5
125,Cuba,8284,,135,,7631,,518,3,732,12,1115144,98479,11323716,North America,1367,83879,10
126,Runion,8054,,40,,7172,,842,17,8969,45,48859,54410,897974,Africa,111,22449,18
127,Syria,7887,,417,,3560,,3910,,446,24,,,17674732,Asia,2241,42385,
128,Bahamas,7517,,163,,5867,,1487,1,19040,413,43223,109479,394806,North America,53,2422,9
129,Andorra,6745,,76,,5873,,796,20,87238,983,168635,2181086,77317,Europe,11,1017,0
130,Trinidad and Tobago,6669,,120,,5771,,778,38,4759,86,36792,26254,1401383,North America,210,11678,38
131,Eswatini,6419,,122,,6006,,291,11,5509,105,62213,53395,1165153,Africa,182,9550,19
132,Hong Kong,6315,,109,,5344,,862,11,840,14,4153109,552107,7522294,Asia,1191,69012,2
133,Malawi,6028,,185,,5455,,388,4,312,10,74010,3828,19332026,Africa,3207,104497,261
134,Rwanda,5934,,49,,5516,,369,,454,4,626311,47870,13083614,Africa,2205,267013,21
135,Uruguay,5857,,77,,4357,,1423,18,1684,22,433899,124728,3478762,South America,594,45179,8
136,Nicaragua,5784,,160,,4225,,1399,,869,24,,,6657236,North America,1151,41608,
137,Congo,5774,,94,,4988,,692,,1036,17,,,5573681,Africa,965,59294,
138,Belize,5743,,147,,3131,,2465,7,14336,367,30542,76240,400602,North America,70,2725,13
139,Djibouti,5679,,61,,5584,,34,,5714,61,91994,92555,993942,Africa,175,16294,11
140,Martinique,5413,,40,,98,,5275,16,14429,107,63774,169999,375143,North America,69,9379,6
141,Guyana,5406,,151,,4392,,863,3,6859,192,30096,38186,788136,South America,146,5219,26
142,Iceland,5392,,26,,5179,,187,2,15758,76,390068,1139996,342166,Europe,63,13160,1
143,Suriname,5312,,117,,5194,,1,2,9021,199,21648,36765,588818,South America,111,5033,27
144,Mayotte,5181,,49,,2964,,2168,4,18805,178,25231,91579,275511,Africa,53,5623,11
145,Equatorial Guinea,5153,,85,,5009,,59,,3625,60,70345,49480,1421686,Africa,276,16726,20
146,CAR,4913,,63,,1924,,2926,2,1010,13,32711,6725,4864397,Africa,990,77213,149
147,Aruba,4845,,45,,4692,,108,4,45299,421,50129,468692,106955,North America,22,2377,2
148,Mali,4710,,156,,3206,,1348,,230,8,100284,4895,20488521,Africa,4350,131337,204
149,Somalia,4451,,113,,3417,,921,,277,7,,,16074085,Africa,3611,142249,
150,Thailand,3998,,60,,3803,,135,1,57,0.9,977854,13995,69873250,Asia,17477,1164554,71
151,Gambia,3742,,123,,3601,,18,2,1531,50,25226,10320,2444356,Africa,653,19873,97
152,South Sudan,3109,,61,,2954,,94,,276,5,58576,5208,11248153,Africa,3618,184396,192
153,Benin,3015,,43,,2839,,133,,246,4,336377,27453,12252958,Africa,4064,284953,36
154,Togo,2974,,64,,2478,,432,,356,8,148863,17810,8358242,Africa,2810,130598,56
155,Burkina Faso,2886,,68,,2593,,225,,137,3,,,21137192,Africa,7324,310841,
156,Guinea-Bissau,2441,,44,,2327,,70,5,1228,22,29037,14613,1987059,Africa,814,45160,68
157,Sierra Leone,2412,,74,,1836,,502,,300,9,,,8043679,Africa,3335,108698,
158,Curaao,2379,,4,,1151,,1224,16,14473,24,21902,133246,164373,North America,69,41093,8
159,Yemen,2191,,619,,1510,,62,4,73,21,16855,560,30095574,Asia,13736,48620,1786
160,Lesotho,2109,,44,,1278,,787,,981,20,25687,11951,2149318,Africa,1019,48848,84
161,New Zealand,2059,3,25,,1962,3,72,,412,5,1278690,255631,5002100,Australia/Oceania,2429,200084,4
162,Chad,1688,,101,,1525,,62,,102,6,,,16617956,Africa,9845,164534,
163,San Marino,1612,,46,,1299,,267,8,47466,1354,17194,506287,33961,Europe,21,738,2
164,Liberia,1595,,83,,1343,,169,2,312,16,34105,6679,5106395,Africa,3202,61523,150
165,Niger,1548,,72,,1210,,266,9,63,3,46310,1886,24560845,Africa,15866,341123,530
166,Vietnam,1347,,35,,1179,,133,,14,0.4,1339465,13710,97702766,Asia,72534,2791508,73
