#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,17770008,186095,430013,1720,10786019,119017,6553976,31257,,,,,,North America,,,
,Asia,17614038,111009,303100,1479,15554948,90656,1755990,28203,,,,,,Asia,,,
,South America,11569339,31724,333108,701,10298769,42775,937462,16777,,,,,,South America,,,
,Europe,18599508,148850,427934,3585,8343085,126937,9828489,27481,,,,,,Europe,,,
,Africa,2285517,8930,54175,213,1946334,9628,285008,2528,,,,,,Africa,,,
,Oceania,45935,8,1021,,33157,4,11757,25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,67885066,486616,1549366,7698,46963018,389017,19372682,106271,8709,198.8,,,,All,,,
1,USA,15343213,172959,290305,1367,8961052,103946,6091856,26521,46236,875,209189664,630386,331843917,North America,22,1143,2
2,India,9703908,27107,140994,404,9177645,39474,385269,8944,7002,102,147787656,106639,1385863914,Asia,143,9829,9
3,Brazil,6623911,20371,177317,355,5801067,24885,645527,8318,31067,832,25700000,120536,213213576,South America,32,1202,8
4,Russia,2488912,28142,43597,456,1956588,18850,488727,2300,17052,299,79700000,546034,145961711,Europe,59,3348,2
5,France,2295908,3411,55521,366,170285,699,2070102,3198,35140,850,21145554,323642,65336312,Europe,28,1177,3
6,Italy,1742557,13720,60606,528,933132,19638,748819,3382,28839,1003,23236881,384570,60423049,Europe,35,997,3
7,UK,1737960,14718,61434,189,N/A,N/A,N/A,1274,25543,903,45826753,673520,68040655,Europe,39,1108,1
8,Spain,1715700,6255,46646,132,N/A,N/A,N/A,2371,36690,998,24101272,515396,46762664,Europe,27,1003,2
9,Argentina,1466309,3199,39888,118,1300696,6004,125725,3723,32315,879,4111139,90604,45374992,South America,31,1138,11
10,Colombia,1377100,5997,37995,187,1267595,10185,71510,2376,26940,743,6775084,132541,51116937,South America,37,1345,8
11,Germany,1200006,15161,19539,380,863300,16900,317167,4179,14303,233,29141172,347331,83900328,Europe,70,4294,3
12,Mexico,1175850,7455,109717,261,866186,6723,199947,3363,9079,847,3016042,23287,129517418,North America,110,1180,43
13,Poland,1067870,4423,20181,92,722446,15726,325243,1886,28229,533,6456364,170674,37828537,Europe,35,1874,6
14,Iran,1051374,10827,50594,284,742955,12157,257825,5796,12449,599,6432228,76161,84455969,Asia,80,1669,13
15,Peru,973912,,36274,,907654,,29984,987,29362,1094,5167466,155790,33169459,South America,34,914,6
16,Turkey,860432,32137,15103,203,436270,5017,409059,5836,10155,178,19888747,234729,84730672,Asia,98,5610,4
17,Ukraine,821947,8641,13733,145,423704,5123,384510,177,18844,315,4807961,110227,43618738,Europe,53,3176,9
18,South Africa,817878,3313,22249,43,745750,970,49879,546,13716,373,5611915,94111,59630802,Africa,73,2680,11
