#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,16374409,165092,411654,2648,10034130,97616,5928625,30070,,,,,,North America,,,
,Asia,16871967,118166,293409,1648,14984783,91637,1593775,27310,,,,,,Asia,,,
,South America,11205251,62366,326468,950,9972970,11099,905813,17129,,,,,,South America,,,
,Europe,17432375,169044,400142,5651,7448092,150673,9584141,28630,,,,,,Europe,,,
,Africa,2196331,8914,52308,225,1861907,8604,282116,2619,,,,,,Africa,,,
,Oceania,45101,12,1017,,33079,8,11005,24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,64126155,523594,1485013,11122,44335620,359637,18305522,105786,8227,190.5,,,,All,,,
1,USA,14079146,152828,276641,2276,8311054,86740,5491451,25382,42431,834,195989656,590664,331812157,North America,24,1199,2
2,India,9495661,32407,138090,431,8926950,38355,430621,8944,6853,100,141349298,102010,1385641672,Asia,146,10034,10
3,Brazil,6386787,50509,173817,652,5601804,,611166,8318,29958,815,21900000,102726,213188844,South America,33,1227,10
4,Russia,2322056,26402,40464,569,1803467,24763,478125,2300,15909,277,76755901,525867,145960689,Europe,63,3607,2
5,France,2230571,8083,53506,466,164029,1748,2013036,3605,34141,819,20669628,316369,65333951,Europe,29,1221,3
6,Spain,1673202,8257,45511,442,N/A,N/A,N/A,2578,35781,973,22992742,491693,46762368,Europe,28,1027,2
7,UK,1643086,13430,59051,603,N/A,N/A,N/A,1415,24151,868,43729581,642753,68034821,Europe,41,1152,2
8,Italy,1620901,19350,56361,785,784595,27088,779945,3663,26825,933,22127199,366196,60424501,Europe,37,1072,3
9,Argentina,1424533,,38730,,1257227,,128576,4062,31399,854,3892522,85798,45368199,South America,32,1171,12
10,Colombia,1324792,7986,36934,168,1217647,7158,70211,2376,25921,723,6479003,126771,51108051,South America,39,1384,8
11,Mexico,1113543,6472,105940,285,823586,5189,184017,3335,8599,818,2866225,22134,129495225,North America,116,1222,45
12,Germany,1085661,15898,17359,497,758800,19800,309502,3926,12941,207,27859242,332069,83895947,Europe,77,4833,3
13,Poland,999924,9105,17599,449,597589,20075,384736,2032,26433,465,6275392,165887,37829214,Europe,38,2150,6
14,Iran,975951,13881,48628,382,677963,9812,249360,5840,11558,576,6168637,73055,84438345,Asia,87,1736,14
15,Peru,965228,1623,36031,65,896978,2237,32219,958,29107,1087,5085775,153362,33161928,South America,34,920,7
16,South Africa,792299,2295,21644,109,732531,1289,38124,546,13289,363,5383078,90292,59618545,Africa,75,2755,11
17,Ukraine,745123,12498,12548,221,355172,10023,377403,177,17081,288,4528772,103816,43623023,Europe,59,3476,10
18,Turkey,668957,30110,13936,190,409320,4593,245701,5303,7896,165,18772604,221595,84715803,Asia,127,6079,5
19,Belgium,577345,746,16645,98,37474,91,523226,900,49725,1434,5906234,508689,11610688,Europe,20,698,2
20,Iraq,554767,2218,12306,48,484570,1896,57891,274,13667,303,3512920,86541,40592785,Asia,73,3299,12
21,Chile,552864,1121,15430,20,528034,1430,9400,695,28818,804,5357133,279243,19184462,South America,35,1243,4
22,Indonesia,543975,5092,17081,136,454879,4361,72015,,1980,62,5746979,20919,274724505,Asia,505,16084,48
23,Netherlands,527523,4045,9438,62,N/A,N/A,N/A,501,30758,550,4043482,235761,17150737,Europe,33,1817,4
24,Czechia,526020,2722,8388,93,452255,648,65377,689,49081,783,3085514,287900,10717297,Europe,20,1278,3
25,Romania,479634,4272,11530,199,360934,7746,107170,1259,25002,601,4122192,214881,19183572,Europe,40,1664,5
26,Bangladesh,467225,2293,6675,31,383224,2513,77326,,2825,40,2788202,16860,165371024,Asia,354,24775,59
27,Philippines,432925,1298,8418,27,398782,135,25725,1401,3929,76,5804014,52675,110185022,Asia,255,13089,19
28,Pakistan,400482,2458,8091,66,343286,1863,49105,2165,1799,36,5549779,24925,222657494,Asia,556,27519,40
29,Canada,381505,3366,12185,55,303102,3130,66218,492,10071,322,11475642,302949,37879788,North America,99,3109,3
30,Morocco,359844,3508,5915,69,310193,4902,43736,1036,9701,159,3974785,107160,37091981,Africa,103,6271,9
31,Saudi Arabia,357623,263,5907,11,347176,374,4540,649,10207,169,9662314,275768,35037872,Asia,98,5932,4
32,Israel,338127,1281,2877,12,324449,700,10801,264,36763,313,5605071,609406,9197590,Asia,27,3197,2
33,Switzerland,330874,3802,4940,125,250200,,75734,497,38115,569,2753942,317238,8680983,Europe,26,1757,3
34,Portugal,300462,2401,4577,72,220877,7935,75008,521,29503,449,4353234,427449,10184211,Europe,34,2225,2
35,Austria,285489,3033,3325,141,227497,5805,54667,691,31623,368,3121510,345765,9027833,Europe,32,2715,3
36,Sweden,260758,,6798,24,N/A,N/A,N/A,221,25753,671,3174798,313544,10125520,Europe,39,1489,3
37,Nepal,233452,,1529,21,216594,2073,15329,,7953,52,1746330,59495,29352794,Asia,126,19197,17
38,Jordan,223617,4187,2802,51,162959,7933,57856,426,21826,273,2577281,251559,10245216,Asia,46,3656,4
39,Hungary,221073,3951,4977,154,64802,942,151294,662,22909,516,1653780,171375,9650043,Europe,44,1939,6
40,Ecuador,193673,988,13501,40,169804,,10368,375,10909,760,655192,36904,17753784,South America,92,1315,27
41,Serbia,183437,7999,1652,48,31536,,150249,253,21030,189,1800419,206409,8722563,Europe,48,5280,5
42,UAE,170149,1289,576,4,155667,768,13906,,17118,58,16857641,1695949,9939944,Asia,58,17257,1
43,Panama,165806,,3079,,144462,,18265,167,38179,709,907285,208916,4342825,North America,26,1410,5
44,Bulgaria,148775,3475,4188,153,53000,2435,91587,493,21480,605,982307,141821,6926371,Europe,47,1654,7
45,Japan,148694,1934,2139,20,125470,2025,21085,493,1177,17,3545916,28072,126313687,Asia,849,59053,36
46,Bolivia,144708,86,8957,5,121702,230,14049,71,12327,763,361298,30778,11738934,South America,81,1311,32
47,Dominican Republic,144302,314,2333,2,115530,311,26439,183,13247,214,720805,66171,10893100,North America,75,4669,15
48,Kuwait,142992,357,881,1,137625,554,4486,82,33280,205,1101146,256278,4296685,Asia,30,4877,4
49,Costa Rica,140172,534,1731,5,87721,195,50720,224,27412,339,397311,77699,5113459,North America,36,2954,13
50,Georgia,139343,3759,1303,36,117560,3574,20480,,34959,327,1183319,296872,3985951,Asia,29,3059,3
51,Qatar,139001,168,238,1,136306,216,2457,30,49505,85,1116081,397492,2807805,Asia,20,11798,3
52,Belarus,138219,1572,1166,8,115587,1246,21466,,14629,123,3279137,347071,9448019,Europe,68,8103,3
53,Armenia,135967,843,2193,29,110365,1923,23409,,45849,739,512617,172857,2965561,Asia,22,1352,6
54,Kazakhstan,132348,689,1990,,116863,402,13495,221,7014,105,4206738,222935,18869833,Asia,143,9482,4
55,Croatia,131342,2900,1861,75,108231,3032,21250,245,32077,455,759014,185370,4094595,Europe,31,2200,5
56,Lebanon,129455,1511,1033,15,83034,,45388,361,19002,152,1632412,239617,6812579,Asia,53,6595,4
57,Azerbaijan,125602,4426,1433,41,76897,1995,47272,,12342,141,1746198,171580,10177178,Asia,81,7102,6
58,Oman,123908,209,1430,7,115441,225,7037,105,24014,277,571472,110756,5159740,Asia,42,3608,9
59,Guatemala,122774,712,4178,7,111574,630,7022,5,6801,231,538797,29847,18052084,North America,147,4321,34
60,Egypt,116303,392,6666,16,102816,98,6821,46,1128,65,1000000,9697,103129181,Africa,887,15471,103
61,Ethiopia,110554,480,1709,3,74917,1109,33928,330,952,15,1641697,14137,116128998,Africa,1050,67951,71
62,Moldova,108863,1499,2323,19,95918,564,10622,294,27013,576,464494,115258,4030024,Europe,37,1735,9
63,Honduras,108253,365,2918,9,48073,393,57262,128,10858,293,267616,26843,9969669,North America,92,3417,37
64,Greece,107470,2199,2517,111,9989,,94964,596,10332,242,2394598,230214,10401616,Europe,97,4133,4
65,Slovakia,107183,1254,868,29,68859,2818,37456,243,19628,159,1082625,198256,5460750,Europe,51,6291,5
66,Venezuela,102394,,897,,97326,,4171,117,3605,32,2297557,80894,28402074,South America,277,31663,12
67,Tunisia,96769,,3260,,70851,,22658,295,8152,275,460624,38806,11869970,Africa,123,3641,26
68,Myanmar,92189,1476,1972,31,71343,1187,18874,,1690,36,1182735,21677,54561804,Asia,592,27668,46
69,Bosnia and Herzegovina,89085,1184,2727,46,53724,955,32634,,27225,833,418107,127775,3272216,Europe,37,1200,8
70,Palestine,88004,2357,747,15,65938,951,21319,64,17088,145,683701,132757,5150025,Asia,59,6894,8
71,Bahrain,87137,181,341,,85357,216,1439,13,50499,198,2064477,1196437,1725521,Asia,20,5060,1
72,Kenya,84169,551,1474,5,55610,266,27085,71,1551,27,893646,16470,54257423,Africa,645,36810,61
73,Libya,83417,608,1196,13,54209,391,28012,,12072,173,436051,63105,6909972,Africa,83,5778,16
74,Algeria,83199,,2431,,53809,,26959,46,1883,55,,,44177371,Africa,531,18173,
75,Paraguay,82424,,1756,,58453,,22215,133,11498,245,449057,62640,7168854,South America,87,4082,16
76,Denmark,81949,1468,846,9,64757,1242,16346,38,14127,146,7497665,1292539,5800727,Europe,71,6857,1
77,Slovenia,77135,1321,1490,55,55476,1338,20169,210,37101,717,524988,252512,2079058,Europe,27,1395,4
78,Kyrgyzstan,73178,371,1275,4,64711,562,7192,133,11141,194,504891,76864,6568625,Asia,90,5152,13
79,Uzbekistan,73145,104,610,2,70337,34,2198,172,2172,18,1377915,40924,33669824,Asia,460,55196,24
80,Ireland,72798,254,2069,16,23364,,47365,31,14675,417,1974478,398026,4960674,Europe,68,2398,3
81,Nigeria,67557,,1173,,63282,,3102,10,324,6,756237,3632,208230502,Africa,3082,177520,275
82,Malaysia,67169,1472,363,3,56311,1552,10495,120,2064,11,2686452,82564,32537799,Asia,484,89636,12
83,North Macedonia,62945,1067,1792,29,40188,1242,20965,138,30214,860,335298,160943,2083338,Europe,33,1163,6
84,Lithuania,62515,1187,519,13,15077,866,46919,132,23101,192,1264577,467293,2706174,Europe,43,5214,2
