#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,18622807,81373,443775,1715,11249541,25455,6929491,32332,,,,,,North America,,,
,Asia,18856806,98944,309095,1215,16621040,67343,1926671,28189,,,,,,Asia,,,
,South America,11799839,13612,337243,116,10494046,1283,968550,16676,,,,,,South America,,,
,Europe,19398440,162758,448155,3820,8985961,144209,9964324,26862,,,,,,Europe,,,
,Africa,2345849,6531,55455,98,2000003,8662,290391,2546,,,,,,Africa,,,
,Oceania,46465,51,1034,1,33198,4,12233,25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,71070927,363269,1594772,6965,49384495,246956,20091660,106630,9118,204.6,,,,All,,,
1,USA,16103202,63809,300592,900,9344842,13977,6457768,27361,48523,906,215467678,649263,331865090,North America,21,1104,2
2,India,9814064,17072,142417,195,9309031,18843,362616,8944,7081,103,151632223,109402,1386012075,Asia,141,9732,9
3,Brazil,6794910,11367,179897,96,5931777,,683236,8318,31867,844,25700000,120527,213230064,South America,31,1185,8
4,Russia,2597711,28585,45893,613,2059840,26171,491978,2300,17797,314,81564365,558804,145962393,Europe,56,3180,2
5,France,2337966,,56940,,174658,,2106368,2959,35783,871,28282874,432871,65337886,Europe,28,1147,2
6,Italy,1805873,18727,63387,761,1052163,24169,690323,3265,29888,1049,23866590,394998,60422081,Europe,33,953,3
7,UK,1787783,,63082,,N/A,N/A,N/A,1243,26274,927,46730999,686771,68044545,Europe,38,1079,1
8,Turkey,1780673,32106,15977,226,1154333,,610363,5952,21013,189,20709452,244386,84740585,Asia,48,5304,4
9,Spain,1734386,,47344,,N/A,N/A,N/A,2158,37089,1012,24101272,515393,46762862,Europe,27,988,2
10,Argentina,1482216,,40431,,1318187,,123598,3665,32663,891,4173392,91966,45379520,South America,31,1122,11
11,Colombia,1399911,,38484,,1296420,,65007,2376,27383,753,6915466,135271,51122861,South America,37,1328,7
12,Germany,1285308,14876,21533,300,942100,20000,321675,4339,15319,257,30494036,363443,83903248,Europe,65,3896,3
13,Mexico,1217126,11897,112326,671,896130,6962,208670,3515,9396,867,3118237,24073,129532213,North America,106,1153,42
14,Poland,1115201,13110,22174,544,815356,23237,277671,1766,29481,586,6620376,175012,37828086,Europe,34,1706,6
15,Iran,1092407,9384,51727,232,787853,9686,252827,5768,12933,612,6611783,78276,84467718,Asia,77,1633,13
16,Peru,979111,,36499,,914600,,28012,1019,29514,1100,5217086,157262,33174480,South America,34,909,6
17,Ukraine,872228,13514,14755,285,480348,15327,377125,177,19998,338,4957299,113658,43615882,Europe,50,2956,9
18,South Africa,836764,,22747,,756671,,57346,546,14030,381,5735470,96170,59638974,Africa,71,2622,10
19,Indonesia,605243,6310,18511,175,496886,4911,89846,,2202,67,6271943,22823,274803482,Asia,454,14845,44
20,Belgium,600397,2754,17692,89,40789,248,541916,657,51705,1524,6231437,536635,11612063,Europe,19,656,2
21,Netherlands,594523,8838,9966,64,N/A,N/A,N/A,486,34662,581,5077285,296021,17151770,Europe,29,1721,3
22,Iraq,572600,1347,12549,23,503897,1930,56154,197,14097,309,3837024,94467,40617505,Asia,71,3237,11
23,Czechia,569205,5864,9341,57,497828,347,62036,550,53108,872,3294949,307427,10717838,Europe,19,1147,3
24,Chile,567974,1534,15782,8,541345,1057,10847,663,29599,822,5686946,296366,19188940,South America,34,1216,3
25,Romania,545567,6460,13116,168,443168,8489,89283,1299,28444,684,4386813,228717,19180085,Europe,35,1462,4
26,Bangladesh,487849,1884,6986,19,414318,3866,66545,,2949,42,2944252,17799,165415819,Asia,339,23678,56
27,Philippines,447039,1504,8709,8,409329,273,29001,1401,4056,79,6154475,55836,110224876,Asia,247,12656,18
28,Canada,445630,3561,13207,98,359225,3490,73198,530,11762,349,12317829,325105,37888820,North America,85,2869,3
29,Pakistan,432327,3047,8653,50,379092,4791,44582,2538,1941,39,5948742,26703,222774877,Asia,515,25745,37
30,Morocco,394564,3035,6542,50,349821,3887,38201,982,10634,176,4161069,112146,37103931,Africa,94,5672,9
31,Switzerland,373831,5136,5888,64,288400,,79543,451,43055,678,3019837,347799,8682709,Europe,23,1475,3
32,Saudi Arabia,359583,168,6023,11,350108,236,3452,526,10258,172,10316632,294318,35052696,Asia,97,5820,3
33,Israel,353269,872,2969,8,333900,509,16400,322,38409,323,5605071,609406,9197590,Asia,26,3098,2
34,Portugal,340287,5080,5373,95,263648,4100,71266,507,33416,528,4899189,481095,10183403,Europe,30,1895,2
