#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,20750780,174949,472738,2995,12580981,131746,7697061,33542,,,,,,North America,,,
,Asia,19691625,96588,320908,1405,17936486,107462,1434231,27021,,,,,,Asia,,,
,South America,12412719,63318,347859,1003,10916762,19863,1148098,16819,,,,,,South America,,,
,Europe,21144384,203505,489031,4244,10102357,133621,10552996,26407,,,,,,Europe,,,
,Africa,2504959,21316,58855,448,2103440,11150,342664,2709,,,,,,Africa,,,
,Oceania,47291,34,1046,,33268,1,12977,21,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,76552479,559710,1690452,10095,53674000,403843,21188027,106519,9821,216.9,,,,All,,,
1,USA,18043016,154663,322936,2091,10510909,116623,7209171,28002,54362,973,232374944,700120,331907437,North America,18,1028,1
2,India,10031659,26834,145513,342,9579681,29758,306465,8944,7236,105,160090514,115480,1386308397,Asia,138,9527,9
3,Brazil,7200708,36796,186205,518,6198185,,816318,8318,33764,873,25700000,120508,213263040,South America,30,1145,8
4,Russia,2819429,28209,50347,585,2254742,26109,514340,2300,19316,345,84904111,581679,145963756,Europe,52,2899,2
5,France,2460555,17565,60418,189,183571,915,2216566,2727,37657,925,30346777,464437,65341034,Europe,27,1081,2
6,Turkey,2004285,22195,17851,241,1779068,25516,207366,5501,23646,211,22280635,262866,84760410,Asia,42,4748,4
7,UK,2004219,27052,67075,534,N/A,N/A,N/A,1364,29451,986,49579548,728550,68052323,Europe,34,1015,1
8,Italy,1938083,16308,68447,553,1249470,23384,620166,2784,32077,1133,24991705,413632,60420146,Europe,31,883,2
9,Spain,1817448,,48926,,N/A,N/A,N/A,1920,38865,1046,24918644,532868,46763256,Europe,26,956,2
10,Argentina,1537169,5795,41763,91,1362617,5862,132789,3452,33867,920,4464725,98367,45388576,South America,30,1087,10
11,Colombia,1496062,13990,40268,249,1362543,8522,93251,2578,29257,787,7448885,145672,51134708,South America,34,1270,7
12,Germany,1493961,23970,26414,411,1085500,16000,382047,4939,17805,315,31974158,381057,83909088,Europe,56,3177,3
13,Mexico,1301546,12248,117249,762,962397,8635,221900,3890,10046,905,3333868,25732,129561804,North America,100,1105,39
14,Poland,1194110,11267,25254,483,927723,12147,241133,1695,31568,668,6839477,180809,37827184,Europe,32,1498,6
15,Iran,1152072,6421,53448,175,875943,10469,222681,5591,13635,633,6995726,82798,84491216,Asia,73,1581,12
16,Peru,995899,2139,37034,65,930410,2191,28455,1083,30011,1116,5361432,161564,33184522,South America,33,896,6
17,Ukraine,956123,11742,16469,213,574536,13314,365118,177,21924,378,5209462,119455,43610169,Europe,46,2648,8
18,South Africa,912477,10939,24539,254,787782,3964,100156,546,15296,411,6100373,102260,59655317,Africa,65,2431,10
19,Netherlands,676673,12217,10459,54,N/A,N/A,N/A,560,39450,610,5253381,306273,17152596,Europe,25,1640,3
20,Indonesia,657948,7751,19659,145,536260,4265,102029,,2394,72,6738451,24515,274866664,Asia,418,13982,41
21,Belgium,621039,2835,18455,84,42646,244,559938,546,53477,1589,6533454,562590,11613163,Europe,19,629,2
22,Czechia,618836,8800,10271,54,531622,397,76943,589,57737,958,3504884,327001,10718271,Europe,17,1044,3
23,Romania,587944,5158,14296,139,493379,8431,80269,1274,30658,745,4587552,239218,19177295,Europe,33,1341,4
24,Chile,583354,2219,16101,50,554333,2044,12920,672,30395,839,6011883,313241,19192523,South America,33,1192,3
25,Iraq,583118,1307,12680,10,519005,1914,51433,184,14349,312,4112751,101206,40637282,Asia,70,3205,10
26,Canada,500242,4896,14128,88,409723,4112,76391,676,13200,373,12948837,341694,37896045,North America,76,2682,3
27,Bangladesh,499560,1267,7242,25,435601,1987,56717,,3019,44,3062364,18509,165451655,Asia,331,22846,54
28,Philippines,458044,1491,8911,36,421086,436,28047,708,4154,81,6405964,58100,110256759,Asia,241,12373,17
29,Pakistan,454673,3179,9250,86,404501,4649,40922,2486,2040,42,6264135,28107,222868783,Asia,490,24094,36
30,Morocco,415226,2833,6909,55,375623,2898,32694,1066,11188,186,4287640,115528,37113491,Africa,89,5372,9
31,Switzerland,403989,,6602,41,311500,,85887,437,46521,760,3256315,374975,8684091,Europe,21,1315,3
32,Israel,372886,2734,3074,17,345589,1217,24223,447,40542,334,6978287,758708,9197590,Asia,25,2992,1
33,Portugal,370787,3835,6063,86,294814,4124,69910,485,36413,595,5186675,509359,10182756,Europe,27,1679,2
34,Sweden,367120,,7993,,N/A,N/A,N/A,281,36246,789,3989420,393876,10128611,Europe,28,1267,3
35,Saudi Arabia,360848,158,6112,11,351722,149,3014,425,10291,174,10606370,302481,35064555,Asia,97,5737,3
36,Austria,337209,2296,5209,82,300611,3187,31389,489,37342,577,3568286,395143,9030356,Europe,27,1734,3
37,Hungary,300022,4045,7914,189,93323,3509,198785,538,31094,820,2480804,257109,9648842,Europe,32,1219,4
38,Serbia,296528,3888,2632,52,31536,,262360,326,34002,302,2130707,244324,8720840,Europe,29,3313,4
39,Jordan,272797,1283,3545,27,239126,2576,30126,334,26614,346,2944337,287247,10250194,Asia,38,2891,3
40,Nepal,253184,710,1777,12,242567,1175,8840,,8618,60,1866210,63523,29378600,Asia,116,16533,16
41,Georgia,206907,2904,2055,53,175842,4316,29010,,51914,516,1797437,450986,3985576,Asia,19,1939,2
42,Panama,206310,,3504,,170170,,32636,182,47469,806,1132499,260574,4346167,North America,21,1240,4
43,Ecuador,205920,917,13948,6,177951,,14021,359,11590,785,711543,40049,17766967,South America,86,1274,25
44,Azerbaijan,199127,3705,2175,42,135462,4210,61490,,19557,214,2049239,201268,10181668,Asia,51,4681,5
45,Japan,193031,2893,2828,45,163308,2522,26895,598,1528,22,4333017,34309,126294729,Asia,654,44659,29
