#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,17196718,55967,424635,1283,10457750,20153,6314333,30901,,,,,,North America,,,
,Asia,17375654,114990,299970,1392,15350693,83294,1724991,28107,,,,,,Asia,,,
,South America,11435181,3948,330644,108,10181268,375,923269,16973,,,,,,South America,,,
,Europe,18223524,139562,419650,2908,8080872,118958,9723002,27585,,,,,,Europe,,,
,Africa,2255589,7105,53473,96,1922908,6331,279208,2561,,,,,,Africa,,,
,Oceania,45918,16,1021,,33145,15,11752,25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,66533305,321588,1529408,5787,46027342,229126,18976555,106152,8536,196.2,,,,All,,,
1,USA,14810765,38230,286045,495,8665684,6802,5859036,26160,44633,862,204133611,615169,331833330,North America,22,1160,2
2,India,9636741,28323,140072,336,9091334,33331,405335,8944,6954,101,145885512,105272,1385789833,Asia,144,9893,9
3,Brazil,6536245,1294,175990,9,5744369,,615886,8318,30657,825,25700000,120541,213205332,South America,33,1211,8
4,Russia,2431731,28782,42684,508,1916396,27644,472651,2300,16660,292,78777839,539717,145961371,Europe,60,3420,2
5,France,2268552,,54767,,168352,,2045433,3293,34722,838,20879180,319569,65335525,Europe,29,1193,3
6,UK,1705971,15539,61014,397,N/A,N/A,N/A,1274,25074,897,44812139,658627,68038710,Europe,40,1115,2
7,Spain,1699145,,46252,,N/A,N/A,N/A,2371,36336,989,22992742,491691,46762566,Europe,28,1011,2
8,Italy,1688939,,58852,,872385,,757702,3567,27952,974,22767130,376792,60423533,Europe,36,1027,3
9,Argentina,1454631,,39512,,1281955,,133164,3929,32060,871,4055795,89388,45372728,South America,31,1148,11
10,Colombia,1352607,,37467,,1240990,,74150,2376,26463,733,6649697,130095,51113975,South America,38,1364,8
11,Germany,1157587,5304,18790,99,835700,15100,303097,4011,13797,224,29141172,347337,83898867,Europe,72,4465,3
12,Mexico,1156770,12127,108863,690,852719,9488,195188,3377,8932,841,2977002,22987,129510020,North America,112,1190,44
13,Poland,1054273,12430,19861,502,687910,21497,346502,1906,27870,525,6432494,170042,37828763,Europe,36,1905,6
14,Iran,1028986,12151,50016,321,719708,11602,259262,5817,12185,592,6342628,75105,84450095,Asia,82,1688,13
15,Peru,970860,,36195,,903958,,30707,965,29272,1091,5136390,154865,33166949,South America,34,916,6
16,South Africa,805804,,21963,,740450,,43391,546,13514,368,5534084,92812,59626717,Africa,74,2715,11
17,Ukraine,801716,13825,13421,226,412533,14724,375762,177,18379,308,4702234,107800,43620167,Europe,54,3250,9
18,Turkey,797893,31896,14705,196,427242,4100,355946,5800,9417,174,19517084,230356,84725715,Asia,106,5762,4
19,Belgium,587439,2582,17142,109,38858,281,531439,789,50592,1476,6046837,520775,11611238,Europe,20,677,2
20,Indonesia,569707,6027,17589,110,470449,4271,81669,,2074,64,5981908,21772,274756096,Asia,482,15621,46
21,Iraq,562520,1898,12411,24,491657,1885,58452,239,13854,306,3639831,89645,40602673,Asia,72,3272,11
22,Chile,558668,1533,15592,34,531543,,11533,664,29118,813,5495597,286434,19186253,South America,34,1231,3
23,Netherlands,550445,6521,9662,39,N/A,N/A,N/A,486,32094,563,4043482,235756,17151150,Europe,31,1775,4
24,Czechia,544112,1706,8782,44,474167,173,61163,586,50768,819,3174461,296194,10717514,Europe,20,1220,3
25,Romania,508345,8072,12186,134,399207,8995,96952,1280,26501,635,4237925,220930,19182177,Europe,38,1574,5
26,Bangladesh,475789,1888,6807,35,393408,2457,75574,,2877,41,2849951,17232,165388942,Asia,348,24297,58
27,Philippines,438069,1724,8526,17,399582,237,29961,1401,3975,77,5942296,53922,110200964,Asia,252,12925,19
