#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,8619949,51448,305242,1256,5462585,38595,2852122,17737,,,,,,North America,,,
,Asia,10055646,119696,186017,1776,8350575,120085,1519054,20702,,,,,,Asia,,,
,South America,7792574,33924,245302,769,6600689,2265,946583,15752,,,,,,South America,,,
,Europe,4748738,58836,219382,680,2460600,13468,2068756,7920,,,,,,Europe,,,
,Africa,1451216,6597,34877,119,1198114,7704,218225,1530,,,,,,Africa,,,
,Oceania,30887,19,908,8,28074,82,1905,19,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,32699731,270520,991743,4608,24101288,182199,7606700,63664,4195,127.2,,,,All,,,
1,USA,7226309,40838,208197,677,4467999,30424,2550113,14161,21802,628,102398289,308933,331457504,North America,46,1592,3
2,India,5901576,85473,93410,1093,4846168,93177,961998,8944,4267,68,68928440,49834,1383159972,Asia,234,14807,20
3,Brazil,4689613,29704,140537,654,4023789,,525287,8318,22026,660,17900000,84072,212912670,South America,45,1515,12
4,Russia,1136048,7212,20056,108,934146,4317,181846,2300,7784,137,44300000,303530,145949273,Europe,128,7277,3
5,Colombia,790823,,24924,,674961,,90938,863,15504,489,3534650,69295,51008828,South America,65,2047,14
6,Peru,788930,,31938,,644345,,112647,1382,23851,966,3778648,114235,33077826,South America,42,1036,9
7,Spain,735198,4122,31232,114,N/A,N/A,N/A,1465,15723,668,11820505,252796,46759065,Europe,64,1497,4
8,Mexico,715457,5408,75439,490,514760,4523,125258,2622,5536,584,1635790,12656,129247403,North America,181,1713,79
9,Argentina,678266,,14766,,536589,,126911,3527,14975,326,1842991,40691,45292354,South America,67,3067,25
10,South Africa,668529,1480,16312,29,599149,3233,53068,539,11239,274,4117079,69216,59481669,Africa,89,3646,14
11,France,513034,15797,31661,150,94891,478,386482,1098,7856,485,10218319,156465,65307587,Europe,127,2063,6
12,Chile,453868,2222,12527,58,428580,1704,12761,891,23695,654,3150848,164497,19154457,South America,42,1529,6
13,Iran,439882,3563,25222,207,369842,2013,44818,4023,5222,299,3879640,46054,84241549,Asia,192,3340,22
14,UK,423236,6874,41936,34,N/A,N/A,N/A,243,6227,617,23188836,341164,67969674,Europe,161,1621,3
15,Bangladesh,356767,1383,5093,21,267024,1932,84650,,2161,31,1888010,11438,165070897,Asia,463,32411,87
16,Iraq,341699,4593,8867,68,273266,4505,59566,553,8452,219,2162547,53492,40427156,Asia,118,4559,19
17,Saudi Arabia,332329,472,4625,26,315636,843,12068,1043,9512,132,6275557,179617,34938554,Asia,105,7554,6
18,Turkey,311455,1665,7858,73,273282,1318,30315,1601,3684,93,9834572,116317,84549763,Asia,271,10760,9
19,Pakistan,309015,798,6444,7,294740,348,7831,544,1393,29,3344019,15072,221871028,Asia,718,34431,66
20,Italy,306235,1912,35801,20,222716,954,47718,244,5067,592,10894963,180259,60440712,Europe,197,1688,6
21,Philippines,299361,2630,5196,69,232399,494,61766,1758,2723,47,3554832,32341,109918002,Asia,367,21154,31
22,Germany,283706,2361,9530,11,249500,,24676,304,3384,114,15642654,186562,83847033,Europe,296,8798,5
23,Indonesia,266845,4823,10218,113,196196,4343,60431,,973,37,3120947,11382,274195355,Asia,1028,26835,88
24,Israel,217899,5784,1412,34,153574,4761,62913,708,23691,154,3322537,361240,9197590,Asia,42,6514,3
25,Ukraine,191671,3565,3827,70,85133,1675,102711,177,4389,88,2129156,48755,43670867,Europe,228,11411,21
26,Canada,150358,1264,9255,6,129454,747,11649,88,3976,245,6901251,182480,37819276,North America,252,4086,5
27,Bolivia,132618,628,7765,34,92101,545,32752,71,11325,663,293581,25071,11709780,South America,88,1508,40
28,Ecuador,132475,1329,11236,23,102852,,18387,370,7482,635,409334,23120,17704712,South America,134,1576,43
29,Qatar,124650,225,212,,121512,249,2926,63,44394,76,751104,267506,2807805,Asia,23,13244,4
30,Romania,119683,1629,4633,42,96158,1281,18892,508,6231,241,2328322,121223,19206936,Europe,160,4146,8
31,Morocco,112522,2423,1998,42,91932,1746,18592,368,3040,54,2505151,67685,37011915,Africa,329,18524,15
32,Dominican Republic,110597,475,2087,11,84610,592,23900,214,10172,192,462287,42516,10873201,North America,98,5210,24
33,Belgium,108768,1881,9965,6,19123,44,79680,104,9375,859,3027173,260930,11601476,Europe,107,1164,4
34,Panama,108726,,2297,,85494,,20935,128,25108,530,453919,104822,4330382,North America,40,1885,10
35,Kazakhstan,107590,61,1699,,102360,37,3531,221,5714,90,2733455,145175,18828728,Asia,175,11082,7
36,Netherlands,105918,2777,6328,16,N/A,N/A,N/A,125,6178,369,2240526,130690,17143817,Europe,162,2709,8
37,Egypt,102513,,5835,,92644,,4034,41,997,57,135000,1314,102775319,Africa,1003,17614,761
38,Kuwait,102441,590,595,3,93562,601,8284,111,23906,139,729755,170300,4285118,Asia,42,7202,6
39,Oman,95907,,885,,86765,,8257,185,18674,172,376700,73347,5135890,Asia,54,5803,14
40,Sweden,90923,,5880,5,N/A,N/A,N/A,15,8990,581,1532632,151536,10114012,Europe,111,1720,7
41,UAE,89540,1008,409,2,78819,882,10312,,9028,41,9222609,929879,9918074,Asia,111,24250,1
42,Guatemala,88878,945,3186,16,77750,625,7942,5,4940,177,307668,17101,17991331,North America,202,5647,58
43,Poland,84396,1587,2392,23,66740,582,15264,96,2231,63,3201501,84613,37836773,Europe,448,15818,12
44,Japan,80041,,1520,,72538,,5983,166,633,12,1888156,14940,126384252,Asia,1579,83148,67
45,Belarus,76957,306,807,5,73925,192,2225,,8145,85,1792426,189703,9448586,Europe,123,11708,5
46,Honduras,73193,518,2249,27,24580,558,46364,20,7363,226,172323,17335,9940810,North America,136,4420,58
47,Ethiopia,72173,486,1155,7,29863,402,41155,273,624,10,1241872,10742,115606131,Africa,1602,100092,93
48,Portugal,72055,899,1936,5,47003,327,23116,86,7071,190,2501955,245539,10189630,Europe,141,5263,4
49,Costa Rica,70816,1357,812,17,27023,469,42981,237,13872,159,213404,41803,5104952,North America,72,6287,24
50,Nepal,70614,1313,459,6,51866,1455,18289,,2414,16,968185,33093,29256737,Asia,414,63740,30
51,Venezuela,70406,,581,,59745,,10080,146,2478,20,1920335,67578,28416760,South America,404,48910,15
52,Bahrain,68190,489,236,5,61475,622,6479,55,39769,138,1388323,809692,1714632,Asia,25,7265,1
53,Czechia,60027,1653,578,11,28022,640,31427,151,5603,54,1286000,120034,10713671,Europe,178,18536,8
54,Nigeria,57849,,1102,,49098,,7649,7,279,5,494577,2386,207292385,Africa,3583,188106,419
55,Singapore,57665,11,27,,57341,8,297,,9839,5,2692047,459309,5861084,Asia,102,217077,2
56,Uzbekistan,54392,558,449,3,50879,649,3064,283,1620,13,1377915,41033,33580993,Asia,617,74791,24
57,Switzerland,51864,372,2064,3,42600,,7200,35,5982,238,1326290,152985,8669414,Europe,167,4200,7
58,Algeria,50754,175,1707,4,35654,110,13393,31,1153,39,,,44032228,Africa,868,25795,
59,Moldova,49666,713,1264,12,37023,380,11379,592,12319,314,256481,63616,4031733,Europe,81,3190,16
60,Armenia,48643,392,947,2,43401,135,4295,,16408,319,272235,91830,2964550,Asia,61,3130,11
61,Ghana,46222,,299,,45417,,506,6,1481,10,475657,15235,31220495,Africa,675,104416,66
62,Kyrgyzstan,45932,175,1063,,42147,142,2722,24,7014,162,267718,40880,6548902,Asia,143,6161,24
63,Austria,41500,684,786,3,32301,640,8413,78,4602,87,1528191,169452,9018444,Europe,217,11474,6
64,Azerbaijan,39787,101,583,2,37392,137,1812,,3916,57,1087578,107040,10160466,Asia,255,17428,9
65,Afghanistan,39186,16,1451,,32619,,5116,93,1002,37,109765,2805,39127106,Asia,998,26966,356
66,Palestine,37963,372,278,4,27183,249,10502,,7403,54,402695,78525,5128259,Asia,135,18447,13
67,Kenya,37707,218,682,13,24504,170,12521,44,698,13,506632,9375,54040099,Africa,1433,79238,107
68,Paraguay,36404,,743,,20502,,15159,157,5089,104,261563,36568,7152818,South America,196,9627,27
69,Ireland,34315,320,1797,,23364,,9154,16,6932,363,1121404,226520,4950581,Europe,144,2755,4
70,Lebanon,33962,1143,333,4,14778,666,18851,151,4981,49,781974,114690,6818148,Asia,201,20475,9
71,Serbia,33238,75,746,1,31536,,956,22,3808,85,1106444,126755,8728975,Europe,263,11701,8
72,Libya,31290,658,491,17,17508,666,13291,,4539,71,198524,28801,6892864,Africa,220,14038,35
73,El Salvador,28415,214,823,,22643,317,4949,89,4376,127,378273,58251,6493886,North America,229,7891,17
74,Australia,27000,17,869,8,24523,75,1608,10,1056,34,7479815,292541,25568461,Australia/Oceania,947,29423,3
75,Bosnia and Herzegovina,26564,248,808,6,19507,365,6249,,8109,247,232973,71117,3275932,Europe,123,4054,14
76,Denmark,25594,678,647,2,19010,364,5937,25,4415,112,3608262,622436,5797003,Europe,226,8960,2
77,S. Korea,23455,114,395,2,20978,146,2082,128,457,8,2280276,44467,51279620,Asia,2186,129822,22
78,Hungary,22127,927,718,9,4945,127,16464,30,2292,74,668553,69248,9654514,Europe,436,13446,14
79,Cameroon,20712,,418,,19440,,854,30,776,16,149000,5582,26694924,Africa,1289,63863,179
80,Bulgaria,19573,,785,,14013,,4775,30,2822,113,507451,73163,6935891,Europe,354,8836,14
81,Ivory Coast,19556,55,120,,19065,62,371,,737,5,158022,5957,26525664,Africa,1356,221047,168
82,North Macedonia,17343,143,721,9,14422,110,2200,3,8325,346,182538,87617,2083354,Europe,120,2890,11
83,Greece,16913,286,369,3,9989,,6555,63,1625,35,1256436,120685,10410890,Europe,616,28214,8
84,Madagascar,16221,30,228,1,14867,34,1126,11,582,8,69025,2478,27851325,Africa,1717,122155,403
85,Croatia,15795,223,266,5,14303,192,1226,22,3853,65,284449,69391,4099205,Europe,260,15411,14
86,Senegal,14839,23,304,,11910,92,2625,18,881,18,171603,10188,16843152,Africa,1135,55405,98
87,Zambia,14515,24,332,,13643,,540,,785,18,148066,8004,18499324,Africa,1274,55721,125
