#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,8517574,5218,303008,619,5381113,4324,2833453,17720,,,,,,North America,,,
,Asia,9817618,4273,182455,14,8127352,4254,1507811,19841,,,,,,Asia,,,
,South America,7695372,537,242887,38,6532466,703,920019,15741,,,,,,South America,,,
,Europe,4602354,5033,218168,56,2432005,1828,1952181,7580,,,,,,Europe,,,
,Africa,1436433,,34587,,1180677,,221169,1463,,,,,,Africa,,,
,Oceania,30861,84,900,5,27677,68,2284,19,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,32100933,15145,982020,732,23681941,11177,7436972,62368,4118,126.0,,,,All,,,
1,USA,7139553,,206593,,4398907,,2534053,14086,21540,623,100582090,303459,331452210,North America,46,1604,3
2,India,5732518,2334,91173,,4674987,3137,966358,8944,4145,66,67436031,48756,1383122931,Asia,241,15170,21
3,Brazil,4627780,,139065,,3992886,,495829,8318,21736,653,17900000,84074,212908548,South America,46,1531,12
4,Russia,1122241,,19799,,923699,,178743,2300,7689,136,43600000,298734,145949102,Europe,130,7372,3
5,Colombia,784268,,24746,,662277,,97245,863,15376,485,3499136,68601,51007347,South America,65,2061,15
6,Peru,782695,,31870,,636489,,114336,1381,23663,964,3751583,113421,33076571,South America,42,1038,9
7,Mexico,710049,4786,74949,601,510237,3505,124863,2677,5494,580,1620878,12541,129243704,North America,182,1724,80
8,Spain,693556,,31034,,N/A,N/A,N/A,1436,14833,664,11820505,252796,46759015,Europe,67,1507,4
9,South Africa,665188,,16206,,594229,,54753,539,11183,272,4083757,68658,59479626,Africa,89,3670,15
10,Argentina,664799,,14376,,525486,,124937,3511,14678,317,1815738,40090,45291222,South America,68,3150,25
11,France,481141,,31459,,93538,,356144,951,7367,482,10000000,153122,65307193,Europe,136,2076,7
12,Chile,449903,,12345,,425165,,12393,907,23489,645,3084117,161017,19154009,South America,43,1552,6
13,Iran,432798,,24840,,365846,,42112,3948,5138,295,3828330,45446,84238612,Asia,195,3391,22
14,UK,409729,,41862,,N/A,N/A,N/A,211,6028,616,22616796,332753,67968701,Europe,166,1624,3
15,Bangladesh,353844,,5044,,262953,,85847,,2144,31,1862637,11284,165066418,Asia,466,32725,89
16,Iraq,332635,,8754,,264988,,58893,541,8229,217,2121304,52475,40424684,Asia,122,4618,19
17,Saudi Arabia,331359,,4569,,313786,,13004,1095,9484,131,6190822,177199,34937072,Asia,105,7647,6
18,Pakistan,308217,799,6437,5,294392,476,7388,548,1389,29,3306515,14904,221859289,Asia,720,34466,67
19,Turkey,308069,,7711,,270723,,29635,1561,3644,91,9608370,113645,84547285,Asia,274,10965,9
20,Italy,302537,,35758,,220665,,46114,244,5005,592,10679675,176696,60440954,Europe,200,1690,6
21,Philippines,294591,,5091,,231373,,58127,1048,2680,46,3462679,31504,109914017,Asia,373,21590,32
22,Germany,279205,,9508,,249500,,20197,293,3330,113,15642654,186563,83846303,Europe,300,8819,5
23,Indonesia,257388,,9977,,187958,,59453,,939,36,3032250,11059,274187457,Asia,1065,27482,90
24,Israel,204690,,1325,,144963,,58402,657,22255,144,3195429,347420,9197590,Asia,45,6942,3
25,Ukraine,188106,3372,3757,52,83458,1788,100891,177,4307,86,2102377,48141,43671581,Europe,232,11624,21
26,Canada,147753,,9243,,127788,,10722,86,3907,244,6833661,180697,37818373,North America,256,4092,6
27,Bolivia,131990,537,7731,38,91556,703,32703,71,11272,660,292016,24939,11709345,South America,89,1515,40
28,Ecuador,129892,,11171,,102852,,15869,360,7337,631,399096,22543,17703980,South America,136,1585,44
29,Qatar,124175,,212,,121006,,2957,64,44225,76,739091,263227,2807805,Asia,23,13244,4
30,Romania,116415,,4550,,93558,,18307,498,6061,237,2278125,118607,19207285,Europe,165,4221,8
31,Dominican Republic,109737,,2074,,83434,,24229,208,10093,191,455525,41895,10872904,North America,99,5242,24
32,Panama,107990,,2291,,84437,,21262,122,24939,529,447769,103406,4330196,North America,40,1890,10
33,Morocco,107743,,1918,,88244,,17581,281,2911,52,2457373,66396,37010720,Africa,344,19297,15
34,Kazakhstan,107529,79,1699,,102323,259,3507,221,5711,90,2733455,145179,18828115,Asia,175,11082,7
35,Belgium,106887,1661,9959,4,19079,40,77849,95,9213,858,2986196,257401,11601339,Europe,109,1165,4
36,Egypt,102375,,5822,,91843,,4710,41,996,57,135000,1314,102770038,Africa,1004,17652,761
37,Kuwait,101299,,590,,92341,,8368,101,23641,138,720509,168149,4284945,Asia,42,7263,6
38,Netherlands,100597,,6296,,N/A,N/A,N/A,104,5868,367,2240526,130691,17143713,Europe,170,2723,8
39,Oman,95339,,875,,86482,,7982,190,18565,170,309212,60210,5135534,Asia,54,5869,17
