#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,8307912,5726,298186,475,5170672,4762,2839054,17746,,,,,,North America,,,
,Asia,9352357,3828,175396,8,7632850,3840,1544111,19658,,,,,,Asia,,,
,South America,7490758,419,237143,36,6227260,575,1026355,15475,,,,,,South America,,,
,Europe,4402397,4065,215941,48,2375736,795,1810720,7041,,,,,,Europe,,,
,Africa,1406599,626,33896,17,1153659,20,219044,1466,,,,,,Africa,,,
,Oceania,30557,16,884,5,26998,5,2675,20,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,30991301,14680,961461,589,22587826,9997,7442014,61410,3976,123.3,,,,All,,,
1,USA,6967403,,203824,,4223693,,2539886,14084,21022,615,97310312,293607,331431037,North America,48,1626,3
2,India,5400619,2389,86774,,4303043,3319,1010802,8944,3905,63,63661060,46032,1382974770,Asia,256,15938,22
3,Brazil,4528347,,136565,,3820095,,571687,8318,21271,641,15011116,70510,212892060,South America,47,1559,14
4,Russia,1097251,,19339,,906462,,171450,2300,7518,133,42400000,290514,145948421,Europe,133,7547,3
5,Peru,762865,,31369,,607837,,123659,1421,23067,949,3667968,110910,33071550,South America,43,1054,9
6,Colombia,758398,,24039,,627685,,106674,863,14870,471,3364500,65969,51001424,South America,67,2122,15
7,Mexico,694121,5167,73258,455,496224,4032,124639,2692,5371,567,1580377,12229,129228908,North America,186,1764,82
8,South Africa,659656,,15940,,589434,,54282,539,11092,268,4024659,67674,59471455,Africa,90,3731,15
9,Spain,659334,,30495,,N/A,N/A,N/A,1345,14101,652,10756835,230049,46758818,Europe,71,1533,4
10,Argentina,622934,,12799,,478077,,132058,3213,13755,283,1707947,37714,45286693,South America,73,3538,27
11,Chile,444674,,12254,,418101,,14319,894,23218,640,3010713,157199,19152218,South America,43,1563,6
12,France,442194,,31274,,91574,,319346,827,6771,479,10000000,153126,65305619,Europe,148,2088,7
13,Iran,419043,,24118,,357632,,37293,3893,4975,286,3719210,44157,84226863,Asia,201,3492,23
14,UK,390358,,41759,,N/A,N/A,N/A,138,5744,614,21368297,314402,67964812,Europe,174,1628,3
15,Bangladesh,347372,,4913,,254386,,88073,,2105,30,1809679,10965,165048500,Asia,475,33594,91
16,Saudi Arabia,329271,,4458,,309430,,15383,1166,9426,128,6009916,172050,34931142,Asia,106,7836,6
17,Iraq,315597,,8491,,249539,,57567,536,7809,210,2039024,50452,40414796,Asia,128,4760,20
18,Pakistan,305671,640,6416,1,292303,259,6952,562,1378,29,3160924,14250,221812336,Asia,726,34572,70
19,Turkey,301348,,7445,,266117,,27786,1432,3565,88,9173694,108516,84537372,Asia,281,11355,9
20,Italy,296569,,35692,,217716,,43161,215,4907,591,10349386,171229,60441922,Europe,204,1693,6
21,Philippines,283460,,4930,,209885,,68645,1048,2579,45,3330409,30305,109898076,Asia,388,22292,33
22,Germany,272308,,9466,,243500,,19342,246,3248,113,14557136,173623,83843383,Europe,308,8857,6
23,Indonesia,240687,,9448,,174350,,56889,,878,34,2885895,10526,274155866,Asia,1139,29017,95
24,Israel,183602,,1226,,132449,,49927,604,19962,133,3032739,329732,9197590,Asia,50,7502,3
25,Ukraine,175678,2966,3557,41,77512,758,94609,177,4022,81,2014923,46135,43674438,Europe,249,12278,22
26,Canada,142774,,9211,,124187,,9376,82,3776,244,6554147,173322,37814761,North America,265,4105,6
27,Bolivia,130470,419,7586,36,89032,575,33852,71,11144,648,286864,24502,11707604,South America,90,1543,41
28,Ecuador,125620,,11084,,97063,,17473,379,7097,626,384106,21700,17701050,South America,141,1597,46
29,Qatar,123146,,209,,120089,,2848,58,43858,74,719057,256092,2807805,Asia,23,13434,4
30,Romania,111550,,4402,,89119,,18029,461,5807,229,2210071,115056,19208680,Europe,172,4364,9
31,Dominican Republic,107700,,2044,,80820,,24836,210,9906,188,442354,40689,10871716,North America,101,5319,25
32,Kazakhstan,107262,63,1671,,101877,55,3714,221,5698,89,2733455,145198,18825661,Asia,176,11266,7
33,Panama,105601,,2247,,80190,,23164,144,24391,519,428842,99052,4329453,North America,41,1927,10
34,Egypt,101900,,5750,,88666,,7484,41,992,56,135000,1314,102748912,Africa,1008,17869,761
35,Belgium,100748,1099,9944,7,18945,37,71859,78,8685,857,2835780,244447,11600789,Europe,115,1167,4
36,Morocco,99816,,1795,,79008,,19013,274,2697,49,2366181,63941,37005940,Africa,371,20616,16
37,Kuwait,99049,,581,,89498,,8970,96,23119,136,705029,164563,4284255,Asia,43,7374,6
38,Netherlands,91934,,6275,,N/A,N/A,N/A,64,5363,366,2042887,119165,17143300,Europe,186,2732,8
39,Oman,91753,,818,,84648,,6287,180,17871,159,309212,60227,5134110,Asia,56,6276,17
40,Sweden,88237,,5865,,N/A,N/A,N/A,15,8725,580,1393161,137757,10113153,Europe,115,1724,7
41,Guatemala,85152,,3105,,74497,,7550,5,4734,173,289901,16117,17986797,North America,211,5793,62
42,UAE,84242,,404,,73512,,10326,,8495,41,8665567,873858,9916442,Asia,118,24546,1
43,Poland,78330,,2282,,63861,,12187,83,2070,60,3081867,81450,37837337,Europe,483,16581,12
44,Japan,78073,,1495,,70495,,6083,161,618,12,1831246,14489,126389518,Asia,1619,84541,69
45,Belarus,75461,,776,,73212,,1473,,7986,82,1715380,181548,9448629,Europe,125,12176,6
46,Honduras,71143,532,2166,20,21810,661,47167,22,7158,218,169602,17065,9938656,North America,140,4588,59
47,Ethiopia,68131,,1089,,27939,,39103,294,590,9,1194795,10339,115567112,Africa,1696,106122,97
48,Portugal,68025,,1899,,45404,,20722,64,6676,186,2345680,230194,10190035,Europe,150,5366,4
49,Venezuela,65949,,539,,55155,,10255,146,2321,19,1897741,66780,28417855,South America,431,52723,15
50,Bahrain,64499,,221,,57299,,6979,46,37635,129,1324002,772544,1713820,Asia,27,7755,1
51,Costa Rica,63712,,706,,23552,,39454,247,12482,138,196377,38473,5104317,North America,80,7230,26
52,Nepal,62797,,401,,45267,,17129,,2147,14,904706,30931,29249569,Asia,466,72942,32
53,Singapore,57558,,27,,57142,,389,,9821,5,2498073,426259,5860456,Asia,102,217054,2
54,Nigeria,57145,,1095,,48431,,7619,7,276,5,482321,2328,207222376,Africa,3626,189244,430
55,Uzbekistan,51235,243,429,2,47271,,3535,267,1526,13,1377915,41041,33574364,Asia,655,78262,24
56,Algeria,49623,,1665,,34923,,13035,31,1127,38,,,44021396,Africa,887,26439,
57,Switzerland,49283,,2045,,40500,,6738,29,5685,236,1251614,144386,8668550,Europe,176,4239,7
58,Czechia,48306,,499,,24228,,23579,91,4509,47,1170742,109278,10713401,Europe,222,21470,9
59,Armenia,47154,,928,,42551,,3675,,15906,313,259664,87592,2964475,Asia,63,3194,11
60,Moldova,46336,,1201,,34236,,10899,549,11492,298,246764,61203,4031861,Europe,87,3357,16
61,Ghana,45877,,297,,45081,,499,5,1470,10,466845,14957,31211616,Africa,680,105090,67
62,Kyrgyzstan,45335,,1063,,41484,,2788,24,6924,162,267718,40889,6547431,Asia,144,6159,24
63,Azerbaijan,39042,,574,,36601,,1867,,3843,57,1047906,103148,10159219,Asia,260,17699,10
64,Afghanistan,38919,,1437,,32576,,4906,93,995,37,108193,2766,39115100,Asia,1005,27220,362
65,Austria,37474,,765,,28961,,7748,84,4156,85,1432099,158809,9017743,Europe,241,11788,6
66,Kenya,36829,,646,,23777,,12406,44,682,12,504988,9347,54023881,Africa,1467,83628,107
67,Palestine,35003,,253,,23446,,11304,,6828,49,359873,70197,5126634,Asia,146,20263,14
68,Paraguay,33015,,636,,17535,,14844,144,4616,89,248376,34730,7151622,South America,217,11245,29
69,Serbia,32840,,740,,31411,,689,23,3762,85,1069626,122531,8729454,Europe,266,11797,8
70,Ireland,32538,,1792,,23364,,7382,14,6574,362,1030817,208253,4949828,Europe,152,2762,5
71,Lebanon,28297,,286,,11440,,16571,124,4150,42,713366,104621,6818563,Asia,241,23841,10
72,El Salvador,27428,,808,,21247,,5373,92,4224,124,362029,55753,6493440,North America,237,8036,18
73,Libya,27234,,436,,14679,,12119,,3952,63,179696,26075,6891588,Africa,253,15806,38
74,Australia,26897,12,849,5,23967,5,2081,12,1052,33,7279372,284746,25564421,Australia/Oceania,950,30111,4
75,Bosnia and Herzegovina,25217,,758,,17489,,6970,,7697,231,220278,67236,3276210,Europe,130,4322,15
76,S. Korea,22975,82,383,5,20158,188,2434,146,448,7,2226701,43423,51279019,Asia,2232,133888,23
77,Denmark,22436,,635,,17316,,4485,4,3870,110,3300734,569414,5796725,Europe,258,9129,2
78,Cameroon,20431,,416,,19124,,891,30,766,16,149000,5583,26685869,Africa,1306,64149,179
79,Ivory Coast,19269,,120,,18392,,757,,727,5,150646,5681,26516714,Africa,1376,220973,176
80,Bulgaria,18819,,755,,13558,,4506,37,2713,109,491780,70896,6936602,Europe,369,9188,14
81,Hungary,16920,,675,,4382,,11863,30,1752,70,604122,62572,9654848,Europe,571,14303,16
82,North Macedonia,16557,,689,,13792,,2076,4,7947,331,174097,83566,2083355,Europe,126,3024,12
83,Madagascar,16020,,219,,14630,,1171,37,575,8,67031,2408,27841568,Africa,1738,127130,415
84,Greece,14978,,331,,9989,,4658,65,1439,32,1194013,114681,10411582,Europe,695,31455,9
85,Croatia,14725,,244,,12353,,2128,24,3592,60,254480,62075,4099549,Europe,278,16801,16
86,Senegal,14688,,302,,11153,,3233,27,872,18,165299,9818,16837104,Africa,1146,55752,102
87,Zambia,14070,,330,,13365,,375,,761,18,138427,7486,18492263,Africa,1314,56037,134
88,Sudan,13535,,836,,6759,,5940,,307,19,,,44066943,Africa,3256,52712,
89,Norway,12858,,267,,10371,,2220,2,2368,49,940722,173227,5430560,Europe,422,20339,6
90,Albania,12226,,358,,6888,,4980,13,4249,124,74487,25890,2877094,Europe,235,8037,39
91,DRC,10488,,268,,9891,,329,,116,3,,,90130995,Africa,8594,336310,
92,Namibia,10292,,111,,7969,,2212,13,4035,44,87639,34357,2550803,Africa,248,22980,29
93,Guinea,10286,,63,,9681,,542,24,779,5,31652,2396,13207885,Africa,1284,209649,417
94,Malaysia,10167,,130,,9315,,722,12,313,4,1417154,43664,32456224,Asia,3192,249663,23
95,Tunisia,9736,626,155,17,2386,20,7195,47,822,13,190241,16060,11845658,Africa,1217,76424,62
96,French Guiana,9692,,65,,9341,,286,4,32272,216,63050,209944,300318,South America,31,4620,5
97,Maldives,9649,,33,,8188,,1428,12,17783,61,138608,255454,542594,Asia,56,16442,4
98,Tajikistan,9303,,73,,8066,,1164,,971,8,,,9583284,Asia,1030,131278,
99,Finland,8922,,339,,7700,,883,3,1610,61,878728,158540,5542636,Europe,621,16350,6
100,Gabon,8696,,53,,7848,,795,5,3888,24,147678,66019,2236894,Africa,257,42206,15
101,Haiti,8600,,221,,6363,,2016,,752,19,25752,2252,11432811,North America,1329,51732,444
102,Montenegro,7898,,134,,5129,,2635,,12575,213,61307,97610,628084,Europe,80,4687,10
103,Luxembourg,7804,,124,,6703,,977,1,12423,197,776619,1236306,628177,Europe,80,5066,1
104,Zimbabwe,7672,,225,,5914,,1533,,515,15,157144,10540,14909825,Africa,1943,66266,95
105,Mauritania,7365,,161,,6927,,277,3,1575,34,77592,16596,4675471,Africa,635,29040,60
106,Slovakia,6546,,39,,3519,,2988,22,1199,7,408805,74870,5460232,Europe,834,140006,13
107,Mozambique,6537,,41,,3620,,2876,,208,1,123212,3919,31439641,Africa,4809,766821,255
108,Uganda,6017,,63,,2581,,3373,,131,1,444346,9651,46042351,Africa,7652,730831,104
109,Malawi,5718,,179,,4030,,1509,4,297,9,50051,2602,19234462,Africa,3364,107455,384
110,Djibouti,5403,,61,,5333,,9,,5451,62,73804,74466,991115,Africa,183,16248,13
111,Myanmar,5263,393,81,,1188,,3994,,97,1,212826,3906,54490167,Asia,10353,672718,256
112,Eswatini,5245,,104,,4571,,570,11,4511,89,31766,27319,1162791,Africa,222,11181,37
113,Cabo Verde,5186,,50,,4581,,555,,9305,90,76576,137404,557306,Africa,107,11146,7
114,Cuba,5055,,113,,4284,,658,18,446,10,531928,46969,11325071,North America,2240,100222,21
115,Hong Kong,5010,,103,,4707,,200,13,667,14,2783134,370573,7510344,Asia,1499,72916,3
116,Equatorial Guinea,5002,,83,,4509,,410,,3541,59,57119,40436,1412571,Africa,282,17019,25
117,Congo,4986,,89,,3887,,1010,,899,16,,,5546883,Africa,1112,62325,
118,Nicaragua,4961,,147,,2913,,1901,,747,22,,,6641735,North America,1339,45182,
119,CAR,4786,,62,,1830,,2894,2,987,13,31723,6544,4847859,Africa,1013,78191,153
120,Jamaica,4758,,60,,1327,,3371,9,1605,20,71693,24188,2964028,North America,623,49400,41
121,Suriname,4709,,97,,4383,,229,7,8011,165,12811,21795,587785,South America,125,6060,46
122,Rwanda,4689,,26,,2910,,1753,,360,2,474039,36408,13020261,Africa,2777,500779,27
123,Jordan,4540,,30,,2672,,1838,13,444,3,1057184,103389,10225305,Asia,2252,340844,10
124,Slovenia,4309,,141,,2981,,1187,18,2073,68,199408,95915,2079002,Europe,482,14745,10
125,Angola,3901,,147,,1445,,2309,13,118,4,65951,1994,33079785,Africa,8480,225033,502
126,Trinidad and Tobago,3853,,61,,1695,,2097,6,2751,44,28995,20703,1400493,North America,363,22959,48
127,Syria,3765,,170,,932,,2663,,214,10,,,17590857,Asia,4672,103476,
128,Lithuania,3664,,87,,2197,,1380,,1350,32,722897,266399,2713589,Europe,741,31191,4
129,Mayotte,3541,,40,,2964,,537,2,12913,146,13000,47409,274212,Africa,77,6855,21
130,Thailand,3506,6,59,,3340,2,107,1,50,0.8,749213,10728,69838891,Asia,19920,1183710,93
131,Gambia,3504,,108,,1992,,1404,,1441,44,14749,6067,2430948,Africa,694,22509,165
132,Aruba,3460,,23,,2128,,1309,11,32377,215,27760,259765,106866,North America,31,4646,4
133,Guadeloupe,3426,,26,,837,,2563,28,8562,65,38505,96229,400139,North America,117,15390,10
134,Somalia,3401,,98,,2812,,491,,213,6,,,15986523,Africa,4701,163128,
135,Georgia,3306,,19,,1481,,1806,,829,5,529121,132697,3987451,Asia,1206,209866,8
136,Sri Lanka,3283,,13,,3070,,200,,153,0.6,266057,12413,21433131,Asia,6529,1648702,81
137,Bahamas,3214,,73,,1679,,1462,65,8156,185,16517,41914,394067,North America,123,5398,24
138,Runion,3194,,15,,2482,,697,,3562,17,35419,39498,896719,Africa,281,59781,25
139,Mali,3006,,128,,2349,,529,,148,6,48068,2359,20373309,Africa,6778,159166,424
140,Estonia,2875,,64,,2374,,437,3,2167,48,185827,140063,1326734,Europe,461,20730,7
141,Malta,2699,,19,,2017,,663,2,6109,43,229252,518900,441804,Europe,164,23253,2
142,South Sudan,2642,,49,,1290,,1303,,235,4,12044,1073,11222344,Africa,4248,229027,932
143,Botswana,2567,,13,,624,,1930,1,1087,6,156054,66074,2361794,Africa,920,181676,15
144,Iceland,2307,,10,,2116,,181,,6751,29,246791,722179,341731,Europe,148,34173,1
