#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,8741034,4789,307681,194,5574247,3631,2859106,17403,,,,,,North America,,,
,Asia,10329029,33149,190105,583,8614149,26263,1524775,20702,,,,,,Asia,,,
,South America,7919407,309,248752,30,6742088,385,928567,17214,,,,,,South America,,,
,Europe,4870661,22259,220481,196,2495086,5981,2155094,8219,,,,,,Europe,,,
,Africa,1468695,1140,35225,10,1213976,931,219494,1516,,,,,,Africa,,,
,Oceania,31047,4,915,3,28334,48,1798,21,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,33360594,61650,1003174,1016,24668531,37239,7688889,65079,4280,128.7,,,,All,,,
1,USA,7321465,122,209454,1,4560742,286,2551269,14130,22088,632,104336229,314765,331473384,North America,45,1583,3
2,India,6083888,10540,95626,52,5020881,7514,967381,8944,4398,69,71967230,52027,1383271092,Asia,227,14465,19
3,Brazil,4732309,,141776,,4060088,,530445,8318,22225,666,17900000,84067,212925036,South America,45,1502,12
4,Russia,1159573,8135,20385,61,945920,2702,193268,2300,7945,140,45400000,311066,145949784,Europe,126,7160,3
5,Colombia,813056,,25488,,711472,,76096,2220,15938,500,3636868,71293,51013271,South America,63,2001,14
6,Peru,805302,,32262,,664490,,108550,1370,24343,975,3850122,116383,33081592,South America,41,1025,9
7,Spain,735198,,31232,,N/A,N/A,N/A,1465,15723,668,11820505,252795,46759213,Europe,64,1497,4
8,Mexico,730317,3886,76430,187,523831,2590,130056,2385,5650,591,1671189,12929,129258499,North America,177,1691,77
9,Argentina,711325,,15749,,565935,,129641,3604,15704,348,1905361,42065,45295750,South America,64,2876,24
10,South Africa,670766,,16398,,603721,,50647,539,11276,276,4143466,69652,59487798,Africa,89,3628,14
11,France,538569,,31727,,94891,,411951,1098,8247,486,10556474,161639,65308767,Europe,121,2058,6
12,Chile,457901,,12641,,431704,,13556,888,23904,660,3228414,168535,19155801,South America,42,1515,6
13,Iran,449960,3512,25779,190,376531,2361,47650,4068,5341,306,3959783,47000,84250361,Asia,187,3268,21
14,UK,434969,,41988,,N/A,N/A,N/A,262,6399,618,23188836,341150,67972591,Europe,156,1619,3
15,Bangladesh,360555,1407,5193,32,272073,1582,83289,,2184,31,1921382,11639,165084336,Asia,458,31790,86
16,Iraq,353566,4116,9052,62,284784,4111,59730,532,8744,224,2220913,54926,40434573,Asia,114,4467,18
17,Saudi Arabia,333648,455,4712,29,317846,841,11090,1034,9548,135,6392497,182941,34943001,Asia,105,7416,5
18,Turkey,314433,,7997,,275630,,30806,1583,3719,95,10037700,118709,84557198,Asia,269,10574,8
19,Pakistan,310841,566,6466,9,296022,409,8353,451,1401,29,3449541,15545,221906243,Asia,714,34319,64
20,Italy,309870,,35835,,224417,,49618,254,5127,593,11087064,183439,60439986,Europe,195,1687,5
21,Philippines,307288,3073,5381,37,252665,163,49242,1758,2795,49,3624620,32972,109929959,Asia,358,20429,30
22,Germany,286893,555,9535,1,250800,,26558,325,3422,114,15642654,186557,83849223,Europe,292,8794,5
23,Indonesia,278722,3509,10473,87,206870,3856,61379,,1016,38,3239244,11813,274219048,Asia,984,26183,85
24,Israel,231026,,1466,,159931,,69629,767,25118,159,3424497,372325,9197590,Asia,40,6274,3
25,Ukraine,201305,2671,3996,37,88453,571,108856,177,4610,92,2189926,50149,43668725,Europe,217,10928,20
26,Canada,153125,,9268,,131098,,12759,97,4049,245,7117709,188190,37821986,North America,247,4081,5
27,Ecuador,134747,,11279,,112296,,11172,355,7610,637,418785,23651,17706909,South America,131,1570,42
28,Bolivia,133901,309,7858,30,93791,385,32252,71,11434,671,297176,25376,11711085,South America,87,1490,39
29,Qatar,125311,227,214,,122209,214,2888,55,44630,76,764925,272428,2807805,Asia,22,13121,4
30,Romania,123944,1271,4748,30,99344,737,19852,557,6453,247,2372340,123521,19205890,Europe,155,4045,8
31,Morocco,117685,,2069,,95591,,20025,369,3179,56,2553350,68981,37015500,Africa,315,17891,14
32,Netherlands,114540,2914,6380,6,N/A,N/A,N/A,144,6681,372,2240526,130688,17144127,Europe,150,2687,8
33,Belgium,114179,1376,9980,6,19275,29,84924,135,9841,860,3135283,270239,11601889,Europe,102,1163,4
34,Dominican Republic,111386,,2095,,85965,,23326,205,10243,193,470261,43246,10874092,North America,98,5190,23
35,Panama,110555,,2340,,87215,,21000,108,25527,540,468323,108134,4330939,North America,39,1851,9
36,Kazakhstan,107775,52,1699,,102736,70,3340,221,5723,90,2895805,153782,18830569,Asia,175,11083,7
37,Kuwait,103981,437,605,4,95511,582,7865,125,24263,141,738783,172386,4285636,Asia,41,7084,6
38,Egypt,102840,,5883,,95080,,1877,41,1000,57,135000,1313,102791164,Africa,1000,17473,761
39,Oman,98057,607,924,15,88234,433,8899,201,19089,180,376700,73331,5136957,Asia,52,5559,14
40,UAE,92095,626,413,1,81462,918,10220,,9285,42,9503699,958126,9919053,Asia,108,24017,1
41,Sweden,90923,,5880,,N/A,N/A,N/A,15,8989,581,1532632,151528,10114527,Europe,111,1720,7
42,Guatemala,90092,,3229,,78698,,8165,5,5007,179,314086,17455,17994051,North America,200,5573,57
43,Poland,88636,1306,2447,15,68420,516,17769,130,2343,65,3267844,86368,37836435,Europe,427,15462,12
44,Japan,81690,,1545,,74607,,5538,160,646,12,1951249,15439,126381092,Asia,1547,81800,65
45,Belarus,77946,337,822,4,74167,47,2957,,8250,87,1835232,194234,9448561,Europe,121,11495,5
46,Honduras,75109,561,2289,1,26374,286,46446,15,7555,230,176804,17783,9942102,North America,132,4343,56
47,Nepal,74745,1351,481,4,54640,742,19624,,2554,16,998407,34121,29261038,Asia,391,60834,29
48,Portugal,74029,425,1957,4,47884,237,24188,98,7265,192,2501955,245545,10189388,Europe,138,5207,4
49,Ethiopia,73332,,1170,,30363,,41799,249,634,10,1256182,10864,115629543,Africa,1577,98829,92
50,Venezuela,72691,,606,,62427,,9658,208,2558,21,1936520,68149,28416102,South America,391,46891,15
51,Costa Rica,72049,,828,,27760,,43461,238,14112,162,219823,43058,5105333,North America,71,6166,23
52,Bahrain,69361,,243,1,62887,,6231,60,40441,142,1407572,820684,1715120,Asia,25,7058,1
53,Czechia,64597,,606,,31268,,32723,181,6029,57,1325289,123699,10713834,Europe,166,17680,8
54,Nigeria,58324,,1108,,49794,,7422,7,281,5,505556,2438,207334390,Africa,3555,187125,410
55,Singapore,57715,15,27,,57367,,321,,9847,5,2692047,459279,5861460,Asia,102,217091,2
56,Uzbekistan,55776,456,460,2,52324,495,2992,283,1661,14,1377915,41028,33584970,Asia,602,73011,24
57,Switzerland,52646,782,2065,1,42700,,7881,31,6072,238,1349159,155614,8669932,Europe,165,4199,6
58,Algeria,51067,,1714,,35860,,13493,22,1160,39,,,44038727,Africa,862,25694,
