#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,7758406,20101,283077,1194,4667430,25941,2807899,18544,,,,,,North America,,,
,Asia,8065185,89163,156640,1189,6515917,69965,1392628,19195,,,,,,Asia,,,
,South America,6813630,17946,221169,791,5488247,19673,1104214,15039,,,,,,South America,,,
,Europe,3906975,38794,211136,388,2196275,11735,1499564,6178,,,,,,Europe,,,
,Africa,1324356,4458,31861,60,1059292,3980,233203,1469,,,,,,Africa,,,
,Oceania,29587,98,812,11,25311,143,3464,35,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,27898860,170560,904710,3633,19953123,131437,7041027,60464,3579,116.1,,,,All,,,
1,USA,6526938,12707,194473,443,3816457,19697,2516008,14459,19697,587,88950735,268431,331372810,North America,51,1704,4
2,India,4433708,66272,74613,690,3449450,53423,909645,8944,3207,54,51804677,37470,1382567327,Asia,312,18530,27
3,Brazil,4179471,14347,128119,602,3397234,,654118,8318,19636,602,14408116,67692,212846718,South America,51,1661,15
4,Russia,1041007,5218,18135,142,856458,6409,166414,2300,7133,124,39289176,269203,145946547,Europe,140,8048,4
5,Peru,696190,,30123,,529751,,136316,1499,21060,911,3403397,102953,33057742,South America,47,1097,10
6,Colombia,679513,,21817,,541462,,116234,863,13328,428,2996911,58780,50985133,South America,75,2337,17
7,Mexico,642860,5351,68484,703,451159,4444,123217,3030,4976,530,1450397,11227,129188221,North America,201,1886,89
8,South Africa,640441,,15086,,567729,,57626,539,10773,254,3821162,64276,59448983,Africa,93,3941,16
9,Spain,543379,8866,29628,34,N/A,N/A,N/A,1051,11621,634,9987326,213595,46758276,Europe,86,1578,5
10,Argentina,500034,,10457,52,382490,15900,107087,2719,11045,231,1458619,32217,45274241,South America,91,4330,31
11,Chile,427027,1486,11702,20,399555,1825,15770,942,22302,611,2691374,140562,19147292,South America,45,1636,7
12,Iran,393425,2313,22669,127,339111,1697,31645,3735,4673,269,3431646,40759,84194553,Asia,214,3714,25
13,UK,355219,2659,41594,8,N/A,N/A,N/A,80,5227,612,17619897,259291,67954116,Europe,191,1634,4
14,France,344101,8577,30794,30,88226,,225081,574,5269,472,8500000,130166,65301291,Europe,190,2121,8
15,Bangladesh,331078,1827,4593,41,230804,2995,95681,,2007,28,1674452,10148,164999225,Asia,498,35924,99
16,Saudi Arabia,323012,775,4165,28,298966,720,19881,1386,9251,119,5548202,158907,34914836,Asia,108,8383,6
17,Pakistan,299659,426,6359,9,286506,349,6794,544,1352,29,2825040,12744,221683215,Asia,740,34861,78
18,Turkey,284943,1673,6837,55,254188,943,23918,1181,3372,81,8105222,95908,84510112,Asia,297,12361,10
19,Italy,281583,1434,35577,14,211272,471,34734,150,4659,589,9460203,156510,60444583,Europe,215,1699,6
20,Iraq,269578,,7657,,206324,,55597,505,6675,190,1718157,42542,40387603,Asia,150,5275,24
21,Germany,255681,725,9409,,230600,,15672,223,3050,112,12383035,147707,83835352,Europe,328,8910,7
22,Philippines,245143,3176,3986,70,185543,376,55614,990,2232,36,2908407,26475,109854237,Asia,448,27560,38
23,Indonesia,203342,3307,8336,106,145200,2242,49806,,742,30,2514670,9175,274068991,Asia,1348,32878,109
24,Ukraine,143030,2551,2979,45,64703,1157,75348,177,3274,68,1751931,40106,43682293,Europe,305,14663,25
25,Israel,140658,3093,1053,13,108339,1336,31266,478,15293,114,2574145,279872,9197590,Asia,65,8735,4
26,Canada,134077,329,9154,1,117939,374,6984,54,3547,242,5891121,155830,37804826,North America,282,4130,6
27,Bolivia,122308,704,7097,43,75098,1948,40113,71,10451,606,259924,22210,11702818,South America,96,1649,45
28,Qatar,120846,267,205,,117746,249,2895,51,43039,73,672099,239368,2807805,Asia,23,13697,4
29,Ecuador,112166,1409,10701,74,91242,,10223,374,6340,605,333977,18876,17692994,South America,158,1653,53
30,Kazakhstan,106498,73,1634,,100042,149,4822,221,5659,87,2571562,136648,18818912,Asia,177,11517,7
31,Dominican Republic,100937,806,1914,25,74305,510,24718,210,9287,176,403755,37149,10868449,North America,108,5678,27
32,Egypt,100228,,5560,,79886,,14782,41,976,54,135000,1315,102690815,Africa,1025,18470,761
33,Panama,98407,,2107,,70751,,25549,132,22740,487,374599,86564,4327410,North America,44,2054,12
34,Romania,98304,1271,4018,51,41002,164,53284,459,5117,209,1990587,103609,19212516,Europe,195,4782,10
35,Kuwait,92082,838,552,4,82222,568,9308,89,21503,129,657751,153596,4282356,Asia,47,7758,7
36,Belgium,89141,372,9912,3,18602,26,60627,59,7685,855,2466280,212624,11599276,Europe,130,1170,5
37,Oman,87939,349,751,9,83115,142,4073,167,17141,146,309212,60273,5130194,Asia,58,6831,17
38,Sweden,85880,,5842,4,N/A,N/A,N/A,13,8493,578,1250488,123673,10111264,Europe,118,1731,8
39,Guatemala,78721,,2890,,67462,,8369,5,4379,161,263085,14635,17976822,North America,228,6220,68
40,Morocco,77878,2157,1453,26,59723,2484,16702,240,2105,39,2115390,57184,36992794,Africa,475,25460,17
41,Netherlands,77688,1140,6246,2,N/A,N/A,N/A,43,4532,364,1832451,106897,17142164,Europe,221,2745,9
42,UAE,75981,883,393,2,67359,416,8229,,7665,40,7790235,785872,9912851,Asia,130,25224,1
43,Belarus,73402,194,726,5,71999,83,677,,7768,77,1605547,169922,9448722,Europe,129,13015,6
44,Japan,72234,,1377,,63282,,7575,202,571,11,1622149,12833,126401103,Asia,1750,91795,78
45,Poland,71947,421,2147,11,57135,1225,12665,81,1901,57,2912411,76969,37838578,Europe,526,17624,13
46,Honduras,65218,404,2034,11,14273,445,48911,34,6565,205,154645,15567,9933918,North America,152,4884,64
47,Portugal,61541,646,1849,3,43284,138,16408,52,6039,181,2168419,212779,10190924,Europe,166,5512,5
48,Ethiopia,60784,,949,,22677,,37158,309,526,8,1078269,9337,115481268,Africa,1900,121687,107
49,Singapore,57166,75,27,,56492,31,647,,9757,5,2281104,389328,5859075,Asia,102,217003,3
50,Bahrain,56778,,202,,51574,,5002,30,33164,118,1194923,697956,1712032,Asia,30,8475,1
51,Venezuela,55563,,444,,44435,,10684,111,1955,16,1824287,64190,28420266,South America,511,64010,16
52,Nigeria,55456,,1067,,43334,,11055,7,268,5,426803,2061,207068357,Africa,3734,194066,485
53,Costa Rica,49897,,531,,19285,,30081,236,9778,104,166786,32684,5102920,North America,102,9610,31
54,Nepal,49219,1081,312,6,33882,918,15025,,1684,11,799341,27343,29233798,Asia,594,93698,37
55,Algeria,47216,278,1581,10,33379,196,12256,40,1073,36,,,43997567,Africa,932,27829,
