Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1445434,2684,87299,209,280626,1077509,18147,,,,,North America
Europe,1581330,74,150529,15,629775,801026,15176,,,,,Europe
South America,283362,1187,14606,29,99246,169510,10013,,,,,South America
Asia,636006,1175,21522,21,349540,264944,5112,,,,,Asia
Africa,59124,74,2164,3,19839,37121,223,,,,,Africa
Oceania,8523,15,118,,7588,817,24,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,4014500,5209,276253,277,1387259,2350988,48699,515,35.4,,,All
USA,1322163,378,78616,1,223749,1019798,16978,3994,238,8638846,26099,North America
Spain,260117,,26299,,168408,65410,2075,5563,562,1932455,41332,Europe
Italy,217185,,30201,,99023,87961,1168,3592,500,2445063,40440,Europe
UK,211364,,31241,,N/A,179779,1559,3114,460,1631561,24034,Europe
Russia,187859,,1723,,26608,159528,2300,1287,12,4980000,34125,Europe
France,176079,,26230,,55782,94067,2868,2698,402,1384633,21213,Europe
Germany,170588,,7510,,143300,19778,1712,2036,90,2755770,32891,Europe
Brazil,146894,1002,10017,25,59297,77580,8318,691,47,339552,1597,South America
Turkey,135569,,3689,,86396,45484,1219,1607,44,1298806,15400,Asia
Iran,104691,,6541,,83837,14313,2711,1246,78,558899,6654,Asia
Canada,66434,,4569,,30406,31459,502,1760,121,1032088,27346,North America
Peru,61847,,1714,,19012,41121,730,1876,52,473190,14351,South America
India,59765,70,1986,1,17897,39882,,43,1,1523213,1104,Asia
Belgium,52011,,8521,,13201,30289,508,4488,735,515233,44456,Europe
Netherlands,42093,,5359,,N/A,36484,564,2457,313,249655,14570,Europe
Saudi Arabia,35432,,229,,9120,26083,141,1018,7,418722,12027,Asia
Mexico,31522,1906,3160,199,20314,8048,378,244,25,123446,957,North America
Switzerland,30207,,1823,,26100,2284,101,3490,211,301675,34857,Europe
Ecuador,28818,,1704,,3433,23681,156,1633,97,82312,4665,South America
Pakistan,27474,1039,618,19,7756,19100,111,124,3,270025,1222,Asia
Portugal,27268,,1114,,2422,23732,127,2674,109,501718,49204,Europe
Chile,25972,,294,,12160,13518,508,1359,15,255961,13390,South America
Sweden,25265,,3175,,4971,17119,425,2502,314,148500,14704,Europe
Ireland,22541,,1429,,17110,4002,76,4565,289,214761,43493,Europe
Singapore,21707,,20,,2040,19647,22,3710,3,175604,30016,Asia
Belarus,21101,,121,,5484,15496,92,2233,13,240146,25414,Europe
Qatar,20201,,12,,2370,17819,72,7012,4,120458,41810,Asia
UAE,16793,,174,,3837,12782,1,1698,18,1200000,121330,Asia
Israel,16436,,245,,11229,4962,78,1899,28,442925,51172,Asia
Austria,15774,,614,,13836,1324,81,1751,68,304069,33761,Europe
Japan,15575,,590,,5146,9839,300,123,5,202013,1597,Asia
Poland,15366,,776,,5184,9406,160,406,21,443506,11719,Europe
Romania,14811,,923,,6423,7465,232,770,48,237280,12334,Europe
Ukraine,14195,,361,,2706,11128,178,325,8,159155,3639,Europe
Bangladesh,13134,,206,,2101,10827,1,80,1,111401,676,Asia
Indonesia,13112,,943,,2494,9675,,48,3,143781,526,Asia
S. Korea,10840,18,256,,9568,1016,55,211,5,660030,12874,Asia
Philippines,10463,,696,,1734,8033,31,95,6,151080,1379,Asia
Denmark,10218,,522,,7927,1769,43,1764,90,298488,51533,Europe
Colombia,10051,,428,,2424,7199,130,198,8,139739,2746,South America
Serbia,9943,,209,,2453,7281,45,1138,24,128805,14742,Europe
Dominican Republic,9376,,380,,2286,6710,134,864,35,38543,3553,North America
South Africa,8895,,178,,3153,5564,77,150,3,307752,5189,Africa
Egypt,8476,,503,,1945,6028,41,83,5,90000,879,Africa
