#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
,North America,1686723,2465,103066,147,434232,1149425,17516,,,,,,North America
,Europe,1780818,50,162852,13,770927,847039,11603,,,,,,Europe
,South America,440444,262,23125,8,153399,263920,10426,,,,,,South America
,Asia,801164,2856,24769,35,459395,317000,4970,,,,,,Asia
,Africa,86683,302,2785,8,33522,50376,288,,,,,,Africa
,Oceania,8657,9,120,1,7925,612,12,,,,,,Australia/Oceania
,,721,,15,,651,55,4,,,,,,
,World,4805210,5944,316732,212,1860051,2628427,44819,616,40.6,,,,All
1,USA,1527664,,90978,,346389,1090297,16355,4619,275,11875580,35903,330769370,North America
2,Russia,281752,,2631,,67373,211748,2300,1931,18,6916088,47394,145927122,Europe
3,Spain,277719,,27650,,195945,54124,1152,5940,591,3037840,64977,46752654,Europe
4,UK,243695,,34636,,N/A,N/A,1559,3592,511,2580769,38040,67843268,Europe
5,Brazil,241080,,16122,4,94122,130836,8318,1135,76,735224,3462,212376810,South America
6,Italy,225435,,31908,,125176,68351,762,3728,528,3004960,49692,60472166,Europe
7,France,179569,,28108,,61213,90248,2087,2752,431,1384633,21218,65256433,Europe
8,Germany,176651,,8049,,154600,14002,1166,2109,96,3147771,37584,83752125,Europe
9,Turkey,149435,,4140,,109962,35333,914,1774,49,1624994,19293,84227597,Asia
10,Iran,120198,,6988,,94464,18746,2705,1433,83,686935,8191,83859705,Asia
11,India,96169,471,3029,4,36824,56316,,70,2,2302792,1671,1378344732,Asia
12,Peru,92273,,2648,,28621,61004,850,2803,80,650613,19767,32914644,South America
13,Canada,77002,,5782,,38550,32670,502,2042,153,1300729,34500,37701865,North America
14,Belgium,55280,,9052,,14630,31598,371,4772,781,682980,58961,11583602,Europe
15,Saudi Arabia,54752,,312,,25722,28718,202,1576,9,586405,16877,34745848,Asia
16,Mexico,49219,2075,5177,132,33329,10713,378,382,40,163691,1271,128766554,North America
17,Netherlands,43995,,5680,,N/A,N/A,349,2568,332,287943,16809,17130389,Europe
18,Chile,43781,,450,,19213,24118,769,2293,24,363496,19035,19096239,South America
19,Pakistan,42125,1974,903,30,11922,29300,111,191,4,387335,1758,220345049,Asia
20,Ecuador,33182,,2736,,3433,27013,189,1884,155,95047,5397,17609499,South America
21,Qatar,32604,,15,,4370,28219,165,11341,5,157570,54809,2874914,Asia
22,Switzerland,30587,,1881,,27500,1206,69,3537,218,343359,39709,8646966,Europe
23,Sweden,30143,,3679,,4971,21493,287,2987,365,177500,17589,10091684,Europe
24,Belarus,29650,,165,,9932,19553,92,3138,17,350515,37093,9449686,Europe
25,Portugal,29036,,1218,,4636,23182,108,2847,119,618066,60594,10200144,Europe
26,Singapore,28038,,22,,9340,18676,16,4797,4,246254,42132,5844763,Asia
27,Ireland,24112,,1543,,19470,3099,54,4890,313,258808,52486,4930999,Europe
28,UAE,23358,,220,,8512,14626,1,2365,22,1600923,162108,9875638,Asia
29,Bangladesh,22268,,328,,4373,17567,1,135,2,175228,1065,164488562,Asia
30,Poland,18529,,925,,7451,10153,160,490,24,620249,16386,37851440,Europe
31,Ukraine,18291,,514,,5116,12661,238,418,12,227801,5205,43763700,Europe
32,Indonesia,17514,,1148,,4129,12237,,64,4,187965,688,273168646,Asia
33,Romania,16871,,1107,,9890,5874,205,876,57,310407,16123,19252270,Europe
34,Israel,16617,,272,,12942,3403,50,1924,31,498711,57731,8638547,Asia
35,Japan,16285,,744,,11153,4388,230,129,6,244452,1932,126521169,Asia
36,Austria,16242,,629,,14563,1050,48,1805,70,362509,40278,9000226,Europe
37,Colombia,15574,,574,,3751,11249,136,306,11,190114,3741,50816306,South America
38,South Africa,15515,,264,,7006,8245,119,262,4,460873,7783,59216090,Africa
39,Kuwait,14850,,112,,4093,10645,168,3484,26,244476,57353,4262674,Asia
40,Philippines,12513,,824,,2635,9054,79,114,8,215060,1966,109399904,Asia
41,Dominican Republic,12314,,428,,5847,6039,127,1137,40,50108,4625,10834592,North America
42,Egypt,12229,,630,,3172,8427,41,120,6,135000,1322,102088722,Africa
43,S. Korea,11065,15,263,1,9904,898,55,216,5,753211,14693,51263999,Asia
44,Denmark,10927,,547,,9227,1153,27,1887,94,455613,78693,5789776,Europe
45,Serbia,10610,,230,,4713,5667,18,1214,26,181272,20737,8741417,Europe
46,Panama,9606,157,275,6,6081,3250,72,2231,64,50348,11692,4306239,North America
47,Czechia,8475,,298,,5462,2715,39,792,28,353186,32988,10706636,Europe
48,Norway,8249,,232,,32,7985,20,1523,43,216350,39946,5416102,Europe
49,Argentina,8068,,373,,2569,5126,154,179,8,103220,2286,45145190,South America
50,Australia,7054,9,99,1,6392,563,12,277,4,1059801,41621,25463408,Australia/Oceania
51,Algeria,7019,,548,,3507,2964,22,160,13,6500,149,43750607,Africa
52,Bahrain,6956,,12,,2910,4034,8,4107,7,236828,139845,1693504,Asia
53,Malaysia,6894,,113,,5571,1210,13,213,3,443263,13717,32314600,Asia
54,Morocco,6870,,192,,3660,3018,1,186,5,89957,2441,36856563,Africa
55,Afghanistan,6664,,169,,778,5717,19,172,4,22639,583,38814948,Asia
56,Kazakhstan,6440,283,34,,3256,3150,31,343,2,540708,28839,18748973,Asia
57,Finland,6347,,298,,5000,1049,30,1146,54,146800,26500,5539705,Europe
58,Moldova,6060,,211,,2344,3505,251,1502,52,20447,5067,4035049,Europe
59,Nigeria,5959,,182,,1594,4183,7,29,0.9,33970,165,205472159,Africa
60,Ghana,5735,,29,,1754,3952,5,185,0.9,173096,5586,30989647,Africa
61,Oman,5186,,22,,1465,3699,31,1019,4,61000,11985,5089612,Asia
62,Armenia,4472,,60,,1925,2487,10,1509,20,40230,13579,2962589,Asia
63,Bolivia,4088,262,169,4,493,3426,3,351,15,14803,1270,11653213,South America
64,Luxembourg,3945,,107,,3702,136,14,6315,171,62153,99493,624696,Europe
65,Hungary,3535,26,462,11,1400,1673,46,366,48,137243,14203,9663190,Europe
66,Iraq,3404,,123,,2218,1063,,85,3,149701,3733,40105788,Asia
67,Azerbaijan,3274,,39,,2015,1220,37,323,4,232077,22914,10128038,Asia
68,Cameroon,3105,,140,,1567,1398,28,117,5,,,26459502,Africa
69,Thailand,3031,3,56,,2857,118,61,43,0.8,286008,4099,69779241,Asia
70,Greece,2834,,163,,1374,1297,22,272,16,128525,12324,10428885,Europe
71,Uzbekistan,2762,9,12,,2247,503,8,83,0.4,460000,13769,33408634,Asia
72,Guinea,2658,,16,,1133,1509,18,203,1,10304,787,13085782,Africa
73,Honduras,2646,81,142,4,319,2185,14,268,14,5653,572,9884814,North America
74,Sudan,2591,302,105,8,247,2239,,59,2,,,43716354,Africa
75,Senegal,2480,,25,,973,1482,6,149,1,24599,1474,16685890,Africa
76,Bosnia and Herzegovina,2290,,133,,1436,721,4,698,41,49832,15178,3283142,Europe
77,Bulgaria,2235,24,110,2,612,1513,45,321,16,65936,9481,6954364,Europe
78,Croatia,2226,,95,,1936,195,10,542,23,53877,13115,4108150,Europe
79,Ivory Coast,2109,,27,,1004,1078,,80,1,18303,696,26292953,Africa
80,Guatemala,1912,149,35,2,138,1739,5,107,2,20820,1165,17873451,North America
