Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1293006,1925,75265,111,221520,996221,17392,,,,,North America
Europe,1460205,12702,140815,212,544699,774691,17254,,,,,Europe
Asia,561415,2613,19674,57,296321,245420,5362,,,,,Asia
South America,212641,829,10871,31,73992,127778,9858,,,,,South America
Oceania,8411,21,115,,7213,1083,31,,,,,Australia/Oceania
Africa,45485,105,1803,1,15163,28519,132,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3581884,18195,248558,412,1159553,2173773,50033,460,31.9,,,All
USA,1188421,299,68602,4,178594,941225,16139,3590,207,7196740,21742,North America
Spain,247122,,25264,,148558,73300,2386,5285,540,1932455,41332,Europe
Italy,210717,,28884,,81654,100179,1501,3485,478,2153772,35622,Europe
UK,186599,,28446,,N/A,157809,1559,2749,419,1206405,17771,Europe
France,168693,,24895,,50784,93014,3819,2584,381,1100228,16856,Europe
Germany,165664,,6866,,132700,26098,1979,1977,82,2547052,30400,Europe
Russia,145268,10581,1356,76,18095,125817,2300,995,9,4300000,29465,Europe
Turkey,126045,,3397,,63151,59497,1424,1495,40,1135367,13462,Asia
Brazil,101826,679,7051,26,42991,51784,8318,479,33,339552,1597,South America
Iran,97424,,6203,,78422,12799,2690,1160,74,496273,5909,Asia
Canada,59474,,3682,,24908,30884,557,1576,98,897444,23778,North America
Belgium,50267,361,7924,80,12378,29965,655,4337,684,440700,38025,Europe
Peru,45928,,1286,,13550,31092,679,1393,39,375096,11376,South America
India,42670,165,1395,4,11782,29493,,31,1,1107233,802,Asia
Netherlands,40571,,5056,,N/A,35265,688,2368,295,225899,13184,Europe
Switzerland,29905,,1762,,24500,3643,141,3455,204,280220,32378,Europe
Ecuador,29538,,1564,,3300,24674,149,1674,89,78659,4458,South America
Saudi Arabia,27011,,184,,4134,22693,139,776,5,352555,10127,Asia
Portugal,25282,,1043,,1689,22550,144,2479,102,426836,41860,Europe
Mexico,23471,1383,2154,93,13447,7870,378,182,17,93791,727,North America
Sweden,22317,,2679,,1005,18633,403,2210,265,119500,11833,Europe
Ireland,21506,,1303,,13386,6817,98,4355,264,169377,34302,Europe
Pakistan,20186,102,462,5,5590,14134,111,91,2,212511,962,Asia
Chile,19663,,260,,10041,9362,408,1029,14,206218,10788,South America
Singapore,18778,573,18,,1408,17352,22,3210,3,143919,24600,Asia
Belarus,17489,784,103,4,3259,14127,92,1851,11,211369,22369,Europe
Israel,16237,29,234,2,9858,6145,103,1876,27,397046,45872,Asia
Austria,15597,,598,,13228,1771,114,1732,66,279071,30986,Europe
Qatar,15551,,12,,1664,13875,72,5398,4,104435,36249,Asia
Japan,14877,,487,,3981,10409,321,118,4,183251,1449,Asia
UAE,14163,,126,,2763,11274,1,1432,13,1200000,121330,Asia
Poland,13937,244,683,5,4095,9159,160,368,18,375948,9933,Europe
Romania,13163,,803,13,4869,7491,255,684,42,195508,10163,Europe
Ukraine,12331,418,303,15,1619,10409,160,282,7,134592,3078,Europe
Indonesia,11587,395,864,19,1954,8769,,42,3,116861,427,Asia
S. Korea,10801,8,252,2,9217,1332,55,211,5,633921,12365,Asia
Bangladesh,10143,688,182,5,1209,8752,1,62,1,87694,532,Asia
Denmark,9670,147,484,,6987,2199,62,1669,84,244791,42262,Europe
Philippines,9485,262,623,16,1315,7547,31,87,6,126164,1151,Asia
Serbia,9464,,193,,1551,7720,54,1083,22,101911,11664,Europe
Dominican Republic,7954,,333,,1606,6015,144,733,31,30102,2775,North America
Norway,7847,,213,2,32,7602,37,1447,39,172586,31835,Europe
