#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
154,Benin,232,8,3,,143,86,,19,0.2,30817,2548,12092780,Africa
155,Myanmar,224,,6,,130,88,,4,0.1,24710,454,54378732,Asia
156,Martinique,200,,14,,98,88,,533,37,,,375289,North America
157,Faeroe Islands,187,,,,187,0,,3828,,9677,198108,48847,Europe
158,Mongolia,179,,,,44,135,19,55,,13672,4177,3273528,Asia
159,Zimbabwe,174,,4,,29,141,,12,0.3,46613,3140,14843588,Africa
160,Gibraltar,170,1,,,149,21,,5046,,7632,226523,33692,Europe
161,Guadeloupe,162,,14,,138,10,1,405,35,4137,10339,400118,North America
162,Guyana,152,,12,,67,73,2,193,15,1604,2040,786232,South America
163,Brunei,141,,2,,138,1,1,323,5,19386,44350,437116,Asia
164,Cayman Islands,141,,1,,68,72,,2148,15,11139,169662,65654,North America
165,Bermuda,140,,9,,92,39,2,2247,144,7171,115112,62296,North America
166,Libya,130,,5,,50,75,,19,0.7,5591,815,6862990,Africa
167,Cambodia,125,,,,123,2,1,7,,20406,1222,16698376,Asia
168,Syria,122,,4,,43,75,,7,0.2,,,17460385,Asia
169,Trinidad and Tobago,117,1,8,,108,1,,84,6,3138,2243,1399110,North America
170,Comoros,106,,2,,26,78,,122,2,,,867877,Africa
171,Bahamas,102,,11,,48,43,1,260,28,2091,5322,392918,North America
172,Aruba,101,,3,,98,0,,946,28,2134,19995,106728,North America
173,Monaco,99,,4,,90,5,1,2524,102,,,39218,Europe
174,Barbados,92,,7,,76,9,1,320,24,5434,18911,287346,North America
175,Angola,84,,4,,18,62,1,3,0.1,10000,305,32765461,Africa
176,Liechtenstein,82,,1,,55,26,,2151,26,900,23610,38119,Europe
177,Sint Maarten,77,,15,,60,2,1,1798,350,461,10763,42833,North America
178,Burundi,63,,1,,33,29,,5,0.08,284,24,11856133,Africa
179,French Polynesia,60,,,,60,0,,214,,4006,14268,280770,Australia/Oceania
180,Macao,45,,,,45,0,,69,,,,648548,Asia
181,Bhutan,43,10,,,6,37,,56,,17038,22102,770865,Asia
182,Saint Martin,41,,3,,33,5,1,1062,78,614,15904,38606,North America
183,Eritrea,39,,,,39,0,,11,,,,3542053,Africa
184,Botswana,35,,1,,20,14,,15,0.4,20186,8600,2347237,Africa
185,St. Vincent Grenadines,26,,,,15,11,,234,,593,5347,110911,North America
186,Antigua and Barbuda,25,,3,,19,3,1,255,31,183,1870,97859,North America
187,Gambia,25,,1,,20,4,,10,0.4,1756,729,2410091,Africa
188,Namibia,24,1,,,14,10,,9,,3680,1451,2536704,Africa
189,Timor-Leste,24,,,,24,0,,18,,1290,980,1316139,Asia
190,Grenada,23,,,,18,5,4,204,,3007,26734,112479,North America
191,Curaao,19,,1,,14,4,,116,6,572,3487,164037,North America
192,Laos,19,,,,16,3,,3,,6928,953,7266127,Asia
193,New Caledonia,19,,,,18,1,,67,,6416,22492,285260,Australia/Oceania
194,Belize,18,,2,,16,0,,45,5,1572,3960,396969,North America
195,Fiji,18,,,,15,3,,20,,2431,2714,895890,Australia/Oceania
196,Saint Lucia,18,,,,18,0,,98,,1012,5513,183556,North America
197,Dominica,16,,,,16,0,,222,,433,6016,71971,North America
198,Saint Kitts and Nevis,15,,,,15,0,,282,,394,7411,53167,North America
199,Suriname,14,2,1,,9,4,,24,2,782,1334,586178,South America
200,Falkland Islands,13,,,,13,0,,3746,,503,144957,3470,South America
201,Greenland,13,,,,11,2,,229,,2030,35763,56762,North America
202,Turks and Caicos,12,,1,,11,0,,310,26,129,3336,38670,North America
203,Vatican City,12,,,,2,10,,14981,,,,801,Europe
204,Montserrat,11,,1,,10,0,,2204,200,61,12220,4992,North America
205,Seychelles,11,,,,11,0,,112,,,,98295,Africa
206,MS Zaandam,9,,2,,,7,,,,,,0,
207,Western Sahara,9,,1,,6,2,,15,2,,,595945,Africa
208,British Virgin Islands,8,,1,,7,0,,265,33,167,5527,30214,North America
209,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8931472,Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,424,16182,26202,North America
211,St. Barth,6,,,,6,0,,608,,137,13875,9874,North America
212,Anguilla,3,,,,3,0,,200,,41,2735,14991,North America
213,Lesotho,2,,,,1,1,,0.9,,283,132,2140792,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5796,North America
215,China,83001,2,4634,,78304,63,3,58,3,,,1439323776,Asia
,Total:,2054502,13669,124201,729,675429,1254872,19439,,,,,,North America
,Total:,853879,9260,39422,107,348816,465641,11293,,,,,,South America
,Total:,2019482,15256,173692,412,986884,858906,8790,,,,,,Europe
,Total:,1136426,28906,30767,560,694231,411428,13597,,,,,,Asia
,Total:,144850,1081,4118,26,62034,78698,346,,,,,,Africa
,Total:,8804,10,125,,8196,483,4,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,6218664,68182,372340,1834,2776241,3070083,53473,797.8,47.8,,,,All
