#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
30,Colombia,25366,,822,,6665,17879,136,499,16,283346,5574,50832596,South America
31,Indonesia,25216,678,1520,24,6492,17204,,92,6,300545,1100,273255522,Asia
32,Kuwait,25184,1072,194,9,9273,15717,191,5905,45,282341,66206,4264573,Asia
33,Ireland,24876,35,1645,6,22089,1142,47,5043,333,325795,66049,4932656,Europe
34,Poland,23155,330,1051,13,10692,11412,160,612,28,873456,23077,37850199,Europe
35,Ukraine,22811,429,679,10,8934,13198,267,521,16,337318,7709,43755845,Europe
36,Egypt,22082,1289,879,34,5511,15692,41,216,9,135000,1322,102146819,Africa
37,Romania,18982,191,1248,13,12829,4905,182,986,65,421451,21895,19248434,Europe
38,Israel,16987,115,284,,14776,1927,37,1847,31,565311,61463,9197590,Asia
39,Japan,16683,,867,,14147,1669,136,132,7,281293,2223,126509583,Asia
40,Austria,16655,27,668,,15347,640,25,1850,74,434302,48246,9001768,Europe
41,Philippines,16634,1046,942,21,3720,11972,81,152,9,332689,3040,109443743,Asia
42,Dominican Republic,16531,463,488,3,9266,6777,106,1525,45,76930,7098,10837859,North America
43,Argentina,14702,,510,2,4788,9404,259,326,11,150486,3332,45157642,South America
44,Afghanistan,13659,623,246,11,1259,12154,19,352,6,35923,925,38841361,Asia
45,Panama,12131,,320,,7379,4432,72,2816,74,63202,14670,4308282,North America
46,Denmark,11593,81,568,,10240,785,18,2002,98,606574,104755,5790388,Europe
47,S. Korea,11402,58,269,,10363,770,15,222,5,885120,17265,51265321,Asia
48,Serbia,11354,54,242,1,6524,4588,8,1299,28,239234,27371,8740364,Europe
49,Bahrain,10449,397,15,,5700,4734,9,6164,9,304179,179426,1695292,Asia
50,Kazakhstan,9932,356,37,,5057,4838,62,530,2,761727,40613,18755722,Asia
51,Oman,9820,811,40,,2396,7384,31,1928,8,72000,14136,5093528,Asia
52,Czechia,9180,40,319,,6498,2363,19,857,30,430564,40212,10707231,Europe
53,Algeria,9134,137,638,8,5422,3074,34,209,15,,,43774437,Africa
54,Nigeria,8915,,259,,2592,6064,7,43,1,58726,286,205626178,Africa
55,Armenia,8676,460,120,7,3297,5259,10,2928,41,56042,18916,2962755,Asia
56,Norway,8422,11,236,,7727,459,8,1555,44,245352,45290,5417374,Europe
57,Bolivia,8387,619,293,13,738,7356,3,719,25,22294,1912,11657999,South America
58,Moldova,7896,171,288,6,4278,3330,256,1957,71,40565,10054,4034769,Europe
59,Malaysia,7732,103,115,,6235,1382,8,239,4,519944,16084,32327063,Asia
60,Morocco,7714,71,202,,5271,2241,1,209,5,190061,5155,36869708,Africa
61,Ghana,7616,313,34,,2421,5161,17,246,1,208328,6718,31009181,Africa
62,Australia,7173,23,103,,6582,488,4,282,4,1397622,54868,25472297,Australia/Oceania
63,Finland,6776,33,314,1,5500,962,10,1223,57,179400,32383,5539963,Europe
64,Iraq,5873,416,185,6,3044,2644,45,146,5,211485,5270,40132981,Asia
65,Cameroon,5436,,177,2,3326,1933,28,205,7,,,26479422,Africa
66,Azerbaijan,4989,230,58,2,3125,1806,42,492,6,284669,28099,10130782,Asia
67,Honduras,4752,112,196,2,519,4037,13,481,20,14790,1496,9889552,North America
68,Sudan,4521,175,233,38,816,3472,,103,5,401,9,43747206,Africa
69,Guatemala,4348,203,80,12,565,3703,5,243,4,31427,1757,17883425,North America
70,Luxembourg,4012,4,110,,3815,87,4,6419,176,72996,116793,625003,Europe
71,Hungary,3841,25,517,8,2024,1300,24,398,54,180152,18645,9662456,Europe
72,Tajikistan,3686,123,47,,1769,1870,,387,5,,,9516398,Asia
73,Guinea,3656,103,22,,2000,1634,24,279,2,14407,1100,13096527,Africa
74,Uzbekistan,3468,24,14,,2728,726,7,104,0.4,460000,13763,33423219,Asia
75,Senegal,3429,81,41,2,1738,1650,18,205,2,39499,2365,16699197,Africa
76,Thailand,3076,11,57,,2945,74,59,44,0.8,375453,5380,69784490,Asia
77,Djibouti,2914,,20,,1241,1653,,2953,20,25257,25599,986638,Africa
78,Greece,2909,3,175,,1374,1360,16,279,17,174844,16768,10427362,Europe
79,DRC,2833,173,69,,400,2364,,32,0.8,,,89279074,Africa
80,Ivory Coast,2750,109,32,,1370,1348,,105,1,26548,1009,26312643,Africa
81,Bosnia and Herzegovina,2485,23,153,,1803,529,4,757,47,63596,19374,3282532,Europe
82,Bulgaria,2485,8,136,2,1016,1333,22,357,20,79389,11418,6952801,Europe
83,Gabon,2431,,14,,668,1749,15,1095,6,12669,5705,2220492,Africa
84,El Salvador,2278,84,42,3,1015,1221,30,351,6,84650,13057,6483267,North America
85,Croatia,2245,,103,1,2059,83,4,547,25,65509,15949,4107393,Europe
86,North Macedonia,2129,52,126,5,1516,487,21,1022,60,27684,13288,2083381,Europe
87,Cuba,2005,22,82,,1760,163,3,177,7,101108,8926,11327216,North America
88,Estonia,1859,8,67,1,1610,182,,1401,51,81719,61607,1326457,Europe
89,Somalia,1828,,72,,310,1446,2,115,5,,,15847882,Africa
90,Iceland,1805,,10,,1794,1,,5293,29,60491,177371,341043,Europe
91,Kenya,1745,127,62,4,438,1245,7,33,1,74003,1379,53654106,Africa
92,Mayotte,1699,29,21,,1385,293,9,6243,77,5200,19107,272156,Africa
93,Lithuania,1662,6,68,,1216,378,17,610,25,294091,107910,2725331,Europe
94,Kyrgyzstan,1662,68,16,,1088,558,4,255,2,109521,16813,6513873,Asia
95,Sri Lanka,1558,28,10,,754,794,1,73,0.5,60878,2844,21405231,Asia
96,Maldives,1547,34,5,,197,1345,9,2867,9,11775,21821,539625,Asia
97,Slovakia,1520,,28,,1338,154,,278,5,167562,30692,5459411,Europe
98,New Zealand,1504,,22,,1481,1,,301,4,275852,55147,5002100,Australia/Oceania
99,Slovenia,1473,,108,,1357,8,2,709,52,79284,38137,2078913,Europe
100,Haiti,1443,123,35,1,22,1386,,127,3,3475,305,11389523,North America
101,Venezuela,1327,2,11,,302,1014,4,47,0.4,897695,31561,28442842,South America
102,Equatorial Guinea,1306,263,12,,200,1094,,934,9,854,611,1398140,Africa
103,Guinea-Bissau,1256,61,8,,42,1206,,640,4,1500,764,1963357,Africa
104,Mali,1226,32,73,1,669,484,,61,4,3483,173,20190889,Africa
105,Nepal,1212,170,6,1,206,1000,,42,0.2,169632,5832,29086128,Asia
106,Lebanon,1172,4,26,,705,441,6,172,4,80239,11751,6828038,Asia
107,Albania,1099,23,33,,851,215,5,382,11,14269,4958,2878069,Europe
108,Hong Kong,1080,13,4,,1035,41,1,144,0.5,202930,27088,7491423,Asia
109,Tunisia,1071,3,48,,946,77,2,91,4,50380,4267,11807164,Africa
110,Latvia,1064,3,24,,745,295,3,564,13,106931,56640,1887898,Europe
111,Zambia,1057,,7,,779,271,1,58,0.4,24275,1324,18331278,Africa
112,Costa Rica,1022,22,10,,653,359,2,201,2,25503,5011,5089842,North America
113,South Sudan,994,,10,,6,978,,89,0.9,3356,300,11181480,Africa
114,Ethiopia,968,137,8,1,197,763,4,8,0.07,101581,886,114677457,Africa
115,Niger,955,,64,,803,88,,40,3,6020,250,24112822,Africa
116,Cyprus,942,1,17,,784,141,4,781,14,111270,92221,1206560,Asia
117,Paraguay,917,17,11,,413,493,1,129,2,28337,3977,7124337,South America
118,Burkina Faso,847,,53,,720,74,,41,3,,,20844819,Africa
119,Sierra Leone,829,17,45,,386,398,,104,6,,,7961085,Africa
120,Uruguay,811,,22,,654,135,5,234,6,41469,11942,3472659,South America
121,Andorra,764,1,51,,684,29,4,9889,660,3750,48541,77254,Europe
122,Chad,759,33,65,,444,250,,46,4,,,16377454,Africa
123,Nicaragua,759,,35,,370,354,,115,5,,,6617193,North America
124,CAR,755,,1,,23,731,,157,0.2,11570,2400,4821674,Africa
125,Georgia,746,8,12,,576,158,6,187,3,53618,13439,3989827,Asia
126,Jordan,730,2,9,,507,214,5,72,0.9,180119,17670,10193780,Asia
127,Diamond Princess,712,,13,,651,48,4,,,,,0,
128,Madagascar,698,42,5,3,164,529,9,25,0.2,10249,371,27619112,Africa
129,San Marino,671,1,42,,344,285,1,19779,1238,4382,129167,33925,Europe
130,Malta,616,,9,2,514,93,1,1395,20,66664,151015,441439,Europe
131,Congo,571,,19,,161,391,,104,3,,,5504452,Africa
132,Jamaica,569,,9,,284,276,2,192,3,11460,3872,2960012,North America
133,Channel Islands,560,,45,,512,3,,3224,259,10255,59033,173716,Europe
134,Tanzania,509,,21,,183,305,7,9,0.4,,,59559672,Africa
135,Runion,470,5,1,,411,58,1,525,1,17200,19224,894731,Africa
136,Sao Tome and Principe,458,,12,,68,378,,2094,55,175,800,218764,Africa
137,Palestine,446,,3,,368,75,,88,0.6,44876,8817,5089600,Asia
138,Taiwan,442,1,7,,420,15,,19,0.3,71750,3013,23812979,Asia
139,French Guiana,436,,1,,161,274,2,1464,3,,,297899,South America
140,Togo,428,6,13,,202,213,,52,2,19162,2320,8259373,Africa
141,Mauritania,423,77,20,1,21,382,,91,4,2583,557,4637273,Africa
142,Cabo Verde,405,15,4,,155,246,,729,7,1307,2353,555426,Africa
143,Rwanda,355,6,,,247,108,,27,,65608,5078,12919954,Africa
144,Isle of Man,336,,24,,309,3,,3953,282,4756,55958,84993,Europe
145,Mauritius,335,1,10,,322,3,,263,8,114236,89838,1271582,Africa
146,Uganda,329,12,,,72,257,,7,,93062,2041,45590239,Africa
147,Vietnam,327,,,,279,48,1,3,,275000,2828,97258136,Asia
148,Montenegro,324,,9,,315,0,,516,14,10167,16188,628059,Europe
149,Yemen,283,5,65,8,11,207,,10,2,120,4,29760970,Asia
150,Eswatini,279,,2,,168,109,,241,2,4994,4309,1159052,Africa
151,Liberia,273,4,27,,146,100,,54,5,,,5045821,Africa
152,Mozambique,234,1,2,,84,148,,8,0.06,10001,321,31165836,Africa
153,Benin,224,14,3,,136,85,,19,0.2,30817,2549,12091039,Africa
154,Myanmar,207,1,6,,130,71,,4,0.1,23951,440,54376742,Asia
155,Malawi,203,,4,,42,157,1,11,0.2,3372,177,19079984,Africa
156,Martinique,197,,14,,91,92,,525,37,,,375290,North America
157,Faeroe Islands,187,,,,187,0,,3828,,9568,195881,48846,Europe
158,Mongolia,179,18,,,43,136,11,55,,13594,4153,3273239,Asia
159,Guadeloupe,161,,14,,115,32,3,402,35,3573,8930,400118,North America
160,Gibraltar,161,3,,,148,13,,4779,,7315,217114,33692,Europe
161,Guyana,150,,11,,67,72,2,191,14,1559,1983,786212,South America
162,Zimbabwe,149,,4,,28,117,,10,0.3,37039,2495,14842405,Africa
163,Brunei,141,,2,,138,1,2,323,5,18962,43382,437093,Asia
164,Cayman Islands,141,1,1,,68,72,,2148,15,11139,169673,65650,North America
165,Bermuda,140,,9,,92,39,2,2247,144,6941,111416,62298,North America
166,Cambodia,124,,,,122,2,1,7,,19457,1165,16697111,Asia
167,Syria,122,,4,,43,75,,7,0.2,,,17458055,Asia
168,Libya,118,13,5,,41,72,,17,0.7,5154,751,6862479,Africa
169,Trinidad and Tobago,116,,8,,108,0,,83,6,3115,2226,1399086,North America
170,Bahamas,101,1,11,,47,43,1,257,28,2050,5218,392898,North America
171,Aruba,101,,3,,98,0,,946,28,2105,19723,106726,North America
172,Monaco,98,,4,,90,4,2,2499,102,,,39217,Europe
173,Barbados,92,,7,,76,9,1,320,24,5201,18100,287344,North America
174,Comoros,87,,2,,24,61,,100,2,,,867776,Africa
175,Liechtenstein,82,,1,,55,26,,2151,26,900,23611,38118,Europe
176,Angola,81,7,4,,18,59,,2,0.1,10000,305,32759848,Africa
177,Sint Maarten,77,,15,,60,2,1,1798,350,438,10226,42831,North America
178,French Polynesia,60,,,,60,0,,214,,4006,14268,280762,Australia/Oceania
179,Macao,45,,,,45,0,,69,,,,648500,Asia
180,Burundi,42,,1,,20,21,,4,0.08,284,24,11854190,Africa
181,Saint Martin,40,,3,,33,4,1,1036,78,553,14325,38603,North America
182,Eritrea,39,,,,39,0,,11,,,,3541785,Africa
183,Botswana,35,,1,,20,14,,15,0.4,17991,7666,2346977,Africa
184,Bhutan,31,,,,6,25,,40,,16547,21467,770818,Asia
185,Antigua and Barbuda,25,,3,,19,3,1,255,31,183,1870,97855,North America
186,Gambia,25,,1,,19,5,,10,0.4,1730,718,2409718,Africa
187,St. Vincent Grenadines,25,,,,14,11,,225,,472,4256,110909,North America
188,Timor-Leste,24,,,,24,0,,18,,1290,980,1316002,Asia
189,Grenada,23,,,,18,5,4,204,,3007,26735,112476,North America
190,Namibia,23,1,,,14,9,,9,,3412,1345,2536452,Africa
191,Laos,19,,,,16,3,,3,,6141,845,7265550,Asia
192,New Caledonia,19,,,,18,1,,67,,6416,22493,285245,Australia/Oceania
193,Belize,18,,2,,16,0,,45,5,1572,3960,396929,North America
194,Curaao,18,,1,,14,3,,110,6,572,3487,164033,North America
195,Fiji,18,,,,15,3,,20,,2431,2714,895854,Australia/Oceania
196,Saint Lucia,18,,,,18,0,,98,,1012,5513,183552,North America
197,Dominica,16,,,,16,0,,222,,433,6016,71970,North America
198,Saint Kitts and Nevis,15,,,,15,0,,282,,394,7411,53165,North America
199,Falkland Islands,13,,,,13,0,,3746,,503,144957,3470,South America
200,Greenland,13,,,,11,2,,229,,2030,35764,56761,North America
201,Suriname,12,,1,,9,2,,20,2,782,1334,586149,South America
202,Turks and Caicos,12,,1,,10,1,,310,26,129,3336,38668,North America
203,Vatican City,12,,,,2,10,,14981,,,,801,Europe
204,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
205,Seychelles,11,,,,11,0,,112,,,,98292,Africa
206,MS Zaandam,9,,2,,,7,,,,,,0,
207,Western Sahara,9,,1,,6,2,,15,2,,,595865,Africa
208,British Virgin Islands,8,,1,,7,0,,265,33,167,5527,30213,North America
209,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8930545,Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,424,16183,26201,North America
211,St. Barth,6,,,,6,0,,608,,137,13875,9874,North America
212,Anguilla,3,,,,3,0,,200,,41,2735,14991,North America
213,Lesotho,2,,,,1,1,,0.9,,283,132,2140699,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5796,North America
215,China,82995,,4634,,78291,70,4,58,3,,,1439323776,Asia
,Total:,2006731,25544,121800,1626,645000,1239931,19439,,,,,,North America
,Total:,773188,15700,37335,602,324221,411632,11226,,,,,,South America
,Total:,1986891,16992,172531,963,963146,851214,9017,,,,,,Europe
,Total:,1080354,29088,29658,538,651300,399396,13681,,,,,,Asia
,Total:,136781,5194,3942,128,58040,74799,356,,,,,,Africa
,Total:,8782,23,125,,8164,493,4,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,5993448,92541,365406,3857,2650522,2977520,53727,768.9,46.9,,,,All
