#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,1992636,11449,120981,807,627663,5362,1243992,19399,,,,,,North America,,,
,South America,761802,4314,36802,69,323445,2668,401555,11138,,,,,,South America,,,
,Europe,1985949,16050,172455,887,962534,14038,850960,9100,,,,,,Europe,,,
,Asia,1079190,27924,29649,529,650021,28277,399520,13682,,,,,,Asia,,,
,Africa,133164,1577,3870,56,55483,357,73811,356,,,,,,Africa,,,
,Oceania,8782,23,125,,8164,9,493,4,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,5962244,61337,363897,2348,2627961,50711,2970386,53683,765,46.7,,,,All,,,
1,USA,1775525,7064,103669,339,501388,2663,1170468,17161,5367,313,16423958,49645,330827597,North America,186,3191,20
2,Brazil,438812,,26764,,193181,,218867,8318,2066,126,871839,4104,212422152,South America,484,7937,244
3,Russia,387623,8572,4374,232,159257,8264,223992,2300,2656,30,10000061,68527,145928996,Europe,376,33363,15
4,Spain,285644,658,27121,2,196958,,61565,617,6110,580,3556567,76071,46753197,Europe,164,1724,13
5,UK,271220,2093,38161,324,N/A,N/A,N/A,1559,3997,562,4043686,59594,67853964,Europe,250,1778,17
6,Italy,232248,516,33229,87,152844,2240,46175,475,3841,550,3755279,62102,60469504,Europe,260,1820,16
7,France,186238,,28662,,67191,,90385,1429,2854,439,1384633,21217,65260761,Europe,350,2277,47
8,Germany,182711,259,8577,7,164100,900,10034,744,2181,102,3952971,47194,83760156,Europe,458,9766,21
9,India,172569,7183,4971,260,81606,10686,85992,8944,125,4,3483838,2527,1378752175,Asia,7990,277359,396
10,Turkey,162120,1141,4489,28,125963,1594,31668,662,1924,53,1964364,23315,84254857,Asia,520,18769,43
11,Iran,146668,2819,7677,50,114931,1943,24060,2547,1748,92,896571,10687,83892015,Asia,572,10928,94
12,Peru,141779,,4099,,59442,,78238,926,4306,124,928797,28207,32928451,South America,232,8033,35
13,Chile,90638,3695,944,54,38598,2448,51096,1350,4745,49,546506,28611,19101165,South America,211,20234,35
14,Canada,88512,,6877,,46840,,34795,1613,2347,182,1585235,42036,37711800,North America,426,5484,24
15,Saudi Arabia,81766,1581,458,17,57013,2460,24295,384,2352,13,787465,22653,34762153,Asia,425,75900,44
16,Mexico,81400,3377,9044,447,56638,2255,15718,378,632,70,244858,1901,128807241,North America,1582,14242,526
17,Pakistan,64028,2801,1317,57,22305,2074,40406,111,290,6,520017,2359,220474171,Asia,3443,167406,424
18,Belgium,58061,212,9430,42,15682,110,32949,187,5012,814,836879,72237,11585114,Europe,200,1229,14
19,Qatar,52907,1993,36,3,20604,5205,32267,216,18394,13,212897,74016,2876377,Asia,54,79899,14
20,Netherlands,46126,176,5931,28,N/A,N/A,N/A,180,2692,346,348256,20328,17131525,Europe,371,2888,49
21,Bangladesh,42844,2523,582,23,9015,590,33247,1,260,4,287067,1745,164537836,Asia,3840,282711,573
22,Belarus,40764,906,224,5,17390,730,23150,92,4314,24,512418,54226,9449593,Europe,232,42186,18
23,Ecuador,38471,,3313,,18425,,16733,220,2184,188,110812,6290,17617555,South America,458,5318,159
24,Sweden,36476,749,4350,84,4971,,27155,289,3614,431,238800,23659,10093573,Europe,277,2320,42
25,Singapore,33860,611,23,,19631,1337,14206,8,5792,4,334691,57250,5846144,Asia,173,254180,17
26,UAE,33170,638,260,2,17097,412,15813,1,3358,26,2110493,213629,9879229,Asia,298,37997,5
27,Portugal,31946,350,1383,14,18911,274,11652,66,3132,136,778698,76349,10199255,Europe,319,7375,13
28,Switzerland,30828,32,1919,,28300,,609,32,3564,222,390697,45173,8648865,Europe,281,4507,22
29,South Africa,27403,,577,,14370,,12456,128,463,10,655723,11069,59238562,Africa,2162,102666,90
30,Colombia,25366,,822,,6665,,17879,136,499,16,283346,5574,50832596,South America,2004,61840,179
31,Indonesia,25216,678,1520,24,6492,252,17204,,92,6,300545,1100,273255522,Asia,10837,179773,909
32,Kuwait,25184,1072,194,9,9273,575,15717,191,5905,45,282341,66206,4264573,Asia,169,21982,15
33,Ireland,24841,,1639,,22089,,1113,47,5036,332,325795,66049,4932656,Europe,199,3010,15
34,Poland,23155,330,1051,13,10692,132,11412,160,612,28,873456,23077,37850199,Europe,1635,36014,43
35,Ukraine,22811,429,679,10,8934,495,13198,267,521,16,337318,7709,43755845,Europe,1918,64442,130
36,Egypt,20793,,845,,5359,,14589,41,204,8,135000,1322,102146819,Africa,4913,120884,757
37,Romania,18982,191,1248,13,12829,200,4905,182,986,65,421451,21895,19248434,Europe,1014,15423,46
38,Israel,16887,15,284,,14727,48,1876,37,1836,31,565311,61463,9197590,Asia,545,32386,16
39,Japan,16683,,867,,14147,,1669,136,132,7,281293,2223,126509583,Asia,7583,145916,450
40,Austria,16655,27,668,,15347,61,640,25,1850,74,434302,48246,9001768,Europe,540,13476,21
41,Philippines,16634,1046,942,21,3720,122,11972,81,152,9,332689,3040,109443743,Asia,6580,116182,329
42,Dominican Republic,16531,463,488,3,9266,314,6777,106,1525,45,76930,7098,10837859,North America,656,22209,141
43,Argentina,14702,,510,2,4788,171,9404,171,326,11,150486,3332,45157642,South America,3072,88544,300
44,Afghanistan,13659,623,246,11,1259,50,12154,19,352,6,35923,925,38841361,Asia,2844,157892,1081
45,Panama,12131,,320,,7379,,4432,72,2816,74,63202,14670,4308282,North America,355,13463,68
46,Denmark,11593,81,568,,10240,60,785,18,2002,98,606574,104755,5790388,Europe,499,10194,10
