#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
36,Egypt,19666,,816,,5205,13645,41,193,8,135000,1322,102141537,Africa
37,Romania,18594,,1229,2,12162,5203,198,966,64,397563,20654,19248782,Europe
38,Israel,16809,16,281,,14602,1926,41,1828,31,558516,60724,9197590,Asia
39,Japan,16651,,858,,13973,1820,147,132,7,278642,2203,126510637,Asia
40,Austria,16628,37,668,23,15286,674,30,1847,74,427372,47477,9001628,Europe
41,Dominican Republic,15723,,474,,8790,6459,123,1451,44,70972,6549,10837562,North America
42,Philippines,15588,539,921,17,3598,11069,81,142,8,315363,2882,109439758,Asia
43,Argentina,13933,,500,,4349,9084,171,309,11,140218,3105,45156510,South America
44,Afghanistan,13036,580,235,8,1209,11592,19,336,6,34903,899,38838960,Asia
45,Panama,11728,,315,,7379,4034,72,2722,73,61895,14367,4308096,North America
46,Denmark,11480,,565,,10106,809,22,1983,98,576061,99487,5790332,Europe
47,S. Korea,11344,79,269,,10340,735,15,221,5,868666,16945,51265201,Asia
48,Serbia,11275,,240,,6277,4758,10,1290,27,229485,26255,8740460,Europe
49,Bahrain,9692,,15,,5152,4525,10,5718,9,291127,171743,1695130,Asia
50,Kazakhstan,9576,272,37,,4827,4712,62,511,2,735273,39204,18755108,Asia
51,Czechia,9103,17,317,,6377,2409,21,850,30,424423,39639,10707177,Europe
52,Algeria,8857,,623,,5129,3105,32,202,14,,,43772270,Africa
53,Nigeria,8733,,254,,2501,5978,7,42,1,44458,216,205612176,Africa
54,Norway,8401,,235,,7727,439,11,1551,43,239864,44278,5417258,Europe
55,Oman,8373,,40,1,2177,6156,31,1644,8,72000,14137,5093172,Asia
56,Armenia,8216,442,113,15,3287,4816,10,2773,38,54931,18541,2962740,Asia
57,Bolivia,7768,632,280,6,689,6799,3,666,24,22294,1912,11657564,South America
58,Malaysia,7629,10,115,,6169,1345,8,236,4,519944,16084,32325930,Asia
59,Morocco,7601,,202,,4978,2421,1,206,5,170713,4630,36868513,Africa
60,Moldova,7537,,276,2,4123,3138,256,1868,68,40565,10054,4034794,Europe
61,Ghana,7303,,34,,2412,4857,16,236,1,205890,6640,31007405,Africa
62,Australia,7150,11,103,,6579,468,5,281,4,1362384,53487,25471489,Australia/Oceania
63,Finland,6743,51,313,,5100,1330,11,1217,56,176650,31887,5539940,Europe
64,Cameroon,5436,,175,,1996,3265,28,205,7,,,26477611,Africa
65,Iraq,5135,,175,,2904,2056,41,128,4,206381,5143,40130509,Asia
66,Honduras,4640,239,194,6,506,3940,13,469,20,14790,1496,9889121,North America
67,Azerbaijan,4568,,54,,2897,1617,42,451,5,280663,27705,10130533,Asia
68,Sudan,4346,200,195,11,749,3402,,99,4,401,9,43744402,Africa
69,Guatemala,4145,191,68,5,493,3584,5,232,4,31427,1757,17882519,North America
70,Luxembourg,4001,,110,,3791,100,4,6402,176,70148,112241,624975,Europe
71,Hungary,3816,23,509,4,1996,1311,24,395,53,174011,18009,9662523,Europe
72,Tajikistan,3424,,47,,1575,1802,,360,5,,,9515811,Asia
73,Uzbekistan,3396,27,14,,2668,714,4,102,0.4,460000,13763,33421893,Asia
74,Guinea,3275,,20,,1673,1582,24,250,2,14407,1100,13095550,Africa
75,Senegal,3253,,38,,1586,1629,18,195,2,37547,2249,16697987,Africa
76,Thailand,3065,11,57,,2945,63,59,44,0.8,375453,5380,69784013,Asia
77,Greece,2903,,173,,1374,1356,17,278,17,166245,15943,10427500,Europe
78,Djibouti,2697,,18,,1185,1494,,2734,18,23140,23454,986598,Africa
79,DRC,2660,114,69,1,381,2210,,30,0.8,,,89271601,Africa
80,Ivory Coast,2556,,31,,1302,1223,,97,1,25524,970,26310853,Africa
81,Bulgaria,2477,17,134,1,965,1378,22,356,19,77664,11170,6952943,Europe
82,Bosnia and Herzegovina,2435,,151,,1744,540,4,742,46,61111,18617,3282587,Europe
83,Gabon,2319,,14,,631,1674,12,1044,6,12060,5432,2220348,Africa
84,Croatia,2244,,101,,2047,96,6,546,25,64266,15646,4107462,Europe
85,El Salvador,2194,85,39,2,1002,1153,32,338,6,82243,12686,6483178,North America
86,North Macedonia,2039,,119,,1470,450,21,979,57,26463,12702,2083382,Europe
87,Cuba,1974,,82,,1724,168,4,174,7,97003,8564,11327235,North America
88,Estonia,1851,11,66,,1574,211,,1395,50,80724,60857,1326455,Europe
89,Iceland,1805,,10,,1792,3,,5293,29,59613,174800,341036,Europe
90,Somalia,1731,,67,,265,1399,2,109,4,,,15846666,Africa
91,Lithuania,1656,9,68,2,1193,395,17,608,25,287982,105665,2725434,Europe
92,Mayotte,1645,,20,,1314,311,10,6045,73,5200,19108,272138,Africa
93,Kyrgyzstan,1594,74,16,,1066,512,4,245,2,109521,16814,6513579,Asia
94,Slovakia,1520,5,28,,1332,160,,278,5,165714,30354,5459404,Europe
95,New Zealand,1504,,22,1,1474,8,,301,4,271690,54315,5002100,Australia/Oceania
96,Slovenia,1471,,108,,1354,9,2,708,52,77947,37494,2078912,Europe
97,Kenya,1471,,55,,408,1008,7,27,1,67341,1255,53650862,Africa
98,Sri Lanka,1469,,10,,745,714,1,69,0.5,59165,2764,21404986,Asia
99,Maldives,1457,,5,,197,1255,9,2700,9,11775,21822,539599,Asia
100,Haiti,1320,146,34,1,22,1264,,116,3,3475,305,11389143,North America
101,Venezuela,1245,,11,,302,932,4,44,0.4,897695,31561,28443061,South America
102,Guinea-Bissau,1195,,7,,42,1146,,609,4,1500,764,1963230,Africa
103,Lebanon,1161,,26,,692,443,3,170,4,77488,11348,6828121,Asia
104,Mali,1116,,70,,632,414,,55,3,3483,173,20189289,Africa
105,Albania,1076,26,33,,823,220,3,374,11,13993,4862,2878078,Europe
106,Tunisia,1068,17,48,,938,82,2,90,4,49951,4231,11806826,Africa
107,Hong Kong,1067,,4,,1035,28,1,142,0.5,202930,27089,7491257,Asia
108,Latvia,1061,4,24,1,741,296,3,562,13,105504,55883,1887954,Europe
109,Zambia,1057,,7,,779,271,1,58,0.4,24275,1324,18329866,Africa
110,Equatorial Guinea,1043,,12,,165,866,,746,9,854,611,1398014,Africa
111,Nepal,1042,156,5,1,187,850,,36,0.2,162730,5595,29084694,Asia
112,South Sudan,994,,10,,6,978,,89,0.9,3356,300,11181121,Africa
113,Costa Rica,984,,10,,639,335,2,193,2,24338,4782,5089715,North America
114,Niger,952,,63,,796,93,,39,3,5989,248,24110413,Africa
115,Cyprus,939,,17,,594,328,4,778,14,106028,87878,1206536,Asia
116,Paraguay,884,,11,,392,481,,124,2,26760,3756,7124097,South America
117,Burkina Faso,845,,53,,672,120,,41,3,,,20843247,Africa
118,Uruguay,803,,22,,650,131,5,231,6,40229,11585,3472627,South America
119,Sierra Leone,782,,45,,297,440,,98,6,,,7960641,Africa
120,Andorra,763,,51,,676,36,3,9877,660,3750,48541,77254,Europe
121,Nicaragua,759,,35,,370,354,,115,5,,,6616977,North America
122,Georgia,738,3,12,,573,153,6,185,3,52117,13062,3989847,Asia
123,Ethiopia,731,,6,,181,544,1,6,0.05,91616,799,114669653,Africa
124,Jordan,720,,9,,486,225,5,71,0.9,167892,16470,10193504,Asia
125,Chad,715,,64,,359,292,,44,4,,,16376161,Africa
126,Diamond Princess,712,,13,,651,48,4,,,,,0,
127,CAR,702,,1,,23,678,,146,0.2,11570,2400,4821444,Africa
128,San Marino,667,,42,,294,331,,19661,1238,4079,120236,33925,Europe
129,Malta,612,,7,,491,114,1,1386,16,64334,145738,441436,Europe
130,Madagascar,612,,2,,151,459,10,22,0.07,9681,351,27617161,Africa
131,Congo,571,,19,,161,391,,104,3,,,5504079,Africa
132,Jamaica,569,5,9,,279,281,2,192,3,11259,3804,2959976,North America
133,Channel Islands,560,,45,,512,3,,3224,259,10255,59035,173711,Europe
134,Tanzania,509,,21,,183,305,7,9,0.4,,,59555005,Africa
135,Runion,460,,1,,411,48,1,514,1,17200,19224,894714,Africa
136,Sao Tome and Principe,443,,12,,68,363,,2025,55,175,800,218753,Africa
137,Taiwan,441,,7,,420,14,,19,0.3,71581,3006,23812861,Asia
138,Palestine,435,1,3,,365,67,,85,0.6,44876,8818,5089275,Asia
139,French Guiana,406,,1,,150,255,2,1363,3,,,297878,South America
140,Togo,395,,13,,183,199,,48,2,17501,2119,8258842,Africa
141,Cabo Verde,390,,4,,155,231,,702,7,1307,2353,555410,Africa
142,Rwanda,346,,,,245,101,,27,,60443,4679,12919074,Africa
143,Isle of Man,336,,24,,306,6,2,3953,282,4669,54935,84991,Europe
144,Mauritius,334,,10,,322,2,,263,8,108501,85328,1271577,Africa
145,Vietnam,327,,,,278,49,1,3,,275000,2828,97255746,Asia
146,Montenegro,324,,9,,315,0,,516,14,10167,16188,628059,Europe
147,Mauritania,292,,16,,15,261,,63,3,2583,557,4636938,Africa
148,Uganda,281,,,,69,212,,6,,90832,1993,45586273,Africa
149,Eswatini,272,,2,,168,102,,235,2,4994,4309,1159019,Africa
150,Liberia,266,,27,,144,95,,53,5,,,5045496,Africa
151,Yemen,256,,53,,10,193,,9,2,120,4,29759172,Asia
152,Mozambique,227,,1,,71,155,,7,0.03,9036,290,31163434,Africa
153,Benin,210,,3,,134,73,,17,0.2,28179,2331,12090168,Africa
154,Myanmar,206,,6,,126,74,,4,0.1,21593,397,54375747,Asia
155,Martinique,197,,14,,91,92,,525,37,,,375291,North America
156,Faeroe Islands,187,,,,187,0,,3828,,9386,192155,48846,Europe
157,Guadeloupe,161,,14,,115,32,3,402,35,3573,8930,400118,North America
158,Mongolia,161,13,,,43,118,11,49,,13225,4041,3273095,Asia
159,Gibraltar,157,,,,147,10,,4660,,6859,203579,33692,Europe
160,Brunei,141,,2,,138,1,2,323,5,18707,42800,437082,Asia
161,Cayman Islands,140,,1,,67,72,,2133,15,10174,154978,65648,North America
162,Guyana,139,,11,,67,61,2,177,14,1500,1908,786201,South America
163,Bermuda,139,,9,,91,39,2,2231,144,6826,109570,62298,North America
164,Zimbabwe,132,,4,,25,103,,9,0.3,37039,2496,14841813,Africa
165,Cambodia,124,,,,122,2,1,7,,18392,1102,16696479,Asia
166,Syria,121,,4,,43,74,,7,0.2,,,17456890,Asia
167,Trinidad and Tobago,116,,8,,108,0,,83,6,3091,2209,1399073,North America
168,Malawi,101,,4,,37,60,1,5,0.2,3372,177,19078629,Africa
169,Aruba,101,,3,,97,1,3,946,28,2091,19593,106724,North America
170,Bahamas,100,,11,,46,43,1,255,28,2043,5200,392887,North America
171,Libya,99,,4,,40,55,,14,0.6,5154,751,6862224,Africa
172,Monaco,98,,4,,90,4,2,2499,102,,,39216,Europe
173,Barbados,92,,7,,76,9,1,320,24,5038,17533,287343,North America
174,Comoros,87,,2,,24,61,,100,2,,,867725,Africa
175,Liechtenstein,82,,1,,55,26,,2151,26,900,23611,38118,Europe
176,Sint Maarten,77,,15,,60,2,1,1798,350,438,10227,42829,North America
177,Angola,71,,4,,18,49,,2,0.1,10000,305,32757041,Africa
178,French Polynesia,60,,,,60,0,,214,,3964,14119,280757,Australia/Oceania
179,Macao,45,,,,45,0,,69,,,,648476,Asia
180,Burundi,42,,1,,20,21,,4,0.08,284,24,11853218,Africa
181,Saint Martin,40,,3,,33,4,1,1036,78,553,14326,38601,North America
182,Eritrea,39,,,,39,0,,11,,,,3541651,Africa
183,Botswana,35,,1,,20,14,,15,0.4,17991,7666,2346847,Africa
184,Bhutan,31,3,,,6,25,,40,,15862,20579,770795,Asia
185,Antigua and Barbuda,25,,3,,19,3,1,255,31,183,1870,97853,North America
186,Gambia,25,,1,,19,5,,10,0.4,1730,718,2409532,Africa
187,Timor-Leste,24,,,,24,0,,18,,1290,980,1315933,Asia
188,Grenada,23,,,,18,5,4,204,,3007,26735,112475,North America
189,Namibia,22,,,,14,8,,9,,3201,1262,2536326,Africa
190,Laos,19,,,,16,3,,3,,6066,835,7265262,Asia
191,Belize,18,,2,,16,0,,45,5,1517,3822,396910,North America
192,Curaao,18,,1,,14,3,,110,6,572,3487,164031,North America
193,Fiji,18,,,,15,3,,20,,2431,2714,895837,Australia/Oceania
194,New Caledonia,18,,,,18,0,,63,,6394,22416,285238,Australia/Oceania
195,Saint Lucia,18,,,,18,0,,98,,965,5257,183550,North America
196,St. Vincent Grenadines,18,,,,14,4,,162,,216,1948,110908,North America
197,Dominica,16,,,,16,0,,222,,433,6016,71970,North America
198,Saint Kitts and Nevis,15,,,,15,0,,282,,394,7411,53164,North America
199,Falkland Islands,13,,,,13,0,,3747,,503,144999,3469,South America
200,Greenland,13,,,,11,2,,229,,2005,35324,56761,North America
201,Suriname,12,,1,,9,2,,20,2,488,833,586135,South America
202,Turks and Caicos,12,,1,,10,1,,310,26,129,3336,38666,North America
203,Vatican City,12,,,,2,10,,14981,,,,801,Europe
204,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
205,Seychelles,11,,,,11,0,,112,,,,98290,Africa
206,MS Zaandam,9,,2,,,7,,,,,,0,
207,Western Sahara,9,,1,,6,2,,15,2,,,595825,Africa
208,British Virgin Islands,8,,1,,7,0,,265,33,167,5528,30212,North America
209,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8930081,Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,424,16183,26200,North America
211,St. Barth,6,,,,6,0,,608,,137,13875,9874,North America
212,Anguilla,3,,,,3,0,,200,,30,2001,14990,North America
213,Lesotho,2,,,,,2,,0.9,,283,132,2140653,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5796,North America
215,China,82995,2,4634,,78288,73,4,58,3,,,1439323776,Asia
,Total:,1956863,4237,118830,484,612870,1225163,18316,,,,,,North America
,Total:,720265,632,35436,6,287513,397316,11037,,,,,,South America
,Total:,1959515,9432,170877,246,942062,846576,9509,,,,,,Europe
,Total:,1034359,8204,28802,121,606486,399071,13740,,,,,,Asia
,Total:,126969,331,3722,12,52809,70438,349,,,,,,Africa
,Total:,8758,11,125,1,8154,479,5,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,5807450,22847,357807,870,2510545,2939098,52960,745.0,45.9,,,,All
