Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1262160,3558,73937,157,215489,972734,17719,,,,,North America
Europe,1438691,14327,139713,303,535829,763149,17472,,,,,Europe
Asia,553345,7535,19451,112,287048,246846,5389,,,,,Asia
South America,200569,819,10259,16,69068,121242,9862,,,,,South America
Oceania,8390,22,115,2,7165,1110,31,,,,,Australia/Oceania
Africa,43909,175,1764,1,14878,27267,130,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3507785,26436,245254,591,1130122,2132409,50607,450,31.5,,,All
USA,1162383,1609,67505,61,173910,920968,16475,3512,204,6938845,20963,North America
Spain,245567,,25100,,146233,74234,2386,5252,537,1528833,32699,Europe
Italy,209328,,28710,,79914,100704,1539,3462,475,2108837,34879,Europe
UK,182260,,28131,,N/A,153785,1559,2685,414,1129907,16644,Europe
France,168396,,24760,,50562,93074,3827,2580,379,1100228,16856,Europe
Germany,165016,49,6812,,130600,27604,2105,1970,81,2547052,30400,Europe
Russia,134687,10633,1280,58,16639,116768,2300,923,9,4100000,28095,Europe
Turkey,124375,,3336,,58259,62780,1445,1475,40,1111366,13177,Asia
Iran,97424,976,6203,47,78422,12799,2690,1160,74,496273,5909,Asia
Brazil,97100,541,6761,11,40937,49402,8318,457,32,339552,1597,South America
Canada,56714,,3566,,23801,29347,557,1503,94,832222,22050,North America
Belgium,49906,389,7844,79,12309,29753,674,4306,677,266752,23016,Europe
Peru,42534,,1200,,12434,28900,671,1290,36,355604,10785,South America
Netherlands,40571,335,5056,69,N/A,35265,708,2368,295,225899,13184,Europe
India,40263,564,1323,,10886,28054,,29,1.0,1046450,758,Asia
Switzerland,29905,88,1762,,24200,3943,141,3455,204,280220,32378,Europe
Ecuador,27464,,1371,,2132,23961,149,1557,78,73929,4190,South America
Saudi Arabia,27011,1552,184,8,4134,22693,139,776,5,352555,10127,Asia
Portugal,25190,,1023,,1671,22496,150,2470,100,426836,41860,Europe
Sweden,22317,235,2679,10,1005,18633,403,2210,265,119500,11833,Europe
Mexico,22088,1349,2061,89,13447,6580,378,171,16,91188,707,North America
Ireland,21176,,1286,,13386,6504,99,4289,260,169377,34302,Europe
