#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,31364999,14302,679673,1404,20316013,11517,10369313,30321,,,,,,North America,,,
,Asia,23468701,23020,378165,317,21922636,19560,1167900,22947,,,,,,Asia,,,
,South America,16303414,1676,425833,54,14562139,1546,1315442,19867,,,,,,South America,,,
,Europe,31132839,44895,731727,1250,17771033,61520,12630079,29278,,,,,,Europe,,,
,Africa,3664468,1547,94321,23,3162974,1621,407173,2605,,,,,,Africa,,,
,Oceania,50372,6,1078,,34103,3,15191,8,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,105985514,85446,2310812,3048,77769604,95767,25905098,105026,13597,296.5,,,,All,,,
1,USA,27407324,,470705,,17146169,,9790450,22559,82511,1417,320639539,965297,332166810,North America,12,706,1
2,India,10815222,,154956,,10509790,,150476,8944,7791,112,200672589,144564,1388123372,Asia,128,8958,7
3,Brazil,9449088,,230127,,8326798,,892163,8318,44265,1078,28600000,133980,213465018,South America,23,928,7
4,Russia,3951233,16627,76229,497,3436326,22831,438678,2300,27068,522,104000000,712465,145972105,Europe,37,1915,1
5,UK,3911573,,111264,,1862645,,1937664,3625,57439,1634,76432166,1122352,68099968,Europe,17,612,1
6,France,3296747,,78603,,231549,,2986595,3245,50440,1203,45597298,697630,65360315,Europe,20,832,1
7,Spain,2971914,,61386,,N/A,N/A,N/A,4795,63549,1313,33901309,724919,46765672,Europe,16,762,1
8,Italy,2611659,,90618,,2091923,,429118,2142,43233,1500,33873530,560743,60408290,Europe,23,667,2
9,Turkey,2516889,,26577,,2404416,,85896,1423,29652,313,30349042,357545,84881842,Asia,34,3194,3
10,Germany,2276371,,61661,,2020900,12700,193810,4222,27117,735,40705522,484908,83944861,Europe,37,1361,2
