#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33425480,9181,755733,810,23067607,6038,9602140,22044,,,,,,North America,,,
,Asia,24904928,39695,397211,501,23415572,31407,1092145,21830,,,,,,Asia,,,
,South America,17851643,1069,463750,32,16150038,869,1237855,18861,,,,,,South America,,,
,Europe,33958829,73853,810260,1395,23500566,54975,9648003,25377,,,,,,Europe,,,
,Africa,3908696,1328,103331,28,3467820,2226,337545,2550,,,,,,Africa,,,
,Oceania,51105,8,1088,,34272,4,15745,6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,114101402,125134,2531388,2766,89636581,95519,21933433,90668,14638,324.8,,,,All,,,
1,USA,29137887,975,523092,10,19534319,251,9080476,15478,87691,1574,356081932,1071639,332277970,North America,11,635,1
2,India,11089796,10702,157038,68,10766205,5066,166553,8944,7985,113,215435383,155112,1388901219,Asia,125,8844,6
3,Brazil,10457794,,252988,,9355974,,848832,8318,48971,1185,28600000,133925,213551580,South America,20,844,7
4,Russia,4234720,11534,85743,439,3799406,16020,349571,2300,29010,587,110600000,757660,145975683,Europe,34,1702,1
5,UK,4163085,,122415,,2779169,,1261501,2047,61114,1797,89162545,1308897,68120388,Europe,16,556,1
6,France,3712020,,86147,,254868,,3371005,3430,56786,1318,51853607,793250,65368578,Europe,18,759,1
7,Spain,3188553,,69142,,2647446,,471965,3021,68180,1478,38491517,823054,46766708,Europe,15,676,1
8,Italy,2888923,,97227,,2387032,,404664,2194,47827,1610,39552816,654813,60403209,Europe,21,621,2
9,Turkey,2683971,,28432,,2556785,,98754,1195,31601,335,32939661,387827,84933885,Asia,32,2987,3
10,Germany,2436730,224,70427,6,2243200,7400,123103,2848,29022,839,43950029,523463,83960193,Europe,34,1192,2
11,Colombia,2244792,,59518,,2141874,,43400,2240,43811,1162,11384738,222192,51238374,South America,23,861,5
12,Argentina,2098728,,51887,,1892834,,154007,3475,46159,1141,7365796,162000,45467818,South America,22,876,6
13,Mexico,2076882,7512,184474,782,1625328,5320,267080,4798,15998,1421,5414012,41704,129820722,North America,63,704,24
14,Poland,1696885,12100,43656,303,1414461,8909,238768,1446,44868,1154,9824524,259776,37819286,Europe,22,866,4
15,Iran,1623159,7975,59980,81,1386534,6612,176645,3729,19164,708,10797788,127488,84696825,Asia,52,1412,8
16,South Africa,1510778,,49784,,1426417,,34577,546,25265,833,9028074,150975,59798322,Africa,40,1201,7
17,Ukraine,1342016,8172,25893,151,1168321,4766,147802,177,30808,594,6845974,157161,43560183,Europe,32,1682,6
18,Indonesia,1329074,6208,35981,195,1136054,7382,157039,,4826,131,10763757,39081,275419507,Asia,207,7655,26
19,Peru,1316363,,46094,,1218409,,51860,2119,39563,1385,7489096,225084,33272390,South America,25,722,4
20,Czechia,1227595,14676,20194,93,1064022,359,143379,1507,114492,1883,7972909,743599,10722060,Europe,9,531,1
21,Netherlands,1079084,,15503,,N/A,N/A,N/A,525,62884,903,6970400,406205,17159826,Europe,16,1107,2
22,Canada,861472,,21915,,809039,,30518,567,22695,577,24205347,637666,37959267,North America,44,1732,2
23,Chile,816929,,20400,,772951,,23578,1658,42496,1061,9258233,481601,19223871,South America,24,942,2
24,Portugal,802773,,16243,,714493,,72037,522,78880,1596,8168147,802601,10177094,Europe,13,627,1
25,Romania,799164,3432,20287,54,738569,2549,40308,997,41726,1059,6039706,315342,19152885,Europe,24,944,3
26,Israel,770780,,5697,,725953,,39130,737,83802,619,11934829,1297604,9197590,Asia,12,1614,1
27,Belgium,766654,2769,22034,28,52233,142,692387,369,65961,1896,9385939,807546,11622788,Europe,15,527,1
28,Iraq,688698,,13365,,630178,,45155,386,16876,327,6773982,165987,40810326,Asia,59,3054,6
29,Sweden,657309,,12826,,N/A,N/A,N/A,223,64819,1265,5917399,583533,10140634,Europe,15,791,2
30,Pakistan,578797,1315,12837,33,544406,2013,21554,1538,2587,57,8912918,39845,223690464,Asia,386,17425,25
31,Philippines,574247,2921,12289,42,524865,293,37093,785,5195,111,8753147,79188,110535735,Asia,192,8995,13
32,Switzerland,554932,,9961,,507856,,37115,180,63813,1145,5025401,577886,8696178,Europe,16,873,2
33,Bangladesh,545831,407,8400,5,496107,609,41324,,3293,51,4030616,24315,165765220,Asia,304,19734,41
34,Morocco,482994,,8608,,468387,,5999,306,12985,231,5634712,151482,37197142,Africa,77,4321,7
35,Austria,457317,2457,8538,23,428904,1647,19875,264,50587,944,5341373,590849,9040165,Europe,20,1059,2
36,Serbia,456450,3210,4429,15,400347,,51674,160,52380,508,2930139,336251,8714140,Europe,19,1968,3
37,Japan,429472,,7722,,406584,,15166,457,3403,61,8143924,64521,126221005,Asia,294,16346,15
38,Hungary,424130,4948,14902,107,319691,1792,89537,482,43978,1545,3632712,376674,9644170,Europe,23,647,3
39,UAE,388594,3434,1213,15,379708,2171,7673,,38982,122,30439712,3053538,9968670,Asia,26,8218,0
40,Jordan,383912,,4650,,343840,,35422,256,37384,453,4540283,442111,10269551,Asia,27,2209,2
41,Saudi Arabia,377061,338,6488,5,368011,320,2562,475,10722,184,13594146,386545,35168320,Asia,93,5421,3
42,Lebanon,369692,,4610,,285050,,80032,915,54324,677,2988278,439113,6805266,Asia,18,1476,2
43,Panama,339781,,5820,,324836,,9125,195,77946,1335,1891638,433945,4359167,North America,13,749,2
44,Slovakia,306268,2848,7075,109,255300,,43893,669,56079,1295,2037732,373116,5461384,Europe,18,772,3
45,Malaysia,298315,2364,1121,10,270166,3320,27028,190,9140,34,6138208,188072,32637502,Asia,109,29115,5
46,Belarus,285959,1459,1966,9,276234,1491,7759,,30269,208,4879018,516447,9447275,Europe,33,4805,2
47,Ecuador,282599,,15713,,238817,,28069,524,15860,882,997361,55974,17818236,South America,63,1134,18
48,Nepal,274065,81,2773,2,270325,62,967,,9297,94,2160404,73286,29478959,Asia,108,10631,14
49,Georgia,270510,373,3499,14,264589,542,2422,,67897,878,2684212,673728,3984117,Asia,15,1139,1
50,Bolivia,247891,1069,11609,32,191950,869,44332,71,21048,986,712706,60516,11777226,South America,48,1014,17
51,Bulgaria,245627,,10128,,203494,,32005,378,35527,1465,1654270,239268,6913867,Europe,28,683,4
52,Croatia,242617,520,5511,8,233890,342,3216,75,59341,1348,1338842,327462,4088541,Europe,17,742,3
53,Dominican Republic,238205,,3082,,189163,,45960,220,21815,282,1196844,109609,10919236,North America,46,3543,9
54,Azerbaijan,234267,278,3218,5,228651,172,2398,,22969,316,2591235,254064,10199129,Asia,44,3169,4
55,Tunisia,231964,,7942,,196945,,27077,268,19493,667,972664,81739,11899686,Africa,51,1498,12
56,Ireland,218251,,4300,,23364,,190587,135,43879,865,3505314,704737,4973929,Europe,23,1157,1
57,Kazakhstan,212018,806,2540,,195752,631,13726,221,11204,134,7419449,392069,18923820,Asia,89,7450,3
58,Denmark,210732,520,2358,5,201848,317,6526,44,36298,406,16864538,2904865,5805619,Europe,28,2462,0
59,Costa Rica,204341,,2800,,177099,,24442,147,39874,546,669685,130680,5124632,North America,25,1830,8
60,Lithuania,197343,626,3234,8,183324,1061,10785,153,73168,1199,2115119,784217,2697111,Europe,14,834,1
61,Slovenia,189627,948,3836,13,171905,,13886,95,91205,1845,909750,437564,2079126,Europe,11,542,2
62,Kuwait,189046,,1072,,177133,,10841,155,43843,249,1772372,411044,4311878,Asia,23,4022,2
63,Greece,188201,,6439,,165718,,16044,326,18115,620,5163467,496992,10389436,Europe,55,1614,2
64,Moldova,183338,,3899,,164888,,14551,306,45518,968,710654,176438,4027779,Europe,22,1033,6
65,Palestine,181909,1061,2025,6,166119,914,13765,110,35127,391,1159257,223855,5178613,Asia,28,2557,4
