#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,32909915,8233,737032,849,22345642,6460,9827241,23814,,,,,,North America,,,
,Asia,24432408,3574,390931,58,22988420,4861,1053057,22005,,,,,,Asia,,,
,South America,17380738,1095,452960,27,15714645,884,1213133,19663,,,,,,South America,,,
,Europe,33039088,7129,789293,86,22414191,33522,9835604,26074,,,,,,Europe,,,
,Africa,3845156,,101140,,3385822,,358194,2442,,,,,,Africa,,,
,Oceania,50739,6,1084,,34237,3,15418,4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,111658765,20037,2472455,1020,86883663,45730,22302647,94002,14325,317.2,,,,All,,,
1,USA,28706473,,509875,,18899272,,9297326,17198,86401,1535,346951765,1044261,332246210,North America,12,652,1
2,India,10991651,560,156339,,10689715,2177,145597,8944,7915,113,210931530,151894,1388678977,Asia,126,8882,7
3,Brazil,10139148,,246006,,9067939,,825203,8318,47484,1152,28600000,133941,213526848,South America,21,868,7
4,Russia,4151984,,82876,,3697433,,371675,2300,28443,568,108700000,744650,145974661,Europe,35,1761,1
5,UK,4105675,,120365,,2331001,,1654309,2469,60276,1767,84710387,1243646,68114554,Europe,17,566,1
6,France,3583135,,84147,,247127,,3251861,3394,54816,1287,49251253,753466,65366217,Europe,18,777,1
7,Spain,3133122,,67101,,2497956,26367,568065,3739,66995,1435,37334915,798328,46766412,Europe,15,697,1
8,Italy,2795796,,95486,,2315687,,384623,2063,46284,1581,37807953,625911,60404661,Europe,22,633,2
9,Turkey,2631876,,27983,,2518758,,85135,1180,30993,330,32217077,379386,84919015,Asia,32,3035,3
10,Germany,2388417,,68343,,2190600,5500,129474,3177,28449,814,42872730,510658,83955812,Europe,35,1228,2
11,Colombia,2222018,,58685,,2115470,,47863,3092,43374,1146,11130308,217264,51229489,South America,23,873,5
12,Argentina,2060625,,51122,,1861433,,148070,3605,45327,1125,7106842,156328,45461026,South America,22,889,6
13,Mexico,2038276,7785,179797,832,1590696,5992,267783,4798,15703,1385,5266415,40574,129798529,North America,64,722,25
14,Poland,1631727,,42077,,1372326,,217324,1304,43145,1113,9490578,250941,37819963,Europe,23,899,4
15,Iran,1566081,,59409,,1337877,,168795,3677,18494,702,10387561,122670,84679201,Asia,54,1425,8
16,South Africa,1502367,,48940,,1409553,,43874,546,25129,819,8867659,148323,59786064,Africa,40,1222,7
17,Ukraine,1304456,4489,25103,58,1146073,1557,133280,177,29943,576,6651624,152685,43564467,Europe,33,1735,7
18,Peru,1275899,,44877,,1176128,,54894,2068,38356,1349,7214178,216871,33264858,South America,26,741,5
19,Indonesia,1271353,,34316,,1078840,,158197,,4617,125,10347047,37575,275372121,Asia,217,8025,27
20,Czechia,1146321,,19097,,1012094,,115130,1258,106916,1781,7314796,682240,10721735,Europe,9,561,1
21,Netherlands,1051965,,15200,,N/A,N/A,N/A,522,61306,886,6970400,406219,17159207,Europe,16,1129,2
22,Canada,843301,,21630,,789841,,31830,581,22219,570,23612896,622148,37953848,North America,45,1755,2
23,Portugal,796339,,15897,,696916,,83526,656,78244,1562,7977384,783819,10177579,Europe,13,640,1
24,Chile,795845,,19974,,753037,,22834,1574,41405,1039,8987249,467570,19221184,South America,24,962,2
25,Romania,777276,,19795,,722484,,34997,963,40578,1033,5861921,306026,19154977,Europe,25,968,3
26,Belgium,752379,2640,21887,28,51516,121,678976,313,64738,1883,9148606,787183,11621963,Europe,15,531,1
27,Israel,744513,,5526,,693730,,45257,872,80947,601,11590243,1260139,9197590,Asia,12,1664,1
28,Iraq,664750,,13245,,616507,,34998,316,16295,325,6512743,159644,40795494,Asia,61,3080,6
29,Sweden,631166,,12649,,N/A,N/A,N/A,207,62248,1247,5708037,562945,10139603,Europe,16,802,2
30,Pakistan,571174,1328,12601,38,534107,905,24466,1616,2554,56,8686242,38844,223620034,Asia,392,17746,26
