#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,31626821,28916,686553,781,20572059,18606,10368209,29652,,,,,,North America,,,
,Asia,23639754,61035,380406,845,22162032,69551,1097316,22602,,,,,,Asia,,,
,South America,16433575,839,428784,43,14696857,686,1307934,19860,,,,,,South America,,,
,Europe,31415603,89432,739405,2339,18052020,110374,12624178,28756,,,,,,Europe,,,
,Africa,3692500,4179,95310,107,3210919,5502,386271,2477,,,,,,Africa,,,
,Oceania,50396,11,1078,,34128,3,15190,8,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,106859370,184412,2331551,4115,78728721,204722,25799098,103355,13709,299.1,,,,All,,,
1,USA,27629565,18162,475178,245,17359011,4623,9795376,21888,83177,1430,324041860,975508,332177397,North America,12,699,1
2,India,10847142,8299,155172,58,10545693,12617,146277,8944,7814,112,201900614,145441,1388197453,Asia,128,8946,7
3,Brazil,9524640,,231561,,8397187,,895892,8318,44617,1085,28600000,133975,213473262,South America,22,922,7
4,Russia,3983197,15916,77068,407,3472091,15881,434038,2300,27287,528,104700000,717259,145972446,Europe,37,1894,1
5,UK,3959784,14104,112798,333,1950886,35257,1896100,3505,58145,1656,78206286,1148371,68101913,Europe,17,604,1
6,France,3337048,,78965,,232977,,3025106,3272,51056,1208,46330889,708845,65361102,Europe,20,828,1
7,Spain,2989085,19305,62295,303,N/A,N/A,N/A,4732,63916,1332,35782465,765142,46765771,Europe,16,751,1
8,Italy,2644707,7970,91580,307,2133523,15082,419604,2143,43781,1516,34506996,571234,60407806,Europe,23,660,2
9,Turkey,2539559,8103,26900,103,2449273,8567,63386,1310,29917,317,30755784,362315,84886799,Asia,33,3156,3
10,Germany,2293524,2014,62248,120,2041300,12100,189976,3957,27321,742,40705522,484899,83946321,Europe,37,1349,2
11,Colombia,2157216,,55993,,2027333,,73890,3482,42125,1093,10503212,205100,51210236,South America,24,915,5
12,Argentina,1980347,,49171,,1778965,,152211,3550,43576,1082,6508214,143207,45446309,South America,23,924,7
