#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,32794257,10571,733973,907,22236684,7328,9823600,24320,,,,,,North America,,,
,Asia,24401086,35341,390579,604,22959999,39604,1050508,22014,,,,,,Asia,,,
,South America,17296758,1152,451254,37,15651726,1299,1193778,19678,,,,,,South America,,,
,Europe,32963794,61282,787886,1323,21990794,51201,10185114,26134,,,,,,Europe,,,
,Africa,3836124,1837,100881,34,3377921,3133,357322,2434,,,,,,Africa,,,
,Oceania,50733,4,1084,,34234,5,15415,4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,111343473,110187,2465672,2905,86252064,102570,22625737,94584,14284,316.3,,,,All,,,
1,USA,28605493,1680,507775,29,18803861,138,9293857,17672,86099,1528,343372756,1033505,332240917,North America,12,654,1
2,India,10982707,5931,156269,29,10682821,6939,143617,8944,7909,113,210261480,151415,1388641937,Asia,126,8886,7
3,Brazil,10081693,,244955,,9029159,,807579,8318,47216,1147,28600000,133944,213522726,South America,21,872,7
4,Russia,4151984,12953,82876,480,3697433,17484,371675,2300,28443,568,108700000,744651,145974491,Europe,35,1761,1
5,UK,4095269,,119920,,2331001,,1644348,2535,60124,1761,84710387,1243664,68113581,Europe,17,568,1
6,France,3560764,,83964,,247127,,3229673,3394,54474,1285,49251253,753471,65365824,Europe,18,778,1
7,Spain,3133122,,67101,,2471589,,594432,3739,66995,1435,37334915,798328,46766363,Europe,15,697,1
8,Italy,2780882,,95235,,2303199,,382448,2059,46037,1577,37501875,620842,60404903,Europe,22,634,2
9,Turkey,2624019,,27903,,2511548,,84568,1185,30901,329,32098166,377997,84916537,Asia,32,3043,3
10,Germany,2383087,1828,68180,62,2185100,8800,129807,3177,28385,812,42872730,510663,83955082,Europe,35,1231,2
11,Colombia,2217001,,58511,,2110562,,47928,3092,43277,1142,11083972,216365,51228008,South America,23,876,5
12,Argentina,2054681,,51000,,1855645,,148036,3608,45198,1122,7061619,155337,45459894,South America,22,891,6
13,Mexico,2030491,7829,178965,857,1584704,6866,266822,4798,15644,1379,5236429,40344,129794830,North America,64,725,25
14,Poland,1631727,8510,42077,254,1372326,7110,217324,1304,43144,1113,9490578,250940,37820076,Europe,23,899,4
15,Iran,1566081,7922,59409,68,1337877,6715,168795,3677,18495,702,10387561,122674,84676264,Asia,54,1425,8
16,South Africa,1500677,,48859,,1406907,,44911,546,25102,817,8838937,147848,59784021,Africa,40,1224,7
17,Ukraine,1299967,6295,25045,73,1144516,4539,130406,177,29840,575,6651624,152682,43565181,Europe,34,1739,7
