#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33049554,2252,740747,429,22589973,6704,9718834,23159,,,,,,North America,,,
,Asia,24565114,402,392379,11,23124927,546,1047808,21996,,,,,,Asia,,,
,South America,17481247,884,455439,29,15840034,963,1185774,19635,,,,,,South America,,,
,Europe,33247373,,793814,,22788528,,9665031,25949,,,,,,Europe,,,
,Africa,3864060,,101816,,3406267,,355977,2478,,,,,,Africa,,,
,Oceania,50848,4,1085,,34248,,15515,5,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,112258917,3542,2485295,469,87784683,8213,21988939,93222,14402,318.8,,,,All,,,
1,USA,28826307,,512590,,19114140,,9199577,16582,86759,1543,349829288,1052888,332256797,North America,12,648,1
2,India,11015863,,156498,,10710483,,148882,8944,7932,113,211551746,152332,1388753057,Asia,126,8874,7
3,Brazil,10197531,,247276,,9139215,,811040,8318,47756,1158,28600000,133936,213535092,South America,21,864,7
4,Russia,4177330,,83630,,3726388,,367312,2300,28617,573,109400000,749443,145975002,Europe,35,1745,1
5,UK,4126150,,120757,,2548621,,1456772,2469,60575,1773,86272167,1266538,68116498,Europe,17,564,1
6,France,3609827,,84613,,250532,,3274682,3407,55224,1294,51162866,782702,65367004,Europe,18,773,1
7,Spain,3153971,,67636,,2542353,,543982,3533,67441,1446,38491517,823057,46766511,Europe,15,691,1
8,Italy,2818863,,95992,,2334968,,387903,2118,46667,1589,38229611,632897,60404177,Europe,21,629,2
9,Turkey,2646526,,28138,,2529450,,88938,1189,31163,331,32436998,381953,84923972,Asia,32,3018,3
10,Germany,2399500,,68772,,2198000,,132728,3057,28580,819,42872730,510649,83957272,Europe,35,1221,2
11,Colombia,2229663,,58974,,2124695,,45994,3092,43521,1151,11216586,218935,51232450,South America,23,869,5
12,Argentina,2069751,,51359,,1872213,,146179,3550,45526,1130,7174337,157805,45463290,South America,22,885,6
13,Mexico,2043632,2252,180536,429,1602024,6704,261072,4798,15744,1391,5285123,40716,129805927,North America,64,719,25
14,Poland,1642658,,42188,,1384373,,216097,1336,43434,1116,9552909,252591,37819738,Europe,23,896,4
15,Iran,1582275,,59572,,1351390,,171313,3685,18684,703,10444695,123336,84685076,Asia,54,1422,8
16,South Africa,1504588,,49150,,1413566,,41872,546,25164,822,8907857,148985,59790150,Africa,40,1216,7
17,Ukraine,1307662,,25156,,1147426,,135080,177,30018,577,6714484,154133,43563039,Europe,33,1732,6
18,Indonesia,1288833,,34691,,1096994,,157148,,4680,126,10436446,37897,275387916,Asia,214,7938,26
19,Peru,1286757,,45263,,1188995,,52499,2083,38679,1361,7281747,218886,33267369,South America,26,735,5
20,Czechia,1157180,,19330,,1017406,,120444,1263,107927,1803,7475381,697210,10721843,Europe,9,555,1
21,Netherlands,1060801,,15249,,N/A,N/A,N/A,561,61820,889,6970400,406214,17159413,Europe,16,1125,2
22,Canada,849517,,21723,,796630,,31164,556,22382,572,23799411,627032,37955654,North America,45,1747,2
23,Chile,803009,,20126,,760577,,22306,1574,41775,1047,9091927,472994,19222080,South America,24,955,2
24,Portugal,798074,,16023,,701409,,80642,627,78416,1574,8044334,790410,10177418,Europe,13,635,1
25,Romania,781329,,19894,,725526,,35909,972,40791,1039,5881162,307042,19154280,Europe,25,963,3
26,Israel,754998,,5596,,709621,,39781,814,82087,608,11640263,1265578,9197590,Asia,12,1644,1
27,Belgium,754473,,21903,,51678,,680892,314,64916,1885,9181929,790031,11622238,Europe,15,531,1
28,Iraq,671801,,13295,,620745,,37761,348,16466,326,6597133,161693,40800438,Asia,61,3069,6
29,Sweden,631166,,12649,,N/A,N/A,N/A,207,62245,1247,5708037,562926,10139947,Europe,16,802,2
30,Pakistan,572334,,12617,,535491,,24226,1605,2559,56,8718555,38984,223643510,Asia,391,17726,26
31,Philippines,563456,,12094,,522874,,28488,785,5098,109,8576408,77601,110519793,Asia,196,9138,13
32,Switzerland,550224,,9907,,499524,,40793,186,63277,1139,4916472,565405,8695487,Europe,16,878,2
33,Bangladesh,543717,,8356,,492059,,43302,,3280,50,3958776,23884,165747302,Asia,305,19836,42
34,Morocco,481263,,8559,,465297,,7407,284,12940,230,5593136,150384,37192362,Africa,77,4345,7
35,Austria,446644,,8397,,421811,,16436,255,49410,929,5120189,566417,9039605,Europe,20,1077,2
36,Serbia,439596,,4351,,400347,,34898,153,50444,499,2858176,327978,8714523,Europe,20,2003,3
37,Japan,425597,,7474,,400250,,17873,510,3372,59,7951577,62995,126225218,Asia,297,16889,16
38,Hungary,405646,,14347,,308650,,82649,394,42060,1488,3519536,364929,9644437,Europe,24,672,3
39,Saudi Arabia,375333,,6466,,366412,,2455,497,10674,184,13373336,380331,35162390,Asia,94,5438,3
40,UAE,372530,,1140,,363052,,8338,,37375,114,29516558,2961320,9967364,Asia,27,8743,0
41,Jordan,368278,,4570,,337359,,26349,197,35865,445,4405368,429020,10268445,Asia,28,2247,2
42,Lebanon,356614,,4387,,272200,,80027,941,52400,645,2912040,427889,6805598,Asia,19,1551,2
43,Panama,337087,,5756,,321439,,9892,195,77341,1321,1856433,425941,4358425,North America,13,757,2
44,Slovakia,292792,,6577,,255300,,30915,646,53612,1204,1973949,361439,5461355,Europe,19,830,3
45,Malaysia,285761,,1062,,252623,,32076,199,8757,33,5909779,181098,32632970,Asia,114,30728,6
46,Belarus,279456,,1921,,269428,,8107,,29580,203,4799410,508019,9447309,Europe,34,4918,2
47,Ecuador,274968,,15547,,238817,,20604,495,15434,873,974132,54679,17815306,South America,65,1146,18
48,Nepal,273556,,2061,,269966,,1529,,9282,70,2143315,72721,29473224,Asia,108,14300,14
49,Georgia,268502,,3447,,262244,,2811,,67392,865,2562422,643146,3984201,Asia,15,1156,2
50,Bolivia,243176,884,11470,29,186118,963,45588,71,20651,974,680462,57786,11775485,South America,48,1027,17
51,Croatia,240017,,5449,,232457,,2111,68,58701,1333,1306694,319578,4088816,Europe,17,750,3
52,Bulgaria,238591,,9933,,201029,,27629,334,34506,1437,1602871,231815,6914435,Europe,29,696,4
53,Dominican Republic,235882,,3048,,185964,,46870,239,21605,279,1181810,108244,10918048,North America,46,3582,9
54,Azerbaijan,233201,,3202,,227836,,2163,,22867,314,2555058,250542,10198132,Asia,44,3185,4
55,Tunisia,228937,,7811,,189358,,31768,278,19241,656,956810,80415,11898335,Africa,52,1523,12
56,Ireland,215743,,4137,,23364,,188242,156,43380,832,3437691,691226,4973327,Europe,23,1202,1
57,Kazakhstan,208117,,2540,,191739,,13838,221,10999,134,7017565,370880,18921366,Asia,91,7449,3
58,Denmark,208027,,2343,,199818,,5866,51,35833,404,16164539,2784399,5805397,Europe,28,2478,0
59,Costa Rica,202674,,2782,,172280,,27612,140,39553,543,662941,129376,5124124,North America,25,1842,8
60,Lithuania,194333,,3178,,179624,,11531,153,72041,1178,2074241,768943,2697523,Europe,14,849,1
61,Slovenia,185014,,3784,,170198,,11032,104,88987,1820,885991,426137,2079123,Europe,11,549,2
62,Kuwait,184989,,1049,,173182,,10758,149,42909,243,1738555,403266,4311187,Asia,23,4110,2
63,Greece,180672,,6321,,161252,,13099,326,17389,608,4958128,477202,10389989,Europe,58,1644,2
64,Egypt,178774,,10404,,138183,,30187,90,1726,100,1000000,9655,103572829,Africa,579,9955,104
65,Moldova,177407,,3799,,162595,,11013,281,44045,943,693078,172070,4027881,Europe,23,1060,6
66,Palestine,174969,,1986,,162025,,10958,85,33795,384,1119847,216299,5177313,Asia,30,2607,5
67,Guatemala,171289,,6306,,158501,,6482,5,9449,348,887834,48975,18128252,North America,106,2875,20
68,Armenia,170506,,3167,,162098,,5241,,57471,1067,707329,238412,2966829,Asia,17,937,4
69,Honduras,165095,,3996,,64678,,96421,430,16500,399,428794,42854,10005851,North America,61,2504,23
70,Qatar,160889,,257,,150715,,9917,85,57301,92,1505646,536236,2807805,Asia,17,10925,2
71,Ethiopia,153541,,2293,,131713,,19535,346,1315,20,2096810,17955,116784533,Africa,761,50931,56
72,Paraguay,152658,,3080,,127819,,21759,242,21235,428,730141,101564,7188959,South America,47,2334,10
73,Nigeria,152616,,1862,,129300,,21454,10,729,9,1441013,6881,209406648,Africa,1372,112463,145
74,Myanmar,141761,,3197,,131318,,7246,,2594,59,2483935,45456,54645381,Asia,385,17093,22
75,Oman,139692,,1555,,130653,,7484,59,26917,300,1550000,298672,5189643,Asia,37,3337,3
76,Venezuela,136545,,1320,,128579,,6646,117,4811,47,2844236,100207,28383663,South America,208,21503,10
77,Libya,130212,,2116,,116120,,11976,,18786,305,708801,102259,6931420,Africa,53,3276,10
78,Bosnia and Herzegovina,128661,,5016,,112879,,10766,,39375,1535,648158,198362,3267558,Europe,25,651,5
79,Bahrain,118530,,429,,110827,,7274,69,68153,247,3008379,1729776,1739173,Asia,15,4054,1
80,Algeria,112094,,2964,,77225,,31905,19,2527,67,,,44359341,Africa,396,14966,
81,Kenya,104306,,1827,,85626,,16853,51,1913,34,1269346,23278,54529889,Africa,523,29847,43
82,Albania,101285,,1681,,64318,,35286,38,35220,585,436091,151644,2875760,Europe,28,1711,7
83,North Macedonia,99408,,3076,,89742,,6590,131,47716,1476,503565,241713,2083319,Europe,21,677,4
