#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36530848,83713,831548,1585,28259991,72107,7439309,15972,,,,,,North America,,,
,South America,22050018,94300,581872,4190,19751605,75144,1716541,21643,,,,,,South America,,,
,Asia,30336114,279514,442017,2034,27214477,156392,2679620,27240,,,,,,Asia,,,
,Europe,41097682,188058,941108,4384,29088144,136527,11068430,33069,,,,,,Europe,,,
,Africa,4350309,13670,115149,272,3892122,6156,343038,3205,,,,,,Africa,,,
,Oceania,59066,240,1151,1,34640,12,23275,5,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,134424758,659495,2912860,12466,108241685,446338,23270213,101134,17245,373.7,,,,All,,,
1,USA,31707535,70292,573764,916,24262484,62791,6871287,9054,95364,1726,414999275,1248157,332489703,North America,10,579,1
2,Brazil,13279857,82826,345025,3928,11732193,68035,1202639,8318,62138,1614,28600000,133822,213716460,South America,16,619,7
3,India,13057863,131802,167694,802,11910709,61804,979460,8944,9392,121,252677379,181732,1390382831,Asia,106,8291,6
4,France,4939258,15869,98065,345,303639,2340,4537554,5729,75542,1500,68007540,1040120,65384318,Europe,13,667,1
5,Russia,4614834,8672,101845,365,4239038,9558,273951,2300,31612,698,122600000,839827,145982499,Europe,32,1433,1
6,UK,4370321,3030,126980,53,3945354,12577,297987,440,64119,1863,133233062,1954731,68159282,Europe,16,537,1
7,Italy,3717602,17221,112861,487,3060411,20229,544330,3663,61556,1869,52117901,862972,60393531,Europe,16,535,1
8,Turkey,3689866,55941,33201,258,3232892,37914,423773,2615,43393,390,40689742,478517,85033013,Asia,23,2561,2
9,Spain,3336637,9901,76179,142,3088946,3887,171512,2024,71343,1629,43458915,929231,46768680,Europe,14,614,1
10,Germany,2951814,24242,78473,299,2631400,16900,241941,4439,35145,934,51559277,613878,83989395,Europe,28,1070,2
11,Poland,2499507,27887,56659,954,2076504,21807,366344,3362,66099,1498,12700278,335855,37814773,Europe,15,667,3
12,Colombia,2479617,,64767,,2345471,,69379,2603,48338,1263,13042268,254247,51297612,South America,21,792,4
13,Argentina,2450068,,56832,,2174625,,218611,3642,53832,1249,9266106,203592,45513099,South America,19,801,5
14,Mexico,2261879,5499,205598,596,1798657,3444,257624,4798,17403,1582,6191679,47640,129968675,North America,57,632,21
15,Iran,2006934,22586,63884,185,1684570,8679,258480,4221,23663,753,13412327,158138,84814315,Asia,42,1328,6
16,Ukraine,1803998,19419,35962,464,1383883,10032,384153,177,41441,826,8514631,195596,43531619,Europe,24,1210,5
17,Peru,1607898,,53725,,1527112,,27061,2249,48252,1612,9709043,291365,33322600,South America,21,620,3
18,Czechia,1567848,7015,27466,56,1434281,339,106101,1349,146197,2561,13812844,1288004,10724225,Europe,7,390,1
19,South Africa,1554975,1366,53173,62,1480632,811,21170,546,25968,888,10055899,167934,59880039,Africa,39,1126,6
20,Indonesia,1552880,5504,42227,163,1399382,7640,111271,,5632,153,13208066,47901,275735418,Asia,178,6530,21
21,Netherlands,1327136,7783,16691,19,N/A,N/A,N/A,788,77321,972,10795845,628983,17163958,Europe,13,1028,2
22,Chile,1051270,8248,23979,183,986285,6040,41006,3044,54635,1246,11673902,606695,19241784,South America,18,802,2
23,Canada,1032945,4904,23201,28,946251,3519,63493,835,27186,611,28455431,748918,37995393,North America,37,1638,1
24,Romania,993613,4989,24733,172,890528,4818,78352,1495,51916,1292,7591365,396645,19138936,Europe,19,774,3
25,Belgium,908212,3539,23301,54,58568,110,826343,898,78104,2004,11511956,989996,11628288,Europe,13,499,1
26,Iraq,903439,7817,14606,34,799327,4883,89506,454,22084,357,8380401,204854,40909209,Asia,45,2801,5
27,Sweden,849629,,13595,32,N/A,N/A,N/A,345,83728,1340,7530772,742130,10147504,Europe,12,746,1
28,Israel,835486,270,6279,13,824748,588,4459,280,90837,683,13686147,1488014,9197590,Asia,11,1465,1
29,Philippines,828366,9216,14119,60,646968,598,167279,785,7483,128,10572920,95514,110695150,Asia,134,7840,10
30,Portugal,825633,602,16899,9,782895,601,25839,122,81152,1661,9291032,913226,10173859,Europe,12,602,1
31,Pakistan,705517,5329,15124,98,623399,2610,66994,3942,3147,67,10584877,47220,224159995,Asia,318,14821,21
32,Hungary,698490,4814,22681,272,419765,613,256044,1337,72446,2352,4825607,500504,9641501,Europe,14,425,2
33,Bangladesh,666132,6854,9521,74,565030,3391,91581,,4014,57,4915758,29623,165944401,Asia,249,17429,34
34,Jordan,655456,4775,7565,96,576771,6444,71120,729,63757,736,6238652,606837,10280612,Asia,16,1359,2
35,Serbia,633013,3625,5620,41,541317,4645,86076,265,72674,645,3547832,407314,8710312,Europe,14,1550,2
36,Switzerland,615024,2449,10445,13,556090,1361,48489,189,70667,1200,6300365,723923,8703085,Europe,14,833,1
37,Austria,568914,2906,9586,40,525682,2908,33646,578,62893,1060,25868498,2859734,9045771,Europe,16,944,0
38,Morocco,500323,635,8873,6,486913,564,4537,235,13433,238,6065577,162856,37244942,Africa,74,4198,6
39,Japan,492875,3299,9301,22,457050,1668,26524,464,3906,74,10244852,81193,126178877,Asia,256,13566,12
40,Lebanon,489428,3510,6549,37,395261,4064,87618,880,71954,963,3653828,537174,6801941,Asia,14,1039,2
41,UAE,478131,2112,1523,3,463032,2191,13576,,47901,153,39536623,3960900,9981727,Asia,21,6554,0
42,Saudi Arabia,395854,902,6728,9,381658,469,7468,874,11237,191,15605861,443001,35227614,Asia,89,5236,2
43,Slovakia,368470,1576,10322,79,255300,,102848,576,67465,1890,2411744,441576,5461672,Europe,15,529,2
44,Bulgaria,367376,2957,14170,136,281979,3314,71227,813,53180,2051,2240606,324341,6908183,Europe,19,488,3
45,Panama,357277,,6148,,346611,,4518,105,81820,1408,2205603,505108,4366596,North America,12,710,2
46,Malaysia,355753,1285,1308,4,340242,1175,14203,186,10885,40,8050587,246325,32682822,Asia,92,24987,4
47,Ecuador,341619,2015,17115,58,290314,,34190,582,19141,959,1180328,66134,17847533,South America,52,1043,15
48,Belarus,331808,1272,2324,10,322223,1379,7261,,35123,246,5496424,581821,9446936,Europe,28,4065,2
49,Greece,288230,3215,8680,73,240926,,38624,776,27757,836,6936671,668022,10383899,Europe,36,1196,1
50,Georgia,286406,761,3849,9,276084,537,6473,,71902,966,3584251,899823,3983284,Asia,14,1035,1
51,Croatia,285765,3217,6185,36,266813,1775,12767,171,69941,1514,1610669,394212,4085789,Europe,14,661,3
52,Azerbaijan,279181,2717,3811,31,245881,1341,29489,,27346,373,2977593,291660,10209107,Asia,37,2679,3
53,Nepal,279100,332,3038,,273608,79,2454,,9449,103,2302173,77944,29536306,Asia,106,9722,13
54,Bolivia,277966,1076,12385,19,227812,1025,37769,71,23567,1050,954381,80917,11794631,South America,42,952,12
