#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36248428,49234,825048,485,27964454,66675,7458926,15441,,,,,,North America,,,
,South America,21622044,36061,566588,1297,19325084,86398,1730372,21413,,,,,,South America,,,
,Asia,29544437,209362,435839,1424,26771254,131997,2337344,26512,,,,,,Asia,,,
,Europe,40541061,94554,928593,2162,28657580,99525,10954888,31771,,,,,,Europe,,,
,Africa,4312985,7784,114297,166,3862248,5807,336440,3096,,,,,,Africa,,,
,Oceania,58173,17,1143,,34607,5,22423,6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,132327849,397012,2871523,5534,106615933,390407,22840393,98239,16976,368.4,,,,All,,,
1,USA,31476149,38735,569082,303,24007294,57423,6899773,8724,94673,1712,410527161,1234765,332473823,North America,11,584,1
2,Brazil,13013601,28645,332752,1222,11436189,78668,1244660,8318,60895,1557,28600000,133830,213704094,South America,16,642,7
3,India,12684477,96557,165577,445,11730045,50087,788855,8944,9124,119,249019657,179116,1390271710,Asia,110,8397,6
4,France,4833263,10793,96875,197,300064,440,4436324,5433,73922,1482,67392433,1030731,65383138,Europe,14,675,1
5,Russia,4589540,8646,100717,343,4211133,7052,277690,2300,31439,690,121900000,835035,145981988,Europe,32,1449,1
6,UK,4362150,2762,126862,26,3912562,10920,322726,517,64002,1861,127546869,1871386,68156365,Europe,16,537,1
7,Italy,3678944,10680,111326,296,2997522,9323,570096,3737,60915,1843,51302838,849466,60394257,Europe,16,542,1
8,Turkey,3529601,42551,32456,193,3130977,25627,366168,2407,41512,382,39811595,468231,85025578,Asia,24,2620,2
9,Spain,3311325,4660,75783,42,3077296,4025,158246,1925,70802,1620,43458915,929234,46768532,Europe,14,617,1
10,Germany,2901967,6336,77616,59,2581500,12100,242851,3680,34552,924,50399177,600082,83987205,Europe,29,1082,2
11,Poland,2448463,9902,55005,64,2009308,30875,384150,3269,64748,1455,12452912,329310,37815112,Europe,15,687,3
12,Colombia,2446219,,64094,,2317564,,64561,2603,47691,1250,12902882,251552,51293169,South America,21,800,4
13,Argentina,2393492,,56199,,2140480,,196813,3626,52593,1235,9069998,199298,45509703,South America,19,810,5
14,Mexico,2250458,1263,204147,136,1788209,2566,258102,4798,17317,1571,6138274,47233,129957579,North America,58,637,21
15,Iran,1945964,13890,63332,172,1658978,8409,223654,4095,22946,747,13183709,155458,84805503,Asia,44,1339,6
16,Ukraine,1755888,10179,34587,254,1352139,4946,369162,177,40334,794,8356074,191945,43533761,Europe,25,1259,5
17,Peru,1582367,,52877,,1500582,,28908,2307,47492,1587,9538127,286268,33318834,South America,21,630,3
18,Czechia,1553820,1911,27057,61,1411748,88,115015,1335,144891,2523,13174904,1228537,10724062,Europe,7,396,1
19,South Africa,1552416,452,52995,8,1478088,725,21333,546,25928,885,9986203,166787,59873910,Africa,39,1130,6
20,Indonesia,1537967,3712,41815,146,1381677,5800,114475,,5578,152,12979112,47075,275711724,Asia,179,6594,21
21,Netherlands,1307466,5320,16629,8,N/A,N/A,N/A,742,76176,969,10298103,599995,17163648,Europe,13,1032,2
22,Chile,1032612,5827,23677,33,965641,7241,43294,2883,53669,1231,11537423,599644,19240441,South America,19,813,2
23,Canada,1011232,7244,23088,26,927137,4613,61007,704,26616,608,27770015,730931,37992684,North America,38,1646,1
24,Romania,977986,3611,24190,120,875487,3537,78309,1478,51096,1264,7473377,390459,19139982,Europe,20,791,3
25,Belgium,900996,3522,23169,39,58225,330,819602,821,77486,1993,11416555,981826,11627875,Europe,13,502,1
26,Iraq,879991,6423,14502,39,784199,5664,81290,458,21515,355,8238853,201430,40901793,Asia,46,2820,5
27,Israel,834603,356,6248,5,823330,543,5025,323,90741,679,13576884,1476135,9197590,Asia,11,1472,1
28,Portugal,823494,159,16885,6,780643,321,25966,112,80940,1660,9180981,902387,10174102,Europe,12,603,1
29,Sweden,813191,,13498,,N/A,N/A,N/A,319,80141,1330,7201692,709737,10146989,Europe,12,752,1
30,Philippines,803398,8355,13435,10,646237,145,143726,785,7259,121,10393648,93904,110683194,Asia,138,8238,11
31,Pakistan,692231,4323,14821,43,615960,2902,61450,3587,3089,66,10446697,46611,224124781,Asia,324,15122,21
