#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36140044,2174,824254,168,27838498,4014,7477292,15368,,,,,,North America,,,
,South America,21509925,520,563298,11,19142569,788,1804058,21426,,,,,,South America,,,
,Asia,29119493,10140,432793,97,26474099,7876,2212601,26148,,,,,,Asia,,,
,Europe,40258162,18627,924210,305,28413227,13881,10920725,31527,,,,,,Europe,,,
,Africa,4295698,,113859,,3850262,,331577,3034,,,,,,Africa,,,
,Oceania,57737,9,1142,,34602,15,21993,6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,131381780,31470,2859571,581,105753963,26574,22768246,97509,16855,366.9,,,,All,,,
1,USA,31383126,,568513,,23894632,,6919981,8661,94394,1710,410025671,1233277,332468530,North America,11,585,1
2,Brazil,12953597,,330297,,11305746,,1317554,8318,60616,1546,28600000,133832,213699972,South America,16,647,7
3,India,12485509,1382,164655,,11629289,2167,691565,8944,8981,118,248125908,178478,1390234670,Asia,111,8443,6
4,France,4741759,,96493,,297734,,4347532,5254,72523,1476,65482489,1001526,65382744,Europe,14,678,1
5,Russia,4572077,,100017,,4195869,,276191,2300,31319,685,121300000,830925,145981818,Europe,32,1460,1
6,UK,4357091,,126826,,3888455,,341810,517,63929,1861,127546869,1871413,68155392,Europe,16,537,1
7,Italy,3650247,,110704,,2974688,,564855,3714,60440,1833,50949110,843605,60394499,Europe,17,546,1
8,Turkey,3445052,,32078,,3082676,,330298,2231,40519,377,39319889,462461,85023100,Asia,25,2651,2
9,Spain,3300965,,75698,,3054725,,170542,1892,70581,1619,42707830,913175,46768483,Europe,14,618,1
10,Germany,2886020,,77502,,2569400,9000,239118,3680,34363,923,50399177,600087,83986475,Europe,29,1084,2
11,Colombia,2437197,,63932,,2309356,,63909,2603,47516,1246,12870222,250922,51291688,South America,21,802,4
12,Poland,2415584,,54737,,1945994,,414853,3209,63879,1447,12341238,326356,37815225,Europe,16,691,3
13,Argentina,2383537,,56106,,2130640,,196791,3618,52376,1233,9036839,198574,45508571,South America,19,811,5
14,Mexico,2249195,1838,204011,157,1785643,4014,259541,4798,17308,1570,6133559,47198,129953880,North America,58,637,21
15,Iran,1920394,,62999,,1642418,,214977,4024,22645,743,13038709,153754,84802566,Asia,44,1346,7
16,Ukraine,1745709,13738,34333,258,1347193,4657,364183,177,40099,789,8297800,190603,43534475,Europe,25,1268,5
17,Peru,1573961,,52625,,1492052,,29284,2373,47241,1579,9483230,284631,33317579,South America,21,633,4
18,South Africa,1551501,,52954,,1476605,,21942,546,25914,884,9956086,166290,59871867,Africa,39,1131,6
19,Czechia,1549734,,26867,,1389189,,133678,1469,144511,2505,13037523,1215732,10724008,Europe,7,399,1
20,Indonesia,1527524,,41242,,1366214,,120068,,5540,150,12897665,46781,275703827,Asia,180,6685,21
21,Netherlands,1295324,,16606,,N/A,N/A,N/A,716,75469,968,10298103,599999,17163545,Europe,13,1034,2
22,Chile,1019478,,23524,,950889,,45065,2867,52987,1223,11422507,593686,19239993,South America,19,818,2
23,Canada,1001645,,23050,,921459,,57136,704,26365,607,27770015,730948,37991781,North America,38,1648,1
24,Romania,970224,,23973,,867663,,78588,1448,50690,1252,7437427,388574,19140331,Europe,20,798,3
25,Belgium,897474,4889,23130,47,57895,224,816449,801,77184,1989,11372138,978018,11627738,Europe,13,503,1
26,Iraq,868200,,14430,,773232,,80538,481,21228,353,8158395,199475,40899321,Asia,47,2834,5
27,Israel,834070,,6236,,821748,,6086,351,90684,678,13576884,1476135,9197590,Asia,11,1475,1
28,Portugal,823142,,16875,,779973,,26294,126,80905,1659,9126967,897071,10174182,Europe,12,603,1
29,Sweden,813191,,13498,,N/A,N/A,N/A,319,80142,1330,7201692,709749,10146817,Europe,12,752,1
30,Philippines,784043,,13423,,604905,,165715,785,7084,121,10351275,93525,110679208,Asia,141,8245,11
31,Pakistan,687908,5020,14778,81,613058,3367,60072,3568,3069,66,10403335,46420,224113042,Asia,326,15165,22
32,Hungary,679413,,21504,,415601,,242308,1437,70466,2230,4726187,490178,9641768,Europe,14,448,2
33,Bangladesh,630277,,9213,,549775,,71289,,3799,56,4752661,28643,165926483,Asia,263,18010,35
34,Jordan,626875,,7130,,534492,,85253,729,60983,694,6030272,586631,10279506,Asia,16,1442,2
35,Serbia,614365,,5422,,510932,,98011,297,70530,622,3471955,398585,8710695,Europe,14,1607,3
36,Switzerland,605342,,10351,,548375,,46616,158,69560,1189,6126488,704000,8702394,Europe,14,841,1
37,Austria,556012,,9434,,509550,,37028,531,61470,1043,24402915,2697883,9045210,Europe,16,959,0
38,Morocco,497832,,8842,,484793,,4197,237,13368,237,6012128,161442,37240162,Africa,75,4212,6
39,Japan,480165,,9213,,449091,,21861,408,3805,73,10005007,79290,126183089,Asia,263,13696,13
40,Lebanon,477113,,6379,,380472,,90262,914,70140,938,3581760,526553,6802274,Asia,14,1066,2
41,UAE,468023,,1504,,452321,,14198,,46894,151,38332888,3840809,9980421,Asia,21,6636,0
42,Saudi Arabia,392009,,6690,,379312,,6007,761,11130,190,15299171,434368,35221685,Asia,90,5265,2
43,Slovakia,364622,,9948,,255300,,99374,582,66760,1821,2379759,435722,5461643,Europe,15,549,2
44,Panama,356073,,6131,,345120,,4822,105,81559,1404,2175451,498288,4365853,North America,12,712,2
45,Bulgaria,352259,,13507,,269575,,69177,758,50987,1955,2166074,313526,6908751,Europe,20,511,3
46,Malaysia,349610,,1286,,333892,,14432,167,10699,39,7814774,239143,32678290,Asia,93,25411,4
47,Ecuador,333175,,16929,,281684,,34562,543,18671,949,1157905,64888,17844603,South America,54,1054,15
48,Belarus,326065,,2276,,316649,,7140,,34515,241,5424844,574242,9446970,Europe,29,4151,2
49,Georgia,283369,,3804,,274145,,5420,,71138,955,3472885,871847,3983367,Asia,14,1047,1
50,Croatia,278650,,6025,,258872,,13753,158,68195,1475,1575650,385616,4086064,Europe,15,678,3
51,Nepal,277768,,3032,,273123,,1613,,9406,103,2281832,77270,29530571,Asia,106,9740,13
52,Bolivia,274467,520,12316,11,224548,788,37603,71,23274,1044,923599,78318,11792890,South America,43,958,13
53,Greece,273459,,8302,,228965,,36192,755,26334,799,6708228,645988,10384453,Europe,38,1251,2
54,Azerbaijan,268174,,3648,,240870,,23656,,26271,357,2916745,285728,10208109,Asia,38,2798,3
55,Tunisia,258335,,8931,,218775,,30629,346,21687,750,1127477,94652,11911842,Africa,46,1334,11
56,Dominican Republic,254136,,3341,,213725,,37070,162,23251,306,1319083,120685,10929928,North America,43,3271,8
57,Kazakhstan,253107,2054,3092,7,223835,1229,26180,221,13359,163,8669927,457615,18945906,Asia,75,6127,2
58,Palestine,248482,,2681,,220418,,25383,200,47874,517,1566946,301898,5190308,Asia,21,1936,3
59,Ireland,237695,,4715,,23364,,209616,65,47736,947,4061084,815585,4979352,Europe,21,1056,1
60,Kuwait,235989,,1339,,220521,,14129,239,54651,310,2084208,482669,4318093,Asia,18,3225,2
61,Moldova,234394,,5092,,213559,,15743,324,58208,1265,865341,214892,4026861,Europe,17,791,5
62,Denmark,232718,,2428,,221004,,9286,39,40071,418,26262099,4522007,5807620,Europe,25,2392,0
63,Slovenia,219420,,4068,,201446,,13906,123,105533,1957,1074679,516883,2079154,Europe,9,511,2
64,Paraguay,219393,,4344,,180369,,34680,428,30477,603,930333,129239,7198532,South America,33,1657,8
65,Lithuania,218878,,3602,,201598,,13678,141,81264,1337,2396905,889917,2693403,Europe,12,748,1
66,Costa Rica,216764,,2957,,192699,,21108,163,42261,577,811544,158220,5129203,North America,24,1735,6
67,Ethiopia,213311,,2936,,161226,,49149,818,1822,25,2382196,20344,117096693,Africa,549,39883,49
68,Egypt,204256,,12123,,155886,,36247,90,1968,117,2507491,24161,103784089,Africa,508,8561,41
69,Armenia,196044,,3575,,175401,,17068,,66065,1205,869652,293066,2967432,Asia,15,830,3
70,Guatemala,195239,,6884,,179398,,8957,5,10748,379,1058820,58291,18164523,North America,93,2639,17
