#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36893992,2101,838726,421,28615550,3043,7439716,16377,,,,,,North America,,,
,Asia,31544327,12702,451043,156,28011519,9146,3081765,28144,,,,,,Asia,,,
,South America,22591537,989,597374,18,20205818,876,1788345,22369,,,,,,South America,,,
,Europe,41792276,13433,954748,487,29670668,30438,11166860,33349,,,,,,Europe,,,
,Africa,4395889,,116265,,3933517,,346107,3659,,,,,,Africa,,,
,Oceania,59937,11,1153,1,34700,2,24084,5,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,137278679,29236,2959324,1083,110472478,43505,23846877,103903,17612,379.7,,,,All,,,
1,USA,31990143,,576298,,24560856,,6852989,9321,96206,1733,420822699,1265571,332516170,North America,10,577,1
2,India,13689453,3380,171089,,12253697,3257,1264667,8944,9845,123,259207108,186404,1390568032,Asia,102,8128,5
3,Brazil,13521409,,355031,,11957068,,1209310,8318,63262,1661,28600000,133809,213737070,South America,16,602,7
4,France,5067216,,99135,,310934,,4657147,5916,77497,1516,70140847,1072715,65386285,Europe,13,660,1
5,Russia,4649710,,103263,,4272165,,274282,2300,31851,707,123900000,848727,145983351,Europe,31,1414,1
6,UK,4373343,,127100,,3981812,,264431,406,64159,1865,136821861,2007241,68164143,Europe,16,536,0
7,Turkey,3903573,,34182,,3372629,,496762,2891,45900,402,41892922,492595,85045404,Asia,22,2488,2
8,Italy,3779594,,114612,,3140565,,524417,3593,62584,1898,53245501,881660,60392321,Europe,16,527,1
9,Spain,3370256,,76525,,3111026,,182705,2163,72062,1636,44285495,946900,46768927,Europe,14,611,1
10,Germany,3021064,,79110,,2700200,16300,241754,4662,35968,942,51559277,613852,83993045,Europe,28,1062,2
11,Poland,2586647,,58481,,2197782,,330384,3483,68404,1547,13062929,345450,37814209,Europe,15,647,3
12,Colombia,2552937,,66156,,2395733,,91048,3079,49760,1289,13367485,260549,51305017,South America,20,776,4
13,Argentina,2551999,,57957,,2247124,,246918,3819,56065,1273,9655684,212125,45518759,South America,18,785,5
14,Mexico,2281840,1627,209702,364,1812694,2773,259444,4798,17554,1613,6279527,48309,129987170,North America,57,620,21
15,Iran,2093452,,64764,,1720084,,308604,4440,24678,763,13770167,162329,84829001,Asia,41,1310,6
16,Ukraine,1872785,11680,37758,457,1430234,14019,404793,177,43025,867,8677716,199359,43528048,Europe,23,1153,5
17,Peru,1653320,,55230,,1575242,,22848,2073,49606,1657,10026470,300834,33328876,South America,20,603,3
18,Czechia,1581184,,27918,,1466296,,86970,1157,147437,2603,14397254,1342465,10724495,Europe,7,384,1
19,Indonesia,1571824,,42656,,1419796,,109372,,5700,155,13433306,48711,275774906,Asia,175,6465,21
20,South Africa,1559113,,53356,,1484356,,21401,546,26033,891,10154978,169560,59890253,Africa,38,1122,6
21,Netherlands,1357340,,16791,,N/A,N/A,N/A,789,79078,978,11292587,657905,17164474,Europe,13,1022,2
22,Chile,1082920,,24483,,1012904,,45533,3203,56273,1272,11971224,622075,19244023,South America,18,786,2
