#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36056378,3089,823097,194,27758095,3932,7475186,15393,,,,,,North America,,,
,South America,21428341,620,560602,25,19076070,836,1791669,21337,,,,,,South America,,,
,Asia,28928492,27993,431489,326,26343014,13675,2153989,26465,,,,,,Asia,,,
,Europe,40161938,84313,922570,1841,28347993,76068,10891375,31449,,,,,,Europe,,,
,Africa,4286953,36,113691,,3844205,30,329057,3038,,,,,,Africa,,,
,Oceania,57728,158,1142,,34587,9,21999,6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,130920551,116209,2852606,2386,105404670,94550,22663275,97688,16796,366.0,,,,All,,,
1,USA,31315968,,567610,,23825896,,6922462,8707,94194,1707,408676337,1229238,332463237,North America,11,586,1
2,Brazil,12912379,,328366,,11276628,,1307385,8318,60424,1537,28600000,133835,213695850,South America,17,651,7
3,India,12392260,1131,164141,,11569241,2181,658878,8944,8914,118,246959192,177643,1390197629,Asia,112,8470,6
4,France,4741759,,96280,,297734,,4347745,5254,72524,1473,65482489,1001532,65382351,Europe,14,679,1
5,Russia,4572077,9021,100017,384,4195869,9618,276191,2300,31320,685,121300000,830926,145981647,Europe,32,1460,1
6,UK,4353668,,126816,,3873487,,353365,517,63879,1861,127546869,1871439,68154420,Europe,16,537,1
7,Italy,3629000,,110328,,2953377,,565295,3704,60088,1827,50589896,837654,60394741,Europe,17,547,1
8,Turkey,3400296,,31892,,3059462,,308942,2182,39994,375,39070763,459545,85020622,Asia,25,2666,2
9,Spain,3291394,,75541,,3054725,,161128,1843,70376,1615,42707830,913176,46768434,Europe,14,619,1
10,Germany,2872379,,77421,,2560400,12200,234558,3680,34201,922,50399177,600092,83985745,Europe,29,1085,2
11,Colombia,2428048,,63777,,2300887,,63384,2603,47339,1243,12833890,250221,51290207,South America,21,804,4
12,Poland,2415584,28073,54737,571,1945994,34745,414853,3209,63878,1447,12341238,326355,37815338,Europe,16,691,3
