#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36659379,5927,834272,929,28364708,3394,7460399,16083,,,,,,North America,,,
,South America,22270149,1442,587870,16,19899341,985,1782938,21864,,,,,,South America,,,
,Asia,30664348,34620,444749,482,27428480,14312,2791119,27580,,,,,,Asia,,,
,Europe,41391466,79477,947706,2076,29334710,82619,11109050,33015,,,,,,Europe,,,
,Africa,4366348,53,115490,,3906951,,343907,3529,,,,,,Africa,,,
,Oceania,59610,359,1151,,34672,9,23787,5,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,135412021,121878,2931253,3503,108969568,101319,23511200,102076,17372,376.1,,,,All,,,
1,USA,31802772,,574840,,24346766,,6881166,9078,95647,1729,416789330,1253501,332500290,North America,10,578,1
2,Brazil,13375414,,348934,,11791885,,1234595,8318,62582,1633,28600000,133817,213724704,South America,16,613,7
3,India,13205926,3143,168467,,11990859,2919,1046600,8944,9498,121,255214803,183547,1390456911,Asia,105,8254,5
4,France,4980501,,98395,,303639,,4578467,5729,76172,1505,68007540,1040108,65385105,Europe,13,665,1
5,Russia,4632688,8704,102649,402,4258279,9579,271760,2300,31734,703,123300000,844620,145982840,Europe,32,1422,1
6,UK,4365461,,127040,,3957317,,281104,421,64046,1864,134289127,1970169,68161226,Europe,16,537,1
7,Turkey,3745657,,33454,,3268678,,443525,2658,44047,393,40994845,482077,85037969,Asia,23,2542,2
8,Italy,3736526,,113579,,3086586,,536361,3603,61870,1881,52480874,868989,60393047,Europe,16,532,1
9,Spain,3347512,,76328,,3095922,,175262,2050,71576,1632,43458915,929229,46768779,Europe,14,613,1
10,Germany,2974110,,78689,,2661500,13900,233921,4439,35410,937,51559277,613868,83990855,Europe,28,1067,2
11,Poland,2552898,24856,58176,749,2143065,35289,351657,3373,67511,1538,12912603,341472,37814548,Europe,15,650,3
12,Colombia,2504206,,65283,,2365566,,73357,2603,48814,1273,13174589,256812,51300574,South America,20,786,4
13,Argentina,2497881,,57350,,2203926,,236605,3718,54880,1260,9451754,207661,45515363,South America,18,794,5
14,Mexico,2272064,5045,207020,874,1804913,2880,260131,4798,17481,1593,6241611,48021,129976073,North America,57,628,21
15,Iran,2029412,,64039,,1693005,,272368,4278,23926,755,13494296,159093,84820190,Asia,42,1325,6
16,Ukraine,1841137,17463,36779,398,1405826,10722,398532,177,42296,845,8568004,196829,43530191,Europe,24,1184,5
17,Peru,1628519,,54285,,1547807,,26427,2313,48868,1629,9876422,296366,33325110,South America,20,614,3
18,Czechia,1577972,4791,27734,52,1448843,380,101395,1287,147139,2586,14230215,1326909,10724333,Europe,7,387,1
19,Indonesia,1562868,4723,42443,95,1409288,3629,111137,,5668,154,13280778,48162,275751213,Asia,176,6497,21
20,South Africa,1556242,,53226,,1481637,,21379,546,25988,889,10086459,168433,59884124,Africa,38,1125,6
21,Netherlands,1334771,,16731,,N/A,N/A,N/A,785,77765,975,10795845,628976,17164165,Europe,13,1026,2
22,Chile,1060421,,24108,,991676,,44637,3075,55108,1253,11751801,610715,19242680,South America,18,798,2
23,Canada,1045278,,23251,,954017,,68010,928,27509,612,28725621,755993,37997200,North America,36,1634,1
24,Romania,998555,,24867,,896573,,77115,1496,52176,1299,7630875,398724,19138239,Europe,19,770,3
25,Belgium,917917,4860,23390,42,59165,263,835362,925,78936,2011,11620846,999336,11628563,Europe,13,497,1
