#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,4494881,9530,195826,627,2184637,5192,2114418,20171,,,,,,North America,,,
,South America,3222488,2036,116632,57,2104304,318,1001552,13691,,,,,,South America,,,
,Asia,3344731,13466,78751,322,2374841,15126,891139,19843,,,,,,Asia,,,
,Europe,2664504,6820,198991,102,1586700,4255,878813,5300,,,,,,Europe,,,
,Africa,706248,179,15001,5,370761,46,320486,1066,,,,,,Africa,,,
,Oceania,13481,364,144,4,9886,112,3451,29,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,14447054,32395,605360,1117,8631780,25049,5209914,60104,1853,77.7,,,,All,,,
1,USA,3833716,445,142881,4,1775450,231,1915385,16673,11579,432,47603813,143776,331097557,North America,86,2317,7
2,Brazil,2075246,,78817,,1366775,,629654,8318,9760,371,4911063,23096,212632374,South America,102,2698,43
3,India,1078782,918,26838,10,677856,226,374088,8944,781,19,13791869,9989,1380641231,Asia,1280,51444,100
4,Russia,771546,6109,12342,95,550344,3481,208860,2300,5287,85,24991740,171249,145937686,Europe,189,11824,6
5,South Africa,350879,,4948,,182230,,163701,539,5913,83,2422741,40826,59342751,Africa,169,11993,24
6,Peru,349500,,12998,,238086,,98416,1311,10593,394,2042218,61900,32992469,South America,94,2538,16
7,Mexico,338913,7615,38888,578,213006,4570,87019,378,2627,301,814653,6315,128995882,North America,381,3317,158
8,Chile,328846,,8445,,299449,,20952,1792,17195,442,1388319,72596,19124005,South America,58,2265,14
9,Spain,307335,,28420,,N/A,N/A,N/A,617,6573,608,6026446,128892,46755711,Europe,152,1645,8
10,UK,294066,,45273,,N/A,N/A,N/A,142,4331,667,13112764,193109,67903554,Europe,231,1500,5
11,Iran,271606,,13979,,235300,,22327,3529,3232,166,2123518,25267,84041815,Asia,309,6012,40
12,Pakistan,263496,1580,5568,46,204276,5767,53652,1763,1192,25,1721660,7788,221072824,Asia,839,39704,128
13,Saudi Arabia,248416,,2447,,194218,,51751,2182,7131,70,2622786,75286,34837754,Asia,140,14237,13
14,Italy,244216,,35042,,196806,,12368,50,4039,580,6202524,102594,60457165,Europe,248,1725,10
15,Turkey,218717,,5475,,201013,,12229,1231,2592,65,4232067,50154,84381245,Asia,386,15412,20
16,Bangladesh,204525,2459,2618,37,111642,1544,90265,1,1241,16,1028299,6241,164766291,Asia,806,62936,160
17,Germany,202572,,9162,,187800,300,5610,249,2417,109,6884614,82158,83797389,Europe,414,9146,12
18,Colombia,190700,,6516,,85836,,98348,1040,3746,128,1185984,23297,50908124,South America,267,7813,43
19,France,174674,,30152,,79233,,65289,477,2676,462,2618722,40115,65280829,Europe,374,2165,25
20,Argentina,122524,,2220,,52607,,67697,752,2710,49,531753,11760,45215376,South America,369,20367,85
21,Canada,109999,,8848,,96914,,4237,2177,2913,234,3481804,92214,37757861,North America,343,4267,11
22,Qatar,106308,,154,,103023,,3131,132,37862,55,438990,156346,2807805,Asia,26,18233,6
23,Iraq,90220,,3691,,58492,,28037,397,2241,92,777287,19307,40259056,Asia,446,10907,52
24,Egypt,87172,,4251,,27868,,55053,41,851,42,135000,1318,102416176,Africa,1175,24092,759
25,Indonesia,86521,1639,4143,127,45401,2133,36977,,316,15,1201014,4389,273658307,Asia,3163,66053,228
26,Sweden,77281,,5619,,N/A,N/A,N/A,56,7650,556,681820,67491,10102333,Europe,131,1798,15
27,Ecuador,73382,,5282,,31757,,36343,342,4156,299,202649,11478,17654908,South America,241,3342,87
28,Kazakhstan,70339,1636,375,,43029,2773,26935,221,3744,20,1777280,94602,18787010,Asia,267,50099,11
29,Philippines,67456,2241,1831,58,22465,398,43160,522,615,17,1117568,10192,109646997,Asia,1625,59884,98
30,Oman,66661,1157,318,10,44004,1232,22339,165,13041,62,270788,52974,5111683,Asia,77,16074,19
31,Belarus,65953,,495,,57856,,7602,89,6980,52,1183007,125197,9449162,Europe,143,19089,8
32,Belgium,63706,207,9800,,17289,,36617,28,5496,845,1444885,124644,11592126,Europe,182,1183,8
33,Kuwait,58904,,407,,49020,,9477,137,13784,95,457340,107021,4273378,Asia,73,10500,9
34,Bolivia,58138,2036,2106,57,18200,318,37832,71,4977,180,126510,10831,11680191,South America,201,5546,92
35,Ukraine,58111,,1477,,30525,,26109,96,1329,34,864596,19776,43719426,Europe,752,29600,51
36,UAE,56711,,338,,48917,,7456,1,5731,34,4461205,450815,9895877,Asia,174,29278,2
37,Panama,52261,,1071,,27494,,23696,173,12104,248,183261,42444,4317753,North America,83,4032,24
38,Netherlands,51581,,6136,,N/A,N/A,N/A,15,3010,358,764079,44587,17136793,Europe,332,2793,22
39,Dominican Republic,51519,,971,,24607,,25941,245,4747,89,209252,19281,10853005,North America,211,11177,52
40,Israel,49575,210,406,5,21440,92,27729,238,5390,44,1411893,153507,9197590,Asia,186,22654,7
41,Portugal,48390,,1684,,33153,,13553,65,4746,165,1413519,138646,10195130,Europe,211,6054,7
42,Singapore,47912,257,27,,43833,,4052,,8187,5,1009532,172494,5852547,Asia,122,216761,6
43,Poland,40104,358,1624,6,30292,368,8188,67,1060,43,1936889,51180,37844445,Europe,944,23303,20
44,Guatemala,38042,,1449,,23365,,13228,5,2122,81,64590,3602,17929670,North America,471,12374,278
45,Romania,36691,,2009,,22488,,12194,280,1908,104,943733,49074,19230649,Europe,524,9572,20
46,Nigeria,36107,,778,,14938,,20391,7,175,4,209446,1015,206340267,Africa,5715,265219,985
47,Bahrain,36004,,124,,31765,,4115,51,21134,73,717723,421303,1703581,Asia,47,13739,2
48,Afghanistan,35475,174,1181,17,23634,361,10660,31,910,30,83771,2150,38963823,Asia,1098,32992,465
49,Armenia,34877,415,641,10,23294,171,10942,10,11769,216,146717,49508,2963525,Asia,85,4623,20
50,Switzerland,33492,,1969,,29900,,1623,22,3868,227,722116,83408,8657672,Europe,258,4397,12
51,Honduras,32793,1048,891,34,3661,96,28241,51,3309,90,78825,7953,9911520,North America,302,11124,126
52,Azerbaijan,27133,,349,,18450,,8334,66,2675,34,619786,61102,10143504,Asia,374,29064,16
53,Ghana,27060,,145,,23044,,3871,8,870,5,344137,11066,31099744,Africa,1149,214481,90
54,Ireland,25750,,1753,,23364,,633,8,5212,355,550728,111476,4940338,Europe,192,2818,9
55,Kyrgyzstan,24606,,900,,10704,,13002,24,3769,138,262894,40266,6528886,Asia,265,7254,25
56,Japan,24132,,985,,19366,,3781,41,191,8,626149,4952,126455870,Asia,5240,128382,202
57,Algeria,22549,,1068,,15744,,5737,67,514,24,,,43884919,Africa,1946,41091,
58,Moldova,20794,,680,,14183,,5931,362,5155,169,128076,31753,4033468,Europe,194,5932,31
59,Serbia,20498,,461,,14047,,5990,187,2347,53,542136,62061,8735483,Europe,426,18949,16
60,Austria,19655,82,711,,17599,98,1345,14,2182,79,748669,83103,9008915,Europe,458,12671,12
61,Nepal,17502,,40,,11637,,5825,,600,1,624231,21408,29159246,Asia,1666,728981,47
62,Morocco,17015,,269,,14620,,2126,31,461,7,990514,26821,36930654,Africa,2170,137289,37
63,Uzbekistan,16429,243,83,,9127,,7219,70,491,2,1377915,41143,33490836,Asia,2039,403504,24
64,Cameroon,16157,,373,,13728,,2056,52,608,14,135000,5081,26571780,Africa,1645,71238,197
65,Ivory Coast,13912,,91,,8000,,5821,,527,3,82616,3129,26403938,Africa,1898,290153,320
66,Czechia,13855,,358,,8733,,4764,21,1294,33,618243,57726,10709991,Europe,773,29916,17
67,S. Korea,13745,34,295,1,12556,37,894,15,268,6,1465299,28579,51271449,Asia,3730,173802,35
68,Denmark,13173,,611,,12209,,353,5,2274,105,1306743,225564,5793223,Europe,440,9482,4
69,Kenya,12750,,225,,4440,,8085,44,237,4,238163,4425,53819531,Africa,4221,239198,226
70,El Salvador,11846,338,335,11,6705,145,4806,414,1826,52,209446,32283,6487818,North America,548,19367,31
71,Australia,11802,361,122,4,8273,112,3407,29,463,5,3473457,136142,25513510,Australia/Oceania,2162,209127,7
72,Venezuela,11483,,110,,3972,,7401,17,404,4,1426989,50190,28431664,South America,2476,258470,20
73,Sudan,10682,,673,,5637,,4372,,243,15,401,9,43890246,Africa,4109,65216,109452
74,Costa Rica,10551,,54,,2902,,7595,41,2070,11,65819,12915,5096318,North America,483,94376,77
75,Ethiopia,9147,,163,,2430,,6554,35,79,1,250604,2178,115075460,Africa,12581,705984,459
76,Norway,9028,,255,,8138,,635,1,1665,47,397106,73223,5423273,Europe,601,21268,14
77,North Macedonia,9026,,414,,4727,,3885,55,4332,199,84916,40759,2083370,Europe,231,5032,25
78,Malaysia,8779,15,123,1,8553,7,103,2,271,4,868394,26815,32384845,Asia,3689,263291,37
79,Senegal,8669,,163,,5859,,2647,45,517,10,95942,5724,16760892,Africa,1933,102828,175
80,Bulgaria,8638,,299,,4081,,4258,34,1244,43,203366,29280,6945554,Europe,804,23229,34
81,Palestine,8549,345,59,,1921,325,6569,,1674,12,155355,30425,5106168,Asia,597,86545,33
82,DRC,8403,79,194,1,4335,22,3874,,94,2,,,89660196,Africa,10670,462166,
83,Bosnia and Herzegovina,8161,,246,,3648,,4267,,2488,75,119550,36451,3279703,Europe,402,13332,27
84,Finland,7335,17,328,,6880,,127,1,1324,59,306192,55258,5541159,Europe,755,16894,18
85,Haiti,7053,78,146,,3877,139,3030,,618,13,15645,1371,11408889,North America,1618,78143,729
86,Madagascar,6849,,55,,3339,,3455,92,247,2,32491,1172,27718632,Africa,4047,503975,853
87,Tajikistan,6834,,57,,5529,,1248,,716,6,,,9546321,Asia,1397,167479,
88,French Guiana,6655,,37,,4272,,2346,23,22259,124,13337,44608,298981,South America,45,8081,22
89,Guinea,6491,,39,,5257,,1195,24,494,3,14407,1096,13146345,Africa,2025,337086,912
90,Gabon,6315,,46,,3865,,2404,11,2835,21,57095,25628,2227830,Africa,353,48431,39
91,Mauritania,5813,,153,,3279,,2381,8,1249,33,13842,2974,4654361,Africa,801,30421,336
92,Luxembourg,5483,,111,,4333,,1039,4,8753,177,333457,532319,626423,Europe,114,5643,2
93,Djibouti,5003,,56,,4809,,138,,5060,57,53305,53918,988640,Africa,198,17654,19
94,CAR,4485,,55,,1348,,3082,2,928,11,28211,5837,4833388,Africa,1078,87880,171
95,Hungary,4333,18,596,,3223,1,514,3,449,62,307846,31871,9659052,Europe,2229,16206,31
96,Croatia,4253,,120,,2929,,1204,8,1036,29,102189,24901,4103884,Europe,965,34199,40
97,Albania,4008,,111,,2264,,1633,14,1393,39,31052,10791,2877633,Europe,718,25925,93
98,Greece,3983,,194,,1374,,2415,12,382,19,406040,38966,10420303,Europe,2616,53713,26
99,Paraguay,3629,,29,,1643,,1957,12,509,4,102784,14402,7136543,South America,1967,246088,69
100,Thailand,3249,3,58,,3096,,95,1,47,0.8,603657,8647,69808827,Asia,21486,1203600,116
101,Nicaragua,3147,,99,,2282,,766,,475,15,,,6628172,North America,2106,66951,
102,Somalia,3111,,93,,1452,,1566,2,196,6,,,15909906,Africa,5114,171074,
103,Equatorial Guinea,3071,,51,,842,,2178,,2186,36,16000,11391,1404596,Africa,457,27541,88
