#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,4624206,60386,197029,712,2252709,39504,2174468,20081,,,,,,North America,,,
,South America,3292380,27081,118877,986,2168818,45954,1004685,13652,,,,,,South America,,,
,Asia,3459092,61843,81121,1226,2458727,47274,919244,19609,,,,,,Asia,,,
,Europe,2687570,12674,199331,217,1594162,5374,894077,5324,,,,,,Europe,,,
,Africa,728159,3289,15303,93,386055,2704,326801,1047,,,,,,Africa,,,
,Oceania,13750,269,145,1,10057,171,3548,33,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,14805878,165542,611821,3235,8871179,140981,5322878,59750,1899,78.5,,,,All,,,
1,USA,3950373,51823,143668,379,1836376,34038,1970329,16571,11931,434,48998250,147985,331102850,North America,84,2305,7
2,Brazil,2118646,18750,80120,587,1409202,37973,629324,8318,9964,377,4911063,23096,212636496,South America,100,2654,43
3,India,1154917,36810,28099,596,724702,24303,402116,8944,836,20,14047908,10175,1380678271,Asia,1195,49136,98
4,Russia,777486,5940,12427,85,553602,3258,211457,2300,5328,85,25251614,173030,145937857,Europe,188,11744,6
5,South Africa,364328,,5033,,191059,,168236,539,6139,85,2471747,41651,59344794,Africa,163,11791,24
6,Peru,357681,4091,13384,197,245081,3126,99216,1303,10841,406,2084311,63173,32993724,South America,92,2465,16
7,Mexico,344224,5311,39184,296,217423,4417,87617,378,2668,304,821922,6372,128999581,North America,375,3292,157
8,Chile,333029,2099,8633,130,303992,2198,20404,1764,17414,451,1420390,74271,19124453,South America,57,2215,13
9,Spain,311916,1527,28422,2,N/A,N/A,N/A,617,6671,608,6026446,128892,46755761,Europe,150,1645,8
10,UK,295372,580,45312,12,N/A,N/A,N/A,142,4350,667,13459190,198208,67904526,Europe,230,1499,5
11,Iran,276202,2414,14405,217,240087,2299,21710,3583,3286,171,2175217,25882,84044752,Asia,304,5834,39
12,Pakistan,265083,1587,5599,31,205929,1653,53555,1552,1199,25,1740768,7874,221084562,Asia,834,39486,127
13,Saudi Arabia,253349,2429,2523,37,203259,5524,47567,2196,7272,72,2728424,78315,34839236,Asia,138,13809,13
14,Italy,244624,190,35058,13,197162,213,12404,47,4046,580,6262302,103583,60456923,Europe,247,1724,10
15,Turkey,220572,931,5508,17,203002,992,12062,1243,2614,65,4316781,51157,84383723,Asia,383,15320,20
16,Bangladesh,207453,2928,2668,50,113556,1914,91229,1,1259,16,1041661,6322,164770770,Asia,794,61758,158
17,Germany,203486,641,9172,9,187800,,6514,264,2428,109,6884614,82157,83798119,Europe,412,9136,12
18,Colombia,197278,,6736,,91793,,98749,1040,3875,132,1210063,23769,50909605,South America,258,7558,42
19,France,176754,350,30177,8,79233,,67344,477,2708,462,2764345,42345,65281223,Europe,369,2163,24
