#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,3406204,33530,174300,836,1518293,18290,1713611,19079,,,,,,North America,,,
,South America,2429211,8480,91085,220,1534544,33903,803582,13494,,,,,,South America,,,
,Europe,2465942,11496,193425,346,1424113,12809,848404,5564,,,,,,Europe,,,
,Asia,2522397,48948,61034,1131,1697637,44334,763726,19346,,,,,,Asia,,,
,Africa,452625,1967,10950,30,218782,1077,222893,1808,,,,,,Africa,,,
,Oceania,10004,107,126,,8952,36,926,5,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,11287104,104528,530935,2563,6402972,110449,4353197,59300,1448,68.1,,,,All,,,
1,USA,2914838,24250,132208,144,1248400,12912,1534230,15941,8806,399,36469453,110174,331018157,North America,114,2504,9
2,Brazil,1550176,6835,63409,155,978615,32700,508152,8318,7293,298,3330562,15668,212570544,South America,137,3352,64
3,Russia,674515,6632,10027,168,446879,8986,217609,2300,4622,69,20451110,140138,145935130,Europe,216,14554,7
4,India,672644,22755,19279,610,408625,14306,244740,8944,487,14,9540132,6913,1380085626,Asia,2052,71585,145
5,Spain,297625,,28385,,N/A,N/A,N/A,617,6366,607,5448984,116543,46754972,Europe,157,1647,9
6,Peru,295599,,10226,,185852,,99521,1210,8965,310,1740969,52799,32973640,South America,112,3224,19
7,Chile,288089,,6051,,253343,,28695,2099,15070,317,1146593,59977,19117287,South America,66,3159,17
8,UK,284900,624,44198,67,N/A,N/A,N/A,231,4197,651,10340511,152315,67888969,Europe,238,1536,7
9,Mexico,245251,6740,29843,654,147205,4612,68203,378,1902,231,624987,4847,128940399,North America,526,4321,206
10,Italy,241419,235,34854,21,191944,477,14621,71,3993,576,5600826,92636,60460794,Europe,250,1735,11
11,Iran,237878,2449,11408,148,198949,2503,27521,3136,2832,136,1744958,20774,83997756,Asia,353,7363,48
12,Pakistan,225283,3387,4619,68,125094,11471,95570,2460,1020,21,1372825,6215,220896749,Asia,981,47824,161
13,Saudi Arabia,205929,4128,1858,56,143256,2642,60815,2295,5915,53,1823763,52384,34815518,Asia,169,18738,19
14,Turkey,203456,,5186,,178278,,19992,1082,2412,61,3535818,41921,84344072,Asia,415,16264,24
15,Germany,197250,250,9074,1,181300,300,6876,318,2354,108,5873563,70102,83786438,Europe,425,9234,14
16,South Africa,177124,,2952,,86298,,87874,539,2986,50,1745153,29423,59312107,Africa,335,20092,34
17,France,166960,,29893,,77060,,60007,560,2558,458,1384633,21212,65274927,Europe,391,2184,47
18,Bangladesh,159679,3288,1997,29,70721,2673,86961,1,970,12,835074,5070,164699098,Asia,1031,82473,197
19,Colombia,109505,,3777,,45334,,60394,841,2152,74,818703,16089,50885910,South America,465,13473,62
20,Canada,105211,120,8668,5,68868,175,27675,2118,2787,230,2885746,76455,37744314,North America,359,4354,13
21,Qatar,99183,530,123,2,90387,1804,8673,176,35324,44,376881,134226,2807805,Asia,28,22828,7
22,Argentina,72786,,1453,16,25930,706,45403,620,1610,32,390382,8637,45198395,South America,621,31107,116
23,Egypt,72711,,3201,,19690,,49820,41,711,31,135000,1319,102336953,Africa,1407,31970,758
24,Sweden,71419,,5420,,N/A,N/A,N/A,124,7071,537,519113,51399,10099756,Europe,141,1863,19
25,Belarus,63270,273,418,6,50669,760,12183,89,6696,44,1059299,112104,9449289,Europe,149,22606,9
26,Indonesia,62142,1447,3089,53,28219,651,30834,,227,11,894428,3270,273539841,Asia,4402,88553,306
27,Belgium,61838,111,9771,6,17091,18,34976,32,5335,843,1284605,110837,11590064,Europe,187,1186,9
28,Ecuador,60657,,4700,,28391,,27566,288,3438,266,158730,8996,17643922,South America,291,3754,111
29,Iraq,58354,2334,2368,106,31077,1477,24909,333,1451,59,589377,14653,40221975,Asia,689,16986,68
30,UAE,50857,716,321,3,39857,704,10679,1,5142,32,3500000,353858,9890980,Asia,194,30813,3
31,Netherlands,50335,,6113,,N/A,N/A,N/A,28,2938,357,616376,35971,17135244,Europe,340,2803,28
32,Kuwait,49303,631,365,5,39943,667,8995,144,11544,85,399498,93542,4270789,Asia,87,11701,11
33,Ukraine,47677,914,1227,15,21115,557,25335,102,1090,28,705836,16141,43730137,Europe,917,35640,62
