#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,4217138,71688,189856,1716,1976479,41750,2050803,19804,,,,,,North America,,,
,South America,3034581,42957,109829,1462,1903798,8686,1020954,13639,,,,,,South America,,,
,Asia,3130646,59894,73885,1267,2201863,47069,854898,19746,,,,,,Asia,,,
,Europe,2613259,13544,197727,380,1546164,16006,869368,5289,,,,,,Europe,,,
,Africa,645570,16685,14013,210,334831,18051,296726,989,,,,,,Africa,,,
,Oceania,12155,240,133,3,9533,93,2489,28,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,13654070,205008,585458,5038,7973319,131655,5095293,59499,1752,75.1,,,,All,,,
1,USA,3606623,61546,139960,817,1635743,35548,1830920,16342,10894,423,44618470,134768,331076384,North America,92,2366,7
2,Brazil,1966748,35544,75366,1104,1213512,,677870,8318,9250,354,4572796,21507,212615886,South America,108,2821,46
3,India,970169,32682,24929,614,613735,20655,331505,8944,703,18,12412664,8991,1380493070,Asia,1423,55377,111
4,Russia,746369,6422,11770,156,523249,10424,211350,2300,5114,81,23754645,162773,145937005,Europe,196,12399,6
5,Peru,337724,3857,12417,188,226400,3139,98907,1325,10238,376,1983932,60142,32987448,South America,98,2657,17
6,Chile,321205,1712,7186,117,292085,2865,21934,1915,16797,376,1334712,69799,19122213,South America,60,2661,14
7,Mexico,311486,7051,36327,836,193976,4913,81183,378,2415,282,756137,5862,128981086,North America,414,3551,171
8,South Africa,311049,12757,4453,107,160693,14414,145903,539,5242,75,2278127,38395,59334579,Africa,191,13325,26
9,Spain,304574,875,28413,4,N/A,N/A,N/A,617,6514,608,6026446,128893,46755514,Europe,154,1646,8
10,UK,291911,538,45053,85,N/A,N/A,N/A,145,4299,664,12461869,183534,67899665,Europe,233,1507,5
11,Iran,264561,2388,13410,199,227561,2291,23590,3411,3148,160,2048049,24373,84030066,Asia,318,6266,41
12,Pakistan,255769,2165,5386,66,172810,2154,77573,2078,1157,24,1627939,7365,221025870,Asia,864,41037,136
13,Italy,243506,162,34997,13,196016,575,12493,57,4028,579,6053060,100120,60458132,Europe,248,1728,10
14,Saudi Arabia,240474,2671,2325,42,183048,5488,55101,2221,6904,67,2436683,69956,34831824,Asia,145,14981,14
15,Turkey,215940,947,5419,17,197733,1013,12788,1206,2559,64,4107498,48684,84371332,Asia,391,15570,21
16,Germany,201252,486,9148,4,186000,500,6104,248,2402,109,6376054,76092,83794469,Europe,416,9160,13
17,Bangladesh,193590,3533,2457,33,105523,2296,85610,1,1175,15,980402,5951,164748373,Asia,851,67053,168
18,France,173304,416,30120,20,78820,150,64364,482,2655,461,2532227,38791,65279255,Europe,377,2167,26
19,Colombia,159898,,5625,,68806,,85467,875,3141,111,1082415,21265,50902201,South America,318,9049,47
20,Canada,108719,233,8810,12,72377,207,27532,2170,2880,233,3302483,87473,37754249,North America,347,4285,11
21,Argentina,106910,,1987,19,47298,1831,57625,752,2365,44,495065,10950,45210848,South America,423,22753,91
22,Qatar,104983,450,151,1,101637,477,3195,135,37390,54,424858,151313,2807805,Asia,27,18595,7
23,Egypt,84843,913,4067,59,26135,591,54641,41,829,40,135000,1318,102395050,Africa,1207,25177,758
24,Iraq,83867,2110,3432,87,52621,1839,27814,374,2084,85,728737,18106,40249168,Asia,480,11728,55
