#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9263898,6974,320984,520,6045438,4875,2897476,17868,,,,,,North America,,,
,Asia,11305862,16197,205076,230,9604425,15216,1496361,20662,,,,,,Asia,,,
,South America,8396844,361,264204,27,7284171,535,848469,18003,,,,,,South America,,,
,Europe,5547205,24373,227139,407,2933837,12034,2386229,9667,,,,,,Europe,,,
,Africa,1536806,2312,36928,43,1275086,,224792,1615,,,,,,Africa,,,
,Oceania,31872,11,940,2,29087,29,1845,15,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,36083208,50228,1055286,1229,27172695,32689,7855227,67834,4629,135.4,,,,All,,,
1,USA,7724207,1461,215849,27,4936501,956,2571857,14508,23299,651,113322351,341826,331521024,North America,43,1536,3
2,India,6757131,2952,104591,,5744693,3440,907847,8944,4884,76,82271654,59462,1383604455,Asia,205,13229,17
3,Brazil,4970953,,147571,,4352871,,470511,8318,23342,693,17900000,84053,212962134,South America,43,1443,12
4,Russia,1248619,11115,21865,202,995275,6699,231479,2300,8555,150,48700000,333673,145951318,Europe,117,6675,3
5,Colombia,869808,,27017,,770812,,71979,2220,17046,529,3967885,77761,51026600,South America,59,1889,13
6,Spain,865631,,32486,,N/A,N/A,N/A,1544,18512,695,13689776,292769,46759656,Europe,54,1439,3
7,Peru,832929,,32914,,718065,,81950,1268,25169,995,3975007,120117,33092889,South America,40,1005,8
8,Argentina,824468,,21827,,660272,,142369,4007,18198,482,2110994,46594,45305938,South America,55,2076,21
9,Mexico,794608,4828,82348,471,557478,3541,154782,2417,6146,637,2021255,15633,129291789,North America,163,1570,64
10,South Africa,683242,,17103,,616857,,49282,539,11482,287,4294931,72176,59506184,Africa,87,3479,14
11,France,634763,,32365,,99295,,503103,1426,9719,496,11699517,179132,65312309,Europe,103,2018,6
12,UK,530113,,42445,,N/A,N/A,N/A,393,7798,624,26147138,384622,67981342,Europe,128,1602,3
13,Iran,479825,,27419,,394800,,57606,4200,5693,325,4179338,49591,84276796,Asia,176,3074,20
14,Chile,473306,,13070,,445418,,14818,847,24703,682,3529067,184191,19159831,South America,40,1466,5
15,Iraq,387121,,9531,,316371,,61219,479,9569,236,2395387,59208,40456821,Asia,105,4245,17
16,Bangladesh,373151,1520,5440,35,286631,1798,81080,,2260,33,2026808,12274,165124651,Asia,443,30354,81
17,Saudi Arabia,337243,,4923,,322612,,9708,932,9648,141,6775933,193840,34956342,Asia,104,7101,5
18,Italy,330263,,36030,,234099,,60134,319,5465,596,11944088,197626,60437808,Europe,183,1677,5
19,Philippines,329637,2825,5925,60,273723,437,49989,1758,2998,54,3946226,35886,109965827,Asia,334,18560,28
20,Turkey,327557,,8553,,287599,,31405,1414,3873,101,11044338,130579,84579501,Asia,258,9889,8
21,Pakistan,316351,624,6535,12,301288,672,8528,499,1425,29,3730221,16802,222011887,Asia,702,33973,60
22,Indonesia,315714,4538,11472,98,240291,3854,63951,,1151,42,3595719,13109,274290128,Asia,869,23910,76
23,Germany,307119,,9635,,265600,,31884,447,3662,115,16999253,202720,83855794,Europe,273,8703,5
24,Israel,278585,1559,1803,6,215181,3784,61601,855,30289,196,3832435,416678,9197590,Asia,33,5101,2
25,Ukraine,239337,4753,4597,77,105970,2569,128770,177,5482,105,2423031,55495,43662298,Europe,182,9498,18
26,Canada,171323,,9530,,143994,,17799,148,4529,252,7759301,205109,37830114,North America,221,3970,5
27,Netherlands,144999,,6482,,N/A,N/A,N/A,211,8457,378,2656731,154956,17145056,Europe,118,2645,6
28,Ecuador,142056,,11702,,120511,,9843,354,8020,661,455122,25694,17713501,South America,125,1514,39
29,Romania,139612,,5121,,109898,,24593,608,7270,267,2540222,132284,19202752,Europe,138,3750,8
30,Bolivia,137468,361,8156,27,98542,535,30770,71,11734,696,309523,26421,11715002,South America,85,1436,38
31,Morocco,137248,,2410,,115354,,19484,434,3707,65,2753882,74376,37026255,Africa,270,15364,13
32,Belgium,134291,2088,10092,14,19812,93,104387,189,11574,870,3448895,297238,11603126,Europe,86,1150,3
33,Qatar,126943,,216,,123893,,2834,56,45211,77,805365,286831,2807805,Asia,22,12999,3
34,Panama,116602,,2440,,92950,,21212,116,26913,563,514367,118720,4332610,North America,37,1776,8
35,Dominican Republic,115371,,2149,,91569,,21653,183,10607,198,498081,45793,10876765,North America,94,5061,22
36,Kazakhstan,108362,66,1746,,103465,98,3151,221,5753,93,3045439,161681,18836090,Asia,174,10788,6
37,Kuwait,108268,,632,,100179,,7457,139,25254,147,764608,178347,4287190,Asia,40,6784,6
38,Poland,107319,3003,2792,75,75346,1188,29181,283,2836,74,3533697,93397,37835420,Europe,353,13551,11
39,Egypt,103902,,6001,,97449,,452,41,1010,58,135000,1313,102838698,Africa,990,17137,762
40,Oman,102648,,990,,91275,,10383,210,19970,193,376700,73286,5140161,Asia,50,5192,14
41,UAE,100794,,435,,90556,,9803,,10159,44,10322913,1040407,9921991,Asia,98,22809,1
42,Sweden,96145,,5883,,N/A,N/A,N/A,23,9504,582,1661484,164242,10116073,Europe,105,1720,6
43,Guatemala,94870,,3310,,83480,,8080,5,5270,184,342674,19035,18002212,North America,190,5439,53
44,Nepal,90814,,563,,67542,,22709,,3102,19,1099276,37551,29273941,Asia,322,51996,27
45,Czechia,90022,,794,,48788,,40440,326,8402,74,1476013,137761,10714321,Europe,119,13494,7
46,Japan,86047,,1602,,79071,,5374,140,681,13,2196831,17384,126371613,Asia,1469,78884,58
47,Costa Rica,82142,,1004,,50020,,31118,214,16086,197,245115,48001,5106475,North America,62,5086,21
48,Belarus,81090,,868,,75376,,4846,,8582,92,1957957,207224,9448485,Europe,117,10885,5
49,Honduras,80662,642,2447,14,30131,363,48084,26,8110,246,189176,19020,9945978,North America,123,4065,53
50,Portugal,80312,,2032,,50712,,27568,104,7882,199,2711918,266170,10188660,Europe,127,5014,4
51,Ethiopia,80003,,1238,,34960,,43805,282,691,11,1312910,11348,115699779,Africa,1446,93457,88
52,Venezuela,79796,,665,,70719,,8412,198,2808,23,1969847,69326,28414129,South America,356,42728,14
53,Bahrain,73476,,262,,68606,,4608,71,42804,153,1498843,873155,1716583,Asia,23,6552,1
54,Nigeria,59583,,1113,,51308,,7162,7,287,5,538815,2597,207460406,Africa,3482,186397,385
55,Uzbekistan,59579,236,491,2,56165,107,2923,252,1773,15,1377915,41013,33596903,Asia,564,68425,24
56,Singapore,57840,10,27,,57612,,201,1,9866,5,3072368,524063,5862590,Asia,101,217133,2
57,Moldova,57732,,1389,,41938,,14405,755,14320,345,296908,73648,4031427,Europe,70,2902,14
58,Switzerland,56632,,2081,,47300,,7251,39,6531,240,1424477,164271,8671486,Europe,153,4167,6
59,Armenia,53755,672,995,5,45110,178,7650,,18131,336,312823,105515,2964732,Asia,55,2980,9
60,Algeria,52399,,1768,,36763,,13868,25,1189,40,,,44058224,Africa,841,24920,
61,Austria,50848,1029,830,8,40499,709,9519,100,5637,92,1716505,190297,9020126,Europe,177,10868,5
62,Kyrgyzstan,48097,298,1069,3,43798,154,3230,24,7340,163,276522,42201,6552435,Asia,136,6129,24
63,Lebanon,46918,,424,,20490,,26004,165,6882,62,910877,133616,6817150,Asia,145,16078,7
64,Ghana,46829,,303,,46060,,466,4,1499,10,488427,15634,31241804,Africa,667,103108,64
65,Paraguay,45647,,966,,28546,,16135,693,6379,135,293374,40999,7155690,South America,157,7408,24
66,Palestine,42432,,349,,35599,,6484,,8268,68,437500,85247,5132157,Asia,121,14705,12
67,Azerbaijan,40931,,600,,38713,,1618,,4027,59,1145397,112698,10163459,Asia,248,16939,9
68,Kenya,39586,,743,,27331,,11512,,732,14,565336,10454,54079023,Africa,1366,72785,96
69,Afghanistan,39548,62,1469,2,33045,68,5034,93,1010,38,113020,2886,39155921,Asia,990,26655,346
70,Ireland,38973,,1811,,23364,,13798,24,7870,366,1256909,253799,4952389,Europe,127,2735,4
71,Libya,38468,,602,,22410,,15456,,5578,87,226162,32796,6895928,Africa,179,11455,30
72,Serbia,34072,,757,,31536,,1779,19,3904,87,1166882,133697,8727827,Europe,256,11529,7
73,Hungary,33114,816,877,24,9149,426,23088,41,3430,91,781023,80904,9653714,Europe,292,11008,12
74,Denmark,30379,,663,,23655,,6061,15,5240,114,4123938,711310,5797670,Europe,191,8745,1
75,El Salvador,29634,,873,4,24525,,4236,36,4563,134,410622,63222,6494957,North America,219,7440,16
76,Bosnia and Herzegovina,28710,,903,,22274,,5533,,8766,276,251160,76684,3275267,Europe,114,3627,13
77,Australia,27182,8,897,2,24937,20,1348,6,1063,35,7851776,306972,25578158,Australia/Oceania,941,28515,3
78,Tunisia,24542,2312,364,43,5032,,19146,124,2071,31,256667,21657,11851399,Africa,483,32559,46
79,S. Korea,24353,114,425,3,22334,251,1594,102,475,8,2378073,46373,51281062,Asia,2106,120661,22
80,Bulgaria,22306,,862,,15310,,6134,57,3217,124,552220,79637,6934186,Europe,311,8044,13
81,Cameroon,20924,,420,,19764,,740,30,783,16,149000,5577,26716655,Africa,1277,63611,179
82,Greece,20541,,420,,9989,,10132,87,1973,40,1367231,131348,10409229,Europe,507,24784,8
83,Myanmar,20033,,471,,5782,,13780,,368,9,342949,6292,54507082,Asia,2721,115726,159
84,Ivory Coast,19903,,120,,19539,,244,,750,5,167083,6294,26547145,Africa,1334,221226,159
85,North Macedonia,19096,,768,,15645,,2683,3,9166,369,197382,94743,2083351,Europe,109,2713,11
86,Jordan,19001,,122,,5386,,13493,48,1857,12,1330605,130069,10230006,Asia,538,83853,8
87,Croatia,18447,363,309,5,16308,116,1830,26,4501,75,338594,82617,4098380,Europe,222,13263,12
88,Madagascar,16600,,234,,15698,,668,16,596,8,73437,2635,27874741,Africa,1679,119123,380
89,Zambia,15170,,335,,14313,,522,,819,18,167185,9029,18516270,Africa,1221,55272,111
90,Senegal,15141,,312,,12936,,1893,7,898,19,183892,10909,16857669,Africa,1113,54031,92
91,Norway,14784,,275,,11190,,3319,4,2721,51,1107929,203944,5432526,Europe,367,19755,5
92,Slovakia,14689,877,55,,5200,173,9434,42,2690,10,508713,93165,5460354,Europe,372,99279,11
93,Albania,14568,,403,,8965,,5200,23,5064,140,89527,31119,2876949,Europe,197,7139,32
94,Sudan,13653,,836,,6764,,6053,,309,19,,,44114623,Africa,3231,52769,
95,Malaysia,13504,,141,,10427,,2936,31,416,4,1627612,50118,32475485,Asia,2405,230323,20
96,Montenegro,12584,,188,,8557,,3839,17,20035,299,73063,116326,628087,Europe,50,3341,9
97,Namibia,11673,,125,,9611,,1937,7,4572,49,104309,40858,2552944,Africa,219,20424,24
98,Finland,11049,120,346,,8100,,2603,8,1993,62,1111771,200571,5543034,Europe,502,16020,5
99,Guinea,10863,,68,,10176,,619,24,821,5,33676,2546,13224491,Africa,1217,194478,393
100,DRC,10789,,274,,10239,,276,,120,3,,,90258036,Africa,8366,329409,
101,Maldives,10621,,34,,9466,,1121,12,19559,63,150743,277593,543037,Asia,51,15972,4
102,French Guiana,10070,,69,,9741,,260,6,33491,229,68082,226428,300679,South America,30,4358,4
103,Tajikistan,10014,,78,,8837,,1099,,1044,8,,,9593259,Asia,958,122991,
104,Georgia,9753,508,62,4,5235,348,4456,,2446,16,679169,170342,3987097,Asia,409,64308,6
105,Mozambique,9398,,67,,6358,,2973,,299,2,147458,4684,31480472,Africa,3350,469858,213
106,Uganda,9082,,84,,5457,,3541,,197,2,495696,10750,46109772,Africa,5077,548926,93
107,Luxembourg,8979,,128,,7793,,1058,1,14283,204,862757,1372394,628651,Europe,70,4911,1
108,Haiti,8838,,229,,7013,,1596,,773,20,29115,2545,11439266,North America,1294,49953,393
109,Gabon,8808,,54,,8135,,619,3,3933,24,185889,83011,2239340,Africa,254,41469,12
110,Zimbabwe,7915,,229,,6440,,1246,,531,15,160162,10735,14919879,Africa,1885,65152,93
111,Mauritania,7529,,162,,7208,,159,3,1608,35,81325,17373,4681167,Africa,622,28896,58
112,Jamaica,7109,,123,,2674,,4312,12,2398,41,81860,27612,2964627,North America,417,24103,36
113,Slovenia,6764,,159,,4399,,2206,30,3253,76,240054,115465,2079015,Europe,307,13076,9
114,Cabo Verde,6518,,69,,5632,,817,,11690,124,87076,156166,557587,Africa,86,8081,6
115,Guadeloupe,6319,,77,,2199,,4043,35,15792,192,59202,147952,400142,North America,63,5197,7
116,Cuba,5883,,123,,5278,,482,2,519,11,656805,57997,11324751,North America,1925,92071,17
117,Malawi,5796,,180,,4549,,1067,4,301,9,54566,2833,19257498,Africa,3323,106986,353
118,Angola,5725,,211,,2598,,2916,16,173,6,85213,2572,33127495,Africa,5786,157002,389
